Date,Team 1,FT,Team 2
Sat Aug 16 2003,Academica De Coimbra,1-2,Sporting CP
Sun Aug 17 2003,FC Porto,2-0,Sporting Braga
Sun Aug 17 2003,CD Nacional,2-0,Pacos De Ferreira
Sun Aug 17 2003,CS Maritimo,1-0,SC Beira Mar
Sun Aug 17 2003,Boavista Porto,0-0,Sl Benfica
Sun Aug 17 2003,Moreirense FC,1-0,Rio Ave FC
Sun Aug 17 2003,Gil Vicente,0-1,FC Alverca
Mon Aug 18 2003,Vitoria Guimaraes,1-0,Uniao Leiria
Fri Aug 22 2003,FC Alverca,0-1,CS Maritimo
Sat Aug 23 2003,Sl Benfica,2-0,Vitoria Guimaraes
Sat Aug 23 2003,Sporting CP,4-2,Os Belenenses
Sat Aug 23 2003,Uniao Leiria,0-2,Academica De Coimbra
Sun Aug 24 2003,Sporting Braga,1-0,CD Nacional
Sun Aug 24 2003,Rio Ave FC,1-1,Gil Vicente
Sun Aug 24 2003,Pacos De Ferreira,1-0,Moreirense FC
Sun Aug 24 2003,Estrela Amadora,1-1,FC Porto
Mon Aug 25 2003,SC Beira Mar,0-2,Boavista Porto
Sat Aug 30 2003,Boavista Porto,1-0,Vitoria Guimaraes
Sat Aug 30 2003,Moreirense FC,0-2,Sporting Braga
Sun Aug 31 2003,CD Nacional,4-0,Estrela Amadora
Sun Aug 31 2003,CS Maritimo,1-0,Rio Ave FC
Sun Aug 31 2003,SC Beira Mar,1-0,FC Alverca
Mon Sep 1 2003,Os Belenenses,1-1,Uniao Leiria
Tue Sep 2 2003,FC Porto,4-1,Sporting CP
Wed Sep 3 2003,Gil Vicente,2-0,Pacos De Ferreira
Sun Sep 7 2003,Os Belenenses,4-0,Estrela Amadora
Fri Sep 12 2003,Sporting Braga,2-1,Gil Vicente
Sat Sep 13 2003,Uniao Leiria,1-3,FC Porto
Sat Sep 13 2003,Vitoria Guimaraes,1-2,Academica De Coimbra
Sat Sep 13 2003,Pacos De Ferreira,0-1,CS Maritimo
Sat Sep 13 2003,Estrela Amadora,1-2,Moreirense FC
Sun Sep 14 2003,Sl Benfica,3-3,Os Belenenses
Sun Sep 14 2003,Sporting CP,2-0,CD Nacional
Sun Sep 14 2003,Rio Ave FC,1-1,SC Beira Mar
Mon Sep 15 2003,FC Alverca,1-1,Boavista Porto
Fri Sep 19 2003,CS Maritimo,1-1,Sporting Braga
Sat Sep 20 2003,Boavista Porto,0-0,Academica De Coimbra
Sat Sep 20 2003,Moreirense FC,1-0,Sporting CP
Sun Sep 21 2003,FC Porto,2-0,Sl Benfica
Sun Sep 21 2003,CD Nacional,0-2,Uniao Leiria
Sun Sep 21 2003,SC Beira Mar,4-1,Pacos De Ferreira
Sun Sep 21 2003,FC Alverca,1-0,Rio Ave FC
Sun Sep 21 2003,Gil Vicente,5-1,Estrela Amadora
Mon Sep 22 2003,Os Belenenses,2-0,Vitoria Guimaraes
Fri Sep 26 2003,Rio Ave FC,1-2,Boavista Porto
Sat Sep 27 2003,Vitoria Guimaraes,1-2,FC Porto
Sun Sep 28 2003,Sl Benfica,1-0,CD Nacional
Sun Sep 28 2003,Sporting Braga,0-2,SC Beira Mar
Sun Sep 28 2003,Uniao Leiria,2-1,Moreirense FC
Sun Sep 28 2003,Academica De Coimbra,0-1,Os Belenenses
Sun Sep 28 2003,Pacos De Ferreira,0-3,FC Alverca
Sun Sep 28 2003,Estrela Amadora,1-0,CS Maritimo
Mon Sep 29 2003,Sporting CP,1-0,Gil Vicente
Fri Oct 3 2003,Boavista Porto,1-1,Os Belenenses
Sat Oct 4 2003,CS Maritimo,2-1,Sporting CP
Sat Oct 4 2003,Moreirense FC,1-4,Sl Benfica
Sun Oct 5 2003,FC Porto,4-1,Academica De Coimbra
Sun Oct 5 2003,CD Nacional,4-2,Vitoria Guimaraes
Sun Oct 5 2003,Rio Ave FC,2-1,Pacos De Ferreira
Sun Oct 5 2003,SC Beira Mar,3-0,Estrela Amadora
Sun Oct 5 2003,Gil Vicente,2-0,Uniao Leiria
Mon Oct 6 2003,FC Alverca,1-2,Sporting Braga
Fri Oct 17 2003,Vitoria Guimaraes,3-0,Moreirense FC
Sat Oct 18 2003,Academica De Coimbra,0-1,CD Nacional
Sat Oct 18 2003,Os Belenenses,1-4,FC Porto
Sat Oct 18 2003,Pacos De Ferreira,0-3,Boavista Porto
