Date,Team 1,FT,Team 2
Fri Aug 15 2003,Roda JC Kerkrade,2-2,PSV Eindhoven
Sat Aug 16 2003,Willem II,1-0,AZ Alkmaar
Sat Aug 16 2003,FC Twente,3-1,RBC Roosendaal
Sat Aug 16 2003,RKC Waalwijk,1-0,ADO Den Haag
Sun Aug 17 2003,Vitesse,1-2,AFC Ajax
Sun Aug 17 2003,Feyenoord,2-1,NEC Nijmegen
Sun Aug 17 2003,FC Volendam,0-1,SC Heerenveen
Sun Aug 17 2003,FC Utrecht,1-0,PEC Zwolle
Sun Aug 17 2003,FC Groningen,1-0,NAC Breda
Fri Aug 22 2003,AZ Alkmaar,3-0,FC Twente
Sat Aug 23 2003,SC Heerenveen,1-0,Feyenoord
Sat Aug 23 2003,NAC Breda,2-0,Vitesse
Sat Aug 23 2003,PSV Eindhoven,6-1,Willem II
Sat Aug 23 2003,ADO Den Haag,1-1,FC Utrecht
Sat Aug 23 2003,RBC Roosendaal,0-1,AFC Ajax
Sun Aug 24 2003,NEC Nijmegen,1-3,Roda JC Kerkrade
Sun Aug 24 2003,PEC Zwolle,0-3,RKC Waalwijk
Sun Aug 24 2003,FC Volendam,3-0,FC Groningen
Fri Aug 29 2003,Vitesse,1-2,AZ Alkmaar
Fri Aug 29 2003,Willem II,2-0,SC Heerenveen
Sat Aug 30 2003,Roda JC Kerkrade,0-2,RBC Roosendaal
Sat Aug 30 2003,FC Twente,0-2,PSV Eindhoven
Sun Aug 31 2003,FC Utrecht,0-1,NEC Nijmegen
Sun Aug 31 2003,RKC Waalwijk,3-0,FC Volendam
Sun Aug 31 2003,Feyenoord,2-1,NAC Breda
Sun Aug 31 2003,AFC Ajax,1-0,PEC Zwolle
Sun Aug 31 2003,FC Groningen,2-0,ADO Den Haag
Fri Sep 12 2003,ADO Den Haag,1-1,FC Volendam
Sat Sep 13 2003,SC Heerenveen,1-0,FC Groningen
Sat Sep 13 2003,PEC Zwolle,0-0,Roda JC Kerkrade
Sat Sep 13 2003,RBC Roosendaal,1-1,Vitesse
Sat Sep 13 2003,AFC Ajax,4-1,RKC Waalwijk
Sat Sep 13 2003,PSV Eindhoven,2-1,FC Utrecht
Sun Sep 14 2003,AZ Alkmaar,2-2,Feyenoord
Sun Sep 14 2003,NAC Breda,1-1,Willem II
Sun Sep 14 2003,NEC Nijmegen,2-1,FC Twente
Fri Sep 19 2003,FC Volendam,2-3,NEC Nijmegen
Sat Sep 20 2003,ADO Den Haag,1-2,RBC Roosendaal
Sat Sep 20 2003,Willem II,2-1,PEC Zwolle
Sat Sep 20 2003,Vitesse,1-1,Roda JC Kerkrade
Sat Sep 20 2003,AZ Alkmaar,3-1,SC Heerenveen
Sat Sep 20 2003,FC Twente,2-1,RKC Waalwijk
Sun Sep 21 2003,FC Groningen,1-1,FC Utrecht
Sun Sep 21 2003,Feyenoord,1-3,PSV Eindhoven
Sun Sep 21 2003,NAC Breda,4-2,AFC Ajax
Sat Sep 27 2003,PSV Eindhoven,0-1,AZ Alkmaar
Sat Sep 27 2003,SC Heerenveen,3-0,FC Twente
Sat Sep 27 2003,RBC Roosendaal,1-1,FC Volendam
Sun Sep 28 2003,Roda JC Kerkrade,0-0,FC Groningen
Sun Sep 28 2003,NEC Nijmegen,1-2,ADO Den Haag
Sun Sep 28 2003,RKC Waalwijk,2-0,NAC Breda
Sun Sep 28 2003,AFC Ajax,6-0,Willem II
Sun Sep 28 2003,FC Utrecht,1-3,Vitesse
Sun Sep 28 2003,PEC Zwolle,0-3,Feyenoord
Fri Oct 3 2003,Vitesse,3-5,FC Twente
Sat Oct 4 2003,SC Heerenveen,1-0,RKC Waalwijk
Sat Oct 4 2003,ADO Den Haag,0-4,PSV Eindhoven
Sat Oct 4 2003,NAC Breda,1-2,FC Utrecht
Sat Oct 4 2003,Willem II,0-2,Roda JC Kerkrade
