Date,Team 1,Team 2,FT,HT
2003-08-01,Le Havre,Nancy,0-0,0-0
2003-08-02,Angers,Valence,0-2,0-2
2003-08-02,Chateauroux,St Etienne,2-0,1-0
2003-08-02,Clermont,Rouen,0-0,0-0
2003-08-02,Grenoble,Besancon,0-0,0-0
2003-08-02,Gueugnon,Lorient,1-1,0-1
2003-08-02,Istres,Sedan,2-0,1-0
2003-08-02,Laval,Amiens,1-2,1-1
2003-08-02,Niort,Creteil,3-0,1-0
2003-08-02,Troyes,Caen,2-2,0-1
2003-08-09,Amiens,Angers,1-0,0-0
2003-08-09,Besancon,Istres,0-1,0-0
2003-08-09,Caen,Clermont,1-2,0-0
2003-08-09,Creteil,Gueugnon,1-1,0-0
2003-08-09,Nancy,St Etienne,0-1,0-0
2003-08-09,Rouen,Laval,1-1,0-0
2003-08-09,Sedan,Niort,1-1,1-1
2003-08-09,Troyes,Grenoble,3-2,1-1
2003-08-09,Valence,Chateauroux,3-0,2-0
2003-08-10,Lorient,Le Havre,2-0,0-0
2003-08-15,St Etienne,Lorient,2-1,1-1
2003-08-16,Angers,Sedan,0-0,0-0
2003-08-16,Chateauroux,Nancy,0-0,0-0
2003-08-16,Clermont,Troyes,0-0,0-0
2003-08-16,Grenoble,Rouen,0-0,0-0
2003-08-16,Gueugnon,Amiens,0-1,0-0
2003-08-16,Istres,Caen,3-1,1-0
2003-08-16,Laval,Besancon,1-3,0-3
2003-08-16,Le Havre,Creteil,1-1,1-1
2003-08-16,Niort,Valence,1-0,0-0
2003-08-19,Amiens,Istres,0-0,0-0
2003-08-19,Besancon,Gueugnon,1-1,1-0
2003-08-19,Caen,Grenoble,0-0,0-0
2003-08-19,Clermont,Niort,0-1,0-0
2003-08-19,Creteil,St Etienne,1-0,0-0
2003-08-19,Lorient,Nancy,2-0,0-0
2003-08-19,Rouen,Angers,3-1,2-0
2003-08-19,Sedan,Chateauroux,2-0,1-0
2003-08-19,Troyes,Laval,0-0,0-0
2003-08-19,Valence,Le Havre,1-2,0-1
2003-08-22,Le Havre,Sedan,3-0,1-0
2003-08-23,Angers,Besancon,2-1,1-0
2003-08-23,Chateauroux,Lorient,2-2,2-1
2003-08-23,Grenoble,Clermont,0-0,0-0
2003-08-23,Gueugnon,Valence,2-0,1-0
2003-08-23,Istres,Rouen,0-0,0-0
2003-08-23,Laval,Caen,1-0,0-0
2003-08-23,Nancy,Creteil,2-0,0-0
2003-08-23,Niort,Amiens,0-0,0-0
2003-08-23,St Etienne,Troyes,2-3,2-0
2003-08-29,Besancon,Chateauroux,3-1,2-1
2003-08-30,Amiens,Le Havre,2-0,1-0
2003-08-30,Caen,Angers,1-0,1-0
2003-08-30,Clermont,Laval,2-1,0-1
2003-08-30,Creteil,Lorient,1-0,1-0
2003-08-30,Grenoble,Gueugnon,2-2,1-0
2003-08-30,Rouen,Niort,2-1,2-1
2003-08-30,Troyes,Istres,0-2,0-0
2003-08-30,Valence,Nancy,0-0,0-0
2003-08-31,Sedan,St Etienne,1-2,1-1
2003-09-04,Laval,Grenoble,2-0,0-0
2003-09-05,Angers,Troyes,2-0,0-0
2003-09-05,Chateauroux,Creteil,1-3,1-1
2003-09-05,Gueugnon,Rouen,2-1,1-0
2003-09-05,Istres,Clermont,2-0,0-0
2003-09-05,Le Havre,Besancon,2-0,1-0
2003-09-05,Lorient,Amiens,3-1,1-1
2003-09-05,Nancy,Sedan,2-0,1-0
2003-09-05,Niort,Caen,0-3,0-1
2003-09-05,St Etienne,Valence,1-0,0-0
2003-09-12,Troyes,Niort,1-0,0-0
2003-09-13,Amiens,Chateauroux,0-0,0-0
2003-09-13,Besancon,St Etienne,0-1,0-0
2003-09-13,Caen,Gueugnon,2-1,0-1
2003-09-13,Clermont,Angers,4-1,1-1
2003-09-13,Grenoble,Istres,0-1,0-1
2003-09-13,Laval,Le Havre,1-1,1-0
2003-09-13,Rouen,Nancy,1-1,0-1
2003-09-13,Sedan,Lorient,2-1,0-1
2003-09-13,Valence,Creteil,2-2,2-1
2003-09-20,Angers,Grenoble,1-1,0-1
2003-09-20,Chateauroux,Caen,1-1,1-1
2003-09-20,Creteil,Sedan,0-1,0-0
2003-09-20,Gueugnon,Troyes,1-1,0-0
2003-09-20,Istres,Laval,2-1,1-1
2003-09-20,Le Havre,Rouen,2-0,0-0
2003-09-20,Lorient,Valence,3-1,1-0
2003-09-20,Nancy,Clermont,3-4,1-3
2003-09-20,Niort,Besancon,3-0,1-0
2003-09-21,St Etienne,Amiens,0-2,0-0
2003-09-27,Amiens,Creteil,1-0,1-0
2003-09-27,Besancon,Nancy,1-3,0-2
2003-09-27,Caen,St Etienne,1-0,0-0
2003-09-27,Clermont,Gueugnon,1-0,0-0
2003-09-27,Grenoble,Niort,0-1,0-0
2003-09-27,Laval,Angers,3-3,2-0
2003-09-27,Rouen,Chateauroux,1-4,1-2
2003-09-27,Sedan,Valence,0-0,0-0
2003-09-27,Troyes,Le Havre,2-0,2-0
2003-09-28,Istres,Lorient,1-0,0-0
2003-10-03,St Etienne,Rouen,2-0,1-0
2003-10-04,Angers,Istres,1-0,1-0
2003-10-04,Chateauroux,Grenoble,0-0,0-0
2003-10-04,Creteil,Clermont,5-1,3-1
2003-10-04,Gueugnon,Sedan,0-0,0-0
2003-10-04,Le Havre,Caen,1-1,0-0
2003-10-04,Nancy,Troyes,3-0,1-0
2003-10-04,Niort,Laval,4-0,1-0
2003-10-04,Valence,Amiens,2-1,1-1
2003-10-06,Lorient,Besancon,2-0,0-0
2003-10-18,Angers,Niort,0-0,0-0
2003-10-18,Besancon,Valence,1-1,1-0
