Date,Team 1,FT,Team 2
Fri Aug 1 2003,Bayern Muenchen,3-1,Eintracht Frankfurt
Sat Aug 2 2003,Bayer Leverkusen,4-1,SC Freiburg
Sat Aug 2 2003,FC Schalke 04,2-2,Borussia Dortmund
Sat Aug 2 2003,Hamburger SV,0-3,Hannover 96
Sat Aug 2 2003,Vfl Wolfsburg,3-2,Vfl Bochum
Sat Aug 2 2003,1 FC Kaiserslautern,0-1,TSV 1860 Muenchen
Sat Aug 2 2003,Hertha BSC Berlin,0-3,Werder Bremen
Sun Aug 3 2003,Hansa Rostock,0-2,Vfb Stuttgart
Sun Aug 3 2003,Bor Moenchengladbach,1-0,1 FC Koeln
Sat Aug 9 2003,Werder Bremen,1-1,Bor Moenchengladbach
Sat Aug 9 2003,Borussia Dortmund,4-0,Vfl Wolfsburg
Sat Aug 9 2003,Vfl Bochum,1-1,Hamburger SV
Sat Aug 9 2003,SC Freiburg,2-2,Hansa Rostock
Sat Aug 9 2003,Hannover 96,3-3,Bayern Muenchen
Sat Aug 9 2003,TSV 1860 Muenchen,1-1,FC Schalke 04
Sat Aug 9 2003,1 FC Koeln,1-2,1 FC Kaiserslautern
Sun Aug 10 2003,Vfb Stuttgart,0-0,Hertha BSC Berlin
Sun Aug 10 2003,Eintracht Frankfurt,1-2,Bayer Leverkusen
Sat Aug 16 2003,Bayern Muenchen,2-0,Vfl Bochum
Sat Aug 16 2003,Bayer Leverkusen,4-0,Hannover 96
Sat Aug 16 2003,Borussia Dortmund,3-1,TSV 1860 Muenchen
Sat Aug 16 2003,Hansa Rostock,3-0,Eintracht Frankfurt
Sat Aug 16 2003,Bor Moenchengladbach,0-1,Vfb Stuttgart
Sat Aug 16 2003,1 FC Kaiserslautern,0-1,Werder Bremen
Sat Aug 16 2003,Hertha BSC Berlin,0-0,SC Freiburg
Sun Aug 17 2003,FC Schalke 04,2-1,1 FC Koeln
Sun Aug 17 2003,Vfl Wolfsburg,5-1,Hamburger SV
Sat Aug 23 2003,Werder Bremen,4-1,FC Schalke 04
Sat Aug 23 2003,Vfb Stuttgart,2-0,1 FC Kaiserslautern
Sat Aug 23 2003,Vfl Bochum,1-0,Bayer Leverkusen
Sat Aug 23 2003,SC Freiburg,4-1,Bor Moenchengladbach
Sat Aug 23 2003,TSV 1860 Muenchen,1-0,Vfl Wolfsburg
Sat Aug 23 2003,Eintracht Frankfurt,0-0,Hertha BSC Berlin
Sat Aug 23 2003,1 FC Koeln,1-0,Borussia Dortmund
Sun Aug 24 2003,Hamburger SV,0-2,Bayern Muenchen
