Date,Team 1,FT,Team 2
Sat Aug 30 2003,Espanyol Barcelona,1-1,Real Sociedad
Sat Aug 30 2003,Real Madrid,2-1,Real Betis
Sat Aug 30 2003,Albacete,0-2,CA Osasuna
Sat Aug 30 2003,Malaga CF,0-0,Villarreal CF
Sat Aug 30 2003,Athletic Bilbao,0-1,FC Barcelona
Sat Aug 30 2003,Valencia CF,1-1,Real Valladolid
Sun Aug 31 2003,Racing Santander,2-1,RCD Mallorca
Sun Aug 31 2003,Celta Vigo,1-1,Real Murcia
Sun Aug 31 2003,Sevilla FC,1-0,Atletico Madrid
Sun Aug 31 2003,Real Zaragoza,0-1,Deportivo La Coruna
Tue Sep 2 2003,Villarreal CF,1-1,Real Madrid
Tue Sep 2 2003,CA Osasuna,0-1,Valencia CF
Tue Sep 2 2003,Real Sociedad,1-1,Celta Vigo
Wed Sep 3 2003,FC Barcelona,1-1,Sevilla FC
Wed Sep 3 2003,Real Murcia,1-1,Racing Santander
Wed Sep 3 2003,Real Valladolid,1-0,Malaga CF
Wed Sep 3 2003,Deportivo La Coruna,2-0,Athletic Bilbao
Wed Sep 3 2003,RCD Mallorca,2-0,Real Zaragoza
Wed Sep 3 2003,Real Betis,2-2,Espanyol Barcelona
Wed Sep 3 2003,Atletico Madrid,1-0,Albacete
Sat Sep 13 2003,Real Madrid,7-2,Real Valladolid
Sat Sep 13 2003,Celta Vigo,0-2,Real Betis
Sat Sep 13 2003,Racing Santander,0-1,Real Sociedad
Sat Sep 13 2003,Sevilla FC,1-2,Deportivo La Coruna
Sun Sep 14 2003,CA Osasuna,1-0,Atletico Madrid
Sun Sep 14 2003,Athletic Bilbao,4-0,RCD Mallorca
Sun Sep 14 2003,Real Zaragoza,3-0,Real Murcia
Sun Sep 14 2003,Espanyol Barcelona,1-2,Villarreal CF
Sun Sep 14 2003,Valencia CF,1-0,Malaga CF
Sun Sep 14 2003,Albacete,1-2,FC Barcelona
Sat Sep 20 2003,FC Barcelona,1-1,CA Osasuna
Sat Sep 20 2003,Atletico Madrid,0-3,Valencia CF
Sun Sep 21 2003,Deportivo La Coruna,3-0,Albacete
Sun Sep 21 2003,RCD Mallorca,1-1,Sevilla FC
Sun Sep 21 2003,Villarreal CF,1-1,Celta Vigo
Sun Sep 21 2003,Real Valladolid,3-1,Espanyol Barcelona
Sun Sep 21 2003,Real Sociedad,3-0,Real Zaragoza
Sun Sep 21 2003,Real Betis,0-0,Racing Santander
Sun Sep 21 2003,Real Murcia,2-2,Athletic Bilbao
Sun Sep 21 2003,Malaga CF,1-3,Real Madrid
Sat Sep 27 2003,CA Osasuna,3-2,Deportivo La Coruna
Sat Sep 27 2003,Athletic Bilbao,1-0,Real Sociedad
Sat Sep 27 2003,Celta Vigo,3-2,Real Valladolid
Sat Sep 27 2003,Valencia CF,2-0,Real Madrid
Sun Sep 28 2003,Albacete,2-0,RCD Mallorca
Sun Sep 28 2003,Real Zaragoza,0-1,Real Betis
Sun Sep 28 2003,Racing Santander,0-2,Villarreal CF
Sun Sep 28 2003,Espanyol Barcelona,1-2,Malaga CF
Sun Sep 28 2003,Sevilla FC,1-0,Real Murcia
Sun Sep 28 2003,Atletico Madrid,0-0,FC Barcelona
Sat Oct 4 2003,Deportivo La Coruna,5-1,Atletico Madrid
Sat Oct 4 2003,Villarreal CF,1-1,Real Zaragoza
Sat Oct 4 2003,Real Betis,1-1,Athletic Bilbao
Sun Oct 5 2003,RCD Mallorca,1-1,CA Osasuna
Sun Oct 5 2003,Real Murcia,1-0,Albacete
Sun Oct 5 2003,Real Sociedad,1-1,Sevilla FC
Sun Oct 5 2003,Real Valladolid,0-4,Racing Santander
Sun Oct 5 2003,Malaga CF,2-1,Celta Vigo
Sun Oct 5 2003,Real Madrid,2-1,Espanyol Barcelona
Sun Oct 5 2003,FC Barcelona,0-1,Valencia CF
Sat Oct 18 2003,Celta Vigo,0-2,Real Madrid
Sat Oct 18 2003,Albacete,3-1,Real Sociedad
Sat Oct 18 2003,FC Barcelona,0-2,Deportivo La Coruna
Sun Oct 19 2003,Athletic Bilbao,2-0,Villarreal CF
Sun Oct 19 2003,Real Zaragoza,1-0,Real Valladolid
Sun Oct 19 2003,Racing Santander,4-2,Malaga CF
Sun Oct 19 2003,Valencia CF,4-0,Espanyol Barcelona
Sun Oct 19 2003,Atletico Madrid,2-1,RCD Mallorca
Sun Oct 19 2003,CA Osasuna,2-1,Real Murcia
Sun Oct 19 2003,Sevilla FC,2-2,Real Betis
Sat Oct 25 2003,Malaga CF,2-1,Real Zaragoza
Sat Oct 25 2003,Real Madrid,3-1,Racing Santander
Sat Oct 25 2003,Deportivo La Coruna,2-1,Valencia CF
