Date,Team 1,FT,Team 2
Sat Sep 7 1889,Aston Villa,2-2,Burnley FC
Sat Sep 7 1889,Everton FC,3-2,Blackburn Rovers
Sat Sep 7 1889,Stoke City,1-1,Derby County
Sat Sep 7 1889,Wolverhampton Wanderers,2-0,Notts County
Sat Sep 14 1889,Aston Villa,1-1,Notts County
Sat Sep 14 1889,Blackburn Rovers,4-3,Wolverhampton Wanderers
Sat Sep 14 1889,Bolton Wanderers,2-4,Accrington FC
Sat Sep 14 1889,Derby County,3-1,West Bromwich Albion
Sat Sep 14 1889,Everton FC,2-1,Burnley FC
Sat Sep 14 1889,Preston North End,10-0,Stoke City
Mon Sep 16 1889,Wolverhampton Wanderers,2-1,Everton FC
Sat Sep 21 1889,Aston Villa,5-3,Preston North End
Sat Sep 21 1889,Blackburn Rovers,4-2,Derby County
Sat Sep 21 1889,Bolton Wanderers,3-4,Everton FC
Sat Sep 21 1889,Burnley FC,2-2,Accrington FC
Sat Sep 21 1889,Notts County,1-2,West Bromwich Albion
Sat Sep 28 1889,Accrington FC,2-2,Blackburn Rovers
Sat Sep 28 1889,Burnley FC,0-3,Preston North End
Sat Sep 28 1889,Derby County,2-0,Notts County
Sat Sep 28 1889,Everton FC,3-0,Bolton Wanderers
Sat Sep 28 1889,Stoke City,2-1,Wolverhampton Wanderers
Sat Sep 28 1889,West Bromwich Albion,3-0,Aston Villa
Mon Sep 30 1889,Everton FC,1-1,Wolverhampton Wanderers
Sat Oct 5 1889,Burnley FC,2-6,Aston Villa
Sat Oct 5 1889,Derby County,2-2,Everton FC
Sat Oct 5 1889,Notts County,3-1,Stoke City
Sat Oct 5 1889,Preston North End,5-0,West Bromwich Albion
Sat Oct 5 1889,Wolverhampton Wanderers,2-1,Accrington FC
Sat Oct 12 1889,Accrington FC,1-8,Notts County
Sat Oct 12 1889,Aston Villa,7-1,Derby County
Sat Oct 12 1889,Bolton Wanderers,2-6,Preston North End
Sat Oct 12 1889,Burnley FC,1-2,West Bromwich Albion
Sat Oct 12 1889,Wolverhampton Wanderers,2-2,Stoke City
Sat Oct 19 1889,Accrington FC,2-2,Burnley FC
Sat Oct 19 1889,Blackburn Rovers,7-0,Aston Villa
Sat Oct 19 1889,Derby County,2-1,Preston North End
Sat Oct 19 1889,Notts County,4-3,Everton FC
Sat Oct 19 1889,Stoke City,0-1,Bolton Wanderers
Sat Oct 19 1889,West Bromwich Albion,1-4,Wolverhampton Wanderers
Sat Oct 26 1889,Aston Villa,1-0,West Bromwich Albion
Sat Oct 26 1889,Blackburn Rovers,7-1,Burnley FC
Sat Oct 26 1889,Bolton Wanderers,0-4,Notts County
Sat Oct 26 1889,Derby County,2-0,Stoke City
Sat Oct 26 1889,Everton FC,2-2,Accrington FC
Sat Oct 26 1889,Preston North End,0-2,Wolverhampton Wanderers
Sat Nov 2 1889,Aston Villa,2-1,Wolverhampton Wanderers
Sat Nov 2 1889,Blackburn Rovers,3-4,Preston North End
Sat Nov 2 1889,Everton FC,8-0,Stoke City
Sat Nov 2 1889,Notts County,1-1,Burnley FC
Mon Nov 4 1889,West Bromwich Albion,6-3,Bolton Wanderers
Sat Nov 9 1889,Bolton Wanderers,3-2,Blackburn Rovers
Sat Nov 9 1889,Burnley FC,1-2,Wolverhampton Wanderers
Sat Nov 9 1889,Notts County,1-1,Aston Villa
Sat Nov 9 1889,Preston North End,3-1,Accrington FC
Sat Nov 9 1889,Stoke City,1-2,Everton FC
Sat Nov 9 1889,West Bromwich Albion,2-3,Derby County
Mon Nov 11 1889,Stoke City,1-2,Preston North End
Sat Nov 16 1889,Accrington FC,6-1,Derby County
Sat Nov 16 1889,Blackburn Rovers,9-1,Notts County
Sat Nov 16 1889,Bolton Wanderers,2-0,Aston Villa
Sat Nov 16 1889,Everton FC,1-5,Preston North End
Sat Nov 16 1889,Stoke City,1-3,West Bromwich Albion
Sat Nov 23 1889,Aston Villa,1-2,Everton FC
Sat Nov 23 1889,Blackburn Rovers,3-2,Accrington FC
Sat Nov 23 1889,Derby County,3-3,Wolverhampton Wanderers
Sat Nov 23 1889,Preston North End,3-1,Bolton Wanderers
Sat Nov 23 1889,West Bromwich Albion,6-1,Burnley FC
Sat Nov 30 1889,Accrington FC,4-2,Aston Villa
Sat Nov 30 1889,Blackburn Rovers,5-0,West Bromwich Albion
Sat Nov 30 1889,Bolton Wanderers,7-1,Derby County
Sat Nov 30 1889,Preston North End,6-0,Burnley FC
Sat Dec 7 1889,Aston Villa,6-1,Stoke City
Sat Dec 7 1889,Bolton Wanderers,7-0,West Bromwich Albion
Sat Dec 7 1889,Everton FC,5-3,Notts County
Sat Dec 7 1889,Preston North End,1-1,Blackburn Rovers
Sat Dec 7 1889,Wolverhampton Wanderers,9-1,Burnley FC
Sat Dec 14 1889,Notts County,0-2,Wolverhampton Wanderers
Sat Dec 21 1889,Blackburn Rovers,7-1,Bolton Wanderers
Sat Dec 21 1889,Notts County,3-1,Derby County
Sat Dec 21 1889,Preston North End,1-2,Everton FC
Sat Dec 21 1889,West Bromwich Albion,4-1,Accrington FC
Sat Dec 21 1889,Wolverhampton Wanderers,1-1,Aston Villa
Mon Dec 23 1889,Stoke City,0-3,Blackburn Rovers
Wed Dec 25 1889,Preston North End,3-2,Aston Villa
Thu Dec 26 1889,Aston Villa,1-2,Accrington FC
Thu Dec 26 1889,Derby County,3-2,Bolton Wanderers
Thu Dec 26 1889,West Bromwich Albion,2-2,Preston North End
Thu Dec 26 1889,Wolverhampton Wanderers,2-4,Blackburn Rovers
Sat Dec 28 1889,Accrington FC,2-1,Stoke City
Sat Dec 28 1889,Blackburn Rovers,2-4,Everton FC
Sat Dec 28 1889,Derby County,5-0,Aston Villa
Sat Dec 28 1889,Wolverhampton Wanderers,1-1,West Bromwich Albion
Wed Jan 1 1890,Accrington FC,6-3,Wolverhampton Wanderers
Sat Jan 4 1890,Accrington FC,3-1,Bolton Wanderers
Sat Jan 4 1890,Blackburn Rovers,8-0,Stoke City
Sat Jan 4 1890,Derby County,4-1,Burnley FC
Sat Jan 4 1890,Everton FC,7-0,Aston Villa
Sat Jan 4 1890,West Bromwich Albion,4-2,Notts County
Sat Jan 4 1890,Wolverhampton Wanderers,0-1,Preston North End
