Date,Team 1,FT,Team 2
Fri Aug 22 2014,Bayern Muenchen,2-1,Vfl Wolfsburg
Sat Aug 23 2014,1899 Hoffenheim,2-0,FC Augsburg
Sat Aug 23 2014,Hannover 96,2-1,FC Schalke 04
Sat Aug 23 2014,Hertha BSC Berlin,2-2,Werder Bremen
Sat Aug 23 2014,Eintracht Frankfurt,1-0,SC Freiburg
Sat Aug 23 2014,1 FC Koeln,0-0,Hamburger SV
Sat Aug 23 2014,Borussia Dortmund,0-2,Bayer Leverkusen
Sun Aug 24 2014,SC Paderborn 07,2-2,1 Fsv Mainz 05
Sun Aug 24 2014,Bor Moenchengladbach,1-1,Vfb Stuttgart
Fri Aug 29 2014,FC Augsburg,2-3,Borussia Dortmund
Sat Aug 30 2014,Bayer Leverkusen,4-2,Hertha BSC Berlin
Sat Aug 30 2014,Vfl Wolfsburg,2-2,Eintracht Frankfurt
Sat Aug 30 2014,Werder Bremen,1-1,1899 Hoffenheim
Sat Aug 30 2014,Vfb Stuttgart,0-2,1 FC Koeln
Sat Aug 30 2014,Hamburger SV,0-3,SC Paderborn 07
Sat Aug 30 2014,FC Schalke 04,1-1,Bayern Muenchen
Sun Aug 31 2014,1 Fsv Mainz 05,0-0,Hannover 96
Sun Aug 31 2014,SC Freiburg,0-0,Bor Moenchengladbach
Fri Sep 12 2014,Bayer Leverkusen,3-3,Werder Bremen
Sat Sep 13 2014,Bayern Muenchen,2-0,Vfb Stuttgart
Sat Sep 13 2014,Borussia Dortmund,3-1,SC Freiburg
Sat Sep 13 2014,1899 Hoffenheim,1-1,Vfl Wolfsburg
Sat Sep 13 2014,Hertha BSC Berlin,1-3,1 Fsv Mainz 05
Sat Sep 13 2014,SC Paderborn 07,0-0,1 FC Koeln
Sat Sep 13 2014,Bor Moenchengladbach,4-1,FC Schalke 04
Sun Sep 14 2014,Eintracht Frankfurt,0-1,FC Augsburg
Sun Sep 14 2014,Hannover 96,2-0,Hamburger SV
Fri Sep 19 2014,SC Freiburg,2-2,Hertha BSC Berlin
Sat Sep 20 2014,FC Schalke 04,2-2,Eintracht Frankfurt
Sat Sep 20 2014,FC Augsburg,4-2,Werder Bremen
Sat Sep 20 2014,Vfb Stuttgart,0-2,1899 Hoffenheim
Sat Sep 20 2014,Hamburger SV,0-0,Bayern Muenchen
Sat Sep 20 2014,SC Paderborn 07,2-0,Hannover 96
Sat Sep 20 2014,1 Fsv Mainz 05,2-0,Borussia Dortmund
Sun Sep 21 2014,Vfl Wolfsburg,4-1,Bayer Leverkusen
Sun Sep 21 2014,1 FC Koeln,0-0,Bor Moenchengladbach
Tue Sep 23 2014,Bayern Muenchen,4-0,SC Paderborn 07
Tue Sep 23 2014,1899 Hoffenheim,3-3,SC Freiburg
Tue Sep 23 2014,Werder Bremen,0-3,FC Schalke 04
Tue Sep 23 2014,Eintracht Frankfurt,2-2,1 Fsv Mainz 05
Wed Sep 24 2014,Borussia Dortmund,2-2,Vfb Stuttgart
Wed Sep 24 2014,Bayer Leverkusen,1-0,FC Augsburg
Wed Sep 24 2014,Bor Moenchengladbach,1-0,Hamburger SV
Wed Sep 24 2014,Hannover 96,1-0,1 FC Koeln
Wed Sep 24 2014,Hertha BSC Berlin,1-0,Vfl Wolfsburg
Fri Sep 26 2014,1 Fsv Mainz 05,0-0,1899 Hoffenheim
Sat Sep 27 2014,FC Schalke 04,2-1,Borussia Dortmund
Sat Sep 27 2014,SC Freiburg,0-0,Bayer Leverkusen
Sat Sep 27 2014,Vfb Stuttgart,1-0,Hannover 96
Sat Sep 27 2014,1 FC Koeln,0-2,Bayern Muenchen
Sat Sep 27 2014,SC Paderborn 07,1-2,Bor Moenchengladbach
Sat Sep 27 2014,Vfl Wolfsburg,2-1,Werder Bremen
Sun Sep 28 2014,FC Augsburg,1-0,Hertha BSC Berlin
Sun Sep 28 2014,Hamburger SV,1-2,Eintracht Frankfurt
Fri Oct 3 2014,Hertha BSC Berlin,3-2,Vfb Stuttgart
Sat Oct 4 2014,Bayern Muenchen,4-0,Hannover 96
Sat Oct 4 2014,Borussia Dortmund,0-1,Hamburger SV
Sat Oct 4 2014,Bayer Leverkusen,2-2,SC Paderborn 07
Sat Oct 4 2014,1899 Hoffenheim,2-1,FC Schalke 04
Sat Oct 4 2014,Werder Bremen,1-1,SC Freiburg
Sat Oct 4 2014,Eintracht Frankfurt,3-2,1 FC Koeln
Sun Oct 5 2014,Vfl Wolfsburg,1-0,FC Augsburg
Sun Oct 5 2014,Bor Moenchengladbach,1-1,1 Fsv Mainz 05
Sat Oct 18 2014,Bayern Muenchen,6-0,Werder Bremen
Sat Oct 18 2014,1 Fsv Mainz 05,2-1,FC Augsburg
Sat Oct 18 2014,Hannover 96,0-3,Bor Moenchengladbach
Sat Oct 18 2014,SC Freiburg,1-2,Vfl Wolfsburg
Sat Oct 18 2014,Vfb Stuttgart,3-3,Bayer Leverkusen
Sat Oct 18 2014,1 FC Koeln,2-1,Borussia Dortmund
Sat Oct 18 2014,FC Schalke 04,2-0,Hertha BSC Berlin
Sun Oct 19 2014,Hamburger SV,1-1,1899 Hoffenheim
