Date,Team 1,FT,Team 2
Fri Aug 8 2014,PEC Zwolle,2-0,FC Utrecht
Sat Aug 9 2014,SC Heerenveen,1-2,FC Dordrecht
Sat Aug 9 2014,SC Cambuur,1-1,FC Twente
Sat Aug 9 2014,NAC Breda,1-1,Sbv Excelsior
Sat Aug 9 2014,Heracles Almelo,0-3,AZ Alkmaar
Sun Aug 10 2014,ADO Den Haag,0-1,Feyenoord
Sun Aug 10 2014,Go Ahead Eagles,2-3,FC Groningen
Sun Aug 10 2014,AFC Ajax,4-1,Vitesse
Sun Aug 10 2014,Willem II,1-3,PSV Eindhoven
Fri Aug 15 2014,Feyenoord,1-1,SC Heerenveen
Sat Aug 16 2014,PSV Eindhoven,6-1,NAC Breda
Sat Aug 16 2014,FC Dordrecht,1-2,PEC Zwolle
Sat Aug 16 2014,FC Twente,2-2,ADO Den Haag
Sat Aug 16 2014,Vitesse,2-2,SC Cambuur
Sun Aug 17 2014,AZ Alkmaar,1-3,AFC Ajax
Sun Aug 17 2014,FC Utrecht,2-1,Willem II
Sun Aug 17 2014,Sbv Excelsior,3-2,Go Ahead Eagles
Sun Aug 17 2014,FC Groningen,3-1,Heracles Almelo
Fri Aug 22 2014,Heracles Almelo,0-1,SC Cambuur
Sat Aug 23 2014,Willem II,3-0,AZ Alkmaar
Sat Aug 23 2014,SC Heerenveen,2-0,Sbv Excelsior
Sat Aug 23 2014,Go Ahead Eagles,0-0,FC Dordrecht
Sun Aug 24 2014,PEC Zwolle,2-1,Vitesse
Sun Aug 24 2014,Feyenoord,1-2,FC Utrecht
Sun Aug 24 2014,NAC Breda,1-1,FC Twente
Sun Aug 24 2014,ADO Den Haag,3-0,FC Groningen
Sun Aug 24 2014,AFC Ajax,1-3,PSV Eindhoven
Fri Aug 29 2014,Go Ahead Eagles,1-0,Willem II
Sat Aug 30 2014,SC Cambuur,3-2,ADO Den Haag
Sat Aug 30 2014,FC Dordrecht,1-3,AZ Alkmaar
Sat Aug 30 2014,Sbv Excelsior,3-1,Heracles Almelo
Sat Aug 30 2014,SC Heerenveen,3-1,FC Utrecht
Sun Aug 31 2014,PSV Eindhoven,2-0,Vitesse
Sun Aug 31 2014,NAC Breda,3-1,PEC Zwolle
Sun Aug 31 2014,FC Groningen,2-0,AFC Ajax
Sun Aug 31 2014,FC Twente,0-0,Feyenoord
Sat Sep 13 2014,AFC Ajax,2-1,Heracles Almelo
Sat Sep 13 2014,FC Twente,2-1,Go Ahead Eagles
Sat Sep 13 2014,AZ Alkmaar,0-1,SC Heerenveen
Sat Sep 13 2014,Feyenoord,1-2,Willem II
Sat Sep 13 2014,PEC Zwolle,3-1,PSV Eindhoven
Sun Sep 14 2014,FC Utrecht,0-0,ADO Den Haag
Sun Sep 14 2014,SC Cambuur,3-0,FC Groningen
Sun Sep 14 2014,Vitesse,3-1,Sbv Excelsior
