Date,Team 1,FT,Team 2
Fri Aug 15 2014,FC Porto,2-0,CS Maritimo
Sat Aug 16 2014,Gil Vicente,1-3,Vitoria Guimaraes
Sat Aug 16 2014,Academica De Coimbra,1-1,Sporting CP
Sun Aug 17 2014,CD Nacional,0-1,Moreirense FC
Sun Aug 17 2014,Rio Ave FC,2-0,Vitoria Setubal
Sun Aug 17 2014,FC Penafiel,1-3,Os Belenenses
Sun Aug 17 2014,Sporting Braga,3-0,Boavista Porto
Sun Aug 17 2014,Sl Benfica,2-0,Pacos De Ferreira
Mon Aug 18 2014,FC Arouca,1-1,GD Estoril
Fri Aug 22 2014,Vitoria Guimaraes,3-0,FC Penafiel
Sat Aug 23 2014,CS Maritimo,2-1,Academica De Coimbra
Sat Aug 23 2014,Pacos De Ferreira,0-1,FC Porto
Sat Aug 23 2014,Sporting CP,1-0,FC Arouca
Sun Aug 24 2014,Os Belenenses,3-1,CD Nacional
Sun Aug 24 2014,GD Estoril,1-5,Rio Ave FC
Sun Aug 24 2014,Vitoria Setubal,2-0,Gil Vicente
Sun Aug 24 2014,Boavista Porto,0-1,Sl Benfica
Mon Aug 25 2014,Moreirense FC,0-0,Sporting Braga
Fri Aug 29 2014,Academica De Coimbra,1-1,Vitoria Setubal
Sat Aug 30 2014,Os Belenenses,0-3,Vitoria Guimaraes
Sat Aug 30 2014,Sporting Braga,2-1,GD Estoril
Sun Aug 31 2014,Gil Vicente,1-2,CS Maritimo
Sun Aug 31 2014,FC Penafiel,0-1,Pacos De Ferreira
Sun Aug 31 2014,CD Nacional,2-0,FC Arouca
Sun Aug 31 2014,FC Porto,3-0,Moreirense FC
Sun Aug 31 2014,Sl Benfica,1-1,Sporting CP
Mon Sep 1 2014,Rio Ave FC,4-0,Boavista Porto
Fri Sep 12 2014,Vitoria Setubal,0-5,Sl Benfica
Sat Sep 13 2014,Moreirense FC,1-1,Rio Ave FC
Sat Sep 13 2014,FC Arouca,1-0,Sporting Braga
