Date,Team 1,FT,Team 2
Sat Jul 19 2014,RB Salzburg,6-1,Rapid Wien
Sat Jul 19 2014,SV Ried,3-1,SC Wiener Neustadt
Sat Jul 19 2014,FC Admira Wacker,1-4,Wolfsberger AC
Sat Jul 19 2014,Scr Altach,1-0,Sturm Graz
Sun Jul 20 2014,Austria Wien,1-1,SV Groedig
Sat Jul 26 2014,Wolfsberger AC,4-0,Austria Wien
Sat Jul 26 2014,Rapid Wien,1-0,SV Ried
Sat Jul 26 2014,SC Wiener Neustadt,0-5,RB Salzburg
Sun Jul 27 2014,SV Groedig,2-1,Sturm Graz
Sat Aug 2 2014,FC Admira Wacker,1-1,Rapid Wien
Sat Aug 2 2014,Austria Wien,0-0,Scr Altach
Sat Aug 2 2014,Sturm Graz,4-2,SC Wiener Neustadt
Sat Aug 2 2014,SV Ried,0-2,RB Salzburg
Sun Aug 3 2014,SV Groedig,0-2,Wolfsberger AC
Sat Aug 9 2014,SC Wiener Neustadt,2-2,Austria Wien
Sat Aug 9 2014,Rapid Wien,1-1,Sturm Graz
Sat Aug 9 2014,SV Ried,1-1,FC Admira Wacker
Sat Aug 9 2014,Scr Altach,1-2,Wolfsberger AC
Sun Aug 10 2014,RB Salzburg,8-0,SV Groedig
Wed Aug 13 2014,Scr Altach,0-2,FC Admira Wacker
Sat Aug 16 2014,Rapid Wien,0-1,Scr Altach
Sat Aug 16 2014,SV Groedig,3-0,SC Wiener Neustadt
Sat Aug 16 2014,Wolfsberger AC,4-1,SV Ried
Sat Aug 16 2014,FC Admira Wacker,0-3,RB Salzburg
Sun Aug 17 2014,Sturm Graz,1-1,Austria Wien
Sat Aug 23 2014,Sturm Graz,1-2,Wolfsberger AC
Sat Aug 23 2014,RB Salzburg,5-0,Scr Altach
Sat Aug 23 2014,SC Wiener Neustadt,5-4,FC Admira Wacker
Sat Aug 23 2014,SV Ried,2-2,SV Groedig
Sun Aug 24 2014,Austria Wien,2-2,Rapid Wien
Sat Aug 30 2014,RB Salzburg,2-3,Sturm Graz
Sat Aug 30 2014,Scr Altach,2-2,SV Ried
Sat Aug 30 2014,Wolfsberger AC,0-1,SC Wiener Neustadt
Sat Aug 30 2014,FC Admira Wacker,2-1,Austria Wien
Sun Aug 31 2014,Rapid Wien,2-0,SV Groedig
Sat Sep 13 2014,Austria Wien,3-1,SV Ried
Sat Sep 13 2014,Sturm Graz,0-2,FC Admira Wacker
Sun Sep 14 2014,Wolfsberger AC,1-0,RB Salzburg
Wed Sep 17 2014,SV Groedig,3-3,Scr Altach
Wed Sep 17 2014,SC Wiener Neustadt,1-5,Rapid Wien
Sat Sep 20 2014,Rapid Wien,3-0,Wolfsberger AC
