Date,Team 1,FT,Team 2
Sat Jul 20 2013,Austria Wien,2-0,FC Admira Wacker
Sat Jul 20 2013,SV Groedig,0-0,SV Ried
Sat Jul 20 2013,SC Wiener Neustadt,1-5,RB Salzburg
Sat Jul 20 2013,Wolfsberger AC,2-2,Rapid Wien
Sun Jul 21 2013,FC Wacker Innsbruck,2-2,Sturm Graz
Sat Jul 27 2013,Rapid Wien,4-0,SC Wiener Neustadt
Sat Jul 27 2013,SV Ried,1-0,Wolfsberger AC
Sat Jul 27 2013,RB Salzburg,5-1,Austria Wien
Sat Jul 27 2013,FC Admira Wacker,1-2,FC Wacker Innsbruck
Sun Jul 28 2013,Sturm Graz,0-2,SV Groedig
Sat Aug 3 2013,SC Wiener Neustadt,2-1,Wolfsberger AC
Sat Aug 3 2013,SV Groedig,7-1,FC Admira Wacker
Sat Aug 3 2013,FC Wacker Innsbruck,1-1,RB Salzburg
Sat Aug 3 2013,Austria Wien,3-3,SV Ried
Sun Aug 4 2013,Sturm Graz,2-4,Rapid Wien
Sat Aug 10 2013,Wolfsberger AC,1-1,FC Wacker Innsbruck
Sat Aug 10 2013,SV Ried,1-1,SC Wiener Neustadt
Sat Aug 10 2013,RB Salzburg,4-1,SV Groedig
Sat Aug 10 2013,FC Admira Wacker,1-1,Sturm Graz
Sun Aug 11 2013,Rapid Wien,0-0,Austria Wien
Sat Aug 17 2013,Sturm Graz,1-1,RB Salzburg
Sat Aug 17 2013,SV Groedig,4-3,Wolfsberger AC
Sat Aug 17 2013,FC Wacker Innsbruck,2-3,SV Ried
Sat Aug 17 2013,Austria Wien,5-0,SC Wiener Neustadt
Sun Aug 18 2013,FC Admira Wacker,2-0,Rapid Wien
Sat Aug 24 2013,SV Ried,3-0,Sturm Graz
Sat Aug 24 2013,Wolfsberger AC,1-4,Austria Wien
Sat Aug 24 2013,SC Wiener Neustadt,1-1,FC Wacker Innsbruck
Sun Aug 25 2013,Rapid Wien,0-1,SV Groedig
Sun Aug 25 2013,RB Salzburg,1-0,FC Admira Wacker
Sat Aug 31 2013,Sturm Graz,4-1,Wolfsberger AC
Sat Aug 31 2013,SV Groedig,3-6,SC Wiener Neustadt
Sat Aug 31 2013,Austria Wien,1-1,FC Wacker Innsbruck
Sat Aug 31 2013,FC Admira Wacker,1-4,SV Ried
Sun Sep 1 2013,RB Salzburg,1-1,Rapid Wien
Sat Sep 14 2013,FC Wacker Innsbruck,0-4,Rapid Wien
Sat Sep 14 2013,Wolfsberger AC,3-1,FC Admira Wacker
Sat Sep 14 2013,SC Wiener Neustadt,1-3,Sturm Graz
Sat Sep 14 2013,Austria Wien,2-3,SV Groedig
Sun Sep 15 2013,SV Ried,0-5,RB Salzburg
Sat Sep 21 2013,Sturm Graz,1-2,Austria Wien
Sat Sep 21 2013,SV Groedig,3-3,FC Wacker Innsbruck
Sat Sep 21 2013,FC Admira Wacker,0-3,SC Wiener Neustadt
Sun Sep 22 2013,Rapid Wien,2-0,SV Ried
Sun Sep 22 2013,RB Salzburg,2-2,Wolfsberger AC
Sat Sep 28 2013,SV Ried,4-2,SV Groedig
Sat Sep 28 2013,Sturm Graz,1-0,FC Wacker Innsbruck
Sat Sep 28 2013,Rapid Wien,2-4,Wolfsberger AC
Sat Sep 28 2013,FC Admira Wacker,1-0,Austria Wien
Sun Sep 29 2013,RB Salzburg,8-1,SC Wiener Neustadt
Sat Oct 5 2013,Wolfsberger AC,1-1,SV Ried
Sat Oct 5 2013,SV Groedig,0-1,Sturm Graz
Sat Oct 5 2013,FC Wacker Innsbruck,3-3,FC Admira Wacker
Sun Oct 6 2013,Austria Wien,1-2,RB Salzburg
Sun Oct 6 2013,SC Wiener Neustadt,0-0,Rapid Wien
Sat Oct 19 2013,RB Salzburg,6-0,FC Wacker Innsbruck
Sat Oct 19 2013,FC Admira Wacker,0-4,SV Groedig
Sat Oct 19 2013,Wolfsberger AC,1-1,SC Wiener Neustadt
Sat Oct 19 2013,SV Ried,1-1,Austria Wien
Sun Oct 20 2013,Rapid Wien,2-2,Sturm Graz
Sat Oct 26 2013,FC Wacker Innsbruck,1-2,Wolfsberger AC
Sat Oct 26 2013,SC Wiener Neustadt,3-3,SV Ried
Sat Oct 26 2013,Sturm Graz,0-2,FC Admira Wacker
Sun Oct 27 2013,Austria Wien,0-1,Rapid Wien
Sun Oct 27 2013,SV Groedig,0-3,RB Salzburg
Sat Nov 2 2013,Rapid Wien,4-2,FC Admira Wacker
Sat Nov 2 2013,Wolfsberger AC,1-1,SV Groedig
Sat Nov 2 2013,SV Ried,4-0,FC Wacker Innsbruck
Sat Nov 2 2013,RB Salzburg,1-0,Sturm Graz
Sun Nov 3 2013,SC Wiener Neustadt,0-3,Austria Wien
Sat Nov 9 2013,FC Wacker Innsbruck,4-0,SC Wiener Neustadt
Sat Nov 9 2013,Austria Wien,1-0,Wolfsberger AC
Sun Nov 10 2013,SV Groedig,2-2,Rapid Wien
Sun Nov 10 2013,FC Admira Wacker,3-1,RB Salzburg
Sat Nov 23 2013,SC Wiener Neustadt,0-2,SV Groedig
Sat Nov 23 2013,FC Wacker Innsbruck,0-5,Austria Wien
Sat Nov 23 2013,SV Ried,2-2,FC Admira Wacker
Sun Nov 24 2013,Rapid Wien,2-1,RB Salzburg
Wed Nov 27 2013,Sturm Graz,2-0,SV Ried
Sat Nov 30 2013,SV Groedig,1-0,Austria Wien
Sat Nov 30 2013,FC Admira Wacker,3-0,Wolfsberger AC
Sat Nov 30 2013,Sturm Graz,2-3,SC Wiener Neustadt
Sun Dec 1 2013,RB Salzburg,4-0,SV Ried
Sun Dec 1 2013,Rapid Wien,3-0,FC Wacker Innsbruck
Tue Dec 3 2013,Austria Wien,3-2,Sturm Graz
Wed Dec 4 2013,FC Wacker Innsbruck,5-3,SV Groedig
Wed Dec 4 2013,SV Ried,2-0,Rapid Wien
Wed Dec 4 2013,Wolfsberger AC,1-2,RB Salzburg
Wed Dec 4 2013,SC Wiener Neustadt,1-0,FC Admira Wacker
Sat Dec 7 2013,SV Groedig,3-0,SV Ried
Sat Dec 7 2013,FC Wacker Innsbruck,0-1,Sturm Graz
Sat Dec 7 2013,Austria Wien,2-2,FC Admira Wacker
Sun Dec 8 2013,Wolfsberger AC,2-1,Rapid Wien
Wed Dec 11 2013,Wolfsberger AC,2-1,Sturm Graz
Sat Dec 14 2013,FC Admira Wacker,3-0,FC Wacker Innsbruck
Sat Dec 14 2013,SV Ried,1-3,Wolfsberger AC
Sat Dec 14 2013,Sturm Graz,2-2,SV Groedig
Sun Dec 15 2013,RB Salzburg,4-0,Austria Wien
Sun Dec 15 2013,Rapid Wien,0-0,SC Wiener Neustadt
Tue Dec 17 2013,SV Groedig,2-1,FC Admira Wacker
Wed Dec 18 2013,FC Wacker Innsbruck,0-1,RB Salzburg
Wed Dec 18 2013,Sturm Graz,2-0,Rapid Wien
Wed Dec 18 2013,SC Wiener Neustadt,1-1,Wolfsberger AC
Wed Dec 18 2013,Austria Wien,1-1,SV Ried
Sun Feb 2 2014,SC Wiener Neustadt,1-5,RB Salzburg
Sat Feb 8 2014,RB Salzburg,6-0,SV Groedig
Sat Feb 8 2014,SV Ried,2-1,SC Wiener Neustadt
Sat Feb 8 2014,Wolfsberger AC,3-2,FC Wacker Innsbruck
Sat Feb 8 2014,FC Admira Wacker,1-1,Sturm Graz
Sun Feb 9 2014,Rapid Wien,3-1,Austria Wien
Sat Feb 15 2014,Sturm Graz,1-4,RB Salzburg
Sat Feb 15 2014,SV Groedig,3-0,Wolfsberger AC
Sat Feb 15 2014,FC Wacker Innsbruck,1-1,SV Ried
Sat Feb 15 2014,Austria Wien,1-1,SC Wiener Neustadt
Sun Feb 16 2014,FC Admira Wacker,2-1,Rapid Wien
Sat Feb 22 2014,SV Ried,2-2,Sturm Graz
