Date,Team 1,FT,Team 2
Fri Aug 2 2013,AFC Ajax,3-0,Roda JC Kerkrade
Sat Aug 3 2013,ADO Den Haag,2-3,PSV Eindhoven
Sat Aug 3 2013,NEC Nijmegen,1-4,FC Groningen
Sat Aug 3 2013,FC Twente,0-0,RKC Waalwijk
Sat Aug 3 2013,SC Heerenveen,4-2,AZ Alkmaar
Sun Aug 4 2013,SC Cambuur,0-0,NAC Breda
Sun Aug 4 2013,FC Utrecht,1-1,Go Ahead Eagles
Sun Aug 4 2013,Vitesse,3-1,Heracles Almelo
Sun Aug 4 2013,PEC Zwolle,2-1,Feyenoord
Fri Aug 9 2013,Roda JC Kerkrade,2-0,SC Cambuur
Sat Aug 10 2013,Heracles Almelo,1-3,PEC Zwolle
Sat Aug 10 2013,NAC Breda,0-2,SC Heerenveen
Sat Aug 10 2013,Go Ahead Eagles,2-1,ADO Den Haag
Sat Aug 10 2013,PSV Eindhoven,5-0,NEC Nijmegen
Sun Aug 11 2013,Feyenoord,1-4,FC Twente
Sun Aug 11 2013,AZ Alkmaar,3-2,AFC Ajax
Sun Aug 11 2013,FC Groningen,2-0,FC Utrecht
Sun Aug 11 2013,RKC Waalwijk,4-2,Vitesse
Sat Aug 17 2013,PSV Eindhoven,3-0,Go Ahead Eagles
Sat Aug 17 2013,SC Cambuur,4-1,FC Groningen
Sat Aug 17 2013,RKC Waalwijk,1-2,AZ Alkmaar
Sat Aug 17 2013,NEC Nijmegen,1-5,PEC Zwolle
Sat Aug 17 2013,Roda JC Kerkrade,1-1,Vitesse
Sun Aug 18 2013,AFC Ajax,2-1,Feyenoord
Sun Aug 18 2013,SC Heerenveen,2-4,Heracles Almelo
Sun Aug 18 2013,NAC Breda,1-2,ADO Den Haag
Sun Aug 18 2013,FC Twente,6-0,FC Utrecht
Fri Aug 23 2013,SC Heerenveen,3-3,AFC Ajax
Sat Aug 24 2013,NEC Nijmegen,2-2,RKC Waalwijk
Sat Aug 24 2013,Heracles Almelo,1-1,PSV Eindhoven
Sat Aug 24 2013,ADO Den Haag,0-4,Roda JC Kerkrade
Sat Aug 24 2013,PEC Zwolle,2-0,SC Cambuur
Sun Aug 25 2013,Go Ahead Eagles,3-3,FC Groningen
Sun Aug 25 2013,Feyenoord,3-1,NAC Breda
Sun Aug 25 2013,Vitesse,1-0,FC Twente
Sun Aug 25 2013,FC Utrecht,2-0,AZ Alkmaar
Fri Aug 30 2013,NAC Breda,1-1,NEC Nijmegen
Sat Aug 31 2013,FC Twente,1-1,SC Heerenveen
Sat Aug 31 2013,Heracles Almelo,1-0,ADO Den Haag
Sat Aug 31 2013,RKC Waalwijk,1-4,Go Ahead Eagles
Sat Aug 31 2013,PSV Eindhoven,0-0,SC Cambuur
Sun Sep 1 2013,FC Groningen,1-1,AFC Ajax
Sun Sep 1 2013,PEC Zwolle,1-1,FC Utrecht
Sun Sep 1 2013,AZ Alkmaar,1-1,Vitesse
Sun Sep 1 2013,Feyenoord,4-0,Roda JC Kerkrade
