Date,Team 1,FT,Team 2
Sat Aug 17 2013,Liverpool FC,1-0,Stoke City
Sat Aug 17 2013,Arsenal FC,1-3,Aston Villa
Sat Aug 17 2013,Norwich City,2-2,Everton FC
Sat Aug 17 2013,Sunderland Afc,0-1,Fulham FC
Sat Aug 17 2013,West Bromwich Albion,0-1,Southampton FC
Sat Aug 17 2013,West Ham United,2-0,Cardiff City
Sat Aug 17 2013,Swansea City,1-4,Manchester United
Sun Aug 18 2013,Crystal Palace,0-1,Tottenham Hotspur
Sun Aug 18 2013,Chelsea FC,2-0,Hull City
Mon Aug 19 2013,Manchester City,4-0,Newcastle United
Wed Aug 21 2013,Chelsea FC,2-1,Aston Villa
Sat Aug 24 2013,Fulham FC,1-3,Arsenal FC
Sat Aug 24 2013,Everton FC,0-0,West Bromwich Albion
Sat Aug 24 2013,Hull City,1-0,Norwich City
Sat Aug 24 2013,Newcastle United,0-0,West Ham United
Sat Aug 24 2013,Southampton FC,1-1,Sunderland Afc
Sat Aug 24 2013,Stoke City,2-1,Crystal Palace
Sat Aug 24 2013,Aston Villa,0-1,Liverpool FC
Sun Aug 25 2013,Cardiff City,3-2,Manchester City
Sun Aug 25 2013,Tottenham Hotspur,1-0,Swansea City
Mon Aug 26 2013,Manchester United,0-0,Chelsea FC
Sat Aug 31 2013,Manchester City,2-0,Hull City
Sat Aug 31 2013,Cardiff City,0-0,Everton FC
Sat Aug 31 2013,Newcastle United,1-0,Fulham FC
Sat Aug 31 2013,Norwich City,1-0,Southampton FC
Sat Aug 31 2013,West Ham United,0-1,Stoke City
Sat Aug 31 2013,Crystal Palace,3-1,Sunderland Afc
Sun Sep 1 2013,Liverpool FC,1-0,Manchester United
Sun Sep 1 2013,West Bromwich Albion,0-2,Swansea City
Sun Sep 1 2013,Arsenal FC,1-0,Tottenham Hotspur
Sat Sep 14 2013,Manchester United,2-0,Crystal Palace
Sat Sep 14 2013,Aston Villa,1-2,Newcastle United
Sat Sep 14 2013,Fulham FC,1-1,West Bromwich Albion
Sat Sep 14 2013,Hull City,1-1,Cardiff City
Sat Sep 14 2013,Stoke City,0-0,Manchester City
Sat Sep 14 2013,Sunderland Afc,1-3,Arsenal FC
Sat Sep 14 2013,Tottenham Hotspur,2-0,Norwich City
Sat Sep 14 2013,Everton FC,1-0,Chelsea FC
Sun Sep 15 2013,Southampton FC,0-0,West Ham United
Mon Sep 16 2013,Swansea City,2-2,Liverpool FC
Sat Sep 21 2013,Norwich City,0-1,Aston Villa
Sat Sep 21 2013,Liverpool FC,0-1,Southampton FC
Sat Sep 21 2013,Newcastle United,2-3,Hull City
Sat Sep 21 2013,West Bromwich Albion,3-0,Sunderland Afc
Sat Sep 21 2013,West Ham United,2-3,Everton FC
Sat Sep 21 2013,Chelsea FC,2-0,Fulham FC
Sun Sep 22 2013,Arsenal FC,3-1,Stoke City
Sun Sep 22 2013,Crystal Palace,0-2,Swansea City
Sun Sep 22 2013,Cardiff City,0-1,Tottenham Hotspur
Sun Sep 22 2013,Manchester City,4-1,Manchester United
Sat Sep 28 2013,Tottenham Hotspur,1-1,Chelsea FC
Sat Sep 28 2013,Aston Villa,3-2,Manchester City
