Date,Team 1,FT,Team 2
Fri Aug 16 2002,RBC Roosendaal,1-1,PEC Zwolle
Sat Aug 17 2002,AZ Alkmaar,3-3,SC Heerenveen
Sat Aug 17 2002,FC Twente,0-2,Willem II
Sat Aug 17 2002,NAC Breda,2-2,Roda JC Kerkrade
Sat Aug 17 2002,Sbv Excelsior,0-2,PSV Eindhoven
Sun Aug 18 2002,AFC Ajax,3-1,FC Utrecht
Sun Aug 18 2002,Feyenoord,2-0,NEC Nijmegen
Sun Aug 18 2002,RKC Waalwijk,4-2,De Graafschap
Sun Aug 18 2002,FC Groningen,1-2,Vitesse
Fri Aug 23 2002,NEC Nijmegen,2-0,AZ Alkmaar
Sat Aug 24 2002,PSV Eindhoven,1-0,FC Groningen
Sat Aug 24 2002,SC Heerenveen,1-2,RKC Waalwijk
Sat Aug 24 2002,Roda JC Kerkrade,2-2,Feyenoord
Sat Aug 24 2002,PEC Zwolle,1-1,Sbv Excelsior
Sat Aug 24 2002,De Graafschap,2-0,RBC Roosendaal
Sun Aug 25 2002,Willem II,1-1,NAC Breda
Sun Aug 25 2002,FC Twente,1-1,FC Utrecht
Sun Aug 25 2002,Vitesse,1-2,AFC Ajax
Fri Aug 30 2002,RKC Waalwijk,3-2,FC Twente
Sat Aug 31 2002,Roda JC Kerkrade,1-0,Willem II
Sat Aug 31 2002,NAC Breda,0-0,NEC Nijmegen
Sat Aug 31 2002,PEC Zwolle,1-0,Vitesse
Sun Sep 1 2002,RBC Roosendaal,3-0,SC Heerenveen
Sun Sep 1 2002,FC Groningen,1-3,AFC Ajax
Tue Sep 10 2002,AZ Alkmaar,0-4,PSV Eindhoven
Tue Sep 10 2002,Feyenoord,4-1,Sbv Excelsior
Tue Sep 10 2002,FC Utrecht,4-0,De Graafschap
Fri Sep 13 2002,Vitesse,3-0,RBC Roosendaal
Sat Sep 14 2002,AFC Ajax,2-0,PEC Zwolle
Sat Sep 14 2002,PSV Eindhoven,4-0,RKC Waalwijk
Sat Sep 14 2002,SC Heerenveen,0-2,NAC Breda
Sat Sep 14 2002,Willem II,2-0,FC Utrecht
Sat Sep 14 2002,FC Twente,1-5,Feyenoord
Sat Sep 14 2002,Sbv Excelsior,4-2,FC Groningen
Sun Sep 15 2002,NEC Nijmegen,2-4,Roda JC Kerkrade
Sun Sep 15 2002,De Graafschap,1-2,AZ Alkmaar
Fri Sep 20 2002,NAC Breda,2-0,FC Twente
Fri Sep 20 2002,Sbv Excelsior,1-2,AZ Alkmaar
Sat Sep 21 2002,Feyenoord,2-0,De Graafschap
Sat Sep 21 2002,Willem II,1-1,NEC Nijmegen
Sat Sep 21 2002,RBC Roosendaal,2-3,AFC Ajax
Sat Sep 21 2002,PEC Zwolle,1-3,PSV Eindhoven
Sun Sep 22 2002,Roda JC Kerkrade,1-0,SC Heerenveen
Sun Sep 22 2002,FC Groningen,0-0,FC Utrecht
Sun Sep 22 2002,Vitesse,1-1,RKC Waalwijk
Fri Sep 27 2002,AZ Alkmaar,4-1,FC Groningen
Sat Sep 28 2002,PSV Eindhoven,4-0,De Graafschap
Sat Sep 28 2002,Willem II,5-2,PEC Zwolle
Sat Sep 28 2002,FC Twente,3-3,Roda JC Kerkrade
Sat Sep 28 2002,RBC Roosendaal,4-2,Feyenoord
Sun Sep 29 2002,AFC Ajax,2-2,NAC Breda
Sun Sep 29 2002,FC Utrecht,1-0,Vitesse
Sun Sep 29 2002,RKC Waalwijk,0-3,Sbv Excelsior
Sun Sep 29 2002,NEC Nijmegen,4-2,SC Heerenveen
Wed Oct 2 2002,NEC Nijmegen,2-0,FC Groningen
Fri Oct 4 2002,RKC Waalwijk,0-2,PEC Zwolle
Sat Oct 5 2002,Roda JC Kerkrade,2-3,Sbv Excelsior
Sat Oct 5 2002,NAC Breda,2-2,PSV Eindhoven
Sat Oct 5 2002,De Graafschap,0-1,FC Twente
Sun Oct 6 2002,AZ Alkmaar,1-3,Vitesse
Sun Oct 6 2002,Feyenoord,1-2,AFC Ajax
Sun Oct 6 2002,SC Heerenveen,1-1,Willem II
Sun Oct 6 2002,FC Utrecht,2-2,RBC Roosendaal
Fri Oct 18 2002,De Graafschap,1-3,NEC Nijmegen
Sat Oct 19 2002,AFC Ajax,6-2,AZ Alkmaar
Sat Oct 19 2002,PSV Eindhoven,0-0,Roda JC Kerkrade
Sat Oct 19 2002,Willem II,3-1,RBC Roosendaal
Sat Oct 19 2002,FC Twente,1-1,SC Heerenveen
Sat Oct 19 2002,Vitesse,1-1,Feyenoord
Sun Oct 20 2002,FC Groningen,2-3,RKC Waalwijk
Sun Oct 20 2002,PEC Zwolle,0-3,NAC Breda
Sun Oct 20 2002,Sbv Excelsior,1-1,FC Utrecht
Tue Oct 22 2002,Vitesse,0-2,Roda JC Kerkrade
Fri Oct 25 2002,NAC Breda,0-0,Vitesse
Sat Oct 26 2002,AZ Alkmaar,1-2,FC Twente
Sat Oct 26 2002,Feyenoord,5-1,Willem II
Sat Oct 26 2002,SC Heerenveen,2-0,Sbv Excelsior
Sat Oct 26 2002,Roda JC Kerkrade,5-0,De Graafschap
Sat Oct 26 2002,RKC Waalwijk,1-1,AFC Ajax
Sat Oct 26 2002,NEC Nijmegen,0-5,PSV Eindhoven
Fri Nov 1 2002,PEC Zwolle,5-1,AZ Alkmaar
Sat Nov 2 2002,SC Heerenveen,3-1,De Graafschap
Sat Nov 2 2002,FC Twente,0-0,PSV Eindhoven
Sat Nov 2 2002,RBC Roosendaal,0-0,RKC Waalwijk
Sat Nov 2 2002,Sbv Excelsior,0-0,NEC Nijmegen
Sun Nov 3 2002,AFC Ajax,3-0,Willem II
Sun Nov 3 2002,FC Utrecht,1-0,NAC Breda
Sun Nov 3 2002,FC Groningen,0-2,Feyenoord
Fri Nov 8 2002,Roda JC Kerkrade,1-1,AFC Ajax
Sat Nov 9 2002,AZ Alkmaar,2-0,RBC Roosendaal
Sat Nov 9 2002,PSV Eindhoven,3-1,SC Heerenveen
Sat Nov 9 2002,Willem II,1-3,Vitesse
Sat Nov 9 2002,NAC Breda,0-0,FC Groningen
Sat Nov 9 2002,De Graafschap,1-1,Sbv Excelsior
Sun Nov 10 2002,Feyenoord,2-0,PEC Zwolle
Sun Nov 10 2002,RKC Waalwijk,0-1,FC Utrecht
Sun Nov 10 2002,NEC Nijmegen,1-2,FC Twente
Tue Nov 12 2002,RBC Roosendaal,2-0,FC Groningen
Wed Nov 13 2002,FC Utrecht,2-0,PEC Zwolle
Fri Nov 15 2002,Willem II,0-1,RKC Waalwijk
Sat Nov 16 2002,FC Groningen,3-1,De Graafschap
