Date,Team 1,FT,Team 2
Thu Aug 22 2002,Vitoria Setubal,1-1,Boavista Porto
Fri Aug 23 2002,Academica De Coimbra,0-2,Sporting CP
Sat Aug 24 2002,Sl Benfica,3-0,CS Maritimo
Sat Aug 24 2002,Uniao Leiria,1-2,Vitoria Guimaraes
Sat Aug 24 2002,CD Santa Clara,0-0,Sporting Braga
Sun Aug 25 2002,FC Porto,2-2,Os Belenenses
Sun Aug 25 2002,CD Nacional,0-1,Gil Vicente
Sun Aug 25 2002,Moreirense FC,1-2,SC Beira Mar
Sun Aug 25 2002,Pacos De Ferreira,3-1,Varzim SC
Fri Aug 30 2002,Sporting Braga,1-0,Pacos De Ferreira
Sat Aug 31 2002,SC Beira Mar,0-2,Sl Benfica
Sat Aug 31 2002,Vitoria Guimaraes,3-2,CD Nacional
Sat Aug 31 2002,Os Belenenses,2-0,Academica De Coimbra
Sun Sep 1 2002,Sporting CP,2-1,CD Santa Clara
Sun Sep 1 2002,CS Maritimo,2-0,Uniao Leiria
Sun Sep 1 2002,Varzim SC,1-0,Moreirense FC
Sun Sep 1 2002,Gil Vicente,0-1,Vitoria Setubal
Mon Sep 2 2002,Boavista Porto,0-1,FC Porto
Fri Sep 13 2002,Academica De Coimbra,0-1,Boavista Porto
Sat Sep 14 2002,Uniao Leiria,1-0,SC Beira Mar
Sat Sep 14 2002,Moreirense FC,2-3,Sl Benfica
Sat Sep 14 2002,Pacos De Ferreira,4-0,Sporting CP
Sun Sep 15 2002,FC Porto,3-1,Gil Vicente
Sun Sep 15 2002,CD Nacional,0-0,CS Maritimo
Sun Sep 15 2002,Varzim SC,2-0,Sporting Braga
Sun Sep 15 2002,CD Santa Clara,3-1,Os Belenenses
Mon Sep 16 2002,Vitoria Setubal,1-2,Vitoria Guimaraes
Sat Sep 21 2002,Sl Benfica,3-1,Uniao Leiria
Sat Sep 21 2002,Os Belenenses,1-0,Pacos De Ferreira
Sun Sep 22 2002,Sporting Braga,2-1,Moreirense FC
Sun Sep 22 2002,CS Maritimo,0-5,Vitoria Setubal
Sun Sep 22 2002,SC Beira Mar,0-2,CD Nacional
Sun Sep 22 2002,Gil Vicente,1-1,Academica De Coimbra
Mon Sep 23 2002,Sporting CP,0-0,Varzim SC
Mon Sep 23 2002,Vitoria Guimaraes,0-2,FC Porto
Tue Sep 24 2002,Boavista Porto,1-0,CD Santa Clara
Sat Sep 28 2002,FC Porto,1-0,CS Maritimo
Sat Sep 28 2002,CD Nacional,1-0,Sl Benfica
Sun Sep 29 2002,Sporting Braga,4-2,Sporting CP
Sun Sep 29 2002,Moreirense FC,2-1,Uniao Leiria
Sun Sep 29 2002,Pacos De Ferreira,3-1,Boavista Porto
Sun Sep 29 2002,Vitoria Setubal,1-1,SC Beira Mar
Sun Sep 29 2002,Varzim SC,0-2,Os Belenenses
Sun Sep 29 2002,CD Santa Clara,4-2,Gil Vicente
Mon Sep 30 2002,Academica De Coimbra,2-2,Vitoria Guimaraes
Sat Oct 5 2002,Sl Benfica,1-1,Vitoria Setubal
Sat Oct 5 2002,Uniao Leiria,1-0,CD Nacional
Sat Oct 5 2002,Os Belenenses,3-2,Sporting Braga
Sun Oct 6 2002,CS Maritimo,2-1,Academica De Coimbra
Sun Oct 6 2002,Vitoria Guimaraes,5-0,CD Santa Clara
Sun Oct 6 2002,Gil Vicente,1-1,Pacos De Ferreira
Mon Oct 7 2002,Sporting CP,3-0,Moreirense FC
Mon Oct 7 2002,SC Beira Mar,1-1,FC Porto
Tue Oct 8 2002,Boavista Porto,2-1,Varzim SC
Sat Oct 19 2002,Sporting Braga,1-0,Boavista Porto
Sun Oct 20 2002,FC Porto,2-1,Sl Benfica
Sun Oct 20 2002,Sporting CP,2-0,Os Belenenses
Sun Oct 20 2002,Moreirense FC,2-0,CD Nacional
Sun Oct 20 2002,Academica De Coimbra,1-1,SC Beira Mar
Sun Oct 20 2002,Vitoria Setubal,0-0,Uniao Leiria
Sun Oct 20 2002,Varzim SC,3-0,Gil Vicente
Mon Oct 21 2002,Pacos De Ferreira,1-2,Vitoria Guimaraes
Fri Oct 25 2002,Os Belenenses,1-0,Moreirense FC
Sat Oct 26 2002,Sl Benfica,1-1,Academica De Coimbra
Sat Oct 26 2002,Boavista Porto,1-2,Sporting CP
Sat Oct 26 2002,Uniao Leiria,2-2,FC Porto
Sun Oct 27 2002,CD Nacional,1-1,Vitoria Setubal
Sun Oct 27 2002,CS Maritimo,2-0,Pacos De Ferreira
Sun Oct 27 2002,SC Beira Mar,2-1,CD Santa Clara
Sun Oct 27 2002,Vitoria Guimaraes,2-3,Varzim SC
Mon Oct 28 2002,Gil Vicente,3-0,Sporting Braga
Sat Nov 2 2002,Sporting CP,0-3,Gil Vicente
Sat Nov 2 2002,Sporting Braga,2-4,Vitoria Guimaraes
Sun Nov 3 2002,Moreirense FC,2-2,Vitoria Setubal
Sun Nov 3 2002,Academica De Coimbra,3-2,Uniao Leiria
Sun Nov 3 2002,Pacos De Ferreira,1-0,SC Beira Mar
Sun Nov 3 2002,Varzim SC,4-1,CS Maritimo
Sun Nov 3 2002,CD Santa Clara,1-2,Sl Benfica
Mon Nov 4 2002,FC Porto,5-2,CD Nacional
Mon Nov 4 2002,Os Belenenses,0-0,Boavista Porto
Fri Nov 8 2002,Vitoria Guimaraes,1-3,Sporting CP
Sat Nov 9 2002,CS Maritimo,3-0,Sporting Braga
Sat Nov 9 2002,Boavista Porto,0-0,Moreirense FC
Sat Nov 9 2002,Vitoria Setubal,0-1,FC Porto
Sun Nov 10 2002,Sl Benfica,7-0,Pacos De Ferreira
Sun Nov 10 2002,CD Nacional,3-2,Academica De Coimbra
Sun Nov 10 2002,Uniao Leiria,3-1,CD Santa Clara
Sun Nov 10 2002,SC Beira Mar,2-1,Varzim SC
Mon Nov 11 2002,Gil Vicente,3-1,Os Belenenses
Fri Nov 15 2002,Sporting CP,2-0,CS Maritimo
Sat Nov 16 2002,Varzim SC,2-1,Sl Benfica
Sun Nov 17 2002,Sporting Braga,0-0,SC Beira Mar
Sun Nov 17 2002,Academica De Coimbra,1-1,Vitoria Setubal
Sun Nov 17 2002,Os Belenenses,1-0,Vitoria Guimaraes
Sun Nov 17 2002,Pacos De Ferreira,1-0,Uniao Leiria
Sun Nov 17 2002,CD Santa Clara,2-3,CD Nacional
Mon Nov 18 2002,Boavista Porto,0-1,Gil Vicente
Mon Nov 18 2002,Moreirense FC,0-1,FC Porto
Sat Nov 30 2002,Sl Benfica,3-0,Sporting Braga
Sat Nov 30 2002,SC Beira Mar,1-3,Sporting CP
Sat Nov 30 2002,Vitoria Setubal,0-0,CD Santa Clara
