Date,Team 1,FT,Team 2
Sat Sep 13 1969,Pontevedra CF,0-1,Granada CF
Sat Sep 13 1969,Ud Las Palmas,5-1,Elche CF
Sun Sep 14 1969,Real Madrid,3-3,FC Barcelona
Sun Sep 14 1969,Ce Sabadell,2-0,Valencia CF
Sun Sep 14 1969,Sevilla FC,0-1,Atletico Madrid
Sun Sep 14 1969,Deportivo La Coruna,0-1,Real Zaragoza
Sun Sep 14 1969,Real Sociedad,2-1,Celta Vigo
Sun Sep 14 1969,Athletic Bilbao,2-0,RCD Mallorca
Sat Sep 20 1969,Valencia CF,0-1,Sevilla FC
Sun Sep 21 1969,Atletico Madrid,1-2,Ud Las Palmas
Sun Sep 21 1969,Real Zaragoza,2-1,Pontevedra CF
Sun Sep 21 1969,FC Barcelona,1-0,Deportivo La Coruna
Sun Sep 21 1969,Granada CF,0-0,Athletic Bilbao
Sun Sep 21 1969,Elche CF,0-2,Real Madrid
Sun Sep 21 1969,RCD Mallorca,3-2,Real Sociedad
Sun Sep 21 1969,Celta Vigo,1-1,Ce Sabadell
Sat Sep 27 1969,Athletic Bilbao,2-0,Real Zaragoza
Sat Sep 27 1969,Ud Las Palmas,2-4,Real Madrid
Sun Sep 28 1969,Pontevedra CF,0-0,FC Barcelona
Sun Sep 28 1969,Ce Sabadell,1-0,RCD Mallorca
Sun Sep 28 1969,Real Sociedad,2-1,Granada CF
Sun Sep 28 1969,Deportivo La Coruna,1-0,Elche CF
Sun Sep 28 1969,Atletico Madrid,2-0,Valencia CF
Sun Sep 28 1969,Sevilla FC,3-0,Celta Vigo
Sun Oct 5 1969,Real Zaragoza,2-1,Real Sociedad
Sun Oct 5 1969,Real Madrid,2-2,Deportivo La Coruna
Sun Oct 5 1969,Granada CF,2-1,Ce Sabadell
Sun Oct 5 1969,Celta Vigo,1-1,Atletico Madrid
Sun Oct 5 1969,FC Barcelona,3-2,Athletic Bilbao
Sun Oct 5 1969,Ud Las Palmas,0-2,Valencia CF
Sun Oct 5 1969,RCD Mallorca,1-2,Sevilla FC
Sun Oct 5 1969,Elche CF,1-0,Pontevedra CF
Sun Oct 12 1969,Ce Sabadell,1-1,Real Zaragoza
Sun Oct 12 1969,Atletico Madrid,3-1,RCD Mallorca
Sun Oct 12 1969,Sevilla FC,0-0,Granada CF
Sun Oct 12 1969,Athletic Bilbao,2-0,Elche CF
Sun Oct 12 1969,Valencia CF,0-0,Celta Vigo
Sun Oct 12 1969,Real Sociedad,1-0,FC Barcelona
Sun Oct 12 1969,Pontevedra CF,1-3,Real Madrid
Sun Oct 12 1969,Deportivo La Coruna,0-0,Ud Las Palmas
Sat Oct 18 1969,FC Barcelona,3-1,Ce Sabadell
Sun Oct 19 1969,RCD Mallorca,0-3,Valencia CF
Sun Oct 19 1969,Celta Vigo,1-0,Ud Las Palmas
Sun Oct 19 1969,Elche CF,4-2,Real Sociedad
Sun Oct 19 1969,Deportivo La Coruna,2-1,Pontevedra CF
Sun Oct 19 1969,Real Madrid,2-2,Athletic Bilbao
Sun Oct 19 1969,Real Zaragoza,1-0,Sevilla FC
Sun Oct 19 1969,Granada CF,0-0,Atletico Madrid
Sun Oct 26 1969,Athletic Bilbao,1-0,Deportivo La Coruna
Sun Oct 26 1969,Ud Las Palmas,1-1,Pontevedra CF
Sun Oct 26 1969,Celta Vigo,3-1,RCD Mallorca
Sun Oct 26 1969,Ce Sabadell,1-2,Elche CF
Sun Oct 26 1969,Atletico Madrid,2-0,Real Zaragoza
Sun Oct 26 1969,Sevilla FC,3-0,FC Barcelona
Sun Oct 26 1969,Real Sociedad,1-2,Real Madrid
Sun Oct 26 1969,Valencia CF,1-0,Granada CF
Sun Nov 2 1969,Deportivo La Coruna,0-2,Real Sociedad
Sun Nov 2 1969,Elche CF,5-0,Sevilla FC
Sun Nov 2 1969,Ud Las Palmas,3-1,RCD Mallorca
Sun Nov 2 1969,Real Madrid,1-0,Ce Sabadell
Sun Nov 2 1969,Pontevedra CF,0-2,Athletic Bilbao
Sun Nov 2 1969,FC Barcelona,1-2,Atletico Madrid
Sun Nov 2 1969,Real Zaragoza,1-1,Valencia CF
Sun Nov 2 1969,Granada CF,1-0,Celta Vigo
Sun Nov 9 1969,Athletic Bilbao,3-0,Ud Las Palmas
Sun Nov 9 1969,Real Sociedad,2-1,Pontevedra CF
Sun Nov 9 1969,RCD Mallorca,4-6,Granada CF
Sun Nov 9 1969,Ce Sabadell,1-0,Deportivo La Coruna
Sun Nov 9 1969,Celta Vigo,1-0,Real Zaragoza
Sun Nov 9 1969,Valencia CF,0-0,FC Barcelona
Sun Nov 9 1969,Sevilla FC,1-0,Real Madrid
Sun Nov 9 1969,Atletico Madrid,4-1,Elche CF
Sat Nov 15 1969,Real Madrid,1-1,Atletico Madrid
Sun Nov 16 1969,FC Barcelona,2-1,Celta Vigo
Sun Nov 16 1969,Ud Las Palmas,1-2,Granada CF
Sun Nov 16 1969,Real Zaragoza,2-1,RCD Mallorca
Sun Nov 16 1969,Athletic Bilbao,1-0,Real Sociedad
Sun Nov 16 1969,Deportivo La Coruna,3-0,Sevilla FC
Sun Nov 16 1969,Pontevedra CF,2-1,Ce Sabadell
Tue Nov 18 1969,Elche CF,0-0,Valencia CF
Sun Nov 23 1969,Ud Las Palmas,0-1,Real Sociedad
Sun Nov 23 1969,Sevilla FC,3-1,Pontevedra CF
Sun Nov 23 1969,Celta Vigo,4-0,Elche CF
Sun Nov 23 1969,Granada CF,1-0,Real Zaragoza
Sun Nov 23 1969,Ce Sabadell,1-2,Athletic Bilbao
Sun Nov 23 1969,RCD Mallorca,3-2,FC Barcelona
Sun Nov 23 1969,Valencia CF,1-0,Real Madrid
Sun Nov 23 1969,Atletico Madrid,2-0,Deportivo La Coruna
Sat Nov 29 1969,Real Madrid,3-1,Celta Vigo
Sun Nov 30 1969,Deportivo La Coruna,2-1,Valencia CF
Sun Nov 30 1969,Elche CF,1-1,RCD Mallorca
Sun Nov 30 1969,Real Sociedad,2-1,Ce Sabadell
Sun Nov 30 1969,FC Barcelona,1-0,Granada CF
Sun Nov 30 1969,Pontevedra CF,1-2,Atletico Madrid
Sun Nov 30 1969,Real Zaragoza,1-2,Ud Las Palmas
Sun Nov 30 1969,Athletic Bilbao,0-1,Sevilla FC
Sun Dec 7 1969,Sevilla FC,1-1,Real Sociedad
Sun Dec 7 1969,Valencia CF,2-0,Pontevedra CF
Sun Dec 7 1969,Granada CF,0-0,Elche CF
Sun Dec 7 1969,Ce Sabadell,1-0,Ud Las Palmas
Sun Dec 7 1969,Atletico Madrid,2-1,Athletic Bilbao
Sun Dec 7 1969,Real Zaragoza,2-1,FC Barcelona
