Date,Team 1,FT,Team 2
Sat Aug 27 1921,Arsenal FC,1-2,Sheffield United
Sat Aug 27 1921,Birmingham City,2-3,Burnley FC
Sat Aug 27 1921,Blackburn Rovers,1-1,Chelsea FC
Sat Aug 27 1921,Bolton Wanderers,2-2,Preston North End
Sat Aug 27 1921,Cardiff City,0-1,Tottenham Hotspur
Sat Aug 27 1921,Everton FC,5-0,Manchester United
Sat Aug 27 1921,Huddersfield Town,1-2,Newcastle United
Sat Aug 27 1921,Manchester City,2-1,Aston Villa
Sat Aug 27 1921,Oldham Athletic,0-0,Bradford City
Sat Aug 27 1921,Sunderland Afc,3-0,Liverpool FC
Sat Aug 27 1921,West Bromwich Albion,0-0,Middlesbrough FC
Mon Aug 29 1921,Aston Villa,2-1,Cardiff City
Mon Aug 29 1921,Bradford City,1-1,Blackburn Rovers
Mon Aug 29 1921,Chelsea FC,1-2,Birmingham City
Mon Aug 29 1921,Manchester United,2-3,West Bromwich Albion
Mon Aug 29 1921,Middlesbrough FC,1-1,Oldham Athletic
Mon Aug 29 1921,Preston North End,3-2,Arsenal FC
Mon Aug 29 1921,Sheffield United,1-1,Huddersfield Town
Mon Aug 29 1921,Tottenham Hotspur,1-2,Bolton Wanderers
Wed Aug 31 1921,Liverpool FC,3-2,Manchester City
Wed Aug 31 1921,Newcastle United,3-0,Everton FC
Wed Aug 31 1921,Sunderland Afc,3-2,Burnley FC
Sat Sep 3 1921,Aston Villa,4-0,Manchester City
Sat Sep 3 1921,Bradford City,3-0,Oldham Athletic
Sat Sep 3 1921,Burnley FC,3-1,Birmingham City
Sat Sep 3 1921,Chelsea FC,1-0,Blackburn Rovers
Sat Sep 3 1921,Liverpool FC,2-1,Sunderland Afc
Sat Sep 3 1921,Manchester United,2-1,Everton FC
Sat Sep 3 1921,Middlesbrough FC,3-2,West Bromwich Albion
Sat Sep 3 1921,Newcastle United,1-2,Huddersfield Town
Sat Sep 3 1921,Preston North End,3-1,Bolton Wanderers
Sat Sep 3 1921,Sheffield United,4-1,Arsenal FC
Sat Sep 3 1921,Tottenham Hotspur,4-1,Cardiff City
Mon Sep 5 1921,Arsenal FC,1-0,Preston North End
Mon Sep 5 1921,Birmingham City,5-1,Chelsea FC
Mon Sep 5 1921,Bolton Wanderers,1-0,Tottenham Hotspur
Mon Sep 5 1921,Burnley FC,2-0,Sunderland Afc
