Date,Team 1,FT,Team 2
Tue Sep 1 1914,Manchester City,4-1,Bradford City
Tue Sep 1 1914,Sheffield Wednesday,3-1,Middlesbrough FC
Wed Sep 2 1914,Aston Villa,2-1,Notts County
Wed Sep 2 1914,Liverpool FC,4-3,Bolton Wanderers
Wed Sep 2 1914,Manchester United,1-3,Oldham Athletic
Wed Sep 2 1914,Newcastle United,1-2,West Bromwich Albion
Wed Sep 2 1914,Sunderland Afc,3-2,Sheffield United
Wed Sep 2 1914,Tottenham Hotspur,1-3,Everton FC
Sat Sep 5 1914,Aston Villa,1-3,Sunderland Afc
Sat Sep 5 1914,Bradford Park Avenue,1-2,Blackburn Rovers
Sat Sep 5 1914,Burnley FC,0-1,Bradford City
Sat Sep 5 1914,Liverpool FC,1-1,Notts County
Sat Sep 5 1914,Manchester United,0-0,Manchester City
Sat Sep 5 1914,Middlesbrough FC,2-0,West Bromwich Albion
Sat Sep 5 1914,Newcastle United,0-1,Everton FC
Sat Sep 5 1914,Oldham Athletic,5-3,Bolton Wanderers
Sat Sep 5 1914,Sheffield United,0-1,Sheffield Wednesday
Sat Sep 5 1914,Tottenham Hotspur,1-1,Chelsea FC
Mon Sep 7 1914,Bolton Wanderers,3-2,Blackburn Rovers
Mon Sep 7 1914,Burnley FC,1-0,Everton FC
Wed Sep 9 1914,Bradford City,2-2,Chelsea FC
Wed Sep 9 1914,Newcastle United,0-0,Sheffield Wednesday
Sat Sep 12 1914,Blackburn Rovers,4-1,Oldham Athletic
Sat Sep 12 1914,Bolton Wanderers,3-0,Manchester United
Sat Sep 12 1914,Bradford City,2-2,Tottenham Hotspur
Sat Sep 12 1914,Chelsea FC,0-3,Newcastle United
Sat Sep 12 1914,Everton FC,2-3,Middlesbrough FC
Sat Sep 12 1914,Manchester City,1-0,Burnley FC
Sat Sep 12 1914,Notts County,1-2,Bradford Park Avenue
Sat Sep 12 1914,Sheffield Wednesday,5-2,Aston Villa
Sat Sep 12 1914,Sunderland Afc,2-2,Liverpool FC
Sat Sep 12 1914,West Bromwich Albion,1-1,Sheffield United
Sat Sep 19 1914,Aston Villa,2-1,West Bromwich Albion
Sat Sep 19 1914,Bolton Wanderers,2-3,Manchester City
Sat Sep 19 1914,Bradford Park Avenue,2-1,Sunderland Afc
Sat Sep 19 1914,Liverpool FC,2-1,Sheffield Wednesday
Sat Sep 19 1914,Manchester United,2-0,Blackburn Rovers
Sat Sep 19 1914,Middlesbrough FC,3-0,Chelsea FC
Sat Sep 19 1914,Newcastle United,1-0,Bradford City
Sat Sep 19 1914,Oldham Athletic,2-0,Notts County
Sat Sep 19 1914,Sheffield United,1-0,Everton FC
Sat Sep 19 1914,Tottenham Hotspur,1-3,Burnley FC
Mon Sep 21 1914,Blackburn Rovers,4-2,Liverpool FC
Sat Sep 26 1914,Blackburn Rovers,2-2,Bolton Wanderers
Sat Sep 26 1914,Bradford City,1-1,Middlesbrough FC
Sat Sep 26 1914,Burnley FC,2-0,Newcastle United
Sat Sep 26 1914,Chelsea FC,1-1,Sheffield United
Sat Sep 26 1914,Everton FC,0-0,Aston Villa
Sat Sep 26 1914,Manchester City,2-1,Tottenham Hotspur
Sat Sep 26 1914,Notts County,4-2,Manchester United
Sat Sep 26 1914,Sheffield Wednesday,6-0,Bradford Park Avenue
Sat Sep 26 1914,Sunderland Afc,1-2,Oldham Athletic
Sat Sep 26 1914,West Bromwich Albion,4-0,Liverpool FC
Mon Sep 28 1914,Tottenham Hotspur,2-0,West Bromwich Albion
Sat Oct 3 1914,Aston Villa,2-1,Chelsea FC
Sat Oct 3 1914,Blackburn Rovers,0-1,Manchester City
Sat Oct 3 1914,Bolton Wanderers,1-2,Notts County
Sat Oct 3 1914,Bradford Park Avenue,1-4,West Bromwich Albion
Sat Oct 3 1914,Liverpool FC,0-5,Everton FC
Sat Oct 3 1914,Manchester United,3-0,Sunderland Afc
Sat Oct 3 1914,Middlesbrough FC,1-1,Burnley FC
Sat Oct 3 1914,Newcastle United,4-0,Tottenham Hotspur
Sat Oct 3 1914,Oldham Athletic,5-2,Sheffield Wednesday
Sat Oct 3 1914,Sheffield United,1-1,Bradford City
