Date,Team 1,FT,Team 2
Sun Jul 1 1934,FC Sochaux,0-2,Excelsior Roubaix
Sun Jul 1 1934,Lille OSC,0-0,As Cannes
Sun Jul 1 1934,FC Mulhouse,6-0,Nimes Olympique
Sun Jul 1 1934,FC Antibes,2-3,SC Fives Lille
Sun Jul 1 1934,Olympique Ales,1-0,Olympique Marseille
Sun Jul 1 1934,Red Star Olympique,2-1,Stade Rennes
Sun Jul 1 1934,RC Strasbourg,5-2,FC Sete
Sun Jul 1 1934,Montpellier HSC,3-3,Racing Club De France
Sun Jul 1 1934,FC Sochaux,2-1,Stade Rennes
Sun Jul 1 1934,FC Mulhouse,3-4,Olympique Marseille
Sun Jul 1 1934,Lille OSC,2-0,FC Sete
Sun Jul 1 1934,FC Antibes,1-1,Red Star Olympique
Sun Jul 1 1934,Racing Club De France,3-1,Excelsior Roubaix
Sun Jul 1 1934,Olympique Ales,2-4,Nimes Olympique
Sun Jul 1 1934,RC Strasbourg,1-1,As Cannes
Sun Jul 1 1934,Montpellier HSC,2-0,SC Fives Lille
Sun Jul 1 1934,Excelsior Roubaix,1-2,RC Strasbourg
Sun Jul 1 1934,Racing Club De France,6-3,Olympique Ales
Sun Jul 1 1934,FC Sete,2-2,Red Star Olympique
Sun Jul 1 1934,Nimes Olympique,4-5,Montpellier HSC
Sun Jul 1 1934,As Cannes,0-2,FC Sochaux
Sun Jul 1 1934,SC Fives Lille,0-2,FC Mulhouse
Sun Jul 1 1934,Stade Rennes,4-0,Lille OSC
Sun Jul 1 1934,Olympique Marseille,7-2,FC Antibes
Sun Jul 1 1934,Nimes Olympique,3-1,FC Antibes
Sun Jul 1 1934,Olympique Marseille,4-1,Montpellier HSC
Sun Jul 1 1934,Stade Rennes,0-2,RC Strasbourg
Sun Jul 1 1934,SC Fives Lille,1-0,Olympique Ales
Sun Jul 1 1934,As Cannes,6-2,Red Star Olympique
Sun Jul 1 1934,Excelsior Roubaix,2-1,Lille OSC
Sun Jul 1 1934,Racing Club De France,2-3,FC Mulhouse
Sun Jul 1 1934,FC Sete,1-1,FC Sochaux
Sun Jul 1 1934,FC Sochaux,2-1,SC Fives Lille
Sun Jul 1 1934,FC Mulhouse,2-2,Stade Rennes
Sun Jul 1 1934,Lille OSC,5-0,Olympique Marseille
Sun Jul 1 1934,FC Antibes,1-0,FC Sete
Sun Jul 1 1934,Red Star Olympique,1-2,Racing Club De France
