Date,Team 1,FT,Team 2
Fri Aug 18 1967,MSV Duisburg,2-2,Borussia Dortmund
Sat Aug 19 1967,TSV 1860 Muenchen,1-0,Eintracht Braunschweig
Sat Aug 19 1967,FC Schalke 04,3-4,Bor Moenchengladbach
Sat Aug 19 1967,Vfb Stuttgart,4-0,Eintracht Frankfurt
Sat Aug 19 1967,Alemannia Aachen,0-4,Bayern Muenchen
Sat Aug 19 1967,1 FC Nuernberg,2-0,Karlsruher SC
Sat Aug 19 1967,Hannover 96,3-0,1 FC Koeln
Sat Aug 19 1967,1 FC Kaiserslautern,2-1,Borussia Neunkirchen
Sat Aug 19 1967,Werder Bremen,1-4,Hamburger SV
Sat Aug 26 1967,Eintracht Frankfurt,5-3,Werder Bremen
Sat Aug 26 1967,Karlsruher SC,0-2,MSV Duisburg
Sat Aug 26 1967,Borussia Neunkirchen,2-2,1 FC Nuernberg
Sat Aug 26 1967,Eintracht Braunschweig,1-0,FC Schalke 04
Sat Aug 26 1967,Hamburger SV,1-1,1 FC Kaiserslautern
Sat Aug 26 1967,1 FC Koeln,1-0,TSV 1860 Muenchen
Sat Aug 26 1967,Bayern Muenchen,1-0,Hannover 96
Sat Aug 26 1967,Bor Moenchengladbach,1-1,Vfb Stuttgart
Sat Aug 26 1967,Borussia Dortmund,1-0,Alemannia Aachen
Sat Sep 2 1967,MSV Duisburg,3-1,Borussia Neunkirchen
Sat Sep 2 1967,Vfb Stuttgart,0-0,Eintracht Braunschweig
Sat Sep 2 1967,Hannover 96,2-2,Borussia Dortmund
Sat Sep 2 1967,Werder Bremen,0-4,Bor Moenchengladbach
Sat Sep 2 1967,1 FC Kaiserslautern,1-1,Eintracht Frankfurt
Sat Sep 2 1967,1 FC Nuernberg,4-0,Hamburger SV
Sat Sep 2 1967,Alemannia Aachen,2-1,Karlsruher SC
Sat Sep 2 1967,FC Schalke 04,0-0,TSV 1860 Muenchen
Sat Sep 2 1967,Bayern Muenchen,0-3,1 FC Koeln
Sat Sep 9 1967,Borussia Neunkirchen,0-1,Alemannia Aachen
Sat Sep 9 1967,Eintracht Braunschweig,0-3,Werder Bremen
Sat Sep 9 1967,1 FC Koeln,7-0,FC Schalke 04
Sat Sep 9 1967,TSV 1860 Muenchen,3-3,Vfb Stuttgart
