Date,Team 1,FT,Team 2
Sat Aug 19 1967,Sturm Graz,2-5,Rapid Wien
Sat Aug 19 1967,LASK Linz,4-0,SC Eisenstadt
Sat Aug 19 1967,Austria Salzburg,0-3,Austria Wien
Sat Aug 19 1967,Sportclub,1-2,Grazer Ak
Sun Aug 20 1967,FC Wacker Innsbruck,4-3,Austria Klagenfurt
Sun Aug 20 1967,WSG Radenthein,2-2,SK Admira Vienna
Sun Aug 20 1967,First Vienna FC,0-1,Schwarz Weiss Bregenz
Fri Aug 25 1967,First Vienna FC,2-5,Sportclub
Sat Aug 26 1967,Rapid Wien,7-0,Austria Salzburg
Sat Aug 26 1967,SC Eisenstadt,1-0,FC Wacker Innsbruck
Sat Aug 26 1967,SK Admira Vienna,3-2,LASK Linz
Sat Aug 26 1967,Grazer Ak,4-3,WSG Radenthein
Sun Aug 27 1967,Schwarz Weiss Bregenz,0-5,Austria Wien
Sun Aug 27 1967,Austria Klagenfurt,3-0,Sturm Graz
Fri Sep 1 1967,Austria Wien,0-3,Rapid Wien
Sat Sep 2 1967,Sportclub,2-0,Schwarz Weiss Bregenz
Sat Sep 2 1967,FC Wacker Innsbruck,4-1,SK Admira Vienna
Sat Sep 2 1967,LASK Linz,0-1,Grazer Ak
Sat Sep 2 1967,Austria Salzburg,0-0,Austria Klagenfurt
Sat Sep 2 1967,Sturm Graz,2-0,SC Eisenstadt
Sun Sep 3 1967,WSG Radenthein,2-1,First Vienna FC
Sat Sep 9 1967,SC Eisenstadt,0-1,Austria Salzburg
Sat Sep 9 1967,Grazer Ak,1-2,FC Wacker Innsbruck
Sun Sep 10 1967,SK Admira Vienna,7-0,Sturm Graz
Sun Sep 10 1967,Sportclub,4-2,WSG Radenthein
Sun Sep 10 1967,Austria Klagenfurt,1-2,Austria Wien
Sun Sep 10 1967,Schwarz Weiss Bregenz,3-1,Rapid Wien
Sat Sep 16 1967,Austria Salzburg,4-2,SK Admira Vienna
Sat Sep 16 1967,Sturm Graz,1-3,Grazer Ak
Sat Sep 16 1967,FC Wacker Innsbruck,2-0,First Vienna FC
Sun Sep 17 1967,Austria Wien,2-0,SC Eisenstadt
Sun Sep 17 1967,WSG Radenthein,0-2,Schwarz Weiss Bregenz
Sun Sep 17 1967,LASK Linz,2-1,Sportclub
Wed Sep 27 1967,Rapid Wien,5-1,Austria Klagenfurt
Thu Sep 28 1967,First Vienna FC,3-0,LASK Linz
Fri Sep 29 1967,Sportclub,2-0,FC Wacker Innsbruck
Sat Sep 30 1967,SK Admira Vienna,1-1,Austria Wien
Sat Sep 30 1967,Grazer Ak,3-0,Austria Salzburg
Sat Sep 30 1967,SC Eisenstadt,1-3,Rapid Wien
Sun Oct 1 1967,First Vienna FC,1-2,Sturm Graz
Sun Oct 1 1967,WSG Radenthein,0-0,LASK Linz
Sun Oct 1 1967,Schwarz Weiss Bregenz,1-1,Austria Klagenfurt
Sat Oct 7 1967,Austria Wien,2-1,Grazer Ak
Sat Oct 7 1967,Sturm Graz,1-1,Sportclub
Sat Oct 7 1967,Austria Salzburg,1-2,First Vienna FC
Sat Oct 7 1967,LASK Linz,5-0,Schwarz Weiss Bregenz
Sat Oct 7 1967,FC Wacker Innsbruck,1-0,WSG Radenthein
Sat Oct 7 1967,Austria Klagenfurt,1-0,SC Eisenstadt
Sun Oct 8 1967,Rapid Wien,3-0,SK Admira Vienna
Sat Oct 21 1967,First Vienna FC,0-1,Austria Wien
Sat Oct 21 1967,Sportclub,1-1,Austria Salzburg
Sat Oct 21 1967,SK Admira Vienna,1-2,Austria Klagenfurt
Sat Oct 21 1967,LASK Linz,1-3,FC Wacker Innsbruck
Sun Oct 22 1967,Grazer Ak,1-3,Rapid Wien
Sun Oct 22 1967,Schwarz Weiss Bregenz,0-1,SC Eisenstadt
Sun Oct 22 1967,WSG Radenthein,5-1,Sturm Graz
Sun Oct 29 1967,Rapid Wien,3-0,First Vienna FC
Sun Oct 29 1967,Austria Wien,0-3,Sportclub
Sun Oct 29 1967,SC Eisenstadt,1-1,SK Admira Vienna
Sun Oct 29 1967,FC Wacker Innsbruck,1-0,Schwarz Weiss Bregenz
Sun Oct 29 1967,Sturm Graz,0-4,LASK Linz
Sun Oct 29 1967,Austria Salzburg,4-0,WSG Radenthein
Wed Nov 1 1967,Austria Klagenfurt,2-0,Grazer Ak
Sat Nov 11 1967,Sportclub,1-0,Rapid Wien
Sat Nov 11 1967,LASK Linz,2-1,Austria Salzburg
Sat Nov 11 1967,FC Wacker Innsbruck,0-0,Sturm Graz
Sun Nov 12 1967,First Vienna FC,1-0,Austria Klagenfurt
Sun Nov 12 1967,Grazer Ak,1-1,SC Eisenstadt
Sun Nov 12 1967,WSG Radenthein,0-3,Austria Wien
Sun Nov 12 1967,Schwarz Weiss Bregenz,3-0,SK Admira Vienna
Sat Nov 18 1967,SC Eisenstadt,2-0,First Vienna FC
Sat Nov 18 1967,SK Admira Vienna,3-0,Grazer Ak
Sat Nov 18 1967,Austria Salzburg,1-3,FC Wacker Innsbruck
Sat Nov 18 1967,Sturm Graz,1-2,Schwarz Weiss Bregenz
Sun Nov 19 1967,Rapid Wien,5-0,WSG Radenthein
Sun Nov 19 1967,Austria Wien,2-0,LASK Linz
Sun Nov 19 1967,Austria Klagenfurt,0-0,Sportclub
Sat Nov 25 1967,First Vienna FC,3-2,SK Admira Vienna
Sat Nov 25 1967,LASK Linz,0-1,Rapid Wien
Sat Nov 25 1967,FC Wacker Innsbruck,0-0,Austria Wien
Sat Nov 25 1967,Sturm Graz,3-1,Austria Salzburg
Sun Nov 26 1967,Sportclub,3-1,SC Eisenstadt
Sun Nov 26 1967,Schwarz Weiss Bregenz,0-1,Grazer Ak
Sun Nov 26 1967,WSG Radenthein,0-1,Austria Klagenfurt
Sat Dec 2 1967,Austria Wien,2-2,Sturm Graz
Sat Dec 2 1967,SC Eisenstadt,1-2,WSG Radenthein
Sat Dec 2 1967,SK Admira Vienna,1-1,Sportclub
Sun Dec 3 1967,Rapid Wien,3-1,FC Wacker Innsbruck
Sun Dec 3 1967,Austria Salzburg,3-1,Schwarz Weiss Bregenz
Sun Dec 3 1967,Austria Klagenfurt,1-1,LASK Linz
Sun Dec 3 1967,Grazer Ak,1-0,First Vienna FC
Sat Feb 24 1968,SK Admira Vienna,3-0,WSG Radenthein
Sat Feb 24 1968,Rapid Wien,4-2,Sturm Graz
Sat Feb 24 1968,Austria Wien,1-0,Austria Salzburg
Sat Feb 24 1968,Schwarz Weiss Bregenz,4-0,First Vienna FC
Sat Feb 24 1968,Grazer Ak,2-2,Sportclub
Sat Feb 24 1968,SC Eisenstadt,1-0,LASK Linz
Sun Feb 25 1968,Austria Klagenfurt,0-0,FC Wacker Innsbruck
Sat Mar 2 1968,Austria Wien,1-0,Schwarz Weiss Bregenz
Sat Mar 2 1968,Austria Salzburg,1-2,Rapid Wien
Sat Mar 2 1968,Sturm Graz,3-1,Austria Klagenfurt
Sat Mar 2 1968,FC Wacker Innsbruck,2-1,SC Eisenstadt
Sat Mar 2 1968,LASK Linz,2-2,SK Admira Vienna
Sun Mar 3 1968,Sportclub,2-4,First Vienna FC
Sun Mar 3 1968,WSG Radenthein,1-2,Grazer Ak
Sat Mar 9 1968,Rapid Wien,1-2,Austria Wien
Sat Mar 9 1968,SK Admira Vienna,0-0,FC Wacker Innsbruck
Sat Mar 9 1968,Grazer Ak,2-0,LASK Linz
Sat Mar 9 1968,SC Eisenstadt,1-0,Sturm Graz
Sun Mar 10 1968,Schwarz Weiss Bregenz,1-1,Sportclub
Sun Mar 10 1968,First Vienna FC,0-2,WSG Radenthein
Sun Mar 10 1968,Austria Klagenfurt,2-1,Austria Salzburg
Sat Mar 16 1968,Sturm Graz,2-2,SK Admira Vienna
Sat Mar 16 1968,FC Wacker Innsbruck,2-2,Grazer Ak
Sat Mar 16 1968,Rapid Wien,6-0,Schwarz Weiss Bregenz
Sat Mar 16 1968,Austria Wien,9-0,Austria Klagenfurt
Sat Mar 16 1968,Austria Salzburg,3-0,SC Eisenstadt
Sat Mar 16 1968,LASK Linz,3-1,First Vienna FC
Sun Mar 17 1968,WSG Radenthein,4-2,Sportclub
Sat Mar 23 1968,Sportclub,0-0,LASK Linz
Sat Mar 23 1968,First Vienna FC,0-2,FC Wacker Innsbruck
Sat Mar 23 1968,SK Admira Vienna,1-1,Austria Salzburg
Sat Mar 23 1968,SC Eisenstadt,0-1,Austria Wien
Sat Mar 23 1968,Grazer Ak,1-2,Sturm Graz
Sun Mar 24 1968,Austria Klagenfurt,0-1,Rapid Wien
Sun Mar 24 1968,Schwarz Weiss Bregenz,1-0,WSG Radenthein
Sat Mar 30 1968,Rapid Wien,1-0,SC Eisenstadt
Sat Mar 30 1968,FC Wacker Innsbruck,3-2,Sportclub
Sat Mar 30 1968,Sturm Graz,0-0,First Vienna FC
Sat Mar 30 1968,LASK Linz,6-1,WSG Radenthein
Sat Mar 30 1968,Austria Salzburg,3-1,Grazer Ak
Sun Mar 31 1968,Austria Wien,2-1,SK Admira Vienna
Sun Mar 31 1968,Austria Klagenfurt,1-0,Schwarz Weiss Bregenz
Sat Apr 6 1968,SK Admira Vienna,1-1,Rapid Wien
Sat Apr 6 1968,Sportclub,1-0,Sturm Graz
Sat Apr 6 1968,SC Eisenstadt,2-0,Austria Klagenfurt
Sat Apr 6 1968,Grazer Ak,0-0,Austria Wien
Sun Apr 7 1968,First Vienna FC,1-4,Austria Salzburg
Sun Apr 7 1968,Schwarz Weiss Bregenz,0-2,LASK Linz
Sun Apr 7 1968,WSG Radenthein,1-4,FC Wacker Innsbruck
Fri Apr 19 1968,Austria Wien,1-3,First Vienna FC
Sat Apr 20 1968,Rapid Wien,3-1,Grazer Ak
Sat Apr 20 1968,SC Eisenstadt,2-2,Schwarz Weiss Bregenz
Sat Apr 20 1968,FC Wacker Innsbruck,1-1,LASK Linz
Sat Apr 20 1968,Austria Klagenfurt,3-1,SK Admira Vienna
Sat Apr 20 1968,Austria Salzburg,0-1,Sportclub
Sat Apr 20 1968,Sturm Graz,6-1,WSG Radenthein
Sat May 4 1968,Sportclub,1-0,Austria Wien
Sat May 4 1968,First Vienna FC,0-1,Rapid Wien
Sat May 4 1968,SK Admira Vienna,0-4,SC Eisenstadt
Sat May 4 1968,LASK Linz,0-3,Sturm Graz
Sat May 4 1968,Grazer Ak,1-2,Austria Klagenfurt
Sun May 5 1968,Schwarz Weiss Bregenz,1-2,FC Wacker Innsbruck
Sun May 5 1968,WSG Radenthein,0-0,Austria Salzburg
Wed May 8 1968,SC Eisenstadt,1-1,Grazer Ak
Fri May 10 1968,SK Admira Vienna,3-3,Schwarz Weiss Bregenz
Fri May 10 1968,Rapid Wien,2-1,Sportclub
Sat May 11 1968,Austria Wien,3-1,WSG Radenthein
Sat May 11 1968,Sturm Graz,1-0,FC Wacker Innsbruck
Sat May 11 1968,Austria Salzburg,0-0,LASK Linz
Sun May 12 1968,Austria Klagenfurt,2-0,First Vienna FC
Sat May 25 1968,Sportclub,0-0,Austria Klagenfurt
Sat May 25 1968,LASK Linz,2-2,Austria Wien
Sat May 25 1968,Grazer Ak,1-0,SK Admira Vienna
Sun May 26 1968,First Vienna FC,1-4,SC Eisenstadt
Sun May 26 1968,WSG Radenthein,2-3,Rapid Wien
Sun May 26 1968,FC Wacker Innsbruck,3-1,Austria Salzburg
Sun May 26 1968,Schwarz Weiss Bregenz,0-0,Sturm Graz
Sat Jun 1 1968,Austria Wien,1-2,FC Wacker Innsbruck
Sat Jun 1 1968,SK Admira Vienna,2-1,First Vienna FC
Sat Jun 1 1968,SC Eisenstadt,1-2,Sportclub
Sat Jun 1 1968,Grazer Ak,1-0,Schwarz Weiss Bregenz
Sat Jun 1 1968,Austria Klagenfurt,1-1,WSG Radenthein
Sat Jun 1 1968,Austria Salzburg,2-2,Sturm Graz
Mon Jun 3 1968,Rapid Wien,5-1,LASK Linz
Fri Jun 7 1968,LASK Linz,2-3,Austria Klagenfurt
Sat Jun 8 1968,First Vienna FC,3-1,Grazer Ak
Sat Jun 8 1968,Sportclub,1-1,SK Admira Vienna
Sat Jun 8 1968,FC Wacker Innsbruck,3-3,Rapid Wien
Sat Jun 8 1968,Sturm Graz,2-0,Austria Wien
Sat Jun 8 1968,WSG Radenthein,0-0,SC Eisenstadt
Sun Jun 9 1968,Schwarz Weiss Bregenz,2-1,Austria Salzburg
