Date,Team 1,FT,Team 2
Fri Aug 10 2018,PEC Zwolle,2-3,SC Heerenveen
Sat Aug 11 2018,Willem II,0-1,VVV Venlo
Sat Aug 11 2018,AFC Ajax,1-1,Heracles Almelo
Sat Aug 11 2018,PSV Eindhoven,4-0,FC Utrecht
Sat Aug 11 2018,Sbv Excelsior,1-1,Fortuna Sittard
Sun Aug 12 2018,ADO Den Haag,1-2,FC Emmen
Sun Aug 12 2018,De Graafschap,2-0,Feyenoord
Sun Aug 12 2018,Vitesse,5-1,FC Groningen
Sun Aug 12 2018,AZ Alkmaar,5-0,NAC Breda
Fri Aug 17 2018,FC Groningen,0-1,Willem II
Sat Aug 18 2018,NAC Breda,3-0,De Graafschap
Sat Aug 18 2018,VVV Venlo,0-1,AFC Ajax
Sat Aug 18 2018,Fortuna Sittard,1-2,PSV Eindhoven
Sat Aug 18 2018,Heracles Almelo,4-2,ADO Den Haag
Sun Aug 19 2018,FC Utrecht,2-0,PEC Zwolle
Sun Aug 19 2018,Feyenoord,3-0,Sbv Excelsior
Sun Aug 19 2018,FC Emmen,1-4,AZ Alkmaar
Sun Aug 19 2018,SC Heerenveen,1-1,Vitesse
Fri Aug 24 2018,ADO Den Haag,3-1,Fortuna Sittard
Sat Aug 25 2018,AFC Ajax,5-0,FC Emmen
Sat Aug 25 2018,De Graafschap,0-1,FC Groningen
Sat Aug 25 2018,NAC Breda,0-2,Sbv Excelsior
Sat Aug 25 2018,PEC Zwolle,1-2,PSV Eindhoven
Sun Aug 26 2018,Willem II,5-0,Heracles Almelo
Sun Aug 26 2018,SC Heerenveen,3-5,Feyenoord
Sun Aug 26 2018,FC Utrecht,1-1,VVV Venlo
Sun Aug 26 2018,AZ Alkmaar,0-0,Vitesse
Fri Aug 31 2018,FC Emmen,1-1,De Graafschap
Sat Sep 1 2018,VVV Venlo,1-1,SC Heerenveen
Sat Sep 1 2018,PSV Eindhoven,6-1,Willem II
Sat Sep 1 2018,Sbv Excelsior,2-4,ADO Den Haag
Sat Sep 1 2018,Fortuna Sittard,1-1,FC Utrecht
Sun Sep 2 2018,FC Groningen,0-1,PEC Zwolle
Sun Sep 2 2018,Heracles Almelo,3-2,AZ Alkmaar
Sun Sep 2 2018,Vitesse,0-4,AFC Ajax
Sun Sep 2 2018,Feyenoord,4-2,NAC Breda
Sat Sep 15 2018,De Graafschap,1-2,VVV Venlo
Sat Sep 15 2018,ADO Den Haag,0-7,PSV Eindhoven
Sat Sep 15 2018,Willem II,2-2,Sbv Excelsior
Sat Sep 15 2018,AFC Ajax,3-0,FC Groningen
Sun Sep 16 2018,AZ Alkmaar,1-1,Feyenoord
Sun Sep 16 2018,SC Heerenveen,3-5,Heracles Almelo
Sun Sep 16 2018,FC Utrecht,1-2,FC Emmen
Sun Sep 16 2018,NAC Breda,2-3,Fortuna Sittard
Sun Sep 16 2018,PEC Zwolle,0-2,Vitesse
Fri Sep 21 2018,Heracles Almelo,4-0,De Graafschap
Sat Sep 22 2018,Fortuna Sittard,4-4,Willem II
Sat Sep 22 2018,Sbv Excelsior,3-3,SC Heerenveen
Sat Sep 22 2018,VVV Venlo,3-0,NAC Breda
Sat Sep 22 2018,Vitesse,1-1,ADO Den Haag
Sun Sep 23 2018,Feyenoord,1-0,FC Utrecht
Sun Sep 23 2018,FC Emmen,0-1,PEC Zwolle
Sun Sep 23 2018,FC Groningen,1-3,AZ Alkmaar
Sun Sep 23 2018,PSV Eindhoven,3-0,AFC Ajax
Sat Sep 29 2018,SC Heerenveen,1-1,ADO Den Haag
Sat Sep 29 2018,NAC Breda,0-2,PSV Eindhoven
Sat Sep 29 2018,Fortuna Sittard,0-2,AFC Ajax
Sat Sep 29 2018,Sbv Excelsior,1-0,VVV Venlo
Sun Sep 30 2018,Heracles Almelo,2-1,FC Emmen
Sun Sep 30 2018,De Graafschap,2-1,Willem II
Sun Sep 30 2018,AZ Alkmaar,2-2,PEC Zwolle
Sun Sep 30 2018,FC Groningen,1-1,FC Utrecht
Sun Sep 30 2018,Feyenoord,2-1,Vitesse
Fri Oct 5 2018,FC Utrecht,2-1,NAC Breda
Sat Oct 6 2018,ADO Den Haag,1-0,FC Groningen
Sat Oct 6 2018,PEC Zwolle,2-0,Sbv Excelsior
Sat Oct 6 2018,PSV Eindhoven,4-0,VVV Venlo
Sat Oct 6 2018,De Graafschap,0-5,SC Heerenveen
Sun Oct 7 2018,FC Emmen,3-3,Fortuna Sittard
Sun Oct 7 2018,Willem II,1-1,Feyenoord
Sun Oct 7 2018,Vitesse,4-0,Heracles Almelo
Sun Oct 7 2018,AFC Ajax,5-0,AZ Alkmaar
Sat Oct 20 2018,PSV Eindhoven,6-0,FC Emmen
Sat Oct 20 2018,Sbv Excelsior,2-0,Vitesse
Sat Oct 20 2018,SC Heerenveen,0-4,AFC Ajax
Sat Oct 20 2018,FC Utrecht,2-1,AZ Alkmaar
Sun Oct 21 2018,NAC Breda,2-2,Willem II
Sun Oct 21 2018,Heracles Almelo,4-1,FC Groningen
Sun Oct 21 2018,Feyenoord,3-0,PEC Zwolle
Sun Oct 21 2018,VVV Venlo,2-0,ADO Den Haag
Sun Oct 21 2018,Fortuna Sittard,3-1,De Graafschap
Fri Oct 26 2018,FC Emmen,1-1,VVV Venlo
Sat Oct 27 2018,ADO Den Haag,1-1,NAC Breda
Sat Oct 27 2018,De Graafschap,4-1,Sbv Excelsior
Sat Oct 27 2018,FC Groningen,1-2,PSV Eindhoven
Sat Oct 27 2018,PEC Zwolle,1-1,Heracles Almelo
Sun Oct 28 2018,Vitesse,2-1,Fortuna Sittard
Sun Oct 28 2018,Willem II,0-1,FC Utrecht
Sun Oct 28 2018,AFC Ajax,3-0,Feyenoord
Sun Oct 28 2018,AZ Alkmaar,2-3,SC Heerenveen
Fri Nov 2 2018,Sbv Excelsior,2-4,FC Groningen
Sat Nov 3 2018,NAC Breda,2-1,Heracles Almelo
Sat Nov 3 2018,PSV Eindhoven,1-0,Vitesse
Sat Nov 3 2018,AFC Ajax,2-0,Willem II
Sat Nov 3 2018,AZ Alkmaar,1-0,De Graafschap
Sun Nov 4 2018,SC Heerenveen,1-1,FC Emmen
Sun Nov 4 2018,FC Utrecht,3-0,ADO Den Haag
Sun Nov 4 2018,Fortuna Sittard,3-0,PEC Zwolle
Fri Nov 9 2018,PEC Zwolle,2-3,Willem II
