Date,Team 1,FT,Team 2
Wed Jul 3 1968,CS Sedan,0-1,OGC Nice
Wed Jul 3 1968,Olympique Marseille,2-0,Girondins Bordeaux
Fri Jul 5 1968,RC Lens,1-3,As Saint Etienne
Fri Jul 5 1968,FC Sochaux,3-0,FC Rouen
Fri Jul 5 1968,FC Metz,2-0,Valenciennes FC
Fri Jul 5 1968,RC Strasbourg,3-1,FC Nantes
Fri Jul 5 1968,Stade Rennes,1-0,AC Ajaccio
Fri Jul 5 1968,As Monaco,0-1,Red Star Olympique
Fri Jul 5 1968,Olympique Lyon,1-1,Lille OSC
Fri Jul 5 1968,Angers Sco,9-1,As Aixoise
Sun Sep 1 1968,AC Ajaccio,4-3,As Monaco
Sun Sep 1 1968,FC Nantes,3-2,CS Sedan
Tue Sep 3 1968,Stade Rennes,1-0,Nimes Olympique
Tue Sep 3 1968,Olympique Marseille,3-3,Girondins Bordeaux
Tue Sep 3 1968,OGC Nice,2-2,SC Bastia
Tue Sep 3 1968,RC Strasbourg,2-2,Olympique Lyon
Tue Sep 3 1968,FC Rouen,1-1,Red Star Olympique
Wed Sep 4 1968,As Saint Etienne,4-1,FC Sochaux
Wed Sep 4 1968,Valenciennes FC,1-1,FC Metz
Fri Sep 6 1968,Olympique Lyon,1-1,Nimes Olympique
Sat Sep 7 1968,FC Sochaux,0-1,AC Ajaccio
Sat Sep 7 1968,FC Metz,7-3,FC Rouen
Sat Sep 7 1968,CS Sedan,0-0,As Saint Etienne
Sat Sep 7 1968,Girondins Bordeaux,1-0,Valenciennes FC
Sat Sep 7 1968,SC Bastia,2-1,RC Strasbourg
Sun Sep 8 1968,FC Nantes,2-1,Olympique Marseille
Sun Sep 8 1968,Red Star Olympique,0-2,OGC Nice
Sun Sep 8 1968,As Monaco,2-2,Stade Rennes
Fri Sep 13 1968,As Saint Etienne,3-1,FC Nantes
Fri Sep 13 1968,OGC Nice,2-1,Olympique Lyon
Fri Sep 13 1968,RC Strasbourg,1-0,Red Star Olympique
Sat Sep 14 1968,Stade Rennes,2-0,FC Metz
Sat Sep 14 1968,FC Rouen,2-1,Girondins Bordeaux
Sat Sep 14 1968,Nimes Olympique,2-1,SC Bastia
Sat Sep 14 1968,Valenciennes FC,2-1,FC Sochaux
Sun Sep 15 1968,AC Ajaccio,2-0,CS Sedan
Sun Sep 15 1968,Olympique Marseille,0-1,As Monaco
Fri Sep 20 1968,As Monaco,0-0,Valenciennes FC
Sat Sep 21 1968,As Saint Etienne,2-0,FC Rouen
Sat Sep 21 1968,FC Nantes,0-0,AC Ajaccio
Sat Sep 21 1968,SC Bastia,1-2,Stade Rennes
Sat Sep 21 1968,FC Metz,2-0,RC Strasbourg
Sat Sep 21 1968,CS Sedan,2-1,OGC Nice
Sat Sep 21 1968,Girondins Bordeaux,2-1,Nimes Olympique
Sat Sep 21 1968,Red Star Olympique,1-2,Olympique Lyon
Mon Sep 23 1968,FC Sochaux,3-1,Olympique Marseille
Fri Sep 27 1968,Olympique Lyon,8-3,SC Bastia
Fri Sep 27 1968,RC Strasbourg,5-0,As Monaco
Fri Sep 27 1968,OGC Nice,2-2,Girondins Bordeaux
Sat Sep 28 1968,Stade Rennes,1-1,Red Star Olympique
Sat Sep 28 1968,Nimes Olympique,0-0,FC Metz
Sat Sep 28 1968,Valenciennes FC,0-0,FC Nantes
Sat Sep 28 1968,FC Rouen,2-1,FC Sochaux
Sat Sep 28 1968,Olympique Marseille,4-1,CS Sedan
Sat Oct 5 1968,FC Sochaux,1-1,Stade Rennes
