Date,Team 1,FT,Team 2
Sat Aug 17 1968,1 FC Nuernberg,1-4,Alemannia Aachen
Sat Aug 17 1968,Bayern Muenchen,2-0,1 FC Kaiserslautern
Sat Aug 17 1968,Eintracht Frankfurt,2-0,Hertha BSC Berlin
Sat Aug 17 1968,1 FC Koeln,2-1,Kickers Offenbach
Sat Aug 17 1968,MSV Duisburg,1-0,FC Schalke 04
Sat Aug 17 1968,Borussia Dortmund,1-3,Bor Moenchengladbach
Sat Aug 17 1968,Eintracht Braunschweig,1-0,Hamburger SV
Sat Aug 17 1968,Werder Bremen,3-2,Hannover 96
Sat Aug 17 1968,Vfb Stuttgart,1-1,TSV 1860 Muenchen
Sat Aug 24 1968,Hertha BSC Berlin,1-1,MSV Duisburg
Sat Aug 24 1968,Bor Moenchengladbach,2-1,1 FC Koeln
Sat Aug 24 1968,Kickers Offenbach,2-1,1 FC Nuernberg
Sat Aug 24 1968,FC Schalke 04,0-2,Eintracht Braunschweig
Sat Aug 24 1968,Hannover 96,1-1,Borussia Dortmund
Sat Aug 24 1968,Hamburger SV,2-1,Vfb Stuttgart
Sat Aug 24 1968,1 FC Kaiserslautern,1-0,Werder Bremen
Sat Aug 24 1968,TSV 1860 Muenchen,0-3,Bayern Muenchen
Sat Aug 24 1968,Alemannia Aachen,4-2,Eintracht Frankfurt
Sat Aug 31 1968,MSV Duisburg,1-1,Eintracht Frankfurt
Sat Aug 31 1968,Vfb Stuttgart,1-1,FC Schalke 04
Sat Aug 31 1968,1 FC Nuernberg,4-0,Bor Moenchengladbach
Sat Aug 31 1968,Bayern Muenchen,5-1,Hamburger SV
Sat Aug 31 1968,1 FC Koeln,1-0,Hannover 96
Sat Aug 31 1968,Eintracht Braunschweig,3-3,Hertha BSC Berlin
Sat Aug 31 1968,Kickers Offenbach,1-1,Alemannia Aachen
Wed Sep 4 1968,Hertha BSC Berlin,0-1,Vfb Stuttgart
Wed Sep 4 1968,Bor Moenchengladbach,4-1,Kickers Offenbach
Wed Sep 4 1968,Alemannia Aachen,4-0,MSV Duisburg
Wed Sep 4 1968,Hannover 96,2-2,1 FC Nuernberg
Wed Sep 4 1968,FC Schalke 04,1-2,Bayern Muenchen
Wed Sep 4 1968,TSV 1860 Muenchen,2-1,Borussia Dortmund
Wed Sep 4 1968,Hamburger SV,5-2,Werder Bremen
Wed Sep 4 1968,1 FC Kaiserslautern,4-0,1 FC Koeln
Wed Sep 4 1968,Eintracht Frankfurt,0-1,Eintracht Braunschweig
Sat Sep 7 1968,1 FC Koeln,0-0,TSV 1860 Muenchen
Sat Sep 7 1968,Bayern Muenchen,3-0,Hertha BSC Berlin
Sat Sep 7 1968,1 FC Nuernberg,1-0,1 FC Kaiserslautern
Sat Sep 7 1968,Werder Bremen,1-3,FC Schalke 04
Sat Sep 7 1968,Borussia Dortmund,3-1,Hamburger SV
Sat Sep 7 1968,Bor Moenchengladbach,2-2,Alemannia Aachen
Sat Sep 7 1968,Vfb Stuttgart,2-0,Eintracht Frankfurt
Sat Sep 7 1968,Kickers Offenbach,1-1,Hannover 96
Sat Sep 7 1968,Eintracht Braunschweig,0-0,MSV Duisburg
Fri Sep 13 1968,MSV Duisburg,2-0,Vfb Stuttgart
Sat Sep 14 1968,FC Schalke 04,4-1,Borussia Dortmund
Sat Sep 14 1968,Hannover 96,2-3,Bor Moenchengladbach
Sat Sep 14 1968,Alemannia Aachen,1-4,Eintracht Braunschweig
Sat Sep 14 1968,TSV 1860 Muenchen,2-0,1 FC Nuernberg
Sat Sep 14 1968,Hertha BSC Berlin,1-0,Werder Bremen
Sat Sep 14 1968,Eintracht Frankfurt,1-1,Bayern Muenchen
Sat Sep 14 1968,1 FC Kaiserslautern,2-1,Kickers Offenbach
Sat Sep 14 1968,Hamburger SV,3-1,1 FC Koeln
Tue Sep 17 1968,Borussia Dortmund,2-3,1 FC Kaiserslautern
Tue Sep 17 1968,Werder Bremen,4-1,TSV 1860 Muenchen
Fri Sep 20 1968,Kickers Offenbach,2-3,TSV 1860 Muenchen
Sat Sep 21 1968,Vfb Stuttgart,2-2,Eintracht Braunschweig
Sat Sep 21 1968,Hannover 96,5-2,Alemannia Aachen
Sat Sep 21 1968,1 FC Nuernberg,0-0,Hamburger SV
Sat Sep 21 1968,1 FC Koeln,2-0,FC Schalke 04
Sat Sep 21 1968,Werder Bremen,0-1,Eintracht Frankfurt
Sat Sep 21 1968,Borussia Dortmund,2-2,Hertha BSC Berlin
Sat Sep 21 1968,Bayern Muenchen,2-2,MSV Duisburg
Sat Sep 21 1968,Bor Moenchengladbach,4-0,1 FC Kaiserslautern
Sat Sep 28 1968,Eintracht Frankfurt,1-1,Borussia Dortmund
Sat Sep 28 1968,Alemannia Aachen,1-3,Vfb Stuttgart
Sat Sep 28 1968,Hertha BSC Berlin,2-1,1 FC Koeln
Sat Sep 28 1968,FC Schalke 04,4-1,1 FC Nuernberg
Sat Sep 28 1968,1 FC Kaiserslautern,0-0,Hannover 96
Sat Sep 28 1968,Hamburger SV,3-0,Kickers Offenbach
Sat Sep 28 1968,MSV Duisburg,2-0,Werder Bremen
Sat Sep 28 1968,TSV 1860 Muenchen,0-4,Bor Moenchengladbach
Sat Sep 28 1968,Eintracht Braunschweig,2-3,Bayern Muenchen
Sat Oct 5 1968,1 FC Kaiserslautern,2-1,Alemannia Aachen
Sat Oct 5 1968,1 FC Koeln,2-1,Eintracht Frankfurt
Sat Oct 5 1968,1 FC Nuernberg,3-0,Hertha BSC Berlin
Sat Oct 5 1968,Kickers Offenbach,1-0,FC Schalke 04
Sat Oct 5 1968,Borussia Dortmund,2-1,MSV Duisburg
Sat Oct 5 1968,Bor Moenchengladbach,1-2,Hamburger SV
Sat Oct 5 1968,Werder Bremen,2-1,Eintracht Braunschweig
Sat Oct 5 1968,Hannover 96,3-2,TSV 1860 Muenchen
Sat Oct 5 1968,Bayern Muenchen,2-0,Vfb Stuttgart
Sat Oct 19 1968,FC Schalke 04,1-1,Bor Moenchengladbach
Sat Oct 19 1968,Alemannia Aachen,2-4,Bayern Muenchen
Sat Oct 19 1968,TSV 1860 Muenchen,1-0,1 FC Kaiserslautern
Sat Oct 19 1968,Hertha BSC Berlin,1-0,Kickers Offenbach
Sat Oct 19 1968,Eintracht Frankfurt,3-0,1 FC Nuernberg
Sat Oct 19 1968,MSV Duisburg,0-0,1 FC Koeln
Sat Oct 19 1968,Eintracht Braunschweig,4-3,Borussia Dortmund
Sat Oct 19 1968,Vfb Stuttgart,2-2,Werder Bremen
Sat Oct 19 1968,Hamburger SV,1-4,Hannover 96
Sat Oct 26 1968,TSV 1860 Muenchen,0-0,Alemannia Aachen
