Date,Team 1,FT,Team 2
Fri Aug 29 2008,Vitesse,0-4,FC Groningen
Sat Aug 30 2008,FC Utrecht,1-5,PSV Eindhoven
Sat Aug 30 2008,Willem II,2-1,AFC Ajax
Sat Aug 30 2008,Roda JC Kerkrade,1-1,FC Twente
Sat Aug 30 2008,NEC Nijmegen,2-0,De Graafschap
Sun Aug 31 2008,Heracles Almelo,3-1,Feyenoord
Sun Aug 31 2008,Sparta Rotterdam,2-5,ADO Den Haag
Sun Aug 31 2008,FC Volendam,2-3,SC Heerenveen
Sun Aug 31 2008,AZ Alkmaar,1-2,NAC Breda
Fri Sep 12 2008,SC Heerenveen,2-2,Heracles Almelo
Sat Sep 13 2008,PSV Eindhoven,1-0,Sparta Rotterdam
Sat Sep 13 2008,ADO Den Haag,3-0,AZ Alkmaar
Sat Sep 13 2008,FC Twente,1-1,NEC Nijmegen
Sat Sep 13 2008,Feyenoord,5-0,FC Volendam
Sun Sep 14 2008,De Graafschap,1-0,Vitesse
Sun Sep 14 2008,NAC Breda,1-3,Willem II
Sun Sep 14 2008,AFC Ajax,1-0,Roda JC Kerkrade
Sun Sep 14 2008,FC Groningen,2-0,FC Utrecht
Fri Sep 19 2008,FC Utrecht,1-0,Willem II
Sat Sep 20 2008,Vitesse,1-1,Sparta Rotterdam
Sat Sep 20 2008,Heracles Almelo,1-1,FC Groningen
Sat Sep 20 2008,AZ Alkmaar,1-0,PSV Eindhoven
Sun Sep 21 2008,Feyenoord,2-2,AFC Ajax
Sun Sep 21 2008,De Graafschap,2-0,ADO Den Haag
Sun Sep 21 2008,FC Volendam,1-2,FC Twente
Sun Sep 21 2008,Roda JC Kerkrade,0-3,NAC Breda
Sun Sep 21 2008,SC Heerenveen,2-1,NEC Nijmegen
Sat Sep 27 2008,NAC Breda,4-2,SC Heerenveen
Sat Sep 27 2008,PSV Eindhoven,1-0,FC Volendam
Sat Sep 27 2008,FC Twente,3-0,De Graafschap
Sat Sep 27 2008,Willem II,2-5,AZ Alkmaar
Sun Sep 28 2008,ADO Den Haag,0-0,FC Utrecht
Sun Sep 28 2008,FC Groningen,3-1,Feyenoord
Sun Sep 28 2008,Sparta Rotterdam,2-2,Roda JC Kerkrade
Sun Sep 28 2008,NEC Nijmegen,1-1,Heracles Almelo
Sun Sep 28 2008,AFC Ajax,3-0,Vitesse
Fri Oct 3 2008,AZ Alkmaar,6-0,Sparta Rotterdam
Sat Oct 4 2008,Vitesse,2-2,Willem II
Sat Oct 4 2008,PSV Eindhoven,3-0,De Graafschap
Sat Oct 4 2008,Heracles Almelo,2-0,Roda JC Kerkrade
Sun Oct 5 2008,FC Groningen,3-0,ADO Den Haag
Sun Oct 5 2008,Feyenoord,0-2,NEC Nijmegen
Sun Oct 5 2008,FC Volendam,2-4,NAC Breda
Sun Oct 5 2008,FC Utrecht,3-0,FC Twente
Sun Oct 5 2008,SC Heerenveen,5-2,AFC Ajax
Fri Oct 17 2008,ADO Den Haag,2-0,FC Volendam
Sat Oct 18 2008,FC Twente,2-0,Heracles Almelo
Sat Oct 18 2008,NAC Breda,2-1,PSV Eindhoven
Sat Oct 18 2008,Roda JC Kerkrade,2-2,SC Heerenveen
Sat Oct 18 2008,AFC Ajax,1-0,FC Groningen
Sun Oct 19 2008,NEC Nijmegen,3-1,Vitesse
Sun Oct 19 2008,Sparta Rotterdam,1-0,FC Utrecht
Sun Oct 19 2008,Willem II,1-0,Feyenoord
Sun Oct 19 2008,De Graafschap,0-2,AZ Alkmaar
Fri Oct 24 2008,Heracles Almelo,3-1,ADO Den Haag
Sat Oct 25 2008,AZ Alkmaar,3-0,FC Volendam
Sat Oct 25 2008,Willem II,1-1,De Graafschap
Sat Oct 25 2008,FC Groningen,3-0,Sparta Rotterdam
Sat Oct 25 2008,PSV Eindhoven,2-3,Roda JC Kerkrade
Sun Oct 26 2008,AFC Ajax,2-0,NEC Nijmegen
Sun Oct 26 2008,FC Utrecht,0-0,NAC Breda
Sun Oct 26 2008,Vitesse,0-2,FC Twente
Sun Oct 26 2008,Feyenoord,2-2,SC Heerenveen
Tue Oct 28 2008,ADO Den Haag,0-2,PSV Eindhoven
Tue Oct 28 2008,Roda JC Kerkrade,0-2,AZ Alkmaar
Tue Oct 28 2008,FC Volendam,2-2,Willem II
Wed Oct 29 2008,Heracles Almelo,1-3,AFC Ajax
Wed Oct 29 2008,SC Heerenveen,0-2,Vitesse
Wed Oct 29 2008,Sparta Rotterdam,2-1,Feyenoord
Wed Oct 29 2008,NEC Nijmegen,2-2,FC Groningen
Wed Oct 29 2008,NAC Breda,0-1,FC Twente
Thu Oct 30 2008,De Graafschap,0-2,FC Utrecht
Sat Nov 1 2008,FC Twente,0-2,AFC Ajax
Sat Nov 1 2008,PSV Eindhoven,2-0,Willem II
Sat Nov 1 2008,NAC Breda,1-0,FC Groningen
Sat Nov 1 2008,SC Heerenveen,3-3,AZ Alkmaar
Sun Nov 2 2008,Vitesse,3-1,ADO Den Haag
Sun Nov 2 2008,Roda JC Kerkrade,0-4,Feyenoord
Sun Nov 2 2008,Sparta Rotterdam,0-2,NEC Nijmegen
Sun Nov 2 2008,FC Volendam,3-1,De Graafschap
Sun Nov 2 2008,FC Utrecht,2-0,Heracles Almelo
Fri Nov 7 2008,De Graafschap,0-2,NAC Breda
Sat Nov 8 2008,NEC Nijmegen,1-0,PSV Eindhoven
Sat Nov 8 2008,Heracles Almelo,0-0,Vitesse
Sat Nov 8 2008,Willem II,2-1,Roda JC Kerkrade
Sun Nov 9 2008,FC Groningen,5-0,FC Volendam
Sun Nov 9 2008,AZ Alkmaar,3-0,FC Twente
Sun Nov 9 2008,AFC Ajax,5-2,Sparta Rotterdam
Sun Nov 9 2008,Feyenoord,5-2,FC Utrecht
Sun Nov 9 2008,ADO Den Haag,0-1,SC Heerenveen
Fri Nov 14 2008,NAC Breda,3-0,Heracles Almelo
Sat Nov 15 2008,ADO Den Haag,0-1,Willem II
Sat Nov 15 2008,Sparta Rotterdam,4-0,FC Volendam
Sat Nov 15 2008,SC Heerenveen,3-2,FC Utrecht
Sat Nov 15 2008,Roda JC Kerkrade,3-0,NEC Nijmegen
Sun Nov 16 2008,AFC Ajax,4-1,PSV Eindhoven
Sun Nov 16 2008,Vitesse,1-1,AZ Alkmaar
Sun Nov 16 2008,FC Groningen,3-0,De Graafschap
Sun Nov 16 2008,FC Twente,1-1,Feyenoord
Fri Nov 21 2008,FC Volendam,3-1,Roda JC Kerkrade
Sat Nov 22 2008,NAC Breda,1-1,NEC Nijmegen
Sat Nov 22 2008,PSV Eindhoven,4-0,Heracles Almelo
Sat Nov 22 2008,FC Twente,6-0,SC Heerenveen
Sat Nov 22 2008,De Graafschap,3-3,Sparta Rotterdam
Sun Nov 23 2008,AZ Alkmaar,2-0,AFC Ajax
Sun Nov 23 2008,Feyenoord,3-1,ADO Den Haag
Sun Nov 23 2008,FC Utrecht,4-0,Vitesse
Sun Nov 23 2008,Willem II,3-0,FC Groningen
Fri Nov 28 2008,FC Groningen,0-2,AZ Alkmaar
Sat Nov 29 2008,De Graafschap,1-1,Roda JC Kerkrade
Sat Nov 29 2008,ADO Den Haag,1-2,FC Twente
Sat Nov 29 2008,Heracles Almelo,1-0,Willem II
Sat Nov 29 2008,SC Heerenveen,2-2,PSV Eindhoven
Sun Nov 30 2008,Vitesse,1-1,Feyenoord
Sun Nov 30 2008,AFC Ajax,1-1,FC Utrecht
Sun Nov 30 2008,NEC Nijmegen,6-1,FC Volendam
Sun Nov 30 2008,Sparta Rotterdam,4-0,NAC Breda
Sat Dec 6 2008,PSV Eindhoven,4-2,FC Groningen
Sat Dec 6 2008,FC Twente,6-2,Sparta Rotterdam
Sat Dec 6 2008,Roda JC Kerkrade,3-0,Vitesse
Sat Dec 6 2008,AZ Alkmaar,2-0,Heracles Almelo
Sun Dec 7 2008,FC Volendam,1-2,AFC Ajax
Sun Dec 7 2008,NEC Nijmegen,1-2,FC Utrecht
Sun Dec 7 2008,NAC Breda,0-4,ADO Den Haag
Sun Dec 7 2008,Feyenoord,1-3,De Graafschap
Sun Dec 7 2008,Willem II,1-3,SC Heerenveen
Fri Dec 12 2008,AFC Ajax,3-0,NAC Breda
Sat Dec 13 2008,ADO Den Haag,1-1,Roda JC Kerkrade
Sat Dec 13 2008,SC Heerenveen,2-0,De Graafschap
Sat Dec 13 2008,Willem II,1-2,NEC Nijmegen
Sat Dec 13 2008,Feyenoord,0-1,AZ Alkmaar
Sun Dec 14 2008,Vitesse,1-1,PSV Eindhoven
Sun Dec 14 2008,Heracles Almelo,2-1,Sparta Rotterdam
Sun Dec 14 2008,FC Utrecht,0-0,FC Volendam
Sun Dec 14 2008,FC Groningen,1-4,FC Twente
Fri Dec 19 2008,AZ Alkmaar,2-0,FC Utrecht
Sat Dec 20 2008,Sparta Rotterdam,4-1,SC Heerenveen
Sat Dec 20 2008,NAC Breda,2-0,Vitesse
Sat Dec 20 2008,Roda JC Kerkrade,2-5,FC Groningen
Sun Dec 21 2008,NEC Nijmegen,0-0,ADO Den Haag
Sun Dec 21 2008,De Graafschap,0-6,AFC Ajax
Sun Dec 21 2008,FC Volendam,3-1,Heracles Almelo
Sun Dec 21 2008,FC Twente,2-0,Willem II
Sun Dec 21 2008,PSV Eindhoven,1-0,Feyenoord
Fri Dec 26 2008,Feyenoord,3-1,NAC Breda
Sat Dec 27 2008,PSV Eindhoven,0-0,FC Twente
Sat Dec 27 2008,Willem II,3-2,Sparta Rotterdam
Sat Dec 27 2008,Heracles Almelo,0-0,De Graafschap
Sat Dec 27 2008,Vitesse,3-1,FC Volendam
Sun Dec 28 2008,AFC Ajax,3-0,ADO Den Haag
Sun Dec 28 2008,AZ Alkmaar,1-0,NEC Nijmegen
Sun Dec 28 2008,FC Utrecht,3-1,Roda JC Kerkrade
Sun Dec 28 2008,FC Groningen,2-3,SC Heerenveen
Fri Jan 16 2009,SC Heerenveen,3-1,Feyenoord
Sat Jan 17 2009,De Graafschap,1-0,Willem II
Sat Jan 17 2009,FC Twente,2-1,Vitesse
Sat Jan 17 2009,ADO Den Haag,2-2,Heracles Almelo
Sat Jan 17 2009,NAC Breda,1-1,FC Utrecht
Sun Jan 18 2009,Roda JC Kerkrade,1-1,PSV Eindhoven
Sun Jan 18 2009,NEC Nijmegen,2-4,AFC Ajax
Sun Jan 18 2009,FC Volendam,0-2,AZ Alkmaar
Sun Jan 18 2009,Sparta Rotterdam,1-1,FC Groningen
Sat Jan 24 2009,SC Heerenveen,2-0,Roda JC Kerkrade
Sat Jan 24 2009,PSV Eindhoven,2-2,NAC Breda
Sat Jan 24 2009,AZ Alkmaar,2-0,De Graafschap
Sat Jan 24 2009,Feyenoord,1-1,Willem II
Sun Jan 25 2009,Vitesse,0-0,NEC Nijmegen
Sun Jan 25 2009,FC Utrecht,3-3,Sparta Rotterdam
Sun Jan 25 2009,FC Groningen,1-0,AFC Ajax
Sun Jan 25 2009,Heracles Almelo,1-2,FC Twente
Sun Jan 25 2009,FC Volendam,0-1,ADO Den Haag
Fri Jan 30 2009,Roda JC Kerkrade,3-1,Heracles Almelo
Sat Jan 31 2009,ADO Den Haag,0-1,FC Groningen
Sat Jan 31 2009,NAC Breda,1-1,FC Volendam
Sat Jan 31 2009,Willem II,0-2,Vitesse
Sat Jan 31 2009,AFC Ajax,0-1,SC Heerenveen
Sun Feb 1 2009,FC Twente,0-0,FC Utrecht
Sun Feb 1 2009,De Graafschap,0-3,PSV Eindhoven
Sun Feb 1 2009,NEC Nijmegen,1-0,Feyenoord
Sun Feb 1 2009,Sparta Rotterdam,0-2,AZ Alkmaar
Tue Feb 3 2009,Vitesse,1-0,SC Heerenveen
Tue Feb 3 2009,Willem II,1-2,FC Volendam
Tue Feb 3 2009,AFC Ajax,2-2,Heracles Almelo
Wed Feb 4 2009,FC Twente,4-1,NAC Breda
Wed Feb 4 2009,AZ Alkmaar,1-0,Roda JC Kerkrade
Wed Feb 4 2009,Feyenoord,1-0,Sparta Rotterdam
Wed Feb 4 2009,FC Utrecht,3-0,De Graafschap
Wed Feb 4 2009,FC Groningen,2-0,NEC Nijmegen
Thu Feb 5 2009,PSV Eindhoven,6-0,ADO Den Haag
Sat Feb 7 2009,Roda JC Kerkrade,0-1,Sparta Rotterdam
Sat Feb 7 2009,SC Heerenveen,3-1,NAC Breda
Sat Feb 7 2009,AZ Alkmaar,3-1,Willem II
