Date,Team 1,FT,Team 2
Fri Aug 15 2008,Bayern Muenchen,2-2,Hamburger SV
Sat Aug 16 2008,FC Schalke 04,3-0,Hannover 96
Sat Aug 16 2008,Vfl Wolfsburg,2-1,1 FC Koeln
Sat Aug 16 2008,Bayer Leverkusen,2-3,Borussia Dortmund
Sat Aug 16 2008,Karlsruher SC,1-0,Vfl Bochum
Sat Aug 16 2008,Energie Cottbus,0-3,1899 Hoffenheim
Sat Aug 16 2008,Arminia Bielefeld,2-2,Werder Bremen
Sun Aug 17 2008,Eintracht Frankfurt,0-2,Hertha BSC Berlin
Sun Aug 17 2008,Bor Moenchengladbach,1-3,Vfb Stuttgart
Fri Aug 22 2008,Hannover 96,0-0,Energie Cottbus
Sat Aug 23 2008,Werder Bremen,1-1,FC Schalke 04
Sat Aug 23 2008,Hamburger SV,2-1,Karlsruher SC
Sat Aug 23 2008,Vfb Stuttgart,0-2,Bayer Leverkusen
Sat Aug 23 2008,Hertha BSC Berlin,1-1,Arminia Bielefeld
Sat Aug 23 2008,Borussia Dortmund,1-1,Bayern Muenchen
Sat Aug 23 2008,1899 Hoffenheim,1-0,Bor Moenchengladbach
Sun Aug 24 2008,Vfl Bochum,2-2,Vfl Wolfsburg
Sun Aug 24 2008,1 FC Koeln,1-1,Eintracht Frankfurt
Fri Aug 29 2008,Karlsruher SC,0-2,1 FC Koeln
Sat Aug 30 2008,FC Schalke 04,1-0,Vfl Bochum
Sat Aug 30 2008,Vfl Wolfsburg,2-2,Eintracht Frankfurt
Sat Aug 30 2008,Bayer Leverkusen,5-2,1899 Hoffenheim
Sat Aug 30 2008,Energie Cottbus,0-1,Borussia Dortmund
Sat Aug 30 2008,Arminia Bielefeld,2-4,Hamburger SV
Sat Aug 30 2008,Bor Moenchengladbach,3-2,Werder Bremen
Sun Aug 31 2008,Bayern Muenchen,4-1,Hertha BSC Berlin
Sun Aug 31 2008,Vfb Stuttgart,2-0,Hannover 96
Sat Sep 13 2008,Werder Bremen,3-0,Energie Cottbus
Sat Sep 13 2008,Hamburger SV,3-2,Bayer Leverkusen
Sat Sep 13 2008,Hertha BSC Berlin,2-2,Vfl Wolfsburg
Sat Sep 13 2008,Borussia Dortmund,3-3,FC Schalke 04
Sat Sep 13 2008,1899 Hoffenheim,0-0,Vfb Stuttgart
Sat Sep 13 2008,1 FC Koeln,0-3,Bayern Muenchen
Sun Sep 14 2008,Hannover 96,5-1,Bor Moenchengladbach
Sun Sep 14 2008,Vfl Bochum,2-0,Arminia Bielefeld
Fri Sep 19 2008,Bayer Leverkusen,4-0,Hannover 96
Sat Sep 20 2008,Bayern Muenchen,2-5,Werder Bremen
Sat Sep 20 2008,FC Schalke 04,1-0,Eintracht Frankfurt
Sat Sep 20 2008,Energie Cottbus,1-1,Vfl Bochum
Sat Sep 20 2008,Arminia Bielefeld,2-0,1 FC Koeln
Sat Sep 20 2008,Bor Moenchengladbach,0-1,Hertha BSC Berlin
Sun Sep 21 2008,Vfl Wolfsburg,3-0,Hamburger SV
Sun Sep 21 2008,Vfb Stuttgart,3-1,Karlsruher SC
Sun Sep 21 2008,1899 Hoffenheim,4-1,Borussia Dortmund
Fri Sep 26 2008,1 FC Koeln,1-0,FC Schalke 04
Sat Sep 27 2008,Werder Bremen,5-4,1899 Hoffenheim
Sat Sep 27 2008,Hamburger SV,1-0,Bor Moenchengladbach
Sat Sep 27 2008,Hannover 96,1-0,Bayern Muenchen
Sat Sep 27 2008,Hertha BSC Berlin,0-1,Energie Cottbus
Sat Sep 27 2008,Vfl Bochum,2-3,Bayer Leverkusen
Sat Sep 27 2008,Borussia Dortmund,3-0,Vfb Stuttgart
Sun Sep 28 2008,Eintracht Frankfurt,1-1,Arminia Bielefeld
Sun Sep 28 2008,Karlsruher SC,2-1,Vfl Wolfsburg
Fri Oct 3 2008,Arminia Bielefeld,1-2,Karlsruher SC
Sat Oct 4 2008,Bayern Muenchen,3-3,Vfl Bochum
Sat Oct 4 2008,Vfb Stuttgart,4-1,Werder Bremen
Sat Oct 4 2008,Bayer Leverkusen,0-1,Hertha BSC Berlin
Sat Oct 4 2008,Bor Moenchengladbach,1-2,1 FC Koeln
Sat Oct 4 2008,1899 Hoffenheim,2-1,Eintracht Frankfurt
Sun Oct 5 2008,FC Schalke 04,2-2,Vfl Wolfsburg
Sun Oct 5 2008,Borussia Dortmund,1-1,Hannover 96
