Date,Team 1,FT,Team 2
Sat Aug 30 2008,Espanyol Barcelona,1-0,Real Valladolid
Sat Aug 30 2008,Valencia CF,3-0,RCD Mallorca
Sun Aug 31 2008,Athletic Bilbao,1-3,Ud Almeria
Sun Aug 31 2008,Atletico Madrid,4-0,Malaga CF
Sun Aug 31 2008,Real Betis,0-1,Recreativo Huelva
Sun Aug 31 2008,Sporting Gijon,1-2,Getafe CF
Sun Aug 31 2008,Racing Santander,1-1,Sevilla FC
Sun Aug 31 2008,CD Numancia,1-0,FC Barcelona
Sun Aug 31 2008,CA Osasuna,1-1,Villarreal CF
Sun Aug 31 2008,Deportivo La Coruna,2-1,Real Madrid
Sat Sep 13 2008,Real Valladolid,2-1,Atletico Madrid
Sat Sep 13 2008,FC Barcelona,1-1,Racing Santander
Sat Sep 13 2008,Sevilla FC,4-3,Sporting Gijon
Sun Sep 14 2008,Malaga CF,0-0,Athletic Bilbao
Sun Sep 14 2008,Recreativo Huelva,0-1,Espanyol Barcelona
Sun Sep 14 2008,Getafe CF,0-0,Real Betis
Sun Sep 14 2008,Villarreal CF,1-0,Deportivo La Coruna
Sun Sep 14 2008,RCD Mallorca,1-1,CA Osasuna
Sun Sep 14 2008,Real Madrid,4-3,CD Numancia
Sun Sep 14 2008,Ud Almeria,2-2,Valencia CF
Sat Sep 20 2008,Atletico Madrid,4-0,Recreativo Huelva
Sat Sep 20 2008,Espanyol Barcelona,1-1,Getafe CF
Sun Sep 21 2008,Ud Almeria,1-0,Malaga CF
Sun Sep 21 2008,Athletic Bilbao,2-0,Real Valladolid
Sun Sep 21 2008,Real Betis,0-0,Sevilla FC
Sun Sep 21 2008,CD Numancia,1-2,Villarreal CF
Sun Sep 21 2008,Deportivo La Coruna,0-0,RCD Mallorca
Sun Sep 21 2008,Valencia CF,1-0,CA Osasuna
Sun Sep 21 2008,Racing Santander,0-2,Real Madrid
Sun Sep 21 2008,Sporting Gijon,1-6,FC Barcelona
Wed Sep 24 2008,FC Barcelona,3-2,Real Betis
Wed Sep 24 2008,Villarreal CF,2-0,Racing Santander
Wed Sep 24 2008,CA Osasuna,0-0,Deportivo La Coruna
Wed Sep 24 2008,Getafe CF,1-2,Atletico Madrid
Wed Sep 24 2008,Sevilla FC,2-0,Espanyol Barcelona
Wed Sep 24 2008,Real Madrid,7-1,Sporting Gijon
Thu Sep 25 2008,Malaga CF,0-2,Valencia CF
Thu Sep 25 2008,Real Valladolid,2-0,Ud Almeria
Thu Sep 25 2008,Recreativo Huelva,1-1,Athletic Bilbao
Thu Sep 25 2008,RCD Mallorca,2-0,CD Numancia
Sat Sep 27 2008,Real Betis,1-2,Real Madrid
Sat Sep 27 2008,Sporting Gijon,0-1,Villarreal CF
Sat Sep 27 2008,Espanyol Barcelona,1-2,FC Barcelona
Sun Sep 28 2008,Malaga CF,2-1,Real Valladolid
Sun Sep 28 2008,Ud Almeria,1-0,Recreativo Huelva
Sun Sep 28 2008,Athletic Bilbao,0-1,Getafe CF
Sun Sep 28 2008,Racing Santander,1-2,RCD Mallorca
Sun Sep 28 2008,CD Numancia,0-0,CA Osasuna
Sun Sep 28 2008,Valencia CF,4-2,Deportivo La Coruna
Sun Sep 28 2008,Atletico Madrid,0-1,Sevilla FC
Sat Oct 4 2008,Villarreal CF,2-1,Real Betis
Sat Oct 4 2008,FC Barcelona,6-1,Atletico Madrid
Sun Oct 5 2008,Recreativo Huelva,0-4,Malaga CF
Sun Oct 5 2008,Getafe CF,2-2,Ud Almeria
Sun Oct 5 2008,Sevilla FC,4-0,Athletic Bilbao
Sun Oct 5 2008,RCD Mallorca,0-2,Sporting Gijon
Sun Oct 5 2008,CA Osasuna,0-1,Racing Santander
Sun Oct 5 2008,Deportivo La Coruna,1-0,CD Numancia
Sun Oct 5 2008,Real Valladolid,0-1,Valencia CF
Sun Oct 5 2008,Real Madrid,2-2,Espanyol Barcelona
