Date,Team 1,FT,Team 2
Sat Aug 16 2008,Arsenal FC,1-0,West Bromwich Albion
Sat Aug 16 2008,Bolton Wanderers,3-1,Stoke City
Sat Aug 16 2008,Everton FC,2-3,Blackburn Rovers
Sat Aug 16 2008,Hull City,2-1,Fulham FC
Sat Aug 16 2008,Middlesbrough FC,2-1,Tottenham Hotspur
Sat Aug 16 2008,West Ham United,2-1,Wigan Athletic
Sat Aug 16 2008,Sunderland Afc,0-1,Liverpool FC
Sun Aug 17 2008,Chelsea FC,4-0,Portsmouth FC
Sun Aug 17 2008,Aston Villa,4-2,Manchester City
Sun Aug 17 2008,Manchester United,1-1,Newcastle United
Sat Aug 23 2008,Blackburn Rovers,1-1,Hull City
Sat Aug 23 2008,Liverpool FC,2-1,Middlesbrough FC
Sat Aug 23 2008,Newcastle United,1-0,Bolton Wanderers
Sat Aug 23 2008,Stoke City,3-2,Aston Villa
Sat Aug 23 2008,Tottenham Hotspur,1-2,Sunderland Afc
Sat Aug 23 2008,West Bromwich Albion,1-2,Everton FC
Sat Aug 23 2008,Fulham FC,1-0,Arsenal FC
Sun Aug 24 2008,Wigan Athletic,0-1,Chelsea FC
Sun Aug 24 2008,Manchester City,3-0,West Ham United
Mon Aug 25 2008,Portsmouth FC,0-1,Manchester United
Sat Aug 30 2008,Bolton Wanderers,0-0,West Bromwich Albion
Sat Aug 30 2008,Everton FC,0-3,Portsmouth FC
Sat Aug 30 2008,Hull City,0-5,Wigan Athletic
Sat Aug 30 2008,Middlesbrough FC,2-1,Stoke City
Sat Aug 30 2008,West Ham United,4-1,Blackburn Rovers
Sat Aug 30 2008,Arsenal FC,3-0,Newcastle United
Sun Aug 31 2008,Chelsea FC,1-1,Tottenham Hotspur
Sun Aug 31 2008,Sunderland Afc,0-3,Manchester City
Sun Aug 31 2008,Aston Villa,0-0,Liverpool FC
Sat Sep 13 2008,Liverpool FC,2-1,Manchester United
Sat Sep 13 2008,Blackburn Rovers,0-4,Arsenal FC
Sat Sep 13 2008,Fulham FC,2-1,Bolton Wanderers
Sat Sep 13 2008,Newcastle United,1-2,Hull City
Sat Sep 13 2008,Portsmouth FC,2-1,Middlesbrough FC
Sat Sep 13 2008,West Bromwich Albion,3-2,West Ham United
Sat Sep 13 2008,Wigan Athletic,1-1,Sunderland Afc
Sat Sep 13 2008,Manchester City,1-3,Chelsea FC
Sun Sep 14 2008,Stoke City,2-3,Everton FC
Mon Sep 15 2008,Tottenham Hotspur,1-2,Aston Villa
Sat Sep 20 2008,Sunderland Afc,2-0,Middlesbrough FC
Sat Sep 20 2008,Blackburn Rovers,1-0,Fulham FC
Sat Sep 20 2008,Liverpool FC,0-0,Stoke City
Sat Sep 20 2008,West Ham United,3-1,Newcastle United
Sat Sep 20 2008,Bolton Wanderers,1-3,Arsenal FC
Sun Sep 21 2008,West Bromwich Albion,1-2,Aston Villa
Sun Sep 21 2008,Chelsea FC,1-1,Manchester United
Sun Sep 21 2008,Hull City,2-2,Everton FC
Sun Sep 21 2008,Manchester City,6-0,Portsmouth FC
Sun Sep 21 2008,Tottenham Hotspur,0-0,Wigan Athletic
