Date,Team 1,FT,Team 2
Sat Aug 9 2008,San Martin Tucuman,2-0,Huracan
Sat Aug 9 2008,Gye La Plata,0-1,Newells Old Boys
Sat Aug 9 2008,Arsenal Sarandi,3-0,Argentinos Juniors
Sat Aug 9 2008,Rosario Central,3-2,Estudiantes
Sat Aug 9 2008,CA Banfield,1-2,CD Godoy Cruz
Sun Aug 10 2008,Velez Sarsfield,0-0,Independiente
Sun Aug 10 2008,CA Colon,1-1,River Plate
Sun Aug 10 2008,Boca Juniors,4-0,Gye Jujuy
Sun Aug 10 2008,Racing Club,0-2,CA Lanus
Sun Aug 10 2008,San Lorenzo,0-1,Tigre
Sat Aug 16 2008,Estudiantes,2-2,CA Banfield
Sat Aug 16 2008,Independiente,1-0,San Martin Tucuman
Sat Aug 16 2008,Argentinos Juniors,4-1,Velez Sarsfield
Sat Aug 16 2008,Tigre,2-1,Arsenal Sarandi
Sat Aug 16 2008,Gye Jujuy,1-4,CA Colon
Sun Aug 17 2008,CD Godoy Cruz,1-2,San Lorenzo
Sun Aug 17 2008,CA Lanus,1-1,Gye La Plata
Sun Aug 17 2008,River Plate,2-0,Rosario Central
Sun Aug 17 2008,Huracan,1-0,Racing Club
Sat Aug 23 2008,Rosario Central,0-1,CA Colon
Sat Aug 23 2008,Gye La Plata,1-0,Huracan
Sat Aug 23 2008,CA Banfield,2-1,River Plate
Sun Aug 24 2008,Gye Jujuy,1-0,Newells Old Boys
Sun Aug 24 2008,Arsenal Sarandi,2-1,CD Godoy Cruz
Sun Aug 24 2008,Velez Sarsfield,1-1,Tigre
Sun Aug 24 2008,Racing Club,1-1,Independiente
Sun Aug 24 2008,Boca Juniors,2-1,CA Lanus
Sun Aug 24 2008,San Martin Tucuman,0-0,Argentinos Juniors
Sun Aug 24 2008,San Lorenzo,3-0,Estudiantes
Sat Aug 30 2008,Tigre,1-2,San Martin Tucuman
Sat Aug 30 2008,CA Lanus,3-2,Gye Jujuy
Sat Aug 30 2008,CD Godoy Cruz,1-3,Velez Sarsfield
Sat Aug 30 2008,CA Colon,1-1,Newells Old Boys
Sat Aug 30 2008,Rosario Central,0-0,CA Banfield
Sun Aug 31 2008,Argentinos Juniors,0-1,Racing Club
Sun Aug 31 2008,Estudiantes,2-0,Arsenal Sarandi
Sun Aug 31 2008,Huracan,0-3,Boca Juniors
Sun Aug 31 2008,River Plate,0-0,San Lorenzo
Sun Aug 31 2008,Independiente,1-1,Gye La Plata
Sat Sep 13 2008,Gye Jujuy,4-3,Huracan
Sat Sep 13 2008,CA Banfield,0-0,CA Colon
Sat Sep 13 2008,Newells Old Boys,2-1,CA Lanus
Sat Sep 13 2008,Gye La Plata,1-1,Argentinos Juniors
Sat Sep 13 2008,San Lorenzo,2-1,Rosario Central
Sun Sep 14 2008,Racing Club,0-0,Tigre
Sun Sep 14 2008,San Martin Tucuman,1-1,CD Godoy Cruz
Sun Sep 14 2008,Velez Sarsfield,1-0,Estudiantes
Sun Sep 14 2008,Boca Juniors,1-1,Independiente
Sun Sep 14 2008,Arsenal Sarandi,2-2,River Plate
Tue Sep 16 2008,CA Colon,3-3,CA Lanus
Tue Sep 16 2008,Tigre,3-1,Gye La Plata
Wed Sep 17 2008,CA Banfield,1-3,San Lorenzo
Wed Sep 17 2008,Huracan,1-1,Newells Old Boys
Wed Sep 17 2008,CD Godoy Cruz,1-0,Racing Club
Wed Sep 17 2008,Estudiantes,1-1,San Martin Tucuman
Wed Sep 17 2008,River Plate,1-2,Velez Sarsfield
Wed Sep 17 2008,Rosario Central,3-0,Arsenal Sarandi
Thu Sep 18 2008,Independiente,3-2,Gye Jujuy
Thu Sep 18 2008,Argentinos Juniors,0-0,Boca Juniors
Sat Sep 20 2008,San Lorenzo,3-0,CA Colon
Sat Sep 20 2008,CA Lanus,0-0,Huracan
Sat Sep 20 2008,Arsenal Sarandi,3-2,CA Banfield
Sat Sep 20 2008,Gye Jujuy,1-1,Argentinos Juniors
Sat Sep 20 2008,Velez Sarsfield,2-1,Rosario Central
Sun Sep 21 2008,Racing Club,2-1,Estudiantes
Sun Sep 21 2008,Boca Juniors,2-3,Tigre
Sun Sep 21 2008,San Martin Tucuman,3-1,River Plate
Sun Sep 21 2008,Gye La Plata,3-1,CD Godoy Cruz
Sun Sep 21 2008,Newells Old Boys,1-0,Independiente
Thu Sep 25 2008,Newells Old Boys,2-4,Boca Juniors
Sat Sep 27 2008,Tigre,1-0,Gye Jujuy
Sat Sep 27 2008,Rosario Central,1-1,San Martin Tucuman
Sat Sep 27 2008,CA Colon,1-1,Huracan
Sat Sep 27 2008,San Lorenzo,2-0,Arsenal Sarandi
Sun Sep 28 2008,Independiente,0-2,CA Lanus
Sun Sep 28 2008,River Plate,3-3,Racing Club
Sun Sep 28 2008,Estudiantes,3-1,Gye La Plata
Sun Sep 28 2008,CA Banfield,2-2,Velez Sarsfield
Sun Sep 28 2008,CD Godoy Cruz,4-1,Boca Juniors
Sun Sep 28 2008,Argentinos Juniors,0-4,Newells Old Boys
Sat Oct 4 2008,San Martin Tucuman,0-1,CA Banfield
Sat Oct 4 2008,Velez Sarsfield,0-1,San Lorenzo
Sat Oct 4 2008,Racing Club,4-1,Rosario Central
Sat Oct 4 2008,CA Lanus,4-2,Argentinos Juniors
Sun Oct 5 2008,Newells Old Boys,2-0,Tigre
Sun Oct 5 2008,Gye Jujuy,2-1,CD Godoy Cruz
Sun Oct 5 2008,Huracan,1-0,Independiente
Sun Oct 5 2008,Boca Juniors,1-2,Estudiantes
Sun Oct 5 2008,Gye La Plata,0-0,River Plate
Sun Oct 5 2008,Arsenal Sarandi,3-2,CA Colon
Sat Oct 18 2008,Argentinos Juniors,2-0,Huracan
Sat Oct 18 2008,Estudiantes,2-0,Gye Jujuy
Sat Oct 18 2008,CA Colon,1-2,Independiente
Sat Oct 18 2008,San Lorenzo,1-0,San Martin Tucuman
Sat Oct 18 2008,Tigre,3-0,CA Lanus
Sun Oct 19 2008,Arsenal Sarandi,3-3,Velez Sarsfield
Sun Oct 19 2008,CA Banfield,1-0,Racing Club
Sun Oct 19 2008,River Plate,0-1,Boca Juniors
Sun Oct 19 2008,CD Godoy Cruz,0-0,Newells Old Boys
Sun Oct 19 2008,Rosario Central,0-1,Gye La Plata
Fri Oct 24 2008,San Martin Tucuman,1-0,Arsenal Sarandi
Sat Oct 25 2008,CA Lanus,4-3,CD Godoy Cruz
Sat Oct 25 2008,Velez Sarsfield,0-3,CA Colon
Sat Oct 25 2008,Newells Old Boys,1-1,Estudiantes
Sat Oct 25 2008,Huracan,0-3,Tigre
Sun Oct 26 2008,Independiente,1-1,Argentinos Juniors
Sun Oct 26 2008,Boca Juniors,2-1,Rosario Central
Sun Oct 26 2008,Racing Club,2-1,San Lorenzo
Sun Oct 26 2008,Gye La Plata,0-0,CA Banfield
Sun Oct 26 2008,Gye Jujuy,1-0,River Plate
Tue Oct 28 2008,Tigre,1-0,Independiente
Tue Oct 28 2008,Estudiantes,1-0,CA Lanus
Wed Oct 29 2008,CD Godoy Cruz,2-3,Huracan
Wed Oct 29 2008,Velez Sarsfield,2-0,San Martin Tucuman
Wed Oct 29 2008,Rosario Central,3-0,Gye Jujuy
Wed Oct 29 2008,CA Banfield,0-1,Boca Juniors
Wed Oct 29 2008,River Plate,1-1,Newells Old Boys
Wed Oct 29 2008,San Lorenzo,1-1,Gye La Plata
Wed Oct 29 2008,CA Colon,5-2,Argentinos Juniors
Wed Oct 29 2008,Arsenal Sarandi,2-2,Racing Club
Sat Nov 1 2008,Independiente,1-1,CD Godoy Cruz
Sat Nov 1 2008,Huracan,1-0,Estudiantes
Sat Nov 1 2008,Argentinos Juniors,2-0,Tigre
Sat Nov 1 2008,CA Lanus,2-0,River Plate
Sun Nov 2 2008,San Martin Tucuman,1-1,CA Colon
Sun Nov 2 2008,Gye La Plata,0-1,Arsenal Sarandi
Sun Nov 2 2008,Newells Old Boys,1-0,Rosario Central
Sun Nov 2 2008,Boca Juniors,1-0,San Lorenzo
Sun Nov 2 2008,Racing Club,0-0,Velez Sarsfield
