Date,Team 1,FT,Team 2
Sun Jan 26 1992,Corinthians SP,1-4,Vasco Da Gama
Sun Jan 26 1992,Botafogo RJ,3-1,Atletico Paranaense
Sun Jan 26 1992,Cruzeiro EC,2-0,Guarani FC
Sun Jan 26 1992,Clube Nautico,0-0,Sport Club Recife
Sun Jan 26 1992,Paysandu SC,2-1,Goias EC
Mon Jan 27 1992,Portuguesa,2-2,Fluminense RJ
Mon Jan 27 1992,Internacional,0-1,CA Bragantino
Wed Jan 29 1992,Se Palmeiras,1-1,Atletico Mineiro
Wed Jan 29 1992,Santos FC,1-1,Sao Paulo FC
Wed Jan 29 1992,EC Bahia,1-1,Flamengo RJ
Sat Feb 1 1992,Internacional,4-1,Se Palmeiras
Sun Feb 2 1992,Corinthians SP,1-1,Santos FC
Sun Feb 2 1992,CA Bragantino,0-0,Sao Paulo FC
Sun Feb 2 1992,Fluminense RJ,1-0,Paysandu SC
Sun Feb 2 1992,Sport Club Recife,0-0,Cruzeiro EC
Sun Feb 2 1992,Atletico Paranaense,0-0,Clube Nautico
Sun Feb 2 1992,Guarani FC,1-3,Flamengo RJ
Sun Feb 2 1992,EC Bahia,2-1,Portuguesa
Sun Feb 2 1992,Vasco Da Gama,1-1,Goias EC
Sat Feb 8 1992,Se Palmeiras,3-0,Fluminense RJ
Sat Feb 8 1992,Goias EC,1-0,Santos FC
Sun Feb 9 1992,Botafogo RJ,2-2,Flamengo RJ
Sun Feb 9 1992,Sao Paulo FC,2-1,EC Bahia
Sun Feb 9 1992,Portuguesa,1-1,Internacional
Sun Feb 9 1992,CA Bragantino,0-0,Sport Club Recife
Sun Feb 9 1992,Paysandu SC,1-0,Cruzeiro EC
Sun Feb 9 1992,Clube Nautico,2-0,Guarani FC
Mon Feb 10 1992,Atletico Paranaense,0-2,Vasco Da Gama
Sat Feb 15 1992,Se Palmeiras,1-2,Flamengo RJ
Sat Feb 15 1992,Sao Paulo FC,2-0,Atletico Mineiro
Sat Feb 15 1992,Atletico Paranaense,0-2,Portuguesa
Sun Feb 16 1992,Corinthians SP,2-0,Clube Nautico
Sun Feb 16 1992,Vasco Da Gama,2-0,Paysandu SC
Sun Feb 16 1992,Cruzeiro EC,3-0,CA Bragantino
Sun Feb 16 1992,Sport Club Recife,1-0,Botafogo RJ
Sun Feb 16 1992,EC Bahia,1-1,Goias EC
Mon Feb 17 1992,Santos FC,1-0,Guarani FC
Mon Feb 17 1992,Internacional,1-0,Fluminense RJ
Wed Feb 19 1992,Flamengo RJ,3-2,Sao Paulo FC
Wed Feb 19 1992,Portuguesa,3-2,Corinthians SP
Wed Feb 19 1992,CA Bragantino,1-0,Se Palmeiras
Wed Feb 19 1992,Botafogo RJ,3-1,EC Bahia
Wed Feb 19 1992,Goias EC,0-0,Atletico Mineiro
Thu Feb 20 1992,Vasco Da Gama,1-1,Fluminense RJ
Thu Feb 20 1992,Santos FC,2-1,Paysandu SC
Thu Feb 20 1992,Cruzeiro EC,4-0,Atletico Paranaense
Thu Feb 20 1992,Guarani FC,1-3,Sport Club Recife
Thu Feb 20 1992,Clube Nautico,2-2,Internacional
Sat Feb 22 1992,Botafogo RJ,2-4,Corinthians SP
Sun Feb 23 1992,Fluminense RJ,4-0,Santos FC
Sun Feb 23 1992,Sao Paulo FC,0-1,Guarani FC
Sun Feb 23 1992,Paysandu SC,0-0,Se Palmeiras
Sun Feb 23 1992,Goias EC,1-2,Internacional
Sun Feb 23 1992,CA Bragantino,1-0,Clube Nautico
Sun Feb 23 1992,EC Bahia,2-3,Atletico Paranaense
Mon Feb 24 1992,Flamengo RJ,1-2,Cruzeiro EC
Mon Feb 24 1992,Sport Club Recife,0-0,Portuguesa
Sat Mar 7 1992,Santos FC,2-0,Flamengo RJ
Sat Mar 7 1992,Corinthians SP,0-0,Sport Club Recife
Sat Mar 7 1992,Portuguesa,0-1,CA Bragantino
Sun Mar 8 1992,Sao Paulo FC,0-4,Se Palmeiras
Sun Mar 8 1992,Internacional,2-0,Atletico Mineiro
Sun Mar 8 1992,Fluminense RJ,2-1,EC Bahia
Sun Mar 8 1992,Atletico Paranaense,2-0,Goias EC
Sun Mar 8 1992,Clube Nautico,5-1,Paysandu SC
Mon Mar 9 1992,Vasco Da Gama,1-2,Guarani FC
Mon Mar 9 1992,Cruzeiro EC,1-1,Botafogo RJ
Wed Mar 11 1992,Internacional,1-0,Sao Paulo FC
Wed Mar 11 1992,Guarani FC,1-0,Se Palmeiras
Wed Mar 11 1992,Sport Club Recife,2-2,Santos FC
Wed Mar 11 1992,Goias EC,2-2,Fluminense RJ
Wed Mar 11 1992,Paysandu SC,3-2,Portuguesa
Wed Mar 11 1992,CA Bragantino,1-1,Atletico Paranaense
Thu Mar 12 1992,Corinthians SP,0-0,Cruzeiro EC
