Date,Team 1,FT,Team 2
Sat Aug 25 2007,Lazio Roma,2-2,Torino FC
Sat Aug 25 2007,Juventus,5-1,As Livorno
Sun Aug 26 2007,Acf Fiorentina,3-1,Empoli FC
Sun Aug 26 2007,Genoa CFc,0-3,AC Milan
Sun Aug 26 2007,Inter,1-1,Udinese Calcio
Sun Aug 26 2007,Ssc Napoli,0-2,Cagliari Calcio
Sun Aug 26 2007,Parma FC,2-2,Calcio Catania
Sun Aug 26 2007,Reggina Calcio,1-1,Atalanta
Sun Aug 26 2007,AC Siena,1-2,Sampdoria
Sun Aug 26 2007,US Palermo,0-2,As Roma
Sat Sep 1 2007,Empoli FC,0-2,Inter
Sun Sep 2 2007,Atalanta,2-0,Parma FC
Sun Sep 2 2007,Cagliari Calcio,2-3,Juventus
Sun Sep 2 2007,Calcio Catania,0-0,Genoa CFc
Sun Sep 2 2007,As Livorno,2-4,US Palermo
Sun Sep 2 2007,As Roma,3-0,AC Siena
Sun Sep 2 2007,Torino FC,2-2,Reggina Calcio
Sun Sep 2 2007,Udinese Calcio,0-5,Ssc Napoli
Sun Sep 2 2007,Sampdoria,0-0,Lazio Roma
Mon Sep 3 2007,AC Milan,1-1,Acf Fiorentina
Sat Sep 15 2007,AC Siena,1-1,AC Milan
Sat Sep 15 2007,Lazio Roma,0-0,Empoli FC
Sun Sep 16 2007,Acf Fiorentina,2-2,Atalanta
Sun Sep 16 2007,Genoa CFc,1-1,As Livorno
Sun Sep 16 2007,Inter,2-0,Calcio Catania
Sun Sep 16 2007,Juventus,0-1,Udinese Calcio
Sun Sep 16 2007,Ssc Napoli,2-0,Sampdoria
Sun Sep 16 2007,US Palermo,1-1,Torino FC
Sun Sep 16 2007,Reggina Calcio,0-2,As Roma
Sun Sep 16 2007,Parma FC,1-1,Cagliari Calcio
Sat Sep 22 2007,Udinese Calcio,2-0,Reggina Calcio
Sat Sep 22 2007,AC Milan,1-1,Parma FC
Sun Sep 23 2007,Atalanta,2-1,Lazio Roma
Sun Sep 23 2007,Cagliari Calcio,0-1,US Palermo
Sun Sep 23 2007,Calcio Catania,0-1,Acf Fiorentina
Sun Sep 23 2007,Empoli FC,0-0,Ssc Napoli
Sun Sep 23 2007,As Livorno,2-2,Inter
Sun Sep 23 2007,As Roma,2-2,Juventus
Sun Sep 23 2007,Torino FC,1-1,AC Siena
Sun Sep 23 2007,Sampdoria,0-0,Genoa CFc
Wed Sep 26 2007,Calcio Catania,1-0,Empoli FC
Wed Sep 26 2007,Acf Fiorentina,2-2,As Roma
Wed Sep 26 2007,Genoa CFc,3-2,Udinese Calcio
Wed Sep 26 2007,Inter,3-0,Sampdoria
Wed Sep 26 2007,Juventus,4-0,Reggina Calcio
Wed Sep 26 2007,Lazio Roma,3-1,Cagliari Calcio
Wed Sep 26 2007,Ssc Napoli,1-0,As Livorno
Wed Sep 26 2007,US Palermo,2-1,AC Milan
Wed Sep 26 2007,Parma FC,2-0,Torino FC
Wed Sep 26 2007,AC Siena,1-1,Atalanta
Sat Sep 29 2007,As Roma,1-4,Inter
Sat Sep 29 2007,As Livorno,0-3,Acf Fiorentina
Sun Sep 30 2007,Cagliari Calcio,1-0,AC Siena
Sun Sep 30 2007,Empoli FC,3-1,US Palermo
Sun Sep 30 2007,AC Milan,1-1,Calcio Catania
Sun Sep 30 2007,Ssc Napoli,1-2,Genoa CFc
Sun Sep 30 2007,Reggina Calcio,1-1,Lazio Roma
Sun Sep 30 2007,Sampdoria,3-0,Atalanta
Sun Sep 30 2007,Udinese Calcio,2-1,Parma FC
Sun Sep 30 2007,Torino FC,0-1,Juventus
Sat Oct 6 2007,Atalanta,0-0,Udinese Calcio
Sat Oct 6 2007,Inter,2-1,Ssc Napoli
Sun Oct 7 2007,Calcio Catania,1-0,As Livorno
Sun Oct 7 2007,Acf Fiorentina,1-1,Juventus
Sun Oct 7 2007,Genoa CFc,2-0,Cagliari Calcio
Sun Oct 7 2007,US Palermo,1-1,Reggina Calcio
Sun Oct 7 2007,Parma FC,0-3,As Roma
Sun Oct 7 2007,AC Siena,3-0,Empoli FC
Sun Oct 7 2007,Torino FC,1-0,Sampdoria
