Date,Team 1,FT,Team 2
Sat Aug 11 2007,Sunderland Afc,1-0,Tottenham Hotspur
Sat Aug 11 2007,Bolton Wanderers,1-3,Newcastle United
Sat Aug 11 2007,Derby County,2-2,Portsmouth FC
Sat Aug 11 2007,Everton FC,2-1,Wigan Athletic
Sat Aug 11 2007,Middlesbrough FC,1-2,Blackburn Rovers
Sat Aug 11 2007,West Ham United,0-2,Manchester City
Sat Aug 11 2007,Aston Villa,1-2,Liverpool FC
Sun Aug 12 2007,Arsenal FC,2-1,Fulham FC
Sun Aug 12 2007,Chelsea FC,3-2,Birmingham City
Sun Aug 12 2007,Manchester United,0-0,Reading FC
Tue Aug 14 2007,Tottenham Hotspur,1-3,Everton FC
Wed Aug 15 2007,Birmingham City,2-2,Sunderland Afc
Wed Aug 15 2007,Portsmouth FC,1-1,Manchester United
Wed Aug 15 2007,Fulham FC,2-1,Bolton Wanderers
Wed Aug 15 2007,Manchester City,1-0,Derby County
Wed Aug 15 2007,Reading FC,1-2,Chelsea FC
Wed Aug 15 2007,Wigan Athletic,1-0,Middlesbrough FC
Sat Aug 18 2007,Portsmouth FC,3-1,Bolton Wanderers
Sat Aug 18 2007,Birmingham City,0-1,West Ham United
Sat Aug 18 2007,Fulham FC,1-2,Middlesbrough FC
Sat Aug 18 2007,Reading FC,1-0,Everton FC
Sat Aug 18 2007,Tottenham Hotspur,4-0,Derby County
Sat Aug 18 2007,Wigan Athletic,3-0,Sunderland Afc
Sat Aug 18 2007,Newcastle United,0-0,Aston Villa
Sun Aug 19 2007,Manchester City,1-0,Manchester United
Sun Aug 19 2007,Blackburn Rovers,1-1,Arsenal FC
Sun Aug 19 2007,Liverpool FC,1-1,Chelsea FC
Sat Aug 25 2007,Sunderland Afc,0-2,Liverpool FC
Sat Aug 25 2007,Arsenal FC,1-0,Manchester City
Sat Aug 25 2007,Aston Villa,2-1,Fulham FC
Sat Aug 25 2007,Bolton Wanderers,3-0,Reading FC
Sat Aug 25 2007,Chelsea FC,1-0,Portsmouth FC
Sat Aug 25 2007,Derby County,1-2,Birmingham City
Sat Aug 25 2007,West Ham United,1-1,Wigan Athletic
Sat Aug 25 2007,Everton FC,1-1,Blackburn Rovers
Sun Aug 26 2007,Middlesbrough FC,2-2,Newcastle United
Sun Aug 26 2007,Manchester United,1-0,Tottenham Hotspur
Sat Sep 1 2007,Bolton Wanderers,1-2,Everton FC
Sat Sep 1 2007,Fulham FC,3-3,Tottenham Hotspur
Sat Sep 1 2007,Liverpool FC,6-0,Derby County
Sat Sep 1 2007,Middlesbrough FC,2-0,Birmingham City
Sat Sep 1 2007,Newcastle United,1-0,Wigan Athletic
Sat Sep 1 2007,Reading FC,0-3,West Ham United
Sat Sep 1 2007,Manchester United,1-0,Sunderland Afc
Sun Sep 2 2007,Arsenal FC,3-1,Portsmouth FC
Sun Sep 2 2007,Blackburn Rovers,1-0,Manchester City
Sun Sep 2 2007,Aston Villa,2-0,Chelsea FC
Sat Sep 15 2007,Everton FC,0-1,Manchester United
Sat Sep 15 2007,Portsmouth FC,0-0,Liverpool FC
Sat Sep 15 2007,Tottenham Hotspur,1-3,Arsenal FC
Sat Sep 15 2007,Birmingham City,1-0,Bolton Wanderers
Sat Sep 15 2007,Sunderland Afc,2-1,Reading FC
Sat Sep 15 2007,West Ham United,3-0,Middlesbrough FC
Sat Sep 15 2007,Wigan Athletic,1-1,Fulham FC
Sat Sep 15 2007,Chelsea FC,0-0,Blackburn Rovers
Sun Sep 16 2007,Manchester City,1-0,Aston Villa
Mon Sep 17 2007,Derby County,1-0,Newcastle United
Sat Sep 22 2007,Arsenal FC,5-0,Derby County
Sat Sep 22 2007,Liverpool FC,0-0,Birmingham City
Sat Sep 22 2007,Middlesbrough FC,2-2,Sunderland Afc
Sat Sep 22 2007,Reading FC,2-1,Wigan Athletic
Sat Sep 22 2007,Fulham FC,3-3,Manchester City
Sun Sep 23 2007,Newcastle United,3-1,West Ham United
Sun Sep 23 2007,Aston Villa,2-0,Everton FC
Sun Sep 23 2007,Blackburn Rovers,0-1,Portsmouth FC
Sun Sep 23 2007,Bolton Wanderers,1-1,Tottenham Hotspur
Sun Sep 23 2007,Manchester United,2-0,Chelsea FC
Sat Sep 29 2007,Manchester City,3-1,Newcastle United
Sat Sep 29 2007,Chelsea FC,0-0,Fulham FC
Sat Sep 29 2007,Derby County,1-1,Bolton Wanderers
Sat Sep 29 2007,Portsmouth FC,7-4,Reading FC
Sat Sep 29 2007,Sunderland Afc,1-2,Blackburn Rovers
Sat Sep 29 2007,West Ham United,0-1,Arsenal FC
Sat Sep 29 2007,Wigan Athletic,0-1,Liverpool FC
