Date,Team 1,FT,Team 2
Sat Aug 4 2007,CA Colon,0-1,Velez Sarsfield
Sat Aug 4 2007,CA Banfield,0-3,Estudiantes
Sat Aug 4 2007,Gye La Plata,0-1,Tigre
Sat Aug 4 2007,Argentinos Juniors,0-1,CA San Martin
Sun Aug 5 2007,Independiente,5-3,CA Lanus
Sun Aug 5 2007,Olimpo,0-2,Racing Club
Sun Aug 5 2007,Newells Old Boys,1-0,San Lorenzo
Sun Aug 5 2007,Boca Juniors,0-0,Rosario Central
Sun Aug 5 2007,Huracan,1-1,Arsenal Sarandi
Sat Aug 11 2007,CA San Martin,1-2,San Lorenzo
Sat Aug 11 2007,Rosario Central,2-2,Gye La Plata
Sat Aug 11 2007,Arsenal Sarandi,2-0,CA Colon
Sat Aug 11 2007,Velez Sarsfield,3-0,Olimpo
Sun Aug 12 2007,Racing Club,0-1,CA Banfield
Sun Aug 12 2007,Estudiantes,1-0,Gye Jujuy
Sun Aug 12 2007,CA Lanus,1-1,Huracan
Sun Aug 12 2007,Tigre,0-3,Independiente
Sun Aug 12 2007,Argentinos Juniors,3-2,Boca Juniors
Sat Aug 18 2007,Independiente,1-0,Rosario Central
Sat Aug 18 2007,Huracan,0-0,Tigre
Sat Aug 18 2007,CA Colon,2-1,CA Lanus
Sat Aug 18 2007,Gye La Plata,0-2,Argentinos Juniors
Sat Aug 18 2007,Olimpo,1-0,Arsenal Sarandi
Sun Aug 19 2007,CA Banfield,1-0,Velez Sarsfield
Sun Aug 19 2007,Gye Jujuy,2-1,Racing Club
Sun Aug 19 2007,San Lorenzo,1-1,River Plate
Sun Aug 19 2007,Newells Old Boys,2-1,Estudiantes
Sun Aug 19 2007,Boca Juniors,1-0,CA San Martin
Thu Aug 23 2007,Gye Jujuy,2-2,River Plate
Sat Aug 25 2007,Racing Club,2-0,Newells Old Boys
Sat Aug 25 2007,Arsenal Sarandi,0-4,CA Banfield
Sat Aug 25 2007,Rosario Central,0-1,Huracan
Sat Aug 25 2007,Tigre,0-2,CA Colon
Sat Aug 25 2007,CA Lanus,2-1,Olimpo
Sat Aug 25 2007,Argentinos Juniors,0-1,Independiente
Sun Aug 26 2007,Estudiantes,1-1,San Lorenzo
Sun Aug 26 2007,CA San Martin,1-0,River Plate
Sun Aug 26 2007,Boca Juniors,2-1,Gye La Plata
Sun Aug 26 2007,Velez Sarsfield,4-2,Gye Jujuy
Tue Aug 28 2007,CA Banfield,1-2,CA Lanus
Tue Aug 28 2007,CA Colon,2-0,Rosario Central
Wed Aug 29 2007,Olimpo,0-1,Tigre
Wed Aug 29 2007,San Lorenzo,4-3,Racing Club
Wed Aug 29 2007,Gye Jujuy,1-0,Arsenal Sarandi
Wed Aug 29 2007,River Plate,4-2,Estudiantes
Wed Aug 29 2007,Independiente,2-3,Boca Juniors
Wed Aug 29 2007,Huracan,3-2,Argentinos Juniors
Thu Aug 30 2007,Gye La Plata,2-0,CA San Martin
Thu Aug 30 2007,Newells Old Boys,2-0,Velez Sarsfield
Fri Aug 31 2007,Tigre,1-0,CA Banfield
Sat Sep 1 2007,Rosario Central,1-1,Olimpo
Sat Sep 1 2007,Arsenal Sarandi,1-0,Newells Old Boys
Sat Sep 1 2007,CA Lanus,2-0,Gye Jujuy
Sat Sep 1 2007,Argentinos Juniors,2-1,CA Colon
Sun Sep 2 2007,Gye La Plata,1-0,Independiente
Sun Sep 2 2007,Velez Sarsfield,2-0,San Lorenzo
Sun Sep 2 2007,CA San Martin,1-0,Estudiantes
Sun Sep 2 2007,Racing Club,1-1,River Plate
Sun Sep 2 2007,Boca Juniors,1-0,Huracan
Wed Sep 5 2007,River Plate,3-1,Newells Old Boys
Fri Sep 7 2007,Gye Jujuy,0-2,Tigre
Fri Sep 7 2007,Olimpo,1-1,Argentinos Juniors
Sat Sep 8 2007,CA Banfield,3-2,Rosario Central
Sat Sep 8 2007,Huracan,0-1,Gye La Plata
Sat Sep 8 2007,Newells Old Boys,0-0,CA Lanus
Sun Sep 9 2007,Independiente,2-2,CA San Martin
