Date,Team 1,FT,Team 2
Fri Aug 17 2007,Sporting CP,4-1,Academica De Coimbra
Sat Aug 18 2007,CS Maritimo,3-1,Pacos De Ferreira
Sat Aug 18 2007,CD Nacional,0-0,Estrela Amadora
Sat Aug 18 2007,Sporting Braga,1-2,FC Porto
Sat Aug 18 2007,Leixoes SC,1-1,Sl Benfica
Sun Aug 19 2007,Vitoria Guimaraes,1-1,Vitoria Setubal
Sun Aug 19 2007,Uniao Leiria,0-0,Boavista Porto
Mon Aug 20 2007,Naval 1 De Maio,1-1,Os Belenenses
Sat Aug 25 2007,Sl Benfica,0-0,Vitoria Guimaraes
Sat Aug 25 2007,Os Belenenses,0-2,Sporting Braga
Sun Aug 26 2007,Estrela Amadora,3-1,Naval 1 De Maio
Sun Aug 26 2007,Academica De Coimbra,1-1,Uniao Leiria
Sun Aug 26 2007,Pacos De Ferreira,1-1,Leixoes SC
Sun Aug 26 2007,Boavista Porto,0-2,CS Maritimo
Sun Aug 26 2007,FC Porto,1-0,Sporting CP
Mon Aug 27 2007,Vitoria Setubal,1-1,CD Nacional
Fri Aug 31 2007,Leixoes SC,2-2,Vitoria Guimaraes
Sat Sep 1 2007,Sporting Braga,2-1,Estrela Amadora
Sat Sep 1 2007,Pacos De Ferreira,1-1,Boavista Porto
Sun Sep 2 2007,Naval 1 De Maio,0-0,Vitoria Setubal
Sun Sep 2 2007,CS Maritimo,2-0,Academica De Coimbra
Sun Sep 2 2007,Sporting CP,1-0,Os Belenenses
Sun Sep 2 2007,Uniao Leiria,0-3,FC Porto
Sun Sep 2 2007,CD Nacional,0-3,Sl Benfica
Fri Sep 14 2007,Vitoria Setubal,3-1,Sporting Braga
Sat Sep 15 2007,Boavista Porto,0-0,Leixoes SC
Sat Sep 15 2007,FC Porto,1-0,CS Maritimo
Sat Sep 15 2007,Sl Benfica,3-0,Naval 1 De Maio
Sun Sep 16 2007,Academica De Coimbra,1-0,Pacos De Ferreira
Sun Sep 16 2007,Estrela Amadora,0-2,Sporting CP
Sun Sep 16 2007,Os Belenenses,2-1,Uniao Leiria
Mon Sep 17 2007,Vitoria Guimaraes,1-0,CD Nacional
Fri Sep 21 2007,Naval 1 De Maio,1-4,Vitoria Guimaraes
Sun Sep 23 2007,Leixoes SC,1-1,CD Nacional
Sun Sep 23 2007,Sporting Braga,0-0,Sl Benfica
Sun Sep 23 2007,CS Maritimo,2-0,Os Belenenses
Sun Sep 23 2007,Pacos De Ferreira,0-2,FC Porto
Sun Sep 23 2007,Uniao Leiria,0-0,Estrela Amadora
Sun Sep 23 2007,Sporting CP,2-2,Vitoria Setubal
Mon Sep 24 2007,Boavista Porto,0-0,Academica De Coimbra
Sat Sep 29 2007,Sl Benfica,0-0,Sporting CP
Sat Sep 29 2007,FC Porto,2-0,Boavista Porto
Sun Sep 30 2007,CD Nacional,2-0,Naval 1 De Maio
Sun Sep 30 2007,Vitoria Setubal,2-0,Uniao Leiria
