Date,Team 1,FT,Team 2
Thu Aug 12 1999,Sparta Rotterdam,0-2,Willem II
Fri Aug 13 1999,FC Den Bosch,0-4,Feyenoord
Sat Aug 14 1999,PSV Eindhoven,4-1,MVV
Sat Aug 14 1999,De Graafschap,0-0,Roda JC Kerkrade
Sat Aug 14 1999,SC Cambuur,1-1,Vitesse
Sat Aug 14 1999,Fortuna Sittard,1-2,AZ Alkmaar
Sun Aug 15 1999,AFC Ajax,3-2,SC Heerenveen
Sun Aug 15 1999,FC Utrecht,1-0,NEC Nijmegen
Sun Aug 15 1999,RKC Waalwijk,1-1,FC Twente
Fri Aug 20 1999,MVV,2-6,AFC Ajax
Sat Aug 21 1999,SC Heerenveen,3-1,Sparta Rotterdam
Sat Aug 21 1999,Roda JC Kerkrade,1-2,RKC Waalwijk
Sat Aug 21 1999,Willem II,2-2,Fortuna Sittard
Sat Aug 21 1999,FC Twente,4-2,NEC Nijmegen
Sat Aug 21 1999,FC Den Bosch,1-1,De Graafschap
Sun Aug 22 1999,Feyenoord,4-0,SC Cambuur
Sun Aug 22 1999,Vitesse,1-6,PSV Eindhoven
Fri Aug 27 1999,SC Cambuur,0-3,AFC Ajax
Sat Aug 28 1999,PSV Eindhoven,2-1,Fortuna Sittard
Sat Aug 28 1999,Roda JC Kerkrade,4-3,NEC Nijmegen
Sat Aug 28 1999,Willem II,2-1,FC Den Bosch
Sat Aug 28 1999,Vitesse,6-2,MVV
Sun Aug 29 1999,Feyenoord,3-1,SC Heerenveen
Sun Aug 29 1999,FC Utrecht,1-0,FC Twente
Sun Aug 29 1999,RKC Waalwijk,1-2,AZ Alkmaar
Fri Sep 10 1999,AFC Ajax,2-2,Feyenoord
Fri Sep 10 1999,AZ Alkmaar,1-2,Roda JC Kerkrade
Sat Sep 11 1999,SC Heerenveen,2-4,Willem II
Sat Sep 11 1999,FC Twente,0-0,Vitesse
Sat Sep 11 1999,MVV,1-1,SC Cambuur
Sat Sep 11 1999,Fortuna Sittard,0-2,RKC Waalwijk
Sun Sep 12 1999,Sparta Rotterdam,3-0,FC Utrecht
Sun Sep 12 1999,De Graafschap,1-2,PSV Eindhoven
Wed Sep 15 1999,AZ Alkmaar,0-1,FC Utrecht
Wed Sep 15 1999,Sparta Rotterdam,2-1,De Graafschap
Fri Sep 17 1999,SC Cambuur,1-3,FC Twente
Sat Sep 18 1999,Feyenoord,1-0,Fortuna Sittard
Sat Sep 18 1999,Willem II,3-1,AZ Alkmaar
Sat Sep 18 1999,FC Den Bosch,1-1,MVV
Sun Sep 19 1999,Roda JC Kerkrade,0-2,SC Heerenveen
Sun Sep 19 1999,FC Utrecht,2-1,De Graafschap
Sun Sep 19 1999,RKC Waalwijk,1-1,AFC Ajax
Sun Sep 19 1999,Vitesse,2-1,Sparta Rotterdam
Fri Sep 24 1999,AFC Ajax,3-1,Vitesse
Sat Sep 25 1999,PSV Eindhoven,6-1,Willem II
Sat Sep 25 1999,SC Heerenveen,0-0,FC Twente
Sat Sep 25 1999,Roda JC Kerkrade,3-0,Fortuna Sittard
Sun Sep 26 1999,Feyenoord,1-2,RKC Waalwijk
Sun Sep 26 1999,FC Den Bosch,3-2,FC Utrecht
Sun Sep 26 1999,Sparta Rotterdam,3-0,MVV
Sun Sep 26 1999,De Graafschap,2-2,NEC Nijmegen
Sun Sep 26 1999,SC Cambuur,2-4,AZ Alkmaar
Wed Sep 29 1999,NEC Nijmegen,2-0,FC Den Bosch
Fri Oct 1 1999,MVV,1-3,SC Heerenveen
Sat Oct 2 1999,PSV Eindhoven,7-0,Sparta Rotterdam
Sat Oct 2 1999,FC Twente,3-2,FC Den Bosch
Sat Oct 2 1999,RKC Waalwijk,2-1,De Graafschap
Sat Oct 2 1999,Fortuna Sittard,4-1,SC Cambuur
Sun Oct 3 1999,AZ Alkmaar,0-0,Feyenoord
Sun Oct 3 1999,Willem II,3-6,AFC Ajax
Sun Oct 3 1999,FC Utrecht,1-2,Roda JC Kerkrade
Sun Oct 3 1999,Vitesse,5-1,NEC Nijmegen
Sun Oct 10 1999,De Graafschap,2-1,MVV
Mon Oct 11 1999,Sparta Rotterdam,1-2,Roda JC Kerkrade
Tue Oct 12 1999,Feyenoord,0-0,Vitesse
Tue Oct 12 1999,SC Cambuur,0-1,Willem II
Wed Oct 13 1999,AFC Ajax,4-1,Fortuna Sittard
Wed Oct 13 1999,SC Heerenveen,1-0,FC Utrecht
Wed Oct 13 1999,RKC Waalwijk,1-6,PSV Eindhoven
Wed Oct 13 1999,NEC Nijmegen,0-1,FC Twente
Wed Oct 13 1999,FC Den Bosch,2-3,AZ Alkmaar
Fri Oct 15 1999,Roda JC Kerkrade,2-1,Feyenoord
Sat Oct 16 1999,Willem II,2-1,RKC Waalwijk
Sat Oct 16 1999,Vitesse,1-0,SC Cambuur
Sat Oct 16 1999,MVV,4-1,FC Utrecht
Sat Oct 16 1999,Fortuna Sittard,0-1,SC Heerenveen
Sun Oct 17 1999,PSV Eindhoven,7-0,FC Den Bosch
Sun Oct 17 1999,NEC Nijmegen,1-3,AFC Ajax
Sun Oct 17 1999,Sparta Rotterdam,3-6,AZ Alkmaar
Sun Oct 17 1999,De Graafschap,0-0,FC Twente
Fri Oct 22 1999,AZ Alkmaar,0-1,SC Heerenveen
Sat Oct 23 1999,PSV Eindhoven,2-2,FC Twente
Sat Oct 23 1999,Willem II,1-0,MVV
Sat Oct 23 1999,SC Cambuur,1-0,De Graafschap
Sat Oct 23 1999,Fortuna Sittard,3-2,Sparta Rotterdam
Sun Oct 24 1999,AFC Ajax,6-1,FC Den Bosch
Sun Oct 24 1999,Feyenoord,2-1,NEC Nijmegen
Sun Oct 24 1999,Roda JC Kerkrade,0-1,Vitesse
Sun Oct 24 1999,FC Utrecht,4-1,RKC Waalwijk
Wed Oct 27 1999,SC Heerenveen,2-0,De Graafschap
Wed Oct 27 1999,FC Twente,3-2,Sparta Rotterdam
Wed Oct 27 1999,RKC Waalwijk,4-2,NEC Nijmegen
Fri Oct 29 1999,AFC Ajax,1-2,Roda JC Kerkrade
Sat Oct 30 1999,FC Den Bosch,1-1,SC Cambuur
Sun Oct 31 1999,AZ Alkmaar,0-3,PSV Eindhoven
Sun Oct 31 1999,Vitesse,3-1,FC Utrecht
Sun Oct 31 1999,MVV,1-0,Fortuna Sittard
Wed Nov 3 1999,NEC Nijmegen,0-4,SC Heerenveen
Fri Nov 5 1999,FC Utrecht,2-1,Fortuna Sittard
Sat Nov 6 1999,De Graafschap,0-2,Willem II
Sat Nov 6 1999,MVV,3-4,AZ Alkmaar
Sun Nov 7 1999,Roda JC Kerkrade,3-0,FC Den Bosch
Sun Nov 7 1999,FC Twente,3-3,Feyenoord
Sun Nov 7 1999,RKC Waalwijk,3-2,SC Cambuur
Sun Nov 7 1999,NEC Nijmegen,2-1,PSV Eindhoven
Sun Nov 7 1999,Sparta Rotterdam,1-2,AFC Ajax
Fri Nov 19 1999,AZ Alkmaar,2-1,FC Twente
Fri Nov 19 1999,NEC Nijmegen,0-1,Sparta Rotterdam
Fri Nov 19 1999,MVV,3-3,Feyenoord
Sat Nov 20 1999,SC Heerenveen,1-3,Vitesse
Sat Nov 20 1999,Willem II,2-2,Roda JC Kerkrade
Sat Nov 20 1999,FC Den Bosch,0-3,RKC Waalwijk
Sat Nov 20 1999,Fortuna Sittard,1-1,De Graafschap
Sun Nov 21 1999,AFC Ajax,2-0,FC Utrecht
Sun Nov 21 1999,SC Cambuur,0-1,PSV Eindhoven
Fri Nov 26 1999,SC Heerenveen,4-1,SC Cambuur
Sat Nov 27 1999,FC Twente,4-0,Willem II
Sat Nov 27 1999,Fortuna Sittard,2-2,NEC Nijmegen
Sun Nov 28 1999,AZ Alkmaar,1-2,AFC Ajax
Sun Nov 28 1999,Feyenoord,1-0,PSV Eindhoven
Sun Nov 28 1999,FC Utrecht,2-1,FC Den Bosch
Sun Nov 28 1999,RKC Waalwijk,2-1,Sparta Rotterdam
Sun Nov 28 1999,De Graafschap,2-2,Vitesse
Tue Nov 30 1999,Roda JC Kerkrade,3-1,MVV
Wed Dec 1 1999,Feyenoord,1-0,Willem II
Wed Dec 1 1999,FC Twente,1-0,Fortuna Sittard
Wed Dec 1 1999,Vitesse,2-1,RKC Waalwijk
Wed Dec 1 1999,FC Den Bosch,0-2,SC Heerenveen
Wed Dec 1 1999,De Graafschap,2-5,AZ Alkmaar
Wed Dec 1 1999,SC Cambuur,4-3,FC Utrecht
Sat Dec 4 1999,PSV Eindhoven,2-0,Roda JC Kerkrade
Sat Dec 4 1999,Vitesse,0-2,AZ Alkmaar
Sat Dec 4 1999,Sparta Rotterdam,1-3,Feyenoord
Sat Dec 4 1999,MVV,0-2,FC Twente
Sat Dec 4 1999,Fortuna Sittard,1-1,FC Den Bosch
Sun Dec 5 1999,AFC Ajax,1-2,RKC Waalwijk
Sun Dec 5 1999,Willem II,4-3,FC Utrecht
Sun Dec 5 1999,NEC Nijmegen,1-0,SC Cambuur
Fri Dec 10 1999,AZ Alkmaar,2-0,Fortuna Sittard
Sat Dec 11 1999,Roda JC Kerkrade,2-3,De Graafschap
Sun Dec 12 1999,FC Utrecht,1-1,PSV Eindhoven
Sun Dec 12 1999,RKC Waalwijk,0-4,MVV
Sun Dec 12 1999,FC Den Bosch,2-1,Vitesse
Wed Dec 15 1999,AFC Ajax,1-3,PSV Eindhoven
Wed Dec 15 1999,SC Heerenveen,4-1,RKC Waalwijk
Wed Dec 15 1999,NEC Nijmegen,1-0,MVV
Wed Dec 15 1999,Vitesse,3-1,Willem II
Wed Dec 15 1999,Sparta Rotterdam,3-2,FC Den Bosch
Thu Dec 16 1999,Feyenoord,0-0,De Graafschap
Sat Dec 18 1999,AZ Alkmaar,1-1,NEC Nijmegen
Sat Dec 18 1999,PSV Eindhoven,0-1,SC Heerenveen
Sat Dec 18 1999,Willem II,0-0,Sparta Rotterdam
Sat Dec 18 1999,FC Twente,2-1,Roda JC Kerkrade
Sat Dec 18 1999,Fortuna Sittard,3-3,Vitesse
Sun Dec 19 1999,FC Utrecht,3-4,Feyenoord
Sun Dec 19 1999,De Graafschap,1-1,AFC Ajax
Tue Dec 21 1999,MVV,0-2,PSV Eindhoven
Wed Jan 26 2000,Vitesse,1-0,FC Den Bosch
Sat Jan 29 2000,Sparta Rotterdam,2-1,SC Heerenveen
Sat Jan 29 2000,De Graafschap,3-1,SC Cambuur
Tue Feb 1 2000,MVV,0-0,Roda JC Kerkrade
Wed Feb 2 2000,SC Heerenveen,1-1,AFC Ajax
Wed Feb 2 2000,FC Twente,4-1,AZ Alkmaar
Wed Feb 2 2000,RKC Waalwijk,1-0,Willem II
Wed Feb 2 2000,Vitesse,3-1,De Graafschap
Wed Feb 2 2000,SC Cambuur,0-0,NEC Nijmegen
Thu Feb 3 2000,PSV Eindhoven,0-1,Feyenoord
Fri Feb 4 2000,FC Utrecht,2-0,MVV
Sat Feb 5 2000,SC Heerenveen,3-0,AZ Alkmaar
Sat Feb 5 2000,Willem II,1-1,FC Twente
Sat Feb 5 2000,NEC Nijmegen,2-3,De Graafschap
Sat Feb 5 2000,Sparta Rotterdam,1-1,Vitesse
Sun Feb 6 2000,AFC Ajax,3-1,SC Cambuur
Sun Feb 6 2000,Feyenoord,2-1,Roda JC Kerkrade
Sun Feb 6 2000,RKC Waalwijk,0-3,Fortuna Sittard
Sun Feb 6 2000,FC Den Bosch,2-6,PSV Eindhoven
Wed Feb 9 2000,AZ Alkmaar,4-0,Sparta Rotterdam
Wed Feb 9 2000,Willem II,3-1,NEC Nijmegen
Wed Feb 9 2000,FC Twente,1-0,RKC Waalwijk
Wed Feb 9 2000,MVV,2-0,FC Den Bosch
Wed Feb 9 2000,Fortuna Sittard,2-3,Feyenoord
Thu Feb 10 2000,PSV Eindhoven,4-0,AFC Ajax
Thu Feb 10 2000,Roda JC Kerkrade,3-2,FC Utrecht
Sat Feb 12 2000,NEC Nijmegen,1-2,AZ Alkmaar
Sat Feb 12 2000,SC Cambuur,0-0,Fortuna Sittard
Sun Feb 13 2000,AFC Ajax,3-1,Willem II
Sun Feb 13 2000,SC Heerenveen,0-3,PSV Eindhoven
Sun Feb 13 2000,Vitesse,3-3,Feyenoord
Sun Feb 13 2000,FC Den Bosch,0-0,FC Twente
Sun Feb 13 2000,De Graafschap,1-2,FC Utrecht
Tue Feb 15 2000,SC Cambuur,0-1,Sparta Rotterdam
Fri Feb 18 2000,Fortuna Sittard,2-2,FC Twente
Sat Feb 19 2000,PSV Eindhoven,3-2,Vitesse
Sat Feb 19 2000,NEC Nijmegen,3-1,RKC Waalwijk
Sat Feb 19 2000,FC Den Bosch,2-2,Roda JC Kerkrade
Sat Feb 19 2000,MVV,2-2,Sparta Rotterdam
Sun Feb 20 2000,AFC Ajax,2-1,De Graafschap
Sun Feb 20 2000,Willem II,2-1,Feyenoord
Sun Feb 20 2000,FC Utrecht,2-2,SC Heerenveen
Tue Feb 22 2000,AZ Alkmaar,4-0,SC Cambuur
Fri Feb 25 2000,Roda JC Kerkrade,1-2,PSV Eindhoven
Sat Feb 26 2000,Feyenoord,3-0,MVV
Sat Feb 26 2000,Fortuna Sittard,2-0,Willem II
Sun Feb 27 2000,FC Twente,2-0,SC Heerenveen
Sun Feb 27 2000,FC Utrecht,3-3,AZ Alkmaar
Sun Feb 27 2000,RKC Waalwijk,1-1,Vitesse
Sun Feb 27 2000,Sparta Rotterdam,1-0,NEC Nijmegen
Tue Feb 29 2000,Roda JC Kerkrade,3-1,SC Cambuur
Fri Mar 3 2000,AZ Alkmaar,2-2,Willem II
Fri Mar 3 2000,Vitesse,2-0,Roda JC Kerkrade
Sat Mar 4 2000,SC Cambuur,2-2,MVV
Sun Mar 5 2000,SC Heerenveen,3-0,Feyenoord
Sun Mar 5 2000,FC Twente,0-0,AFC Ajax
Sun Mar 5 2000,NEC Nijmegen,0-1,FC Utrecht
Sun Mar 5 2000,Sparta Rotterdam,3-1,RKC Waalwijk
Sun Mar 5 2000,De Graafschap,3-0,FC Den Bosch
Fri Mar 10 2000,AZ Alkmaar,4-0,RKC Waalwijk
Fri Mar 10 2000,NEC Nijmegen,1-2,Fortuna Sittard
Sat Mar 11 2000,Feyenoord,3-0,FC Den Bosch
Sat Mar 11 2000,Roda JC Kerkrade,4-1,Sparta Rotterdam
Sat Mar 11 2000,Willem II,2-3,SC Heerenveen
Sat Mar 11 2000,FC Twente,1-0,SC Cambuur
Sat Mar 11 2000,MVV,0-2,De Graafschap
Sun Mar 12 2000,PSV Eindhoven,2-1,FC Utrecht
Wed Mar 15 2000,Fortuna Sittard,2-0,AFC Ajax
Fri Mar 17 2000,NEC Nijmegen,2-1,Willem II
Fri Mar 17 2000,SC Cambuur,2-3,Feyenoord
Sat Mar 18 2000,PSV Eindhoven,6-0,De Graafschap
Sat Mar 18 2000,SC Heerenveen,3-1,MVV
Sun Mar 19 2000,AFC Ajax,0-1,FC Twente
Sun Mar 19 2000,FC Utrecht,2-0,Vitesse
Sun Mar 19 2000,RKC Waalwijk,2-2,Roda JC Kerkrade
Sun Mar 19 2000,Sparta Rotterdam,2-3,Fortuna Sittard
Fri Mar 24 2000,AZ Alkmaar,2-0,FC Den Bosch
Fri Mar 24 2000,Willem II,0-0,PSV Eindhoven
Fri Mar 24 2000,Fortuna Sittard,3-1,MVV
Sat Mar 25 2000,Vitesse,3-1,SC Heerenveen
Sat Mar 25 2000,De Graafschap,2-0,RKC Waalwijk
Sat Mar 25 2000,SC Cambuur,2-2,Roda JC Kerkrade
Sun Mar 26 2000,AFC Ajax,5-2,NEC Nijmegen
Sun Mar 26 2000,Feyenoord,1-2,Sparta Rotterdam
Sun Mar 26 2000,FC Twente,4-2,FC Utrecht
Fri Mar 31 2000,SC Heerenveen,1-0,NEC Nijmegen
Fri Mar 31 2000,Roda JC Kerkrade,3-0,AFC Ajax
Fri Mar 31 2000,FC Den Bosch,1-1,Willem II
Sat Apr 1 2000,PSV Eindhoven,5-1,AZ Alkmaar
Sat Apr 1 2000,De Graafschap,1-0,Fortuna Sittard
Sat Apr 1 2000,MVV,0-2,Vitesse
Sun Apr 2 2000,FC Utrecht,1-2,SC Cambuur
Sun Apr 2 2000,RKC Waalwijk,2-2,Feyenoord
Sun Apr 2 2000,Sparta Rotterdam,1-1,FC Twente
Fri Apr 7 2000,AZ Alkmaar,2-0,De Graafschap
Fri Apr 7 2000,NEC Nijmegen,0-0,Roda JC Kerkrade
Fri Apr 7 2000,Fortuna Sittard,0-4,PSV Eindhoven
Sat Apr 8 2000,Willem II,0-4,Vitesse
Sat Apr 8 2000,FC Twente,1-2,MVV
Sat Apr 8 2000,SC Cambuur,1-2,FC Den Bosch
Sun Apr 9 2000,AFC Ajax,3-2,Sparta Rotterdam
Sun Apr 9 2000,Feyenoord,1-2,FC Utrecht
Sun Apr 9 2000,RKC Waalwijk,0-1,SC Heerenveen
Fri Apr 14 2000,FC Utrecht,3-1,Sparta Rotterdam
Sat Apr 15 2000,SC Heerenveen,3-0,Fortuna Sittard
Sat Apr 15 2000,Roda JC Kerkrade,3-4,Willem II
Sat Apr 15 2000,Vitesse,4-1,FC Twente
Sat Apr 15 2000,MVV,0-1,RKC Waalwijk
Sun Apr 16 2000,AFC Ajax,4-1,AZ Alkmaar
Sun Apr 16 2000,PSV Eindhoven,1-0,SC Cambuur
Sun Apr 16 2000,FC Den Bosch,1-1,NEC Nijmegen
Sun Apr 16 2000,De Graafschap,0-1,Feyenoord
Wed Apr 19 2000,FC Den Bosch,1-1,AFC Ajax
Fri Apr 21 2000,AZ Alkmaar,2-0,MVV
Fri Apr 21 2000,FC Twente,1-3,PSV Eindhoven
Fri Apr 21 2000,Fortuna Sittard,3-0,FC Utrecht
Sat Apr 22 2000,SC Heerenveen,5-1,Roda JC Kerkrade
Sat Apr 22 2000,Willem II,5-3,De Graafschap
Sat Apr 22 2000,Sparta Rotterdam,1-2,SC Cambuur
Sun Apr 23 2000,Feyenoord,1-1,AFC Ajax
Sun Apr 23 2000,RKC Waalwijk,1-1,FC Den Bosch
Sun Apr 23 2000,NEC Nijmegen,1-0,Vitesse
