Date,Team 1,FT,Team 2
Fri Aug 6 1999,River Plate,4-1,Instituto Cordoba
Sat Aug 7 1999,Newells Old Boys,1-2,San Lorenzo
Sun Aug 8 1999,Boca Juniors,3-0,Independiente
Sun Aug 8 1999,CA Lanus,0-0,Belgrano Cordoba
Sun Aug 8 1999,Talleres Cordoba,1-1,Racing Club
Sun Aug 8 1999,Velez Sarsfield,0-0,CA Colon
Sun Aug 8 1999,Argentinos Juniors,3-0,Estudiantes
Sun Aug 8 1999,Gye Jujuy,1-2,Rosario Central
Mon Aug 9 1999,Union De Santa Fe,3-0,Ferro Carril Oeste
Fri Aug 13 1999,San Lorenzo,3-1,Union De Santa Fe
Sat Aug 14 1999,Estudiantes,4-2,Velez Sarsfield
Sun Aug 15 1999,Independiente,1-2,CA Lanus
Sun Aug 15 1999,Rosario Central,1-2,River Plate
Sun Aug 15 1999,Belgrano Cordoba,0-0,Argentinos Juniors
Sun Aug 15 1999,Ferro Carril Oeste,1-3,Gye La Plata
Sun Aug 15 1999,Instituto Cordoba,1-1,Newells Old Boys
Mon Aug 16 1999,CA Colon,2-0,Gye Jujuy
Thu Aug 19 1999,Boca Juniors,1-1,Racing Club
Fri Aug 20 1999,Velez Sarsfield,3-0,Belgrano Cordoba
Sat Aug 21 1999,Gye La Plata,1-2,San Lorenzo
Sun Aug 22 1999,CA Lanus,1-4,Boca Juniors
Sun Aug 22 1999,Newells Old Boys,1-1,Rosario Central
Sun Aug 22 1999,Racing Club,2-2,Chacarita Juniors
Sun Aug 22 1999,Argentinos Juniors,2-2,Independiente
Sun Aug 22 1999,Gye Jujuy,2-1,Estudiantes
Sun Aug 22 1999,Union De Santa Fe,0-2,Instituto Cordoba
Mon Aug 23 1999,Talleres Cordoba,2-0,Ferro Carril Oeste
Tue Aug 24 1999,River Plate,2-2,CA Colon
Fri Aug 27 1999,Ferro Carril Oeste,1-1,Racing Club
Sat Aug 28 1999,Estudiantes,1-4,River Plate
Sat Aug 28 1999,Rosario Central,3-0,Union De Santa Fe
Sun Aug 29 1999,Boca Juniors,2-0,Chacarita Juniors
Sun Aug 29 1999,CA Colon,2-0,Newells Old Boys
Sun Aug 29 1999,Independiente,0-0,Velez Sarsfield
Sun Aug 29 1999,CA Lanus,2-0,Argentinos Juniors
Sun Aug 29 1999,San Lorenzo,1-0,Talleres Cordoba
Sun Aug 29 1999,Instituto Cordoba,1-1,Gye La Plata
Mon Aug 30 1999,Belgrano Cordoba,1-0,Gye Jujuy
Fri Sep 3 1999,Argentinos Juniors,1-1,Boca Juniors
Sat Sep 4 1999,Gye Jujuy,1-4,Independiente
Sun Sep 5 1999,Chacarita Juniors,4-1,Ferro Carril Oeste
Sun Sep 5 1999,Gye La Plata,1-2,Rosario Central
Sun Sep 5 1999,Racing Club,1-1,San Lorenzo
Sun Sep 5 1999,River Plate,4-3,Belgrano Cordoba
Sun Sep 5 1999,Talleres Cordoba,2-2,Instituto Cordoba
Sun Sep 5 1999,Velez Sarsfield,1-0,CA Lanus
Sun Sep 5 1999,Union De Santa Fe,2-0,CA Colon
Mon Sep 6 1999,Newells Old Boys,4-1,Estudiantes
Fri Sep 10 1999,San Lorenzo,3-1,Chacarita Juniors
Sat Sep 11 1999,Instituto Cordoba,0-1,Racing Club
Sun Sep 12 1999,Boca Juniors,2-0,Ferro Carril Oeste
Sun Sep 12 1999,CA Colon,1-1,Gye La Plata
Sun Sep 12 1999,Estudiantes,2-0,Union De Santa Fe
Sun Sep 12 1999,Independiente,1-1,River Plate
Sun Sep 12 1999,CA Lanus,2-0,Gye Jujuy
Sun Sep 12 1999,Argentinos Juniors,0-2,Velez Sarsfield
Sun Sep 12 1999,Belgrano Cordoba,0-0,Newells Old Boys
Mon Sep 13 1999,Rosario Central,0-1,Talleres Cordoba
Fri Sep 17 1999,River Plate,3-1,CA Lanus
Sat Sep 18 1999,Newells Old Boys,0-0,Independiente
Sun Sep 19 1999,Chacarita Juniors,2-2,Instituto Cordoba
Sun Sep 19 1999,Gye La Plata,0-0,Estudiantes
Sun Sep 19 1999,Racing Club,2-1,Rosario Central
Sun Sep 19 1999,Talleres Cordoba,2-0,CA Colon
Sun Sep 19 1999,Velez Sarsfield,3-1,Boca Juniors
Sun Sep 19 1999,Ferro Carril Oeste,0-0,San Lorenzo
Sun Sep 19 1999,Union De Santa Fe,1-3,Belgrano Cordoba
Mon Sep 20 1999,Gye Jujuy,1-1,Argentinos Juniors
Wed Sep 22 1999,Gye La Plata,0-0,Chacarita Juniors
Fri Sep 24 1999,Independiente,0-0,Union De Santa Fe
Sat Sep 25 1999,CA Colon,0-1,Racing Club
Sun Sep 26 1999,Boca Juniors,0-0,San Lorenzo
Sun Sep 26 1999,Estudiantes,4-2,Talleres Cordoba
Sun Sep 26 1999,CA Lanus,2-1,Newells Old Boys
Sun Sep 26 1999,Rosario Central,3-2,Chacarita Juniors
Sun Sep 26 1999,Velez Sarsfield,3-0,Gye Jujuy
Sun Sep 26 1999,Argentinos Juniors,2-0,River Plate
Sun Sep 26 1999,Instituto Cordoba,2-1,Ferro Carril Oeste
Mon Sep 27 1999,Belgrano Cordoba,2-2,Gye La Plata
Wed Sep 29 1999,Chacarita Juniors,1-1,Talleres Cordoba
Sun Oct 3 1999,Chacarita Juniors,4-2,CA Colon
Sun Oct 3 1999,Gye La Plata,2-0,Independiente
Sun Oct 3 1999,Newells Old Boys,0-2,Argentinos Juniors
Sun Oct 3 1999,Racing Club,2-0,Estudiantes
Sun Oct 3 1999,River Plate,0-0,Velez Sarsfield
Sun Oct 3 1999,San Lorenzo,2-0,Instituto Cordoba
Sun Oct 3 1999,Talleres Cordoba,3-1,Belgrano Cordoba
Sun Oct 3 1999,Ferro Carril Oeste,0-4,Rosario Central
Sun Oct 3 1999,Gye Jujuy,1-3,Boca Juniors
Mon Oct 4 1999,Union De Santa Fe,1-2,CA Lanus
Sun Oct 10 1999,Boca Juniors,2-0,Instituto Cordoba
Sun Oct 10 1999,Estudiantes,0-1,Chacarita Juniors
Sun Oct 10 1999,Independiente,2-1,Talleres Cordoba
Sun Oct 10 1999,CA Lanus,2-2,Gye La Plata
Sun Oct 10 1999,Rosario Central,3-1,San Lorenzo
Sun Oct 10 1999,Velez Sarsfield,1-0,Newells Old Boys
Sun Oct 10 1999,Argentinos Juniors,0-1,Union De Santa Fe
Sun Oct 10 1999,Belgrano Cordoba,2-0,Racing Club
