Date,Team 1,FT,Team 2
Fri Jul 30 1999,As Monaco,2-2,As Saint Etienne
Fri Jul 30 1999,Girondins Bordeaux,3-2,SC Bastia
Sat Jul 31 1999,Olympique Lyon,1-2,Montpellier HSC
Sat Jul 31 1999,Paris Saint Germain,1-0,Estac Troyes
Sat Jul 31 1999,Aj Auxerre,2-1,As Nancy
Sat Jul 31 1999,FC Nantes,1-0,Le Havre Ac
Sat Jul 31 1999,Olympique Marseille,3-0,CS Sedan
Sat Jul 31 1999,FC Metz,0-0,Stade Rennes
Sat Jul 31 1999,RC Strasbourg,1-0,RC Lens
Thu Aug 5 1999,Le Havre Ac,0-0,Olympique Marseille
Thu Aug 5 1999,Estac Troyes,1-2,Olympique Lyon
Fri Aug 6 1999,RC Lens,1-0,As Monaco
Fri Aug 6 1999,SC Bastia,3-0,RC Strasbourg
Fri Aug 6 1999,As Saint Etienne,0-2,FC Nantes
Fri Aug 6 1999,CS Sedan,3-1,As Nancy
Sat Aug 7 1999,Stade Rennes,1-3,Paris Saint Germain
Sat Aug 7 1999,FC Metz,3-0,Aj Auxerre
Sat Aug 7 1999,Montpellier HSC,2-2,Girondins Bordeaux
Sat Aug 14 1999,As Monaco,4-0,SC Bastia
Sat Aug 14 1999,Paris Saint Germain,2-1,FC Metz
Sat Aug 14 1999,Aj Auxerre,3-1,CS Sedan
Sat Aug 14 1999,FC Nantes,0-1,RC Lens
Sat Aug 14 1999,Girondins Bordeaux,4-0,Estac Troyes
Sat Aug 14 1999,RC Strasbourg,2-0,Montpellier HSC
Sat Aug 14 1999,As Nancy,3-0,Le Havre Ac
Sun Aug 15 1999,Olympique Lyon,2-2,Stade Rennes
Sun Aug 15 1999,Olympique Marseille,3-3,As Saint Etienne
Fri Aug 20 1999,Paris Saint Germain,1-1,Aj Auxerre
Fri Aug 20 1999,Stade Rennes,2-1,Girondins Bordeaux
Fri Aug 20 1999,FC Metz,0-1,Olympique Lyon
Fri Aug 20 1999,As Saint Etienne,2-1,As Nancy
Fri Aug 20 1999,Montpellier HSC,2-3,As Monaco
Fri Aug 20 1999,Le Havre Ac,2-1,CS Sedan
Fri Aug 20 1999,Estac Troyes,2-1,RC Strasbourg
Sun Aug 22 1999,RC Lens,0-0,Olympique Marseille
Sun Aug 22 1999,SC Bastia,2-1,FC Nantes
Sat Aug 28 1999,Aj Auxerre,2-1,Le Havre Ac
Sat Aug 28 1999,FC Nantes,3-0,Montpellier HSC
Sat Aug 28 1999,Olympique Marseille,1-1,SC Bastia
Sat Aug 28 1999,Girondins Bordeaux,0-0,FC Metz
Sat Aug 28 1999,RC Strasbourg,2-1,Stade Rennes
Sat Aug 28 1999,CS Sedan,3-2,As Saint Etienne
Sat Aug 28 1999,As Nancy,2-1,RC Lens
Sun Aug 29 1999,Olympique Lyon,1-0,Paris Saint Germain
Sun Aug 29 1999,As Monaco,3-0,Estac Troyes
Sat Sep 11 1999,Olympique Lyon,0-0,Aj Auxerre
Sat Sep 11 1999,RC Lens,0-3,CS Sedan
Sat Sep 11 1999,FC Metz,0-0,RC Strasbourg
