Date,Team 1,FT,Team 2
Fri Aug 13 1999,Vfl Wolfsburg,2-1,TSV 1860 Muenchen
Fri Aug 13 1999,MSV Duisburg,0-0,Bayer Leverkusen
Sat Aug 14 1999,Bayern Muenchen,2-2,Hamburger SV
Sat Aug 14 1999,Vfb Stuttgart,0-0,Werder Bremen
Sat Aug 14 1999,FC Schalke 04,1-1,Arminia Bielefeld
Sat Aug 14 1999,1 FC Kaiserslautern,1-0,Borussia Dortmund
Sat Aug 14 1999,Eintracht Frankfurt,3-0,Spvgg Unterhaching
Sun Aug 15 1999,Hertha BSC Berlin,5-2,Hansa Rostock
Sun Aug 15 1999,SSV Ulm 1846,1-1,SC Freiburg
Fri Aug 20 1999,Arminia Bielefeld,1-1,Hertha BSC Berlin
Fri Aug 20 1999,Spvgg Unterhaching,2-0,MSV Duisburg
Sat Aug 21 1999,Werder Bremen,0-1,FC Schalke 04
Sat Aug 21 1999,Borussia Dortmund,2-1,Vfl Wolfsburg
Sat Aug 21 1999,Hamburger SV,3-0,Vfb Stuttgart
Sat Aug 21 1999,SC Freiburg,2-3,Eintracht Frankfurt
Sat Aug 21 1999,TSV 1860 Muenchen,4-1,SSV Ulm 1846
Sun Aug 22 1999,Bayer Leverkusen,2-0,Bayern Muenchen
Sun Aug 22 1999,Hansa Rostock,4-2,1 FC Kaiserslautern
Fri Aug 27 1999,FC Schalke 04,1-3,Hamburger SV
Fri Aug 27 1999,1 FC Kaiserslautern,0-2,Arminia Bielefeld
Sat Aug 28 1999,Bayern Muenchen,1-0,Spvgg Unterhaching
Sat Aug 28 1999,Vfb Stuttgart,1-2,Bayer Leverkusen
Sat Aug 28 1999,Vfl Wolfsburg,2-0,Hansa Rostock
Sat Aug 28 1999,SC Freiburg,3-0,TSV 1860 Muenchen
Sat Aug 28 1999,Hertha BSC Berlin,1-1,Werder Bremen
Sun Aug 29 1999,Eintracht Frankfurt,2-2,MSV Duisburg
Sun Aug 29 1999,SSV Ulm 1846,0-1,Borussia Dortmund
Fri Sep 10 1999,Hansa Rostock,2-1,SSV Ulm 1846
Fri Sep 10 1999,Arminia Bielefeld,0-0,Vfl Wolfsburg
Sat Sep 11 1999,Bayer Leverkusen,3-2,FC Schalke 04
Sat Sep 11 1999,Borussia Dortmund,1-1,SC Freiburg
Sat Sep 11 1999,Hamburger SV,5-1,Hertha BSC Berlin
Sat Sep 11 1999,MSV Duisburg,1-2,Bayern Muenchen
Sat Sep 11 1999,Spvgg Unterhaching,2-0,Vfb Stuttgart
Sun Sep 12 1999,Werder Bremen,5-0,1 FC Kaiserslautern
Sun Sep 12 1999,TSV 1860 Muenchen,2-0,Eintracht Frankfurt
Fri Sep 17 1999,SC Freiburg,5-0,Hansa Rostock
Fri Sep 17 1999,TSV 1860 Muenchen,0-3,Borussia Dortmund
Sat Sep 18 1999,Vfb Stuttgart,4-2,MSV Duisburg
Sat Sep 18 1999,FC Schalke 04,1-0,Spvgg Unterhaching
Sat Sep 18 1999,Hertha BSC Berlin,0-0,Bayer Leverkusen
Sat Sep 18 1999,Eintracht Frankfurt,1-2,Bayern Muenchen
Sat Sep 18 1999,SSV Ulm 1846,2-0,Arminia Bielefeld
Sun Sep 19 1999,Vfl Wolfsburg,2-7,Werder Bremen
Sun Sep 19 1999,1 FC Kaiserslautern,2-0,Hamburger SV
Fri Sep 24 1999,Bayern Muenchen,0-1,Vfb Stuttgart
Fri Sep 24 1999,Hamburger SV,2-2,Vfl Wolfsburg
Sat Sep 25 1999,Werder Bremen,2-2,SSV Ulm 1846
Sat Sep 25 1999,Borussia Dortmund,1-0,Eintracht Frankfurt
Sat Sep 25 1999,Hansa Rostock,0-0,TSV 1860 Muenchen
Sat Sep 25 1999,MSV Duisburg,1-1,FC Schalke 04
Sat Sep 25 1999,Spvgg Unterhaching,1-1,Hertha BSC Berlin
Sun Sep 26 1999,Bayer Leverkusen,3-1,1 FC Kaiserslautern
Sun Sep 26 1999,Arminia Bielefeld,2-1,SC Freiburg
Fri Oct 1 1999,TSV 1860 Muenchen,5-0,Arminia Bielefeld
Fri Oct 1 1999,Eintracht Frankfurt,0-1,Vfb Stuttgart
Sat Oct 2 1999,Borussia Dortmund,3-0,Hansa Rostock
Sat Oct 2 1999,FC Schalke 04,1-1,Bayern Muenchen
Sat Oct 2 1999,Vfl Wolfsburg,3-1,Bayer Leverkusen
Sat Oct 2 1999,Hertha BSC Berlin,2-1,MSV Duisburg
Sat Oct 2 1999,SSV Ulm 1846,1-2,Hamburger SV
Sun Oct 3 1999,SC Freiburg,2-1,Werder Bremen
Sun Oct 3 1999,1 FC Kaiserslautern,4-2,Spvgg Unterhaching
Fri Oct 15 1999,Bayer Leverkusen,4-1,SSV Ulm 1846
Fri Oct 15 1999,Arminia Bielefeld,0-2,Borussia Dortmund
Sat Oct 16 1999,Werder Bremen,1-3,TSV 1860 Muenchen
Sat Oct 16 1999,Bayern Muenchen,3-1,Hertha BSC Berlin
Sat Oct 16 1999,Hamburger SV,2-0,SC Freiburg
Sat Oct 16 1999,Hansa Rostock,3-1,Eintracht Frankfurt
Sat Oct 16 1999,MSV Duisburg,2-2,1 FC Kaiserslautern
Sun Oct 17 1999,Vfb Stuttgart,0-2,FC Schalke 04
Sun Oct 17 1999,Spvgg Unterhaching,1-1,Vfl Wolfsburg
Fri Oct 22 1999,Hansa Rostock,2-1,Arminia Bielefeld
Fri Oct 22 1999,Eintracht Frankfurt,0-2,FC Schalke 04
Sat Oct 23 1999,SC Freiburg,0-0,Bayer Leverkusen
Sat Oct 23 1999,1 FC Kaiserslautern,0-2,Bayern Muenchen
Sat Oct 23 1999,Hertha BSC Berlin,1-1,Vfb Stuttgart
Sat Oct 23 1999,TSV 1860 Muenchen,0-0,Hamburger SV
Sat Oct 23 1999,SSV Ulm 1846,1-0,Spvgg Unterhaching
Sun Oct 24 1999,Borussia Dortmund,1-3,Werder Bremen
Sun Oct 24 1999,Vfl Wolfsburg,1-0,MSV Duisburg
Fri Oct 29 1999,Werder Bremen,2-1,Hansa Rostock
Fri Oct 29 1999,Arminia Bielefeld,1-1,Eintracht Frankfurt
Sat Oct 30 1999,Bayern Muenchen,5-0,Vfl Wolfsburg
Sat Oct 30 1999,Bayer Leverkusen,1-1,TSV 1860 Muenchen
Sat Oct 30 1999,FC Schalke 04,1-1,Hertha BSC Berlin
Sat Oct 30 1999,Hamburger SV,1-1,Borussia Dortmund
Sat Oct 30 1999,MSV Duisburg,0-0,SSV Ulm 1846
Sun Oct 31 1999,Vfb Stuttgart,0-1,1 FC Kaiserslautern
Sun Oct 31 1999,Spvgg Unterhaching,1-0,SC Freiburg
Fri Nov 5 1999,Hansa Rostock,3-3,Hamburger SV
Fri Nov 5 1999,SC Freiburg,3-0,MSV Duisburg
Sat Nov 6 1999,Borussia Dortmund,1-1,Bayer Leverkusen
Sat Nov 6 1999,Vfl Wolfsburg,0-2,Vfb Stuttgart
Sat Nov 6 1999,TSV 1860 Muenchen,2-1,Spvgg Unterhaching
Sat Nov 6 1999,Eintracht Frankfurt,4-0,Hertha BSC Berlin
Sat Nov 6 1999,SSV Ulm 1846,0-1,Bayern Muenchen
Sun Nov 7 1999,1 FC Kaiserslautern,2-1,FC Schalke 04
Sun Nov 7 1999,Arminia Bielefeld,2-2,Werder Bremen
Fri Nov 19 1999,Werder Bremen,3-1,Eintracht Frankfurt
Sat Nov 20 1999,Bayern Muenchen,6-1,SC Freiburg
Sat Nov 20 1999,Vfb Stuttgart,2-0,SSV Ulm 1846
Sat Nov 20 1999,Bayer Leverkusen,1-1,Hansa Rostock
Sat Nov 20 1999,FC Schalke 04,1-1,Vfl Wolfsburg
Sat Nov 20 1999,Hertha BSC Berlin,0-1,1 FC Kaiserslautern
Sun Nov 21 1999,Hamburger SV,5-0,Arminia Bielefeld
Sun Nov 21 1999,MSV Duisburg,3-0,TSV 1860 Muenchen
Fri Nov 26 1999,SC Freiburg,0-2,Vfb Stuttgart
Fri Nov 26 1999,SSV Ulm 1846,1-1,FC Schalke 04
Sat Nov 27 1999,Vfl Wolfsburg,2-3,Hertha BSC Berlin
Sat Nov 27 1999,Hansa Rostock,1-1,Spvgg Unterhaching
Sat Nov 27 1999,Arminia Bielefeld,1-2,Bayer Leverkusen
Sat Nov 27 1999,TSV 1860 Muenchen,1-0,Bayern Muenchen
Sun Nov 28 1999,Werder Bremen,2-1,Hamburger SV
Sun Nov 28 1999,Borussia Dortmund,2-2,MSV Duisburg
Sun Nov 28 1999,Eintracht Frankfurt,0-1,1 FC Kaiserslautern
Wed Dec 1 1999,Spvgg Unterhaching,1-0,Borussia Dortmund
Fri Dec 3 1999,Hamburger SV,1-0,Eintracht Frankfurt
Fri Dec 3 1999,MSV Duisburg,2-2,Hansa Rostock
Sat Dec 4 1999,Bayern Muenchen,1-1,Borussia Dortmund
Sat Dec 4 1999,Vfb Stuttgart,1-3,TSV 1860 Muenchen
Sat Dec 4 1999,Bayer Leverkusen,3-2,Werder Bremen
Sat Dec 4 1999,FC Schalke 04,2-2,SC Freiburg
Sat Dec 4 1999,Hertha BSC Berlin,3-0,SSV Ulm 1846
Sun Dec 5 1999,1 FC Kaiserslautern,2-2,Vfl Wolfsburg
Sun Dec 5 1999,Spvgg Unterhaching,2-0,Arminia Bielefeld
Fri Dec 10 1999,Werder Bremen,2-2,Spvgg Unterhaching
Fri Dec 10 1999,Arminia Bielefeld,0-1,MSV Duisburg
Sat Dec 11 1999,Borussia Dortmund,1-1,Vfb Stuttgart
Sat Dec 11 1999,Hansa Rostock,0-3,Bayern Muenchen
Sat Dec 11 1999,SC Freiburg,0-1,Hertha BSC Berlin
Sat Dec 11 1999,TSV 1860 Muenchen,3-3,FC Schalke 04
Sun Dec 12 1999,Bayer Leverkusen,2-2,Hamburger SV
Sun Dec 12 1999,Vfl Wolfsburg,1-0,Eintracht Frankfurt
Sun Dec 12 1999,SSV Ulm 1846,3-1,1 FC Kaiserslautern
Tue Dec 14 1999,Bayern Muenchen,2-1,Arminia Bielefeld
Tue Dec 14 1999,Vfb Stuttgart,3-1,Hansa Rostock
Tue Dec 14 1999,Hertha BSC Berlin,1-1,TSV 1860 Muenchen
Tue Dec 14 1999,MSV Duisburg,0-1,Werder Bremen
Wed Dec 15 1999,FC Schalke 04,0-0,Borussia Dortmund
Wed Dec 15 1999,Vfl Wolfsburg,1-2,SSV Ulm 1846
Wed Dec 15 1999,1 FC Kaiserslautern,0-2,SC Freiburg
Wed Dec 15 1999,Eintracht Frankfurt,1-2,Bayer Leverkusen
Wed Dec 15 1999,Spvgg Unterhaching,1-1,Hamburger SV
Fri Dec 17 1999,Werder Bremen,0-2,Bayern Muenchen
Fri Dec 17 1999,Arminia Bielefeld,1-2,Vfb Stuttgart
Sat Dec 18 1999,Bayer Leverkusen,2-1,Spvgg Unterhaching
Sat Dec 18 1999,Hamburger SV,6-1,MSV Duisburg
Sat Dec 18 1999,SC Freiburg,1-1,Vfl Wolfsburg
Sat Dec 18 1999,TSV 1860 Muenchen,2-1,1 FC Kaiserslautern
Sat Dec 18 1999,SSV Ulm 1846,3-0,Eintracht Frankfurt
Sun Dec 19 1999,Borussia Dortmund,4-0,Hertha BSC Berlin
Sun Dec 19 1999,Hansa Rostock,1-0,FC Schalke 04
Fri Feb 4 2000,Borussia Dortmund,0-1,1 FC Kaiserslautern
Fri Feb 4 2000,Hansa Rostock,0-1,Hertha BSC Berlin
Sat Feb 5 2000,Werder Bremen,2-1,Vfb Stuttgart
Sat Feb 5 2000,Bayer Leverkusen,3-0,MSV Duisburg
Sat Feb 5 2000,SC Freiburg,2-0,SSV Ulm 1846
