Date,Team 1,FT,Team 2
Sat Aug 14 1976,Bor Moenchengladbach,1-1,MSV Duisburg
Sat Aug 14 1976,Karlsruher SC,0-3,Hertha BSC Berlin
Sat Aug 14 1976,1 FC Saarbruecken,0-1,Vfl Bochum
Sat Aug 14 1976,Hamburger SV,3-4,Borussia Dortmund
Sat Aug 14 1976,FC Schalke 04,3-2,Werder Bremen
Sat Aug 14 1976,1 FC Koeln,3-1,1 FC Kaiserslautern
Sat Aug 14 1976,Tebe Berlin,2-2,Rot Weiss Essen
Sat Aug 14 1976,Eintracht Braunschweig,3-1,Eintracht Frankfurt
Sat Aug 14 1976,Bayern Muenchen,2-1,Fortuna Duesseldorf
Fri Aug 20 1976,1 FC Kaiserslautern,2-0,FC Schalke 04
Sat Aug 21 1976,Fortuna Duesseldorf,1-3,Eintracht Braunschweig
Sat Aug 21 1976,Rot Weiss Essen,0-3,1 FC Koeln
Sat Aug 21 1976,Werder Bremen,2-2,Hamburger SV
Sat Aug 21 1976,Borussia Dortmund,2-1,1 FC Saarbruecken
Sat Aug 21 1976,MSV Duisburg,5-2,Bayern Muenchen
Sat Aug 21 1976,Hertha BSC Berlin,0-1,Bor Moenchengladbach
Sat Aug 21 1976,Eintracht Frankfurt,7-1,Tebe Berlin
Fri Aug 27 1976,Bayern Muenchen,2-2,Eintracht Braunschweig
Fri Aug 27 1976,Hamburger SV,1-0,1 FC Kaiserslautern
Sat Aug 28 1976,Karlsruher SC,2-1,Borussia Dortmund
Sat Aug 28 1976,Bor Moenchengladbach,4-2,Vfl Bochum
Sat Aug 28 1976,FC Schalke 04,3-0,Rot Weiss Essen
Sat Aug 28 1976,1 FC Koeln,2-0,Eintracht Frankfurt
Sat Aug 28 1976,MSV Duisburg,1-1,Hertha BSC Berlin
Sat Aug 28 1976,Tebe Berlin,4-2,Fortuna Duesseldorf
Sat Aug 28 1976,1 FC Saarbruecken,2-0,Werder Bremen
Fri Sep 3 1976,Eintracht Frankfurt,6-3,FC Schalke 04
Fri Sep 3 1976,Vfl Bochum,2-1,MSV Duisburg
Fri Sep 3 1976,Eintracht Braunschweig,3-1,Tebe Berlin
Sat Sep 4 1976,Fortuna Duesseldorf,1-3,1 FC Koeln
Sat Sep 4 1976,Rot Weiss Essen,1-2,Hamburger SV
Sat Sep 4 1976,1 FC Kaiserslautern,1-0,1 FC Saarbruecken
Sat Sep 4 1976,Borussia Dortmund,0-0,Bor Moenchengladbach
Sat Sep 4 1976,Hertha BSC Berlin,1-1,Bayern Muenchen
Sat Sep 4 1976,Werder Bremen,1-1,Karlsruher SC
Fri Sep 10 1976,Bayern Muenchen,9-0,Tebe Berlin
Fri Sep 10 1976,MSV Duisburg,0-0,Borussia Dortmund
Sat Sep 11 1976,Karlsruher SC,1-1,1 FC Kaiserslautern
Sat Sep 11 1976,1 FC Saarbruecken,2-1,Rot Weiss Essen
Sat Sep 11 1976,Hamburger SV,3-1,Eintracht Frankfurt
Sat Sep 11 1976,FC Schalke 04,2-1,Fortuna Duesseldorf
Sat Sep 11 1976,1 FC Koeln,3-0,Eintracht Braunschweig
Sat Sep 11 1976,Hertha BSC Berlin,2-0,Vfl Bochum
Sat Sep 11 1976,Bor Moenchengladbach,3-1,Werder Bremen
Fri Sep 17 1976,Borussia Dortmund,2-1,Hertha BSC Berlin
Fri Sep 17 1976,Werder Bremen,2-2,MSV Duisburg
Sat Sep 18 1976,Rot Weiss Essen,3-2,Karlsruher SC
Sat Sep 18 1976,1 FC Kaiserslautern,1-2,Bor Moenchengladbach
Sat Sep 18 1976,Fortuna Duesseldorf,2-0,Hamburger SV
Sat Sep 18 1976,Vfl Bochum,5-6,Bayern Muenchen
Sat Sep 18 1976,Tebe Berlin,3-2,1 FC Koeln
Sat Sep 18 1976,Eintracht Braunschweig,1-0,FC Schalke 04
Sat Sep 18 1976,Eintracht Frankfurt,2-1,1 FC Saarbruecken
Tue Sep 21 1976,Hertha BSC Berlin,2-1,Werder Bremen
Fri Sep 24 1976,Bor Moenchengladbach,6-0,Rot Weiss Essen
Fri Sep 24 1976,MSV Duisburg,1-0,1 FC Kaiserslautern
Fri Sep 24 1976,Hamburger SV,0-2,Eintracht Braunschweig
Sat Sep 25 1976,FC Schalke 04,5-4,Tebe Berlin
Sat Sep 25 1976,Vfl Bochum,2-1,Borussia Dortmund
Sat Sep 25 1976,Bayern Muenchen,4-1,1 FC Koeln
Sat Sep 25 1976,Karlsruher SC,2-0,Eintracht Frankfurt
Sat Sep 25 1976,1 FC Saarbruecken,0-0,Fortuna Duesseldorf
Fri Oct 1 1976,Werder Bremen,2-0,Vfl Bochum
Fri Oct 1 1976,1 FC Kaiserslautern,0-2,Hertha BSC Berlin
Sat Oct 2 1976,Rot Weiss Essen,1-5,MSV Duisburg
Sat Oct 2 1976,Fortuna Duesseldorf,3-0,Karlsruher SC
Sat Oct 2 1976,Borussia Dortmund,3-3,Bayern Muenchen
Sat Oct 2 1976,1 FC Koeln,2-0,FC Schalke 04
Sat Oct 2 1976,Tebe Berlin,1-1,Hamburger SV
Sat Oct 2 1976,Eintracht Braunschweig,1-0,1 FC Saarbruecken
Sat Oct 2 1976,Eintracht Frankfurt,1-3,Bor Moenchengladbach
Tue Oct 5 1976,Vfl Bochum,1-0,Karlsruher SC
Fri Oct 8 1976,Borussia Dortmund,2-4,Werder Bremen
Sat Oct 9 1976,Karlsruher SC,1-1,Eintracht Braunschweig
Sat Oct 9 1976,1 FC Saarbruecken,0-0,Tebe Berlin
Sat Oct 9 1976,Hamburger SV,2-1,1 FC Koeln
Sat Oct 9 1976,MSV Duisburg,4-3,Eintracht Frankfurt
Sat Oct 9 1976,Vfl Bochum,1-0,1 FC Kaiserslautern
Sat Oct 9 1976,Hertha BSC Berlin,2-1,Rot Weiss Essen
Sat Oct 9 1976,Bor Moenchengladbach,3-1,Fortuna Duesseldorf
Sat Oct 9 1976,Bayern Muenchen,0-7,FC Schalke 04
Sat Oct 23 1976,Fortuna Duesseldorf,2-0,MSV Duisburg
Sat Oct 23 1976,Rot Weiss Essen,3-3,Vfl Bochum
Sat Oct 23 1976,1 FC Kaiserslautern,2-1,Borussia Dortmund
Sat Oct 23 1976,Werder Bremen,2-3,Bayern Muenchen
Sat Oct 23 1976,FC Schalke 04,1-0,Hamburger SV
Sat Oct 23 1976,1 FC Koeln,5-1,1 FC Saarbruecken
Sat Oct 23 1976,Tebe Berlin,4-2,Karlsruher SC
Sat Oct 23 1976,Eintracht Braunschweig,1-1,Bor Moenchengladbach
Sat Oct 23 1976,Eintracht Frankfurt,3-3,Hertha BSC Berlin
Fri Oct 29 1976,Bor Moenchengladbach,3-0,Tebe Berlin
Fri Oct 29 1976,Borussia Dortmund,4-2,Rot Weiss Essen
Fri Oct 29 1976,Werder Bremen,2-0,1 FC Kaiserslautern
Sat Oct 30 1976,Karlsruher SC,2-1,1 FC Koeln
Sat Oct 30 1976,Vfl Bochum,3-1,Eintracht Frankfurt
Sat Oct 30 1976,MSV Duisburg,1-1,Eintracht Braunschweig
Sat Oct 30 1976,Bayern Muenchen,6-2,Hamburger SV
Sat Oct 30 1976,Hertha BSC Berlin,4-0,Fortuna Duesseldorf
Sat Oct 30 1976,1 FC Saarbruecken,2-3,FC Schalke 04
Sat Nov 6 1976,Fortuna Duesseldorf,1-0,Vfl Bochum
Sat Nov 6 1976,Rot Weiss Essen,0-0,Werder Bremen
Sat Nov 6 1976,1 FC Kaiserslautern,1-1,Bayern Muenchen
Sat Nov 6 1976,Hamburger SV,0-0,1 FC Saarbruecken
Sat Nov 6 1976,FC Schalke 04,2-2,Karlsruher SC
Sat Nov 6 1976,1 FC Koeln,0-3,Bor Moenchengladbach
Sat Nov 6 1976,Tebe Berlin,1-5,MSV Duisburg
