Date,Team 1,FT,Team 2
Tue Aug 3 1976,FC Admira Wacker,0-1,Rapid Wien
Tue Aug 3 1976,Austria Wien,0-2,First Vienna FC
Wed Aug 4 1976,RB Salzburg,1-0,FC Blau Weiss Linz
Wed Aug 4 1976,Grazer Ak,1-1,FC Wacker Innsbruck
Wed Aug 4 1976,LASK Linz,5-0,Sturm Graz
Tue Aug 10 1976,Sturm Graz,3-1,LASK Linz
Tue Aug 10 1976,First Vienna FC,2-1,Austria Wien
Tue Aug 10 1976,FC Blau Weiss Linz,1-2,RB Salzburg
Wed Aug 11 1976,Rapid Wien,2-0,FC Admira Wacker
Wed Aug 11 1976,FC Wacker Innsbruck,2-1,Grazer Ak
Fri Aug 13 1976,RB Salzburg,1-1,First Vienna FC
Fri Aug 13 1976,LASK Linz,2-2,FC Wacker Innsbruck
Sat Aug 14 1976,Austria Wien,3-2,Rapid Wien
Sat Aug 14 1976,Grazer Ak,0-0,FC Blau Weiss Linz
Sun Aug 15 1976,FC Admira Wacker,3-0,Sturm Graz
Fri Aug 20 1976,Rapid Wien,0-1,Austria Wien
Fri Aug 20 1976,Sturm Graz,1-1,FC Admira Wacker
Fri Aug 20 1976,FC Blau Weiss Linz,5-0,Grazer Ak
Sat Aug 21 1976,First Vienna FC,1-0,RB Salzburg
Sat Aug 21 1976,FC Wacker Innsbruck,3-0,LASK Linz
Fri Aug 27 1976,FC Admira Wacker,2-2,FC Wacker Innsbruck
Fri Aug 27 1976,Grazer Ak,3-0,LASK Linz
Fri Aug 27 1976,FC Blau Weiss Linz,1-1,First Vienna FC
Sat Aug 28 1976,RB Salzburg,4-2,Rapid Wien
Sat Aug 28 1976,Austria Wien,2-0,Sturm Graz
Tue Aug 31 1976,LASK Linz,1-1,Grazer Ak
Tue Aug 31 1976,Sturm Graz,5-2,Austria Wien
Tue Aug 31 1976,First Vienna FC,1-2,FC Blau Weiss Linz
Tue Aug 31 1976,FC Wacker Innsbruck,1-0,FC Admira Wacker
Wed Sep 1 1976,Rapid Wien,2-1,RB Salzburg
Fri Sep 3 1976,FC Admira Wacker,1-0,LASK Linz
Fri Sep 3 1976,FC Blau Weiss Linz,2-2,Rapid Wien
Sat Sep 4 1976,RB Salzburg,4-1,Sturm Graz
Sat Sep 4 1976,Austria Wien,1-1,FC Wacker Innsbruck
Sat Sep 4 1976,Grazer Ak,1-1,First Vienna FC
Sat Sep 11 1976,LASK Linz,4-1,FC Admira Wacker
Sat Sep 11 1976,Rapid Wien,0-0,FC Blau Weiss Linz
Sat Sep 11 1976,Sturm Graz,1-0,RB Salzburg
Sat Sep 11 1976,FC Wacker Innsbruck,2-0,Austria Wien
Sun Sep 12 1976,First Vienna FC,0-1,Grazer Ak
Sat Sep 18 1976,RB Salzburg,2-0,FC Wacker Innsbruck
Sat Sep 18 1976,Grazer Ak,0-1,FC Admira Wacker
Sat Sep 18 1976,FC Blau Weiss Linz,1-0,Sturm Graz
Fri Sep 24 1976,LASK Linz,0-1,Austria Wien
Sat Sep 25 1976,FC Admira Wacker,0-0,Grazer Ak
Sat Sep 25 1976,Rapid Wien,0-0,First Vienna FC
Sat Sep 25 1976,Sturm Graz,3-1,FC Blau Weiss Linz
Sat Sep 25 1976,FC Wacker Innsbruck,0-0,RB Salzburg
Sat Oct 2 1976,FC Admira Wacker,4-6,Austria Wien
Sat Oct 2 1976,Rapid Wien,4-2,LASK Linz
Sat Oct 2 1976,FC Blau Weiss Linz,2-1,FC Wacker Innsbruck
Sun Oct 3 1976,Grazer Ak,3-1,RB Salzburg
