Date,Team 1,FT,Team 2
Fri Jul 31 2009,SC Heerenveen,0-0,Roda JC Kerkrade
Sat Aug 1 2009,Willem II,3-1,Vitesse
Sat Aug 1 2009,Heracles Almelo,3-2,AZ Alkmaar
Sat Aug 1 2009,Sparta Rotterdam,0-2,FC Twente
Sat Aug 1 2009,RKC Waalwijk,0-1,FC Utrecht
Sun Aug 2 2009,ADO Den Haag,1-2,NAC Breda
Sun Aug 2 2009,Feyenoord,2-0,NEC Nijmegen
Sun Aug 2 2009,FC Groningen,0-2,AFC Ajax
Sun Aug 2 2009,PSV Eindhoven,3-3,VVV Venlo
Fri Aug 7 2009,NEC Nijmegen,4-1,SC Heerenveen
Fri Aug 7 2009,AZ Alkmaar,2-0,Sparta Rotterdam
Sat Aug 8 2009,AFC Ajax,4-1,RKC Waalwijk
Sat Aug 8 2009,Roda JC Kerkrade,1-1,FC Groningen
Sun Aug 9 2009,Vitesse,0-0,Feyenoord
Sun Aug 9 2009,NAC Breda,0-0,Heracles Almelo
Sun Aug 9 2009,FC Twente,1-1,PSV Eindhoven
Sun Aug 9 2009,FC Utrecht,1-0,Willem II
Sun Aug 9 2009,VVV Venlo,2-2,ADO Den Haag
Sat Aug 15 2009,Sparta Rotterdam,2-1,Willem II
Sat Aug 15 2009,ADO Den Haag,0-1,FC Twente
Sat Aug 15 2009,RKC Waalwijk,0-6,AZ Alkmaar
Sat Aug 15 2009,SC Heerenveen,1-0,Vitesse
Sun Aug 16 2009,PSV Eindhoven,4-3,AFC Ajax
Sun Aug 16 2009,Roda JC Kerkrade,1-0,NEC Nijmegen
Sun Aug 16 2009,Heracles Almelo,0-1,Feyenoord
Sun Aug 16 2009,FC Utrecht,2-2,VVV Venlo
Sun Aug 16 2009,FC Groningen,1-2,NAC Breda
Sat Aug 22 2009,Vitesse,1-3,ADO Den Haag
Sat Aug 22 2009,Willem II,0-1,Heracles Almelo
Sat Aug 22 2009,VVV Venlo,2-2,FC Groningen
Sun Aug 23 2009,FC Twente,2-1,RKC Waalwijk
Sun Aug 23 2009,AFC Ajax,0-0,Sparta Rotterdam
Sun Aug 23 2009,SC Heerenveen,0-2,AZ Alkmaar
Sun Aug 23 2009,PSV Eindhoven,3-1,NAC Breda
Sun Aug 23 2009,Feyenoord,4-0,Roda JC Kerkrade
Fri Aug 28 2009,RKC Waalwijk,0-2,ADO Den Haag
Fri Aug 28 2009,Roda JC Kerkrade,3-4,Vitesse
Sat Aug 29 2009,NEC Nijmegen,1-1,VVV Venlo
Sat Aug 29 2009,AZ Alkmaar,2-1,Willem II
Sat Aug 29 2009,FC Utrecht,2-0,Sparta Rotterdam
Sun Aug 30 2009,Feyenoord,1-1,FC Twente
Sun Aug 30 2009,FC Groningen,0-2,PSV Eindhoven
Sun Aug 30 2009,NAC Breda,2-0,SC Heerenveen
Sun Aug 30 2009,Heracles Almelo,0-3,AFC Ajax
Sat Sep 12 2009,PSV Eindhoven,3-0,Roda JC Kerkrade
