Date,Team 1,FT,Team 2
Fri Aug 7 2009,Vfl Wolfsburg,2-0,Vfb Stuttgart
Sat Aug 8 2009,Borussia Dortmund,1-0,1 FC Koeln
Sat Aug 8 2009,1 FC Nuernberg,1-2,FC Schalke 04
Sat Aug 8 2009,Werder Bremen,2-3,Eintracht Frankfurt
Sat Aug 8 2009,Hertha BSC Berlin,1-0,Hannover 96
Sat Aug 8 2009,1 Fsv Mainz 05,2-2,Bayer Leverkusen
Sat Aug 8 2009,1899 Hoffenheim,1-1,Bayern Muenchen
Sun Aug 9 2009,Vfl Bochum,3-3,Bor Moenchengladbach
Sun Aug 9 2009,SC Freiburg,1-1,Hamburger SV
Sat Aug 15 2009,Bayern Muenchen,1-1,Werder Bremen
Sat Aug 15 2009,Vfb Stuttgart,4-2,SC Freiburg
Sat Aug 15 2009,Hamburger SV,4-1,Borussia Dortmund
Sat Aug 15 2009,Bayer Leverkusen,1-0,1899 Hoffenheim
Sat Aug 15 2009,Hannover 96,1-1,1 Fsv Mainz 05
Sat Aug 15 2009,Eintracht Frankfurt,1-1,1 FC Nuernberg
Sat Aug 15 2009,1 FC Koeln,1-3,Vfl Wolfsburg
Sun Aug 16 2009,Bor Moenchengladbach,2-1,Hertha BSC Berlin
Sun Aug 16 2009,FC Schalke 04,3-0,Vfl Bochum
Fri Aug 21 2009,1899 Hoffenheim,0-0,FC Schalke 04
Sat Aug 22 2009,Borussia Dortmund,1-1,Vfb Stuttgart
Sat Aug 22 2009,1 FC Koeln,0-0,Eintracht Frankfurt
Sat Aug 22 2009,SC Freiburg,0-5,Bayer Leverkusen
Sat Aug 22 2009,1 Fsv Mainz 05,2-1,Bayern Muenchen
Sat Aug 22 2009,1 FC Nuernberg,0-2,Hannover 96
Sun Aug 23 2009,Vfl Bochum,1-0,Hertha BSC Berlin
Sun Aug 23 2009,Vfl Wolfsburg,2-4,Hamburger SV
Sun Aug 23 2009,Werder Bremen,3-0,Bor Moenchengladbach
Fri Aug 28 2009,Bor Moenchengladbach,2-0,1 Fsv Mainz 05
Sat Aug 29 2009,Vfb Stuttgart,0-0,1 FC Nuernberg
Sat Aug 29 2009,FC Schalke 04,0-1,SC Freiburg
Sat Aug 29 2009,Bayer Leverkusen,2-1,Vfl Bochum
