Round,Date,Team 1,Team 2,FT,HT
?,(Fri) Apr/30 2010 (17),Angers (35),Laval (35),2-1,1-1
?,(Fri) Apr/30 2010 (17),Arles (35),Nantes (35),1-0,0-0
?,(Fri) Apr/30 2010 (17),Brest (35),Tours (35),2-0,1-0
?,(Fri) Apr/30 2010 (17),Caen (35),Istres (35),1-1,1-0
?,(Fri) Apr/30 2010 (17),Chateauroux (35),Le Havre (34),3-1,2-0
?,(Fri) Apr/30 2010 (17),Clermont (35),Bastia (35),0-0,0-0
?,(Fri) Apr/30 2010 (17),Sedan (35),Guingamp (35),1-0,1-0
?,(Fri) Apr/30 2010 (17),Strasbourg (35),Nimes (35),1-1,1-1
?,(Fri) Apr/30 2010 (17),Vannes (35),Dijon (35),1-0,1-0
?,(Mon) May/3 2010 (18),Metz (36),Angers (36),1-0,0-0
?,(Tue) May/4 2010 (18),Bastia (36),Vannes (36),1-2,1-0
?,(Tue) May/4 2010 (18),Chateauroux (36),Arles (36),3-0,1-0
?,(Tue) May/4 2010 (18),Dijon (36),Sedan (36),3-1,1-1
?,(Tue) May/4 2010 (18),Guingamp (36),Strasbourg (36),2-0,1-0
?,(Tue) May/4 2010 (18),Istres (36),Tours (36),2-1,1-1
?,(Tue) May/4 2010 (18),Laval (36),Caen (36),2-1,1-1
?,(Tue) May/4 2010 (18),Le Havre (35),Clermont (36),2-1,1-0
?,(Tue) May/4 2010 (18),Nantes (36),Ajaccio (35),1-0,0-0
?,(Tue) May/4 2010 (18),Nimes (36),Brest (36),1-0,0-0
?,(Fri) May/7 2010 (18),Ajaccio (36),Chateauroux (37),1-0,1-0
?,(Fri) May/7 2010 (18),Angers (37),Nantes (37),2-0,1-0
?,(Fri) May/7 2010 (18),Brest (37),Dijon (37),1-4,0-1
?,(Fri) May/7 2010 (18),Caen (37),Metz (37),0-2,0-0
?,(Fri) May/7 2010 (18),Clermont (37),Guingamp (37),3-1,0-1
?,(Fri) May/7 2010 (18),Istres (37),Nimes (37),2-1,1-1
?,(Fri) May/7 2010 (18),Sedan (37),Arles (37),0-0,0-0
?,(Fri) May/7 2010 (18),Strasbourg (37),Le Havre (36),1-1,0-0
?,(Fri) May/7 2010 (18),Tours (37),Bastia (37),0-0,0-0
?,(Fri) May/7 2010 (18),Vannes (37),Laval (37),2-3,1-3
?,(Tue) May/11 2010 (19),Ajaccio (37),Le Havre (37),3-0,?
?,(Fri) May/14 2010 (19),Arles (38),Clermont (38),1-0,1-0
?,(Fri) May/14 2010 (19),Bastia (38),Istres (38),2-0,1-0
?,(Fri) May/14 2010 (19),Chateauroux (38),Strasbourg (38),2-1,2-1
?,(Fri) May/14 2010 (19),Dijon (38),Angers (38),2-2,1-0
?,(Fri) May/14 2010 (19),Guingamp (38),Ajaccio (38),2-1,2-0
?,(Fri) May/14 2010 (19),Laval (38),Brest (38),1-2,0-1
?,(Fri) May/14 2010 (19),Le Havre (38),Sedan (38),3-1,3-1
?,(Fri) May/14 2010 (19),Metz (38),Vannes (38),0-1,0-1
?,(Fri) May/14 2010 (19),Nantes (38),Caen (38),1-3,1-1
?,(Fri) May/14 2010 (19),Nimes (38),Tours (38),1-1,0-0
