Date,Team 1,FT,Team 2
Sat Aug 22 2009,Gye La Plata,0-2,CD Godoy Cruz
Sat Aug 22 2009,Independiente,0-1,Newells Old Boys
Sat Aug 22 2009,San Lorenzo,3-1,Atletico Tucuman
Sat Aug 22 2009,Chacarita Juniors,1-2,Tigre
Sat Aug 22 2009,Arsenal Sarandi,0-2,Estudiantes
Sun Aug 23 2009,Rosario Central,1-0,Racing Club
Sun Aug 23 2009,Huracan,1-2,CA Lanus
Sun Aug 23 2009,Boca Juniors,2-2,Argentinos Juniors
Sun Aug 23 2009,CA Banfield,2-0,River Plate
Mon Aug 24 2009,CA Colon,0-1,Velez Sarsfield
Sat Aug 29 2009,Tigre,1-2,Rosario Central
Sat Aug 29 2009,Racing Club,1-1,CA Colon
Sat Aug 29 2009,Velez Sarsfield,3-1,Arsenal Sarandi
Sat Aug 29 2009,Estudiantes,3-0,Gye La Plata
Sat Aug 29 2009,Argentinos Juniors,1-1,CA Banfield
Sun Aug 30 2009,CD Godoy Cruz,1-1,San Lorenzo
Sun Aug 30 2009,River Plate,4-3,Chacarita Juniors
Sun Aug 30 2009,Atletico Tucuman,2-4,Independiente
Sun Aug 30 2009,CA Lanus,1-2,Boca Juniors
Mon Aug 31 2009,Newells Old Boys,1-0,Huracan
Wed Sep 2 2009,Arsenal Sarandi,0-0,Racing Club
Wed Sep 2 2009,San Lorenzo,2-2,Estudiantes
Thu Sep 3 2009,Argentinos Juniors,0-0,CA Lanus
Thu Sep 3 2009,Huracan,0-2,Atletico Tucuman
Thu Sep 3 2009,Independiente,2-0,CD Godoy Cruz
Fri Sep 4 2009,Boca Juniors,1-1,Newells Old Boys
Fri Sep 4 2009,CA Banfield,1-0,Chacarita Juniors
Sat Sep 5 2009,CA Colon,5-1,Tigre
Sat Sep 5 2009,Gye La Plata,0-1,Velez Sarsfield
Wed Sep 9 2009,Rosario Central,2-1,River Plate
Sat Sep 12 2009,Racing Club,1-1,Gye La Plata
Sat Sep 12 2009,Newells Old Boys,0-1,Argentinos Juniors
Sat Sep 12 2009,Chacarita Juniors,0-1,Rosario Central
Sat Sep 12 2009,Velez Sarsfield,0-0,San Lorenzo
