Date,Team 1,FT,Team 2
Fri Jul 17 2009,SC Wiener Neustadt,3-1,Sk Austria Kaernten
Sat Jul 18 2009,Kapfenberger SV 1919,0-1,SV Ried
Sat Jul 18 2009,LASK Linz,4-0,SV Mattersburg
Sun Jul 19 2009,RB Salzburg,2-1,Austria Wien
Fri Jul 24 2009,LASK Linz,4-5,Austria Wien
Sat Jul 25 2009,SV Ried,1-0,RB Salzburg
Sun Jul 26 2009,SV Mattersburg,2-1,Rapid Wien
Sun Jul 26 2009,Sturm Graz,3-0,SC Wiener Neustadt
Sun Jul 26 2009,Kapfenberger SV 1919,3-2,Sk Austria Kaernten
Fri Jul 31 2009,SC Wiener Neustadt,2-1,SV Ried
Sat Aug 1 2009,RB Salzburg,3-2,LASK Linz
Sun Aug 2 2009,Rapid Wien,5-1,Sk Austria Kaernten
Sun Aug 2 2009,Sturm Graz,2-0,SV Mattersburg
Sun Aug 2 2009,Austria Wien,3-0,Kapfenberger SV 1919
Fri Aug 7 2009,LASK Linz,4-0,Kapfenberger SV 1919
Sat Aug 8 2009,SV Mattersburg,2-3,RB Salzburg
Sun Aug 9 2009,Austria Wien,2-1,SC Wiener Neustadt
Sun Aug 9 2009,SV Ried,1-1,Rapid Wien
Sun Aug 9 2009,Sk Austria Kaernten,1-3,Sturm Graz
Fri Aug 21 2009,Sk Austria Kaernten,0-0,SV Ried
Sat Aug 22 2009,SC Wiener Neustadt,1-1,RB Salzburg
Sun Aug 23 2009,Sturm Graz,0-1,Austria Wien
Sun Aug 23 2009,Kapfenberger SV 1919,0-1,SV Mattersburg
Sun Aug 23 2009,Rapid Wien,4-1,LASK Linz
Fri Aug 28 2009,SV Mattersburg,4-1,Sk Austria Kaernten
Sat Aug 29 2009,RB Salzburg,4-0,Kapfenberger SV 1919
Sun Aug 30 2009,Austria Wien,1-1,Rapid Wien
Sun Aug 30 2009,SV Ried,1-2,Sturm Graz
Sun Aug 30 2009,LASK Linz,4-2,SC Wiener Neustadt
Sat Sep 12 2009,SV Mattersburg,3-0,SV Ried
Sat Sep 12 2009,Sturm Graz,3-3,LASK Linz
Sat Sep 12 2009,SC Wiener Neustadt,2-3,Kapfenberger SV 1919
Sat Sep 12 2009,Sk Austria Kaernten,2-1,Austria Wien
Sun Sep 13 2009,Rapid Wien,2-2,RB Salzburg
Tue Sep 22 2009,SC Wiener Neustadt,3-0,SV Mattersburg
Wed Sep 23 2009,Kapfenberger SV 1919,0-1,Rapid Wien
Wed Sep 23 2009,RB Salzburg,4-2,Sturm Graz
Wed Sep 23 2009,LASK Linz,3-1,Sk Austria Kaernten
Wed Sep 23 2009,Austria Wien,1-1,SV Ried
Sat Sep 26 2009,Sk Austria Kaernten,1-2,RB Salzburg
Sat Sep 26 2009,Kapfenberger SV 1919,0-1,Sturm Graz
Sat Sep 26 2009,Rapid Wien,3-1,SC Wiener Neustadt
Sat Sep 26 2009,SV Mattersburg,1-3,Austria Wien
Sun Sep 27 2009,SV Ried,5-2,LASK Linz
Sat Oct 3 2009,LASK Linz,2-2,SV Ried
Sun Oct 4 2009,Sturm Graz,0-0,Kapfenberger SV 1919
Sun Oct 4 2009,RB Salzburg,7-1,Sk Austria Kaernten
Sun Oct 4 2009,SC Wiener Neustadt,0-4,Rapid Wien
Sun Oct 4 2009,Austria Wien,1-0,SV Mattersburg
Sat Oct 17 2009,SV Ried,3-0,Kapfenberger SV 1919
Sat Oct 17 2009,Austria Wien,1-0,RB Salzburg
Sat Oct 17 2009,SV Mattersburg,3-2,LASK Linz
Sat Oct 17 2009,Sk Austria Kaernten,0-0,SC Wiener Neustadt
Sun Oct 18 2009,Sturm Graz,1-0,Rapid Wien
Sat Oct 24 2009,Sk Austria Kaernten,1-1,Kapfenberger SV 1919
Sun Oct 25 2009,Austria Wien,3-0,LASK Linz
Sun Oct 25 2009,RB Salzburg,1-1,SV Ried
Sun Oct 25 2009,SC Wiener Neustadt,0-0,Sturm Graz
Sun Oct 25 2009,Rapid Wien,4-0,SV Mattersburg
Wed Oct 28 2009,SV Ried,3-0,SC Wiener Neustadt
Wed Oct 28 2009,LASK Linz,0-0,RB Salzburg
Wed Oct 28 2009,Kapfenberger SV 1919,1-0,Austria Wien
Wed Oct 28 2009,SV Mattersburg,0-2,Sturm Graz
Wed Oct 28 2009,Sk Austria Kaernten,1-3,Rapid Wien
Sat Oct 31 2009,Sturm Graz,4-0,Sk Austria Kaernten
Sat Oct 31 2009,RB Salzburg,2-0,SV Mattersburg
Sat Oct 31 2009,SC Wiener Neustadt,4-3,Austria Wien
Sat Oct 31 2009,Rapid Wien,1-0,SV Ried
Sun Nov 1 2009,Kapfenberger SV 1919,7-2,LASK Linz
Sat Nov 7 2009,SV Mattersburg,4-1,Kapfenberger SV 1919
Sun Nov 8 2009,Austria Wien,1-0,Sturm Graz
Sun Nov 8 2009,SV Ried,1-0,Sk Austria Kaernten
Sun Nov 8 2009,SC Wiener Neustadt,2-3,RB Salzburg
Sun Nov 8 2009,LASK Linz,3-3,Rapid Wien
Sat Nov 21 2009,Sturm Graz,0-2,SV Ried
Sat Nov 21 2009,Kapfenberger SV 1919,0-2,RB Salzburg
Sat Nov 21 2009,Sk Austria Kaernten,0-3,SV Mattersburg
Sun Nov 22 2009,Rapid Wien,4-1,Austria Wien
Wed Nov 25 2009,SC Wiener Neustadt,4-1,LASK Linz
Wed Nov 25 2009,Rapid Wien,2-1,Sturm Graz
Fri Nov 27 2009,SV Ried,0-0,SV Mattersburg
Sat Nov 28 2009,Kapfenberger SV 1919,3-1,SC Wiener Neustadt
Sat Nov 28 2009,LASK Linz,2-2,Sturm Graz
Sat Nov 28 2009,Austria Wien,1-0,Sk Austria Kaernten
Sun Nov 29 2009,RB Salzburg,0-0,Rapid Wien
Fri Dec 4 2009,SV Mattersburg,1-3,SC Wiener Neustadt
Sat Dec 5 2009,Rapid Wien,3-1,Kapfenberger SV 1919
Sun Dec 6 2009,Sturm Graz,0-0,RB Salzburg
Sun Dec 6 2009,SV Ried,0-2,Austria Wien
Sun Dec 6 2009,Sk Austria Kaernten,1-1,LASK Linz
Fri Dec 11 2009,RB Salzburg,1-0,Sk Austria Kaernten
Sat Dec 12 2009,SC Wiener Neustadt,4-0,LASK Linz
Sat Dec 12 2009,Kapfenberger SV 1919,2-2,SV Mattersburg
Sat Dec 12 2009,Rapid Wien,2-1,SV Ried
Sun Dec 13 2009,Sturm Graz,2-2,Austria Wien
Fri Feb 12 2010,LASK Linz,4-2,Rapid Wien
Sat Feb 13 2010,SV Ried,1-2,RB Salzburg
Sat Feb 13 2010,SV Mattersburg,1-0,SC Wiener Neustadt
Sat Feb 13 2010,Austria Wien,4-3,Kapfenberger SV 1919
Sun Feb 14 2010,Sk Austria Kaernten,0-3,Sturm Graz
Fri Feb 19 2010,SC Wiener Neustadt,2-2,Rapid Wien
Sat Feb 20 2010,Sturm Graz,4-0,SV Mattersburg
Sat Feb 20 2010,Kapfenberger SV 1919,1-1,SV Ried
Sat Feb 20 2010,Austria Wien,4-1,Sk Austria Kaernten
Sun Feb 21 2010,RB Salzburg,3-0,LASK Linz
Fri Feb 26 2010,SV Mattersburg,1-1,Austria Wien
Sat Feb 27 2010,SV Ried,0-1,SC Wiener Neustadt
Sat Feb 27 2010,LASK Linz,1-2,Sturm Graz
Sat Feb 27 2010,Sk Austria Kaernten,0-1,Kapfenberger SV 1919
Sun Feb 28 2010,Rapid Wien,0-1,RB Salzburg
Sat Mar 6 2010,RB Salzburg,1-1,SC Wiener Neustadt
Sat Mar 6 2010,Sturm Graz,1-0,SV Ried
Sat Mar 6 2010,Austria Wien,0-1,LASK Linz
Sat Mar 6 2010,Sk Austria Kaernten,2-4,SV Mattersburg
Sun Mar 7 2010,Kapfenberger SV 1919,2-2,Rapid Wien
Fri Mar 12 2010,LASK Linz,0-0,Sk Austria Kaernten
Sat Mar 13 2010,RB Salzburg,1-0,Kapfenberger SV 1919
Sat Mar 13 2010,SV Ried,3-0,SV Mattersburg
Sat Mar 13 2010,SC Wiener Neustadt,0-0,Sturm Graz
Sun Mar 14 2010,Rapid Wien,2-0,Austria Wien
Fri Mar 19 2010,Kapfenberger SV 1919,2-3,SC Wiener Neustadt
Sat Mar 20 2010,SV Mattersburg,2-1,LASK Linz
Sat Mar 20 2010,Sturm Graz,1-1,Rapid Wien
Sat Mar 20 2010,Sk Austria Kaernten,1-0,SV Ried
Sun Mar 21 2010,Austria Wien,1-1,RB Salzburg
Tue Mar 23 2010,Rapid Wien,3-0,SV Mattersburg
Wed Mar 24 2010,RB Salzburg,3-0,Sturm Graz
Wed Mar 24 2010,SV Ried,0-1,Austria Wien
Wed Mar 24 2010,SC Wiener Neustadt,2-1,Sk Austria Kaernten
Wed Mar 24 2010,LASK Linz,1-1,Kapfenberger SV 1919
Sat Mar 27 2010,SV Mattersburg,1-6,RB Salzburg
Sat Mar 27 2010,Kapfenberger SV 1919,0-3,Sturm Graz
Sat Mar 27 2010,Austria Wien,1-0,SC Wiener Neustadt
Sat Mar 27 2010,Sk Austria Kaernten,2-4,Rapid Wien
Sun Mar 28 2010,LASK Linz,3-0,SV Ried
Fri Apr 2 2010,RB Salzburg,2-0,SV Mattersburg
Sat Apr 3 2010,SV Ried,2-2,LASK Linz
