Date,Team 1,FT,Team 2
Fri Aug 14 2009,Leixoes SC,0-0,Os Belenenses
Sat Aug 15 2009,CD Nacional,1-1,Sporting CP
Sat Aug 15 2009,Sporting Braga,1-0,Academica De Coimbra
Sun Aug 16 2009,Naval 1 De Maio,0-0,SC Olhanense
Sun Aug 16 2009,Uniao Leiria,1-1,Rio Ave FC
Sun Aug 16 2009,Pacos De Ferreira,1-1,FC Porto
Sun Aug 16 2009,Sl Benfica,1-1,CS Maritimo
Mon Aug 17 2009,Vitoria Setubal,0-0,Vitoria Guimaraes
Fri Aug 21 2009,SC Olhanense,0-0,Uniao Leiria
Sat Aug 22 2009,Academica De Coimbra,1-1,Pacos De Ferreira
Sat Aug 22 2009,Sporting CP,1-2,Sporting Braga
Sun Aug 23 2009,CS Maritimo,1-0,Leixoes SC
Sun Aug 23 2009,Rio Ave FC,1-0,Vitoria Setubal
Sun Aug 23 2009,Vitoria Guimaraes,0-1,Sl Benfica
Sun Aug 23 2009,FC Porto,3-0,CD Nacional
Mon Aug 24 2009,Os Belenenses,2-0,Naval 1 De Maio
Sat Aug 29 2009,Pacos De Ferreira,0-0,Vitoria Guimaraes
Sat Aug 29 2009,Naval 1 De Maio,1-3,FC Porto
Sun Aug 30 2009,Leixoes SC,0-0,Rio Ave FC
Sun Aug 30 2009,Uniao Leiria,0-0,CS Maritimo
Sun Aug 30 2009,Sporting Braga,3-1,Os Belenenses
Sun Aug 30 2009,Academica De Coimbra,0-2,Sporting CP
Mon Aug 31 2009,CD Nacional,1-1,SC Olhanense
Mon Aug 31 2009,Sl Benfica,8-1,Vitoria Setubal
Fri Sep 11 2009,Vitoria Guimaraes,3-0,Naval 1 De Maio
Sat Sep 12 2009,Rio Ave FC,2-0,CD Nacional
Sat Sep 12 2009,FC Porto,4-1,Leixoes SC
Sun Sep 13 2009,CS Maritimo,1-2,Sporting Braga
Sun Sep 13 2009,SC Olhanense,2-1,Academica De Coimbra
Sun Sep 13 2009,Vitoria Setubal,0-4,Uniao Leiria
Sun Sep 13 2009,Os Belenenses,0-4,Sl Benfica
Sun Sep 13 2009,Sporting CP,1-0,Pacos De Ferreira
Fri Sep 18 2009,Leixoes SC,3-1,Vitoria Guimaraes
Sat Sep 19 2009,Pacos De Ferreira,1-1,Rio Ave FC
