Date,Team 1,FT,Team 2
Fri Aug 14 1970,SK Admira Vienna,1-0,Austria Wien
Sat Aug 15 1970,LASK Linz,4-3,WSG Radenthein
Sat Aug 15 1970,Schwarz Weiss Bregenz,0-1,Austria Salzburg
Sat Aug 15 1970,Sturm Graz,3-1,FC Wacker Innsbruck
Sat Aug 15 1970,SC Wacker Wien,1-1,Rapid Wien
Sat Aug 15 1970,WSG Wattens,2-1,Grazer Ak
Sun Aug 16 1970,1. Simmeringer SC,2-1,FC Blau Weiss Linz
Sun Aug 16 1970,Sportclub,0-2,First Vienna FC
Fri Aug 21 1970,SK Admira Vienna,6-2,SC Wacker Wien
Fri Aug 21 1970,Austria Wien,1-2,Austria Salzburg
Sat Aug 22 1970,Grazer Ak,1-1,Sportclub
Sat Aug 22 1970,Rapid Wien,1-0,Sturm Graz
Sat Aug 22 1970,FC Blau Weiss Linz,3-2,WSG Wattens
Sat Aug 22 1970,FC Wacker Innsbruck,3-1,LASK Linz
Sat Aug 22 1970,WSG Radenthein,2-1,1. Simmeringer SC
Sun Aug 23 1970,First Vienna FC,3-1,Schwarz Weiss Bregenz
Tue Aug 25 1970,SC Wacker Wien,1-1,Austria Wien
Wed Aug 26 1970,1. Simmeringer SC,2-3,FC Wacker Innsbruck
Wed Aug 26 1970,Austria Salzburg,1-1,First Vienna FC
Wed Aug 26 1970,LASK Linz,1-3,Rapid Wien
Wed Aug 26 1970,Schwarz Weiss Bregenz,4-1,Grazer Ak
Wed Aug 26 1970,Sturm Graz,1-0,SK Admira Vienna
Wed Aug 26 1970,Sportclub,5-1,FC Blau Weiss Linz
Wed Aug 26 1970,WSG Wattens,4-0,WSG Radenthein
Sat Aug 29 1970,SK Admira Vienna,4-3,LASK Linz
Sat Aug 29 1970,Austria Wien,2-0,First Vienna FC
Sat Aug 29 1970,Grazer Ak,2-1,Austria Salzburg
Sat Aug 29 1970,Rapid Wien,3-1,1. Simmeringer SC
Sat Aug 29 1970,FC Blau Weiss Linz,1-1,Schwarz Weiss Bregenz
Sat Aug 29 1970,FC Wacker Innsbruck,1-1,WSG Wattens
Sun Aug 30 1970,SC Wacker Wien,2-4,Sturm Graz
Sun Aug 30 1970,WSG Radenthein,1-0,Sportclub
Fri Sep 4 1970,First Vienna FC,3-2,Grazer Ak
Sat Sep 5 1970,1. Simmeringer SC,0-3,SK Admira Vienna
Sat Sep 5 1970,Austria Salzburg,2-1,FC Blau Weiss Linz
Sat Sep 5 1970,LASK Linz,2-1,SC Wacker Wien
Sat Sep 5 1970,Sportclub,3-0,FC Wacker Innsbruck
Sat Sep 5 1970,WSG Wattens,2-1,Rapid Wien
Sun Sep 6 1970,Schwarz Weiss Bregenz,1-1,WSG Radenthein
Sun Sep 6 1970,Sturm Graz,0-1,Austria Wien
Sat Sep 12 1970,Rapid Wien,3-3,Sportclub
Sat Sep 12 1970,Sturm Graz,2-0,LASK Linz
Sat Sep 12 1970,FC Blau Weiss Linz,1-0,First Vienna FC
Sat Sep 12 1970,FC Wacker Innsbruck,4-0,Schwarz Weiss Bregenz
Sat Sep 12 1970,WSG Radenthein,2-2,Austria Salzburg
Sun Sep 13 1970,SK Admira Vienna,3-1,WSG Wattens
Sun Sep 13 1970,Austria Wien,2-1,Grazer Ak
Sun Sep 13 1970,SC Wacker Wien,1-1,1. Simmeringer SC
Sat Sep 19 1970,Austria Salzburg,1-0,FC Wacker Innsbruck
Sat Sep 19 1970,Grazer Ak,1-0,FC Blau Weiss Linz
Sat Sep 19 1970,Sportclub,1-0,SK Admira Vienna
Sat Sep 19 1970,WSG Wattens,4-2,SC Wacker Wien
Sun Sep 20 1970,1. Simmeringer SC,0-0,Sturm Graz
Sun Sep 20 1970,LASK Linz,2-1,Austria Wien
Sun Sep 20 1970,Schwarz Weiss Bregenz,0-1,Rapid Wien
Sun Sep 20 1970,First Vienna FC,2-0,WSG Radenthein
Sat Oct 10 1970,SK Admira Vienna,2-1,Schwarz Weiss Bregenz
Sat Oct 10 1970,Austria Wien,2-2,FC Blau Weiss Linz
Sat Oct 10 1970,LASK Linz,6-1,1. Simmeringer SC
Sat Oct 10 1970,Rapid Wien,3-3,Austria Salzburg
Sat Oct 10 1970,Sturm Graz,2-1,WSG Wattens
Sat Oct 10 1970,FC Wacker Innsbruck,4-0,First Vienna FC
Sun Oct 11 1970,SC Wacker Wien,1-1,Sportclub
Sun Oct 11 1970,WSG Radenthein,0-2,Grazer Ak
Sat Oct 17 1970,Austria Salzburg,0-4,SK Admira Vienna
Sat Oct 17 1970,Grazer Ak,0-1,FC Wacker Innsbruck
Sat Oct 17 1970,First Vienna FC,1-2,Rapid Wien
Sat Oct 17 1970,FC Blau Weiss Linz,2-1,WSG Radenthein
Sat Oct 17 1970,WSG Wattens,1-1,LASK Linz
Sun Oct 18 1970,1. Simmeringer SC,0-0,Austria Wien
Sun Oct 18 1970,Schwarz Weiss Bregenz,2-1,SC Wacker Wien
Sun Oct 18 1970,Sportclub,2-1,Sturm Graz
Sat Oct 24 1970,SK Admira Vienna,1-1,First Vienna FC
Sat Oct 24 1970,Austria Wien,2-1,WSG Radenthein
Sat Oct 24 1970,LASK Linz,1-1,Sportclub
Sat Oct 24 1970,Sturm Graz,4-1,Schwarz Weiss Bregenz
Sat Oct 24 1970,FC Wacker Innsbruck,0-1,FC Blau Weiss Linz
Sat Oct 24 1970,SC Wacker Wien,2-6,Austria Salzburg
Sun Oct 25 1970,1. Simmeringer SC,2-2,WSG Wattens
Sat Nov 7 1970,Grazer Ak,1-0,SK Admira Vienna
Sat Nov 7 1970,FC Blau Weiss Linz,1-1,Rapid Wien
Sat Nov 7 1970,Sportclub,0-0,1. Simmeringer SC
Sat Nov 7 1970,WSG Wattens,3-2,Austria Wien
Sun Nov 8 1970,Austria Salzburg,3-0,Sturm Graz
Sun Nov 8 1970,Schwarz Weiss Bregenz,2-2,LASK Linz
Sun Nov 8 1970,First Vienna FC,1-1,SC Wacker Wien
Sun Nov 8 1970,WSG Radenthein,1-2,FC Wacker Innsbruck
Wed Nov 11 1970,Rapid Wien,6-0,Grazer Ak
Sat Nov 14 1970,SK Admira Vienna,2-2,FC Blau Weiss Linz
Sat Nov 14 1970,Austria Wien,1-1,FC Wacker Innsbruck
Sat Nov 14 1970,LASK Linz,0-3,Austria Salzburg
Sat Nov 14 1970,Rapid Wien,4-1,WSG Radenthein
Sat Nov 14 1970,Sturm Graz,1-2,First Vienna FC
Sat Nov 14 1970,WSG Wattens,2-1,Sportclub
Sun Nov 15 1970,1. Simmeringer SC,2-0,Schwarz Weiss Bregenz
Sun Nov 15 1970,SC Wacker Wien,3-0,Grazer Ak
Sat Nov 21 1970,Austria Salzburg,2-0,1. Simmeringer SC
Sat Nov 21 1970,FC Blau Weiss Linz,1-1,SC Wacker Wien
Sat Nov 21 1970,FC Wacker Innsbruck,5-0,Rapid Wien
Sat Nov 21 1970,Sportclub,3-1,Austria Wien
Sun Nov 22 1970,Grazer Ak,2-1,Sturm Graz
Sun Nov 22 1970,Schwarz Weiss Bregenz,2-1,WSG Wattens
Sun Nov 22 1970,WSG Radenthein,3-1,SK Admira Vienna
Wed Nov 25 1970,First Vienna FC,0-0,LASK Linz
Sat Nov 28 1970,1. Simmeringer SC,1-0,First Vienna FC
Sat Nov 28 1970,SK Admira Vienna,2-1,FC Wacker Innsbruck
Sat Nov 28 1970,LASK Linz,4-1,Grazer Ak
Sat Nov 28 1970,SC Wacker Wien,4-0,WSG Radenthein
Sat Nov 28 1970,Sportclub,7-0,Schwarz Weiss Bregenz
Sat Nov 28 1970,WSG Wattens,0-1,Austria Salzburg
Sun Nov 29 1970,Austria Wien,1-1,Rapid Wien
Sun Nov 29 1970,Sturm Graz,0-0,FC Blau Weiss Linz
Sat Dec 5 1970,Austria Salzburg,1-1,Sportclub
Sat Dec 5 1970,FC Blau Weiss Linz,1-0,LASK Linz
Sat Dec 5 1970,FC Wacker Innsbruck,1-0,SC Wacker Wien
Sun Dec 6 1970,Grazer Ak,2-0,1. Simmeringer SC
Sun Dec 6 1970,Schwarz Weiss Bregenz,0-0,Austria Wien
Sun Dec 6 1970,First Vienna FC,2-2,WSG Wattens
Sun Dec 6 1970,WSG Radenthein,1-0,Sturm Graz
Sat Dec 12 1970,Rapid Wien,2-1,SK Admira Vienna
Sat Feb 27 1971,Austria Salzburg,4-1,Schwarz Weiss Bregenz
Sat Feb 27 1971,Grazer Ak,2-1,WSG Wattens
Sat Feb 27 1971,Rapid Wien,1-0,SC Wacker Wien
Sat Feb 27 1971,FC Blau Weiss Linz,4-0,1. Simmeringer SC
Sun Feb 28 1971,Austria Wien,1-2,SK Admira Vienna
Sun Feb 28 1971,First Vienna FC,2-2,Sportclub
Sun Feb 28 1971,WSG Radenthein,2-4,LASK Linz
Sun Feb 28 1971,FC Wacker Innsbruck,4-3,Sturm Graz
Sat Mar 6 1971,Austria Salzburg,6-0,Austria Wien
Sat Mar 6 1971,LASK Linz,0-1,FC Wacker Innsbruck
Sat Mar 6 1971,Sturm Graz,2-1,Rapid Wien
Sun Mar 7 1971,Schwarz Weiss Bregenz,1-2,First Vienna FC
Sat Mar 13 1971,SK Admira Vienna,2-1,Sturm Graz
Sat Mar 13 1971,Austria Wien,1-2,SC Wacker Wien
Sat Mar 13 1971,Grazer Ak,2-1,Schwarz Weiss Bregenz
Sat Mar 13 1971,FC Blau Weiss Linz,1-0,Sportclub
Sat Mar 13 1971,FC Wacker Innsbruck,2-0,1. Simmeringer SC
Sun Mar 14 1971,First Vienna FC,1-1,Austria Salzburg
Sun Mar 14 1971,WSG Radenthein,0-1,WSG Wattens
Sat Mar 20 1971,1. Simmeringer SC,0-0,Rapid Wien
Sat Mar 20 1971,Austria Salzburg,1-0,Grazer Ak
Sat Mar 20 1971,LASK Linz,2-1,SK Admira Vienna
Sat Mar 20 1971,Sturm Graz,2-1,SC Wacker Wien
Sat Mar 20 1971,WSG Wattens,0-3,FC Wacker Innsbruck
Sun Mar 21 1971,Schwarz Weiss Bregenz,2-5,FC Blau Weiss Linz
Sun Mar 21 1971,First Vienna FC,2-2,Austria Wien
Sun Mar 21 1971,Sportclub,8-1,WSG Radenthein
Sat Mar 27 1971,SK Admira Vienna,2-1,1. Simmeringer SC
Sat Mar 27 1971,Austria Wien,0-0,Sturm Graz
Sat Mar 27 1971,Grazer Ak,1-3,First Vienna FC
Sat Mar 27 1971,FC Blau Weiss Linz,2-1,Austria Salzburg
Sat Mar 27 1971,FC Wacker Innsbruck,3-2,Sportclub
Sat Mar 27 1971,SC Wacker Wien,2-3,LASK Linz
Sat Mar 27 1971,WSG Radenthein,1-2,Schwarz Weiss Bregenz
Sun Mar 28 1971,Rapid Wien,1-0,WSG Wattens
Fri Apr 9 1971,1. Simmeringer SC,3-2,SC Wacker Wien
Fri Apr 9 1971,Grazer Ak,1-0,Austria Wien
Fri Apr 9 1971,LASK Linz,3-2,Sturm Graz
Fri Apr 9 1971,First Vienna FC,3-1,FC Blau Weiss Linz
Sat Apr 10 1971,Austria Salzburg,4-1,WSG Radenthein
Sat Apr 10 1971,Schwarz Weiss Bregenz,0-2,FC Wacker Innsbruck
Sat Apr 10 1971,Sportclub,3-5,Rapid Wien
Sat Apr 10 1971,WSG Wattens,2-2,SK Admira Vienna
Tue Apr 13 1971,Sportclub,2-2,Grazer Ak
Wed Apr 14 1971,1. Simmeringer SC,1-0,WSG Radenthein
Wed Apr 14 1971,Rapid Wien,0-1,LASK Linz
Fri Apr 16 1971,FC Blau Weiss Linz,1-1,Grazer Ak
Sat Apr 17 1971,SK Admira Vienna,0-1,Sportclub
Sat Apr 17 1971,Austria Wien,4-1,LASK Linz
Sat Apr 17 1971,Rapid Wien,4-0,Schwarz Weiss Bregenz
Sun Apr 18 1971,Sturm Graz,2-1,1. Simmeringer SC
Sun Apr 18 1971,FC Wacker Innsbruck,2-1,Austria Salzburg
Sun Apr 18 1971,SC Wacker Wien,0-1,WSG Wattens
Sun Apr 18 1971,WSG Radenthein,0-4,First Vienna FC
Wed Apr 21 1971,SC Wacker Wien,3-1,SK Admira Vienna
Wed Apr 21 1971,WSG Wattens,1-1,FC Blau Weiss Linz
Sat Apr 24 1971,1. Simmeringer SC,2-1,LASK Linz
Sat Apr 24 1971,Grazer Ak,4-1,WSG Radenthein
Sun Apr 25 1971,Austria Salzburg,3-1,Rapid Wien
Sun Apr 25 1971,Schwarz Weiss Bregenz,2-3,SK Admira Vienna
Sun Apr 25 1971,First Vienna FC,3-2,FC Wacker Innsbruck
Sun Apr 25 1971,FC Blau Weiss Linz,3-3,Austria Wien
Sun Apr 25 1971,Sportclub,2-1,SC Wacker Wien
Sun Apr 25 1971,WSG Wattens,1-2,Sturm Graz
Fri Apr 30 1971,SK Admira Vienna,2-1,Austria Salzburg
Fri Apr 30 1971,Austria Wien,1-0,1. Simmeringer SC
Fri Apr 30 1971,LASK Linz,3-0,WSG Wattens
