Date,Team 1,FT,Team 2
Wed Apr 21 2004,Ponte Preta,3-2,Corinthians SP
Wed Apr 21 2004,Figueirense,1-0,Internacional
Wed Apr 21 2004,Cruzeiro EC,2-1,Juventude RS
Wed Apr 21 2004,Parana Clube,3-2,Santos FC
Wed Apr 21 2004,Se Palmeiras,0-0,Atletico Mineiro
Wed Apr 21 2004,Sao Caetano,1-0,EC Vitoria Ba
Wed Apr 21 2004,Gremio Porto Alegre,0-0,Flamengo RJ
Wed Apr 21 2004,Botafogo RJ,1-4,Goias EC
Thu Apr 22 2004,Sao Paulo FC,1-0,Atletico Paranaense
Thu Apr 22 2004,Vasco Da Gama,0-1,Criciuma EC
Thu Apr 22 2004,Paysandu SC,3-3,Fluminense RJ
Thu Apr 22 2004,Coritiba FC,1-0,Guarani FC
Sat Apr 24 2004,Goias EC,2-2,Cruzeiro EC
Sat Apr 24 2004,Juventude RS,1-1,Gremio Porto Alegre
Sat Apr 24 2004,Flamengo RJ,0-0,Ponte Preta
Sun Apr 25 2004,Criciuma EC,1-1,Sao Paulo FC
Sun Apr 25 2004,EC Vitoria Ba,6-1,Parana Clube
Sun Apr 25 2004,Internacional,1-0,Se Palmeiras
Sun Apr 25 2004,Fluminense RJ,1-1,Coritiba FC
Sun Apr 25 2004,Atletico Paranaense,0-3,Figueirense
Sun Apr 25 2004,Guarani FC,1-1,Sao Caetano
Sun Apr 25 2004,Atletico Mineiro,1-1,Vasco Da Gama
Sun Apr 25 2004,Santos FC,2-0,Botafogo RJ
Sun Apr 25 2004,Corinthians SP,2-1,Paysandu SC
Wed Apr 28 2004,Ponte Preta,2-0,Goias EC
Wed Apr 28 2004,Sao Paulo FC,1-0,Fluminense RJ
Wed Apr 28 2004,Figueirense,2-1,Santos FC
Wed Apr 28 2004,Cruzeiro EC,2-2,Criciuma EC
Wed Apr 28 2004,Gremio Porto Alegre,4-0,Corinthians SP
Wed Apr 28 2004,Paysandu SC,0-3,Atletico Paranaense
Wed Apr 28 2004,Botafogo RJ,2-2,Atletico Mineiro
Wed Apr 28 2004,Coritiba FC,1-1,Internacional
Thu Apr 29 2004,Parana Clube,2-1,Flamengo RJ
Thu Apr 29 2004,Se Palmeiras,2-2,EC Vitoria Ba
Thu Apr 29 2004,Vasco Da Gama,0-1,Guarani FC
Sat May 1 2004,Criciuma EC,1-0,Botafogo RJ
Sat May 1 2004,Goias EC,4-0,Gremio Porto Alegre
Sat May 1 2004,Internacional,1-0,Paysandu SC
Sat May 1 2004,Atletico Mineiro,1-2,Ponte Preta
Sun May 2 2004,EC Vitoria Ba,3-1,Figueirense
Sun May 2 2004,Fluminense RJ,1-0,Vasco Da Gama
Sun May 2 2004,Juventude RS,4-0,Parana Clube
Sun May 2 2004,Atletico Paranaense,1-1,Coritiba FC
Sun May 2 2004,Guarani FC,2-3,Sao Paulo FC
Sun May 2 2004,Flamengo RJ,1-1,Sao Caetano
Sun May 2 2004,Santos FC,1-3,Cruzeiro EC
Sun May 2 2004,Corinthians SP,0-4,Se Palmeiras
Sat May 8 2004,Parana Clube,2-0,Cruzeiro EC
Sat May 8 2004,Se Palmeiras,3-0,Ponte Preta
Sat May 8 2004,Sao Caetano,5-0,Criciuma EC
Sat May 8 2004,Guarani FC,0-0,Atletico Paranaense
Sat May 8 2004,Santos FC,2-1,Juventude RS
Sat May 8 2004,Vasco Da Gama,1-1,Gremio Porto Alegre
Sun May 9 2004,EC Vitoria Ba,5-1,Flamengo RJ
Sun May 9 2004,Goias EC,1-0,Figueirense
Sun May 9 2004,Internacional,0-0,Fluminense RJ
Sun May 9 2004,Atletico Mineiro,2-2,Corinthians SP
Sun May 9 2004,Botafogo RJ,2-2,Paysandu SC
Sun May 9 2004,Coritiba FC,1-2,Sao Paulo FC
Sat May 15 2004,Atletico Paranaense,1-0,Santos FC
Sat May 15 2004,Paysandu SC,1-2,Vasco Da Gama
Sun May 16 2004,Ponte Preta,0-0,Coritiba FC
Sun May 16 2004,Sao Paulo FC,2-2,Parana Clube
Sun May 16 2004,Figueirense,1-0,Sao Caetano
Sun May 16 2004,Cruzeiro EC,2-1,Se Palmeiras
Sun May 16 2004,Criciuma EC,7-2,Goias EC
Sun May 16 2004,Fluminense RJ,1-0,EC Vitoria Ba
Sun May 16 2004,Gremio Porto Alegre,2-2,Botafogo RJ
Sun May 16 2004,Juventude RS,1-1,Atletico Mineiro
Sun May 16 2004,Flamengo RJ,1-2,Internacional
Sun May 16 2004,Corinthians SP,1-0,Guarani FC
Sat May 22 2004,Internacional,1-0,Goias EC
Sat May 22 2004,Paysandu SC,1-3,Gremio Porto Alegre
Sat May 22 2004,Botafogo RJ,1-1,Figueirense
Sat May 22 2004,Coritiba FC,0-1,Atletico Mineiro
Sun May 23 2004,Cruzeiro EC,2-1,Sao Paulo FC
Sun May 23 2004,Criciuma EC,2-0,EC Vitoria Ba
Sun May 23 2004,Parana Clube,0-1,Ponte Preta
Sun May 23 2004,Sao Caetano,3-2,Vasco Da Gama
Sun May 23 2004,Juventude RS,2-0,Guarani FC
Sun May 23 2004,Flamengo RJ,1-2,Fluminense RJ
Sun May 23 2004,Santos FC,0-4,Se Palmeiras
Sun May 23 2004,Corinthians SP,0-5,Atletico Paranaense
Sat May 29 2004,Ponte Preta,0-1,Juventude RS
Sat May 29 2004,Figueirense,1-1,Paysandu SC
Sat May 29 2004,EC Vitoria Ba,2-1,Internacional
Sat May 29 2004,Se Palmeiras,2-0,Coritiba FC
Sat May 29 2004,Fluminense RJ,1-1,Criciuma EC
Sun May 30 2004,Sao Paulo FC,1-1,Corinthians SP
Sun May 30 2004,Goias EC,2-2,Flamengo RJ
Sun May 30 2004,Gremio Porto Alegre,1-2,Sao Caetano
Sun May 30 2004,Atletico Paranaense,3-1,Cruzeiro EC
Sun May 30 2004,Guarani FC,1-0,Parana Clube
Sun May 30 2004,Atletico Mineiro,3-3,Santos FC
Sun May 30 2004,Vasco Da Gama,4-0,Botafogo RJ
Sat Jun 12 2004,Sao Paulo FC,3-2,Gremio Porto Alegre
Sat Jun 12 2004,Internacional,4-1,Atletico Mineiro
Sat Jun 12 2004,Parana Clube,1-1,Botafogo RJ
Sat Jun 12 2004,Fluminense RJ,1-1,Guarani FC
Sun Jun 13 2004,Ponte Preta,0-2,Figueirense
Sun Jun 13 2004,Cruzeiro EC,1-0,Paysandu SC
Sun Jun 13 2004,Criciuma EC,2-0,Juventude RS
Sun Jun 13 2004,EC Vitoria Ba,1-2,Santos FC
Sun Jun 13 2004,Goias EC,1-1,Corinthians SP
Sun Jun 13 2004,Se Palmeiras,2-2,Vasco Da Gama
Sun Jun 13 2004,Flamengo RJ,3-0,Atletico Paranaense
Sun Jun 13 2004,Coritiba FC,1-0,Sao Caetano
Sat Jun 19 2004,Figueirense,0-0,Cruzeiro EC
Sat Jun 19 2004,Gremio Porto Alegre,1-1,Coritiba FC
Sat Jun 19 2004,Atletico Paranaense,1-3,EC Vitoria Ba
Sat Jun 19 2004,Vasco Da Gama,0-0,Parana Clube
Sun Jun 20 2004,Sao Caetano,1-1,Se Palmeiras
Sun Jun 20 2004,Juventude RS,1-1,Goias EC
Sun Jun 20 2004,Guarani FC,2-1,Criciuma EC
Sun Jun 20 2004,Atletico Mineiro,2-1,Fluminense RJ
Sun Jun 20 2004,Santos FC,3-0,Internacional
Sun Jun 20 2004,Corinthians SP,1-1,Flamengo RJ
Sun Jun 20 2004,Paysandu SC,1-0,Sao Paulo FC
Sun Jun 20 2004,Botafogo RJ,0-1,Ponte Preta
Fri Jun 25 2004,Sao Caetano,1-0,Juventude RS
Sat Jun 26 2004,Criciuma EC,1-2,Gremio Porto Alegre
Sat Jun 26 2004,Flamengo RJ,0-3,Figueirense
Sat Jun 26 2004,Santos FC,2-1,Guarani FC
Sat Jun 26 2004,Coritiba FC,1-1,Parana Clube
Sun Jun 27 2004,Ponte Preta,1-0,Cruzeiro EC
Sun Jun 27 2004,Goias EC,3-2,Sao Caetano
Sun Jun 27 2004,Internacional,1-3,Vasco Da Gama
Sun Jun 27 2004,Se Palmeiras,2-1,Sao Paulo FC
Sun Jun 27 2004,Juventude RS,1-0,Corinthians SP
Sun Jun 27 2004,Atletico Mineiro,0-1,Atletico Paranaense
Sun Jun 27 2004,Paysandu SC,4-2,EC Vitoria Ba
Sun Jun 27 2004,Botafogo RJ,3-3,Fluminense RJ
Sat Jul 3 2004,Sao Paulo FC,2-0,Ponte Preta
Sat Jul 3 2004,Figueirense,2-2,Vasco Da Gama
Sat Jul 3 2004,EC Vitoria Ba,0-0,Goias EC
Sat Jul 3 2004,Internacional,3-0,Criciuma EC
Sat Jul 3 2004,Fluminense RJ,2-0,Gremio Porto Alegre
