Date,Team 1,FT,Team 2
Sat Aug 25 1956,Rapid Wien,1-1,1. Simmeringer SC
Sun Aug 26 1956,First Vienna FC,5-2,Kapfenberger SV 1919
Sun Aug 26 1956,FC Stadlau,0-2,SC Wacker Wien
Sun Aug 26 1956,Sturm Graz,3-1,Sportclub
Sun Aug 26 1956,Kremser SC,1-1,SK Admira Vienna
Sun Aug 26 1956,Austria Salzburg,3-1,Grazer Ak
Wed Aug 29 1956,Austria Wien,3-2,Wiener AC
Thu Aug 30 1956,Grazer Ak,1-2,SC Wacker Wien
Sat Sep 1 1956,SK Admira Vienna,1-2,Rapid Wien
Sat Sep 1 1956,1. Simmeringer SC,6-4,FC Stadlau
Sun Sep 2 1956,SC Wacker Wien,7-0,Sturm Graz
Sun Sep 2 1956,Wiener AC,2-2,Kremser SC
Sun Sep 2 1956,Kapfenberger SV 1919,2-5,Austria Wien
Sun Sep 2 1956,Grazer Ak,2-1,Sportclub
Sun Sep 2 1956,Austria Salzburg,0-2,First Vienna FC
Wed Sep 5 1956,Sturm Graz,3-4,1. Simmeringer SC
Wed Sep 5 1956,Kremser SC,0-6,Kapfenberger SV 1919
Wed Sep 5 1956,FC Stadlau,3-2,SK Admira Vienna
Wed Sep 5 1956,Sportclub,1-1,SC Wacker Wien
Wed Sep 5 1956,Rapid Wien,7-4,Wiener AC
Sat Sep 8 1956,Wiener AC,4-0,FC Stadlau
Sat Sep 8 1956,1. Simmeringer SC,2-2,Sportclub
Sun Sep 9 1956,Austria Salzburg,8-3,Kremser SC
Sun Sep 9 1956,Kapfenberger SV 1919,4-3,Rapid Wien
Sun Sep 9 1956,SK Admira Vienna,3-2,Sturm Graz
Sun Sep 9 1956,First Vienna FC,3-3,Austria Wien
Wed Sep 12 1956,First Vienna FC,1-0,Grazer Ak
Wed Sep 12 1956,Austria Wien,4-2,Austria Salzburg
Sat Sep 15 1956,Rapid Wien,6-1,Austria Salzburg
Sat Sep 15 1956,Sportclub,0-2,SK Admira Vienna
Sun Sep 16 1956,Kremser SC,0-1,First Vienna FC
Sun Sep 16 1956,SC Wacker Wien,3-0,1. Simmeringer SC
Sun Sep 16 1956,FC Stadlau,0-5,Kapfenberger SV 1919
Sun Sep 16 1956,Sturm Graz,4-0,Wiener AC
Sun Sep 16 1956,Austria Wien,4-0,Grazer Ak
Sat Sep 22 1956,SK Admira Vienna,5-2,SC Wacker Wien
Sat Sep 22 1956,Wiener AC,3-2,Sportclub
Sun Sep 23 1956,First Vienna FC,4-1,Rapid Wien
Sun Sep 23 1956,Austria Wien,0-2,Kremser SC
Sun Sep 23 1956,Kapfenberger SV 1919,2-0,Sturm Graz
Sun Sep 23 1956,Grazer Ak,4-0,1. Simmeringer SC
Sun Sep 23 1956,Austria Salzburg,5-0,FC Stadlau
Sun Oct 7 1956,Rapid Wien,4-1,Austria Wien
Sun Oct 7 1956,SC Wacker Wien,4-0,Wiener AC
Sun Oct 7 1956,Sportclub,1-0,Kapfenberger SV 1919
Sun Oct 7 1956,Kremser SC,2-0,Grazer Ak
Sun Oct 7 1956,1. Simmeringer SC,4-0,SK Admira Vienna
Sun Oct 7 1956,Sturm Graz,0-0,Austria Salzburg
Sat Oct 20 1956,Wiener AC,1-4,1. Simmeringer SC
Sun Oct 21 1956,Kremser SC,0-2,Rapid Wien
Sun Oct 21 1956,First Vienna FC,4-0,Sturm Graz
Sun Oct 21 1956,Austria Wien,4-0,FC Stadlau
Sun Oct 21 1956,Grazer Ak,2-0,SK Admira Vienna
Sun Oct 21 1956,Kapfenberger SV 1919,0-2,SC Wacker Wien
Sun Oct 21 1956,Austria Salzburg,2-1,Sportclub
Wed Oct 24 1956,FC Stadlau,1-1,First Vienna FC
Sat Oct 27 1956,SK Admira Vienna,5-2,Wiener AC
Sat Oct 27 1956,Rapid Wien,1-1,Grazer Ak
Sat Oct 27 1956,1. Simmeringer SC,4-1,Kapfenberger SV 1919
Sun Oct 28 1956,Sturm Graz,1-3,Austria Wien
Thu Nov 1 1956,FC Stadlau,3-2,Kremser SC
Sat Nov 3 1956,Austria Wien,1-0,Sportclub
Sat Nov 3 1956,First Vienna FC,1-1,SC Wacker Wien
Sun Nov 4 1956,Rapid Wien,4-2,FC Stadlau
Sun Nov 4 1956,Kremser SC,4-1,Sturm Graz
Sun Nov 4 1956,Austria Salzburg,1-2,1. Simmeringer SC
Sun Nov 4 1956,Grazer Ak,1-0,Wiener AC
Wed Nov 7 1956,First Vienna FC,4-2,Sportclub
Wed Nov 7 1956,SC Wacker Wien,5-2,Austria Salzburg
Wed Nov 7 1956,Kapfenberger SV 1919,3-2,SK Admira Vienna
Sat Nov 10 1956,Sturm Graz,1-0,Rapid Wien
Sat Nov 10 1956,1. Simmeringer SC,2-2,First Vienna FC
Sun Nov 11 1956,SC Wacker Wien,1-2,Austria Wien
Sun Nov 11 1956,Wiener AC,4-2,Kapfenberger SV 1919
Sun Nov 11 1956,Sportclub,5-0,Kremser SC
Sun Nov 11 1956,SK Admira Vienna,5-1,Austria Salzburg
Sun Nov 11 1956,FC Stadlau,0-2,Grazer Ak
Sun Nov 18 1956,Rapid Wien,3-1,Sportclub
Sun Nov 18 1956,First Vienna FC,3-0,SK Admira Vienna
Sun Nov 18 1956,Kremser SC,1-5,SC Wacker Wien
Sun Nov 18 1956,Austria Wien,3-2,1. Simmeringer SC
Sun Nov 18 1956,Grazer Ak,1-1,Kapfenberger SV 1919
Sun Nov 18 1956,Austria Salzburg,2-3,Wiener AC
Sun Nov 18 1956,FC Stadlau,0-0,Sturm Graz
Sat Nov 24 1956,Wiener AC,0-1,First Vienna FC
Sat Nov 24 1956,1. Simmeringer SC,4-2,Kremser SC
Sun Nov 25 1956,SC Wacker Wien,1-0,Rapid Wien
Sun Nov 25 1956,SK Admira Vienna,2-6,Austria Wien
Sun Nov 25 1956,Sportclub,2-0,FC Stadlau
Sun Nov 25 1956,Sturm Graz,1-6,Grazer Ak
Sun Nov 25 1956,Kapfenberger SV 1919,3-2,Austria Salzburg
Sun Dec 2 1956,Kapfenberger SV 1919,2-4,First Vienna FC
Sun Dec 2 1956,SK Admira Vienna,0-2,Kremser SC
Sun Dec 2 1956,Grazer Ak,2-1,Austria Salzburg
Sun Dec 2 1956,1. Simmeringer SC,1-2,Rapid Wien
Sun Dec 2 1956,Wiener AC,3-4,Austria Wien
Sun Dec 2 1956,Sportclub,1-0,Sturm Graz
Sun Dec 2 1956,SC Wacker Wien,5-1,FC Stadlau
Sat Mar 16 1957,Rapid Wien,6-2,SK Admira Vienna
Sun Mar 17 1957,Sturm Graz,2-2,SC Wacker Wien
Sun Mar 17 1957,First Vienna FC,8-3,Austria Salzburg
Sun Mar 17 1957,Austria Wien,2-0,Kapfenberger SV 1919
Sun Mar 17 1957,Kremser SC,3-0,Wiener AC
Sun Mar 17 1957,Sportclub,8-2,Grazer Ak
Sun Mar 17 1957,FC Stadlau,2-3,1. Simmeringer SC
Sat Mar 23 1957,SC Wacker Wien,0-3,Sportclub
Sat Mar 23 1957,1. Simmeringer SC,5-3,Sturm Graz
Sat Mar 23 1957,SK Admira Vienna,3-0,FC Stadlau
Sun Mar 24 1957,Grazer Ak,2-1,First Vienna FC
Sun Mar 24 1957,Wiener AC,1-4,Rapid Wien
Sun Mar 24 1957,Austria Salzburg,0-2,Austria Wien
Sun Mar 24 1957,Kapfenberger SV 1919,2-2,Kremser SC
Sat Mar 30 1957,Sportclub,2-2,1. Simmeringer SC
Sat Mar 30 1957,Rapid Wien,8-1,Kapfenberger SV 1919
Sun Mar 31 1957,Austria Wien,0-3,First Vienna FC
Sun Mar 31 1957,SC Wacker Wien,4-0,Grazer Ak
Sun Mar 31 1957,Kremser SC,3-1,Austria Salzburg
Sun Mar 31 1957,Sturm Graz,5-3,SK Admira Vienna
Sun Mar 31 1957,FC Stadlau,1-1,Wiener AC
Sat Apr 6 1957,Wiener AC,2-0,Sturm Graz
Sun Apr 7 1957,1. Simmeringer SC,3-2,SC Wacker Wien
Sun Apr 7 1957,First Vienna FC,6-2,Kremser SC
Sun Apr 7 1957,Grazer Ak,0-2,Austria Wien
Sun Apr 7 1957,SK Admira Vienna,2-3,Sportclub
Sun Apr 7 1957,Austria Salzburg,4-5,Rapid Wien
Sun Apr 7 1957,Kapfenberger SV 1919,4-1,FC Stadlau
Sat Apr 27 1957,FC Stadlau,3-3,Austria Salzburg
Sat Apr 27 1957,SC Wacker Wien,2-2,SK Admira Vienna
Sat Apr 27 1957,1. Simmeringer SC,3-2,Grazer Ak
Sun Apr 28 1957,Rapid Wien,3-2,First Vienna FC
Sun Apr 28 1957,Sportclub,2-6,Wiener AC
Sun Apr 28 1957,Kremser SC,4-3,Austria Wien
Sun Apr 28 1957,Sturm Graz,4-2,Kapfenberger SV 1919
Sat May 11 1957,Wiener AC,2-2,SC Wacker Wien
Sat May 11 1957,SK Admira Vienna,2-2,1. Simmeringer SC
Sun May 12 1957,Austria Wien,2-3,Rapid Wien
Sun May 12 1957,First Vienna FC,3-0,FC Stadlau
Sun May 12 1957,Grazer Ak,3-2,Kremser SC
Sun May 12 1957,Kapfenberger SV 1919,2-1,Sportclub
Sun May 12 1957,Austria Salzburg,1-2,Sturm Graz
Sat May 18 1957,1. Simmeringer SC,2-2,Wiener AC
Sun May 19 1957,Sturm Graz,3-2,First Vienna FC
Sun May 19 1957,FC Stadlau,0-5,Austria Wien
Sun May 19 1957,Sportclub,6-2,Austria Salzburg
Sun May 19 1957,SK Admira Vienna,1-2,Grazer Ak
Wed May 29 1957,Wiener AC,1-1,SK Admira Vienna
Thu May 30 1957,Sportclub,0-1,First Vienna FC
Thu May 30 1957,Grazer Ak,1-5,Rapid Wien
Thu May 30 1957,Austria Wien,3-2,Sturm Graz
Thu May 30 1957,Austria Salzburg,3-3,SC Wacker Wien
Thu May 30 1957,Kapfenberger SV 1919,2-2,1. Simmeringer SC
Thu May 30 1957,Kremser SC,5-1,FC Stadlau
Sat Jun 1 1957,Sportclub,0-1,Austria Wien
Sat Jun 1 1957,SC Wacker Wien,1-1,First Vienna FC
Sat Jun 1 1957,1. Simmeringer SC,2-4,Austria Salzburg
Sun Jun 2 1957,FC Stadlau,1-9,Rapid Wien
Sun Jun 2 1957,Wiener AC,5-0,Grazer Ak
Sun Jun 2 1957,Sturm Graz,3-2,Kremser SC
Sun Jun 2 1957,SK Admira Vienna,4-0,Kapfenberger SV 1919
Sat Jun 8 1957,Rapid Wien,5-1,Sturm Graz
Sat Jun 8 1957,Austria Wien,3-2,SC Wacker Wien
Sat Jun 8 1957,Grazer Ak,9-1,FC Stadlau
Sat Jun 8 1957,Austria Salzburg,2-1,SK Admira Vienna
Sun Jun 9 1957,First Vienna FC,4-1,1. Simmeringer SC
Sun Jun 9 1957,Kremser SC,2-1,Sportclub
Sun Jun 9 1957,Kapfenberger SV 1919,3-1,Wiener AC
Sat Jun 15 1957,Sportclub,0-2,Rapid Wien
Sat Jun 15 1957,1. Simmeringer SC,2-2,Austria Wien
Sun Jun 16 1957,SK Admira Vienna,2-1,First Vienna FC
Sun Jun 16 1957,Wiener AC,8-0,Austria Salzburg
Sun Jun 16 1957,SC Wacker Wien,5-2,Kremser SC
Sun Jun 16 1957,Kapfenberger SV 1919,4-0,Grazer Ak
Sun Jun 16 1957,Sturm Graz,5-1,FC Stadlau
Wed Jun 19 1957,Austria Wien,0-1,SK Admira Vienna
Wed Jun 19 1957,Rapid Wien,2-4,SC Wacker Wien
Thu Jun 20 1957,First Vienna FC,3-1,Wiener AC
Thu Jun 20 1957,Grazer Ak,3-2,Sturm Graz
Thu Jun 20 1957,Kremser SC,4-4,1. Simmeringer SC
Thu Jun 20 1957,Austria Salzburg,2-3,Kapfenberger SV 1919
Thu Jun 20 1957,FC Stadlau,1-4,Sportclub
