Date,Team 1,FT,Team 2
Sat Aug 21 1965,Toulouse FC,1-0,Angers Sco
Sun Aug 22 1965,Ua Sedan Torcy,3-1,Stade Rennes
Sun Aug 22 1965,FC Nantes,2-0,Olympique Lyon
Sun Aug 22 1965,Red Star Olympique,2-0,Valenciennes FC
Sun Aug 22 1965,As Monaco,2-0,Lille OSC
Sun Aug 22 1965,As Saint Etienne,2-1,Nimes Olympique
Sun Aug 22 1965,As Cannes,2-1,Girondins Bordeaux
Sun Aug 22 1965,RC Lens,1-0,Stade Francais
Sun Aug 22 1965,FC Sochaux,1-0,OGC Nice
Sun Aug 22 1965,RC Strasbourg,0-0,FC Rouen
Sat Aug 28 1965,Ua Sedan Torcy,3-0,FC Sochaux
Sat Aug 28 1965,FC Nantes,4-2,RC Lens
Sat Aug 28 1965,As Saint Etienne,1-3,As Monaco
Sat Aug 28 1965,OGC Nice,0-2,RC Strasbourg
Sat Aug 28 1965,FC Rouen,1-0,As Cannes
Sat Aug 28 1965,Nimes Olympique,3-1,Red Star Olympique
Sat Aug 28 1965,Lille OSC,1-0,Toulouse FC
Sat Aug 28 1965,Valenciennes FC,2-1,Stade Rennes
Sat Aug 28 1965,Girondins Bordeaux,2-2,Olympique Lyon
Sun Aug 29 1965,Angers Sco,0-0,Stade Francais
Wed Sep 1 1965,As Monaco,3-0,FC Rouen
Wed Sep 1 1965,Stade Francais,0-1,FC Nantes
Wed Sep 1 1965,RC Strasbourg,3-3,Ua Sedan Torcy
Wed Sep 1 1965,As Cannes,2-0,Lille OSC
Wed Sep 1 1965,FC Sochaux,2-3,As Saint Etienne
Wed Sep 1 1965,Nimes Olympique,2-2,Valenciennes FC
Wed Sep 1 1965,Olympique Lyon,2-0,OGC Nice
Wed Sep 1 1965,Toulouse FC,0-0,Girondins Bordeaux
Wed Sep 1 1965,RC Lens,2-2,Angers Sco
Wed Sep 1 1965,Stade Rennes,2-1,Red Star Olympique
Sat Sep 4 1965,FC Nantes,5-3,Angers Sco
Sat Sep 4 1965,Ua Sedan Torcy,2-0,Nimes Olympique
Sat Sep 4 1965,As Saint Etienne,3-0,Toulouse FC
Sat Sep 4 1965,Valenciennes FC,3-2,RC Strasbourg
Sat Sep 4 1965,Girondins Bordeaux,10-0,Stade Francais
Sat Sep 4 1965,FC Rouen,0-0,Olympique Lyon
Sun Sep 5 1965,OGC Nice,1-2,As Monaco
Sun Sep 5 1965,Stade Rennes,2-2,As Cannes
Sun Sep 5 1965,Lille OSC,1-1,RC Lens
Sun Sep 5 1965,Red Star Olympique,1-1,FC Sochaux
Thu Sep 9 1965,As Monaco,3-3,Ua Sedan Torcy
Thu Sep 9 1965,RC Lens,0-0,FC Rouen
Fri Sep 10 1965,Toulouse FC,0-0,FC Nantes
Fri Sep 10 1965,As Cannes,2-8,As Saint Etienne
Fri Sep 10 1965,RC Strasbourg,7-1,Red Star Olympique
Fri Sep 10 1965,Olympique Lyon,6-3,Lille OSC
Fri Sep 10 1965,FC Sochaux,1-1,Valenciennes FC
Fri Sep 10 1965,Angers Sco,0-0,Girondins Bordeaux
Fri Sep 10 1965,Nimes Olympique,2-2,Stade Rennes
Fri Sep 10 1965,Stade Francais,2-1,OGC Nice
Fri Sep 17 1965,OGC Nice,2-1,Toulouse FC
Sat Sep 18 1965,Girondins Bordeaux,1-2,FC Nantes
Sat Sep 18 1965,As Saint Etienne,5-1,RC Strasbourg
Sat Sep 18 1965,Ua Sedan Torcy,3-1,As Cannes
Sat Sep 18 1965,FC Rouen,2-1,Stade Francais
Sat Sep 18 1965,Stade Rennes,4-3,FC Sochaux
Sun Sep 19 1965,Valenciennes FC,1-0,As Monaco
Sun Sep 19 1965,Red Star Olympique,2-2,Olympique Lyon
Sun Sep 19 1965,Lille OSC,1-0,Angers Sco
Fri Sep 24 1965,Olympique Lyon,2-1,Ua Sedan Torcy
Fri Sep 24 1965,As Cannes,0-1,Valenciennes FC
Sat Sep 25 1965,FC Nantes,2-1,OGC Nice
Sat Sep 25 1965,Angers Sco,1-1,As Saint Etienne
Sat Sep 25 1965,As Monaco,2-1,Red Star Olympique
Sat Sep 25 1965,RC Strasbourg,3-1,Stade Rennes
Sat Sep 25 1965,RC Lens,0-1,Girondins Bordeaux
Sat Sep 25 1965,Toulouse FC,6-5,FC Rouen
Sat Sep 25 1965,FC Sochaux,3-1,Nimes Olympique
Sun Sep 26 1965,Stade Francais,1-1,Lille OSC
Tue Sep 28 1965,Valenciennes FC,1-0,Olympique Lyon
Wed Sep 29 1965,FC Rouen,0-0,FC Nantes
Wed Sep 29 1965,As Saint Etienne,0-0,Stade Francais
Wed Sep 29 1965,Ua Sedan Torcy,3-1,Angers Sco
Wed Sep 29 1965,Lille OSC,0-0,Girondins Bordeaux
Wed Sep 29 1965,Nimes Olympique,4-1,RC Strasbourg
Wed Sep 29 1965,FC Sochaux,0-1,Toulouse FC
Wed Sep 29 1965,OGC Nice,0-3,RC Lens
Wed Sep 29 1965,Red Star Olympique,3-2,As Cannes
Sat Oct 2 1965,FC Nantes,3-1,Lille OSC
Sat Oct 2 1965,As Monaco,4-0,Nimes Olympique
Sat Oct 2 1965,RC Strasbourg,5-1,FC Sochaux
Sun Oct 3 1965,Olympique Lyon,1-1,As Saint Etienne
Sun Oct 3 1965,Toulouse FC,2-2,Ua Sedan Torcy
Sun Oct 3 1965,RC Lens,1-1,Valenciennes FC
Sun Oct 3 1965,Girondins Bordeaux,4-1,FC Rouen
Sun Oct 3 1965,Stade Francais,1-1,Red Star Olympique
Sun Oct 3 1965,Angers Sco,5-3,Stade Rennes
Sun Oct 3 1965,As Cannes,1-3,OGC Nice
Wed Oct 6 1965,Nimes Olympique,4-5,RC Lens
Tue Oct 12 1965,Stade Rennes,0-1,As Monaco
