Date,Team 1,FT,Team 2
Fri Aug 20 1965,Sportclub,1-1,LASK Linz
Sat Aug 21 1965,Austria Wien,3-1,SV Schwechat
Sat Aug 21 1965,1. Wiener Neustädter SC,3-1,Rapid Wien
Sat Aug 21 1965,Austria Salzburg,3-0,Grazer Ak
Sat Aug 21 1965,FC Wacker Innsbruck,0-0,SK Admira Vienna
Sun Aug 22 1965,1. Simmeringer SC,4-4,Kapfenberger SV 1919
Sun Aug 22 1965,Austria Klagenfurt,6-3,First Vienna FC
Sat Aug 28 1965,SK Admira Vienna,2-1,Austria Salzburg
Sat Aug 28 1965,1. Simmeringer SC,0-1,Austria Wien
Sat Aug 28 1965,Rapid Wien,4-1,Austria Klagenfurt
Sat Aug 28 1965,LASK Linz,3-0,1. Wiener Neustädter SC
Sat Aug 28 1965,Kapfenberger SV 1919,1-0,First Vienna FC
Sat Aug 28 1965,Grazer Ak,2-2,Sportclub
Sun Aug 29 1965,SV Schwechat,0-1,FC Wacker Innsbruck
Fri Sep 10 1965,First Vienna FC,2-4,Rapid Wien
Sat Sep 11 1965,Austria Salzburg,2-5,SV Schwechat
Sat Sep 11 1965,Austria Klagenfurt,1-1,LASK Linz
Sat Sep 11 1965,Austria Wien,3-1,Kapfenberger SV 1919
Sat Sep 11 1965,1. Wiener Neustädter SC,2-2,Grazer Ak
Sat Sep 11 1965,FC Wacker Innsbruck,5-2,1. Simmeringer SC
Sun Sep 12 1965,Sportclub,1-2,SK Admira Vienna
Sat Sep 18 1965,1. Simmeringer SC,1-0,Austria Salzburg
Sat Sep 18 1965,SV Schwechat,0-2,Sportclub
Sat Sep 18 1965,LASK Linz,5-3,First Vienna FC
Sat Sep 18 1965,Kapfenberger SV 1919,0-0,Rapid Wien
Sat Sep 18 1965,Grazer Ak,0-2,Austria Klagenfurt
Sun Sep 19 1965,SK Admira Vienna,8-1,1. Wiener Neustädter SC
Sun Sep 19 1965,Austria Wien,2-1,FC Wacker Innsbruck
Sat Sep 25 1965,Sportclub,5-1,1. Simmeringer SC
Sat Sep 25 1965,First Vienna FC,3-2,Grazer Ak
Sat Sep 25 1965,1. Wiener Neustädter SC,0-1,SV Schwechat
Sat Sep 25 1965,Austria Salzburg,1-6,Austria Wien
Sat Sep 25 1965,FC Wacker Innsbruck,6-0,Kapfenberger SV 1919
Sun Sep 26 1965,Rapid Wien,3-0,LASK Linz
Sun Sep 26 1965,Austria Klagenfurt,1-3,SK Admira Vienna
Sat Oct 2 1965,SV Schwechat,1-0,Austria Klagenfurt
Sat Oct 2 1965,1. Simmeringer SC,3-3,1. Wiener Neustädter SC
Sat Oct 2 1965,FC Wacker Innsbruck,3-0,Austria Salzburg
Sun Oct 3 1965,SK Admira Vienna,2-0,First Vienna FC
Sun Oct 3 1965,Austria Wien,2-0,Sportclub
Sun Oct 3 1965,Grazer Ak,0-4,Rapid Wien
Sun Oct 3 1965,Kapfenberger SV 1919,0-0,LASK Linz
Sat Oct 16 1965,Sportclub,3-0,FC Wacker Innsbruck
Sat Oct 16 1965,First Vienna FC,2-0,SV Schwechat
Sat Oct 16 1965,1. Wiener Neustädter SC,1-3,Austria Wien
Sat Oct 16 1965,LASK Linz,3-1,Grazer Ak
Sat Oct 16 1965,Austria Salzburg,4-1,Kapfenberger SV 1919
Sun Oct 17 1965,Rapid Wien,1-1,SK Admira Vienna
Sun Oct 17 1965,Austria Klagenfurt,2-0,1. Simmeringer SC
Sat Oct 23 1965,1. Simmeringer SC,1-4,First Vienna FC
Sat Oct 23 1965,Austria Salzburg,2-5,Sportclub
Sat Oct 23 1965,FC Wacker Innsbruck,2-0,1. Wiener Neustädter SC
