Date,Team 1,FT,Team 2
Wed Aug 6 1947,AC Milan,4-2,Ssc Napoli
Wed Aug 6 1947,Unione Triestina,2-0,Ac Venezia
Wed Aug 6 1947,Sampdoria,1-5,Inter
Wed Aug 6 1947,Vicenza Calcio,5-2,As Livorno
Wed Aug 6 1947,Modena FC,2-4,Torino FC
Wed Aug 6 1947,Brescia Calcio,4-1,Atalanta
Wed Aug 6 1947,Bologna FC,1-1,Acf Fiorentina
Wed Aug 6 1947,As Bari,2-0,Genoa CFc
Wed Aug 6 1947,As Roma,0-2,US Alessandria 1912
Wed Aug 6 1947,Juventus,3-3,Lazio Roma
Sun Sep 14 1947,Inter,1-1,Modena FC
Sun Sep 14 1947,Torino FC,4-0,Ssc Napoli
Sun Sep 14 1947,Sampdoria,2-2,Unione Triestina
Sun Sep 14 1947,Lucchese,0-3,Genoa CFc
Sun Sep 14 1947,Lazio Roma,1-2,AC Milan
Sun Sep 14 1947,Acf Fiorentina,1-0,As Roma
Sun Sep 14 1947,Bologna FC,2-2,Pro Patria
Sun Sep 14 1947,Atalanta,3-1,As Bari
Sun Sep 14 1947,US Alessandria 1912,1-3,Juventus
Sun Sep 14 1947,As Livorno,2-0,Vicenza Calcio
Sun Sep 21 1947,Juventus,4-1,Sampdoria
Sun Sep 21 1947,Lucchese,1-0,Bologna FC
Sun Sep 21 1947,Salernitana Calcio 1919,2-0,Lazio Roma
Sun Sep 21 1947,As Roma,1-0,As Livorno
Sun Sep 21 1947,Modena FC,1-1,Acf Fiorentina
Sun Sep 21 1947,US Alessandria 1912,4-0,Vicenza Calcio
Sun Sep 21 1947,Genoa CFc,3-2,Ssc Napoli
Sun Sep 21 1947,As Bari,1-0,Torino FC
Sun Sep 21 1947,Atalanta,1-1,Inter
Sun Sep 21 1947,AC Milan,4-2,Pro Patria
Sun Sep 28 1947,Inter,6-0,US Alessandria 1912
Sun Sep 28 1947,Vicenza Calcio,2-0,Salernitana Calcio 1919
Sun Sep 28 1947,Torino FC,6-0,Lucchese
Sun Sep 28 1947,Pro Patria,1-0,Sampdoria
Sun Sep 28 1947,Lazio Roma,1-0,Modena FC
Sun Sep 28 1947,Genoa CFc,2-3,Juventus
Sun Sep 28 1947,Acf Fiorentina,2-1,AC Milan
Sun Sep 28 1947,Bologna FC,3-1,Atalanta
Sun Sep 28 1947,As Bari,2-1,As Roma
Sun Sep 28 1947,As Livorno,2-1,Unione Triestina
Sun Oct 5 1947,Ssc Napoli,0-0,Lazio Roma
Sun Oct 5 1947,Vicenza Calcio,3-1,As Bari
Sun Oct 5 1947,Unione Triestina,0-0,Salernitana Calcio 1919
Sun Oct 5 1947,Sampdoria,1-4,Inter
Sun Oct 5 1947,Pro Patria,1-0,Acf Fiorentina
Sun Oct 5 1947,Modena FC,3-0,As Livorno
Sun Oct 5 1947,AC Milan,2-0,Genoa CFc
Sun Oct 5 1947,Juventus,1-0,Atalanta
Sun Oct 5 1947,US Alessandria 1912,0-2,Bologna FC
Sun Oct 5 1947,As Roma,1-7,Torino FC
Sun Oct 12 1947,Inter,4-2,Juventus
Sun Oct 12 1947,Unione Triestina,1-1,As Bari
Sun Oct 12 1947,Torino FC,2-0,Vicenza Calcio
Sun Oct 12 1947,Salernitana Calcio 1919,5-2,Lucchese
Sun Oct 12 1947,Lazio Roma,1-0,Pro Patria
Sun Oct 12 1947,Genoa CFc,3-0,US Alessandria 1912
Sun Oct 12 1947,Acf Fiorentina,1-0,Ssc Napoli
Sun Oct 12 1947,Bologna FC,2-2,As Roma
Sun Oct 12 1947,Atalanta,2-1,Modena FC
Sun Oct 12 1947,As Livorno,1-1,AC Milan
Sun Oct 19 1947,Lucchese,1-0,Acf Fiorentina
Sun Oct 19 1947,AC Milan,2-1,Bologna FC
Sun Oct 19 1947,Sampdoria,1-0,Atalanta
Sun Oct 19 1947,Pro Patria,0-2,Torino FC
Sun Oct 19 1947,Ssc Napoli,1-1,Vicenza Calcio
Sun Oct 19 1947,Lazio Roma,1-0,Inter
Sun Oct 19 1947,Juventus,0-1,Unione Triestina
Sun Oct 19 1947,As Bari,0-0,Salernitana Calcio 1919
Sun Oct 19 1947,US Alessandria 1912,1-0,As Livorno
Sun Oct 19 1947,Modena FC,3-2,Genoa CFc
Sun Oct 26 1947,Inter,6-0,Lucchese
Sun Oct 26 1947,Vicenza Calcio,0-0,Modena FC
Sun Oct 26 1947,Unione Triestina,2-0,AC Milan
Sun Oct 26 1947,Torino FC,1-1,Juventus
Sun Oct 26 1947,As Livorno,2-2,Pro Patria
Sun Oct 26 1947,Genoa CFc,3-1,Lazio Roma
Sun Oct 26 1947,Acf Fiorentina,1-0,Salernitana Calcio 1919
Sun Oct 26 1947,Bologna FC,1-0,Sampdoria
Sun Oct 26 1947,US Alessandria 1912,2-1,Ssc Napoli
Sun Oct 26 1947,As Roma,4-1,Atalanta
Sun Nov 2 1947,Juventus,1-1,Lazio Roma
Sun Nov 2 1947,Salernitana Calcio 1919,3-3,Ssc Napoli
Sun Nov 2 1947,As Roma,1-1,Pro Patria
Sun Nov 2 1947,Sampdoria,6-1,Vicenza Calcio
Sun Nov 2 1947,Lucchese,1-1,Unione Triestina
Sun Nov 2 1947,Bologna FC,1-0,Torino FC
Sun Nov 2 1947,As Bari,1-1,Modena FC
Sun Nov 2 1947,Atalanta,0-0,US Alessandria 1912
Sun Nov 2 1947,AC Milan,3-2,Inter
Sun Nov 2 1947,Acf Fiorentina,1-1,As Livorno
Sun Nov 16 1947,As Livorno,3-2,Inter
Sun Nov 16 1947,Vicenza Calcio,2-1,Bologna FC
Sun Nov 16 1947,Torino FC,7-1,Salernitana Calcio 1919
Sun Nov 16 1947,Pro Patria,3-1,Unione Triestina
Sun Nov 16 1947,AC Milan,1-0,Atalanta
Sun Nov 16 1947,Lazio Roma,0-1,As Roma
Sun Nov 16 1947,Genoa CFc,2-1,Sampdoria
Sun Nov 16 1947,As Bari,1-0,Acf Fiorentina
Sun Nov 16 1947,US Alessandria 1912,4-2,Lucchese
Sun Nov 16 1947,Ssc Napoli,0-0,Juventus
Sun Nov 23 1947,Lucchese,1-0,As Bari
Sun Nov 23 1947,Modena FC,1-0,US Alessandria 1912
Sun Nov 23 1947,Unione Triestina,2-1,Lazio Roma
Sun Nov 23 1947,Sampdoria,0-1,Torino FC
Sun Nov 23 1947,As Roma,1-4,AC Milan
Sun Nov 23 1947,Juventus,6-1,As Livorno
Sun Nov 23 1947,Inter,1-0,Genoa CFc
Sun Nov 23 1947,Acf Fiorentina,1-1,Bologna FC
Sun Nov 23 1947,Atalanta,0-0,Salernitana Calcio 1919
Sun Nov 23 1947,Ssc Napoli,1-0,Pro Patria
Sun Nov 30 1947,Lucchese,0-0,AC Milan
Sun Nov 30 1947,Vicenza Calcio,1-1,As Roma
Sun Nov 30 1947,Unione Triestina,1-0,Acf Fiorentina
Sun Nov 30 1947,Sampdoria,2-1,Ssc Napoli
Sun Nov 30 1947,Pro Patria,3-2,Genoa CFc
Sun Nov 30 1947,Lazio Roma,1-1,Atalanta
Sun Nov 30 1947,Inter,4-1,As Bari
Sun Nov 30 1947,Bologna FC,4-1,As Livorno
Sun Nov 30 1947,US Alessandria 1912,2-2,Torino FC
Sun Nov 30 1947,Salernitana Calcio 1919,1-0,Modena FC
Sun Dec 7 1947,As Livorno,0-0,Lazio Roma
Sun Dec 7 1947,As Roma,2-0,Sampdoria
Sun Dec 7 1947,Pro Patria,1-0,Salernitana Calcio 1919
Sun Dec 7 1947,Torino FC,5-0,Inter
Sun Dec 7 1947,AC Milan,5-0,Juventus
Sun Dec 7 1947,Bologna FC,0-0,Unione Triestina
Sun Dec 7 1947,As Bari,1-0,US Alessandria 1912
Sun Dec 7 1947,Atalanta,5-0,Lucchese
Sun Dec 7 1947,Ssc Napoli,5-1,Modena FC
Sun Dec 7 1947,Genoa CFc,4-0,Vicenza Calcio
Sun Dec 21 1947,Juventus,1-1,Lucchese
Sun Dec 21 1947,Unione Triestina,1-0,Vicenza Calcio
Sun Dec 21 1947,Salernitana Calcio 1919,2-1,Sampdoria
Sun Dec 21 1947,Ssc Napoli,1-2,As Roma
Sun Dec 21 1947,Lazio Roma,3-3,As Bari
Sun Dec 21 1947,Inter,4-0,Pro Patria
Sun Dec 21 1947,Genoa CFc,0-0,As Livorno
Sun Dec 21 1947,Acf Fiorentina,2-1,US Alessandria 1912
Sun Dec 21 1947,Atalanta,1-0,Torino FC
Sun Dec 21 1947,Modena FC,1-1,Bologna FC
Sun Dec 28 1947,Lucchese,2-0,Pro Patria
Sun Dec 28 1947,Torino FC,6-0,Unione Triestina
Sun Dec 28 1947,Sampdoria,0-0,Acf Fiorentina
Sun Dec 28 1947,Vicenza Calcio,1-4,Inter
Sun Dec 28 1947,AC Milan,2-1,Modena FC
Sun Dec 28 1947,Bologna FC,0-0,Lazio Roma
Sun Dec 28 1947,As Bari,0-2,Genoa CFc
Sun Dec 28 1947,US Alessandria 1912,3-0,Salernitana Calcio 1919
Sun Dec 28 1947,As Roma,2-3,Juventus
Sun Dec 28 1947,As Livorno,1-0,Ssc Napoli
Thu Jan 1 1948,Lazio Roma,1-0,Lucchese
Thu Jan 1 1948,Vicenza Calcio,0-1,Juventus
Thu Jan 1 1948,Torino FC,5-0,Acf Fiorentina
Thu Jan 1 1948,Sampdoria,0-0,AC Milan
Thu Jan 1 1948,Modena FC,0-0,Unione Triestina
Thu Jan 1 1948,Inter,2-1,Bologna FC
Thu Jan 1 1948,As Bari,1-3,Pro Patria
Thu Jan 1 1948,Atalanta,2-1,Ssc Napoli
Thu Jan 1 1948,US Alessandria 1912,4-0,As Roma
Thu Jan 1 1948,Salernitana Calcio 1919,4-1,Genoa CFc
Sun Jan 4 1948,Lucchese,2-1,Sampdoria
Sun Jan 4 1948,Atalanta,2-0,Vicenza Calcio
Sun Jan 4 1948,Acf Fiorentina,1-0,Inter
Sun Jan 4 1948,Genoa CFc,2-4,As Roma
Sun Jan 4 1948,Lazio Roma,0-0,Torino FC
Sun Jan 4 1948,AC Milan,8-1,As Bari
Sun Jan 4 1948,Pro Patria,3-2,US Alessandria 1912
Sun Jan 4 1948,Salernitana Calcio 1919,2-4,As Livorno
Sun Jan 4 1948,Unione Triestina,1-0,Ssc Napoli
Sun Jan 4 1948,Juventus,0-1,Modena FC
Sun Jan 11 1948,As Livorno,1-3,Torino FC
Sun Jan 11 1948,Vicenza Calcio,2-1,Lazio Roma
Sun Jan 11 1948,As Roma,2-3,Inter
Sun Jan 11 1948,Ssc Napoli,1-1,Bologna FC
Sun Jan 11 1948,AC Milan,2-0,Salernitana Calcio 1919
