Date,Team 1,FT,Team 2
Fri Aug 18 2006,Sparta Rotterdam,1-2,Vitesse
Sat Aug 19 2006,ADO Den Haag,2-3,SC Heerenveen
Sat Aug 19 2006,Willem II,2-1,FC Utrecht
Sat Aug 19 2006,Sbv Excelsior,0-1,Roda JC Kerkrade
Sat Aug 19 2006,AZ Alkmaar,8-1,NAC Breda
Sun Aug 20 2006,AFC Ajax,5-0,RKC Waalwijk
Sun Aug 20 2006,FC Groningen,3-0,Feyenoord
Sun Aug 20 2006,Heracles Almelo,3-0,FC Twente
Sun Aug 20 2006,PSV Eindhoven,3-1,NEC Nijmegen
Fri Aug 25 2006,Roda JC Kerkrade,1-0,ADO Den Haag
Sat Aug 26 2006,SC Heerenveen,5-0,Willem II
Sat Aug 26 2006,FC Utrecht,2-2,Sparta Rotterdam
Sat Aug 26 2006,RKC Waalwijk,1-1,Sbv Excelsior
Sat Aug 26 2006,Vitesse,1-3,AZ Alkmaar
Sun Aug 27 2006,FC Twente,1-0,PSV Eindhoven
Sun Aug 27 2006,Feyenoord,0-0,Heracles Almelo
Sun Aug 27 2006,NEC Nijmegen,1-1,FC Groningen
Sun Aug 27 2006,NAC Breda,1-2,AFC Ajax
Fri Sep 8 2006,ADO Den Haag,0-2,NAC Breda
Fri Sep 8 2006,FC Twente,2-2,Roda JC Kerkrade
Sat Sep 9 2006,Willem II,1-3,PSV Eindhoven
Sat Sep 9 2006,Sbv Excelsior,3-1,SC Heerenveen
Sun Sep 10 2006,AFC Ajax,3-0,Vitesse
Sun Sep 10 2006,FC Groningen,2-1,Heracles Almelo
Sun Sep 10 2006,FC Utrecht,5-0,RKC Waalwijk
Sun Sep 10 2006,NEC Nijmegen,0-2,AZ Alkmaar
Sun Sep 10 2006,Sparta Rotterdam,1-4,Feyenoord
Fri Sep 15 2006,RKC Waalwijk,1-0,ADO Den Haag
Sat Sep 16 2006,Sbv Excelsior,3-2,Willem II
