Date,Team 1,FT,Team 2
Sat Jul 21 1990,As Cannes,2-1,Montpellier HSC
Sat Jul 21 1990,Paris Saint Germain,2-1,As Nancy
Sat Jul 21 1990,Olympique Marseille,1-0,OGC Nice
Sat Jul 21 1990,FC Metz,2-2,Lille OSC
Sat Jul 21 1990,FC Sochaux,1-1,Stade Brest
Sat Jul 21 1990,Toulouse FC,0-0,Aj Auxerre
Sat Jul 21 1990,Girondins Bordeaux,0-0,Olympique Lyon
Sat Jul 21 1990,FC Nantes,0-0,SM Caen
Sat Jul 21 1990,As Saint Etienne,0-0,Stade Rennes
Sat Jul 21 1990,As Monaco,2-1,Sporting Toulon Var
Fri Jul 27 1990,FC Metz,0-2,Olympique Marseille
Sat Jul 28 1990,Aj Auxerre,0-1,As Monaco
Sat Jul 28 1990,SM Caen,2-0,Girondins Bordeaux
Sat Jul 28 1990,Stade Rennes,2-1,Paris Saint Germain
Sat Jul 28 1990,Olympique Lyon,1-0,As Cannes
Sat Jul 28 1990,Montpellier HSC,2-0,FC Sochaux
Sat Jul 28 1990,Lille OSC,1-1,FC Nantes
Sat Jul 28 1990,As Nancy,0-0,Stade Brest
Sat Jul 28 1990,OGC Nice,1-1,Toulouse FC
Sat Jul 28 1990,Sporting Toulon Var,3-0,As Saint Etienne
Sat Aug 4 1990,As Monaco,3-1,Montpellier HSC
Sat Aug 4 1990,Olympique Marseille,2-1,SM Caen
Sat Aug 4 1990,Toulouse FC,3-1,Olympique Lyon
Sat Aug 4 1990,Stade Brest,0-0,Stade Rennes
Sat Aug 4 1990,As Cannes,0-3,Aj Auxerre
Sat Aug 4 1990,Girondins Bordeaux,1-1,Lille OSC
Sat Aug 4 1990,FC Nantes,1-1,FC Metz
Sat Aug 4 1990,FC Sochaux,1-0,As Nancy
Sat Aug 4 1990,As Saint Etienne,1-0,OGC Nice
Sat Aug 4 1990,Paris Saint Germain,4-0,Sporting Toulon Var
Fri Aug 10 1990,Montpellier HSC,4-0,Paris Saint Germain
Fri Aug 10 1990,OGC Nice,0-0,As Cannes
Sat Aug 11 1990,Olympique Lyon,2-2,Olympique Marseille
Sat Aug 11 1990,FC Nantes,3-1,As Monaco
Sat Aug 11 1990,Stade Rennes,1-0,As Nancy
Sat Aug 11 1990,Aj Auxerre,2-0,As Saint Etienne
Sat Aug 11 1990,Lille OSC,3-0,Toulouse FC
Sat Aug 11 1990,SM Caen,2-0,FC Sochaux
Sat Aug 11 1990,FC Metz,1-0,Girondins Bordeaux
Sat Aug 11 1990,Sporting Toulon Var,1-2,Stade Brest
Sat Aug 18 1990,Olympique Marseille,2-0,Lille OSC
Sat Aug 18 1990,Stade Brest,4-0,OGC Nice
Sat Aug 18 1990,As Monaco,0-0,Olympique Lyon
Sat Aug 18 1990,Paris Saint Germain,1-1,Aj Auxerre
Sat Aug 18 1990,As Cannes,1-1,SM Caen
Sat Aug 18 1990,Toulouse FC,2-1,FC Metz
Sat Aug 18 1990,FC Sochaux,4-0,Stade Rennes
Sat Aug 18 1990,Girondins Bordeaux,2-0,FC Nantes
Sat Aug 18 1990,As Saint Etienne,1-0,Montpellier HSC
Sat Aug 18 1990,As Nancy,2-1,Sporting Toulon Var
Fri Aug 24 1990,Girondins Bordeaux,0-0,As Monaco
Sat Aug 25 1990,FC Nantes,1-1,Olympique Marseille
Sat Aug 25 1990,Aj Auxerre,2-2,Stade Brest
Sat Aug 25 1990,SM Caen,2-0,Toulouse FC
Sat Aug 25 1990,Olympique Lyon,1-0,FC Sochaux
Sat Aug 25 1990,Montpellier HSC,5-0,As Nancy
Sat Aug 25 1990,OGC Nice,1-1,Paris Saint Germain
Sat Aug 25 1990,FC Metz,3-1,As Saint Etienne
Sat Aug 25 1990,Lille OSC,0-2,As Cannes
Sat Aug 25 1990,Sporting Toulon Var,1-0,Stade Rennes
Wed Aug 29 1990,Olympique Marseille,2-0,Girondins Bordeaux
Wed Aug 29 1990,Stade Brest,1-1,Montpellier HSC
Wed Aug 29 1990,As Saint Etienne,0-0,SM Caen
Wed Aug 29 1990,As Monaco,1-1,Lille OSC
Wed Aug 29 1990,As Nancy,1-1,Aj Auxerre
Wed Aug 29 1990,Paris Saint Germain,3-0,Olympique Lyon
Wed Aug 29 1990,As Cannes,0-1,FC Metz
Wed Aug 29 1990,Toulouse FC,2-0,FC Nantes
Wed Aug 29 1990,Stade Rennes,0-3,OGC Nice
Wed Aug 29 1990,FC Sochaux,0-0,Sporting Toulon Var
Sat Sep 8 1990,Olympique Marseille,2-1,Paris Saint Germain
Sat Sep 8 1990,SM Caen,4-1,As Nancy
Sat Sep 8 1990,Aj Auxerre,4-0,Stade Rennes
Sat Sep 8 1990,FC Metz,1-1,As Monaco
Sat Sep 8 1990,Olympique Lyon,2-0,Stade Brest
Sat Sep 8 1990,Lille OSC,3-2,As Saint Etienne
Sat Sep 8 1990,Girondins Bordeaux,2-1,Toulouse FC
Sat Sep 8 1990,FC Nantes,1-0,As Cannes
Sat Sep 8 1990,OGC Nice,3-0,FC Sochaux
Sat Sep 8 1990,Montpellier HSC,0-0,Sporting Toulon Var
Fri Sep 14 1990,OGC Nice,0-0,As Monaco
Sat Sep 15 1990,Toulouse FC,0-2,Olympique Marseille
Sat Sep 15 1990,FC Sochaux,0-1,Aj Auxerre
Sat Sep 15 1990,Paris Saint Germain,3-2,SM Caen
Sat Sep 15 1990,Stade Brest,1-0,FC Metz
Sat Sep 15 1990,As Saint Etienne,0-1,Olympique Lyon
Sat Sep 15 1990,Stade Rennes,1-2,Montpellier HSC
Sat Sep 15 1990,As Nancy,3-2,FC Nantes
Sat Sep 15 1990,As Cannes,1-1,Girondins Bordeaux
Sat Sep 15 1990,Sporting Toulon Var,0-0,Lille OSC
Sat Sep 22 1990,Olympique Marseille,0-1,As Cannes
Sat Sep 22 1990,SM Caen,0-2,As Monaco
Sat Sep 22 1990,Olympique Lyon,0-0,Stade Rennes
Sat Sep 22 1990,FC Metz,2-2,Paris Saint Germain
Sat Sep 22 1990,Lille OSC,1-0,Stade Brest
Sat Sep 22 1990,FC Nantes,2-1,As Saint Etienne
Sat Sep 22 1990,Girondins Bordeaux,1-0,FC Sochaux
Sat Sep 22 1990,Toulouse FC,0-0,As Nancy
Sat Sep 22 1990,OGC Nice,0-0,Sporting Toulon Var
Sun Sep 23 1990,Aj Auxerre,3-2,Montpellier HSC
Fri Sep 28 1990,As Monaco,1-3,Olympique Marseille
Sat Sep 29 1990,Stade Brest,5-0,SM Caen
Sat Sep 29 1990,Montpellier HSC,3-0,OGC Nice
Sat Sep 29 1990,Paris Saint Germain,1-1,FC Nantes
Sat Sep 29 1990,Stade Rennes,0-2,FC Metz
Sat Sep 29 1990,FC Sochaux,0-0,Lille OSC
Sat Sep 29 1990,As Nancy,2-0,Olympique Lyon
Sat Sep 29 1990,As Saint Etienne,0-0,Girondins Bordeaux
Sat Sep 29 1990,As Cannes,0-0,Toulouse FC
Sat Sep 29 1990,Sporting Toulon Var,2-3,Aj Auxerre
Fri Oct 5 1990,FC Nantes,1-0,Stade Brest
Fri Oct 5 1990,Lille OSC,1-1,Stade Rennes
Sat Oct 6 1990,Olympique Marseille,3-1,As Saint Etienne
Sat Oct 6 1990,OGC Nice,1-1,Aj Auxerre
Sat Oct 6 1990,As Cannes,1-2,As Monaco
Sat Oct 6 1990,FC Metz,4-0,As Nancy
Sat Oct 6 1990,Olympique Lyon,3-3,Montpellier HSC
Sat Oct 6 1990,SM Caen,2-0,Sporting Toulon Var
Sat Oct 6 1990,Girondins Bordeaux,3-0,Paris Saint Germain
Sat Oct 6 1990,Toulouse FC,0-0,FC Sochaux
Fri Oct 19 1990,As Monaco,2-1,Toulouse FC
Fri Oct 19 1990,Stade Brest,4-0,Girondins Bordeaux
Sat Oct 20 1990,FC Sochaux,2-1,Olympique Marseille
Sat Oct 20 1990,Aj Auxerre,1-0,Olympique Lyon
Sat Oct 20 1990,Montpellier HSC,5-2,FC Metz
Sat Oct 20 1990,Paris Saint Germain,2-0,Lille OSC
Sat Oct 20 1990,Stade Rennes,1-1,SM Caen
Sat Oct 20 1990,As Nancy,2-1,OGC Nice
Sat Oct 20 1990,As Saint Etienne,1-0,As Cannes
Sat Oct 20 1990,Sporting Toulon Var,3-1,FC Nantes
Fri Oct 26 1990,SM Caen,0-1,Aj Auxerre
Sat Oct 27 1990,Girondins Bordeaux,5-0,As Nancy
Sat Oct 27 1990,FC Nantes,2-0,Stade Rennes
Sat Oct 27 1990,Lille OSC,1-0,Montpellier HSC
Sat Oct 27 1990,Olympique Lyon,1-0,OGC Nice
Sat Oct 27 1990,Toulouse FC,0-0,As Saint Etienne
Sat Oct 27 1990,As Cannes,1-1,FC Sochaux
Sat Oct 27 1990,FC Metz,0-0,Sporting Toulon Var
Sun Oct 28 1990,As Monaco,2-0,Paris Saint Germain
Sun Oct 28 1990,Olympique Marseille,3-1,Stade Brest
Fri Nov 2 1990,Stade Rennes,2-1,Girondins Bordeaux
Fri Nov 2 1990,Montpellier HSC,0-0,SM Caen
Sat Nov 3 1990,Aj Auxerre,3-2,Lille OSC
Sat Nov 3 1990,As Nancy,2-0,Olympique Marseille
Sat Nov 3 1990,As Saint Etienne,1-0,As Monaco
Sat Nov 3 1990,OGC Nice,1-2,FC Metz
Sat Nov 3 1990,Stade Brest,0-0,Toulouse FC
Sat Nov 3 1990,FC Sochaux,1-1,FC Nantes
Sat Nov 3 1990,Paris Saint Germain,0-0,As Cannes
Sat Nov 3 1990,Sporting Toulon Var,1-0,Olympique Lyon
Sat Nov 10 1990,As Monaco,1-0,FC Sochaux
Sat Nov 10 1990,As Cannes,0-0,Stade Brest
Sat Nov 10 1990,SM Caen,1-0,Olympique Lyon
Sat Nov 10 1990,FC Nantes,1-1,Montpellier HSC
Sat Nov 10 1990,Lille OSC,0-0,OGC Nice
Sat Nov 10 1990,Toulouse FC,2-1,Paris Saint Germain
Sat Nov 10 1990,As Saint Etienne,4-1,As Nancy
Sat Nov 10 1990,FC Metz,1-0,Aj Auxerre
Sat Nov 10 1990,Girondins Bordeaux,0-1,Sporting Toulon Var
Sun Nov 11 1990,Olympique Marseille,4-1,Stade Rennes
Fri Nov 23 1990,Stade Brest,1-2,As Monaco
