Date,Team 1,FT,Team 2
Fri Aug 24 1990,Roda JC Kerkrade,1-2,FC Twente
Sat Aug 25 1990,MVV,1-2,NEC Nijmegen
Sat Aug 25 1990,SC Heerenveen,1-3,FC Volendam
Sun Aug 26 1990,AFC Ajax,3-1,Willem II
Sun Aug 26 1990,ADO Den Haag,0-0,Fortuna Sittard
Sun Aug 26 1990,RKC Waalwijk,1-1,FC Groningen
Sun Aug 26 1990,Sparta Rotterdam,1-1,Vitesse
Tue Aug 28 1990,PSV Eindhoven,5-0,FC Utrecht
Wed Aug 29 1990,Svv Schiedam,0-0,Feyenoord
Wed Aug 29 1990,FC Twente,2-1,ADO Den Haag
Fri Aug 31 1990,Fortuna Sittard,1-1,AFC Ajax
Sat Sep 1 1990,NEC Nijmegen,1-1,PSV Eindhoven
Sat Sep 1 1990,Willem II,6-1,Sparta Rotterdam
Sun Sep 2 1990,FC Groningen,3-1,Roda JC Kerkrade
Sun Sep 2 1990,FC Utrecht,1-2,SC Heerenveen
Sun Sep 2 1990,FC Volendam,2-0,RKC Waalwijk
Sun Sep 2 1990,Feyenoord,6-0,MVV
Sun Sep 2 1990,Vitesse,3-0,Svv Schiedam
Fri Sep 7 1990,Roda JC Kerkrade,2-1,FC Volendam
Sat Sep 8 1990,PSV Eindhoven,3-0,MVV
Sat Sep 8 1990,SC Heerenveen,1-1,NEC Nijmegen
Sun Sep 9 1990,AFC Ajax,1-1,FC Twente
Sun Sep 9 1990,ADO Den Haag,1-2,FC Groningen
Sun Sep 9 1990,RKC Waalwijk,1-0,FC Utrecht
Sun Sep 9 1990,Sparta Rotterdam,2-2,Fortuna Sittard
Sun Sep 9 1990,Svv Schiedam,0-0,Willem II
Sun Sep 9 1990,Vitesse,0-0,Feyenoord
Sat Sep 15 1990,FC Twente,0-1,Sparta Rotterdam
Sat Sep 15 1990,FC Utrecht,2-1,Roda JC Kerkrade
Sat Sep 15 1990,Fortuna Sittard,1-0,Svv Schiedam
Sat Sep 15 1990,MVV,2-0,SC Heerenveen
Sat Sep 15 1990,NEC Nijmegen,0-0,RKC Waalwijk
Sat Sep 15 1990,Willem II,0-0,Vitesse
Sun Sep 16 1990,FC Groningen,1-2,AFC Ajax
Sun Sep 16 1990,Feyenoord,1-1,PSV Eindhoven
Sat Sep 22 1990,Roda JC Kerkrade,2-2,NEC Nijmegen
Sat Sep 22 1990,Svv Schiedam,1-1,FC Twente
Sun Sep 23 1990,AFC Ajax,3-1,FC Volendam
Sun Sep 23 1990,ADO Den Haag,3-1,FC Utrecht
Sun Sep 23 1990,RKC Waalwijk,3-2,MVV
Sun Sep 23 1990,SC Heerenveen,0-3,PSV Eindhoven
Sun Sep 23 1990,Sparta Rotterdam,1-1,FC Groningen
Sun Sep 23 1990,Vitesse,2-3,Fortuna Sittard
Sun Sep 23 1990,Willem II,3-2,Feyenoord
Fri Sep 28 1990,FC Twente,1-0,Fortuna Sittard
Sat Sep 29 1990,NEC Nijmegen,3-1,Sparta Rotterdam
Sat Sep 29 1990,SC Heerenveen,1-2,Roda JC Kerkrade
Sun Sep 30 1990,FC Groningen,4-1,Willem II
Sun Sep 30 1990,FC Utrecht,1-0,Svv Schiedam
Sun Sep 30 1990,Feyenoord,3-0,RKC Waalwijk
Sun Sep 30 1990,MVV,1-4,AFC Ajax
Sun Sep 30 1990,PSV Eindhoven,4-0,ADO Den Haag
Fri Oct 5 1990,Fortuna Sittard,3-2,Feyenoord
Sat Oct 6 1990,Svv Schiedam,1-0,FC Volendam
Sat Oct 6 1990,Willem II,2-1,FC Twente
Sun Oct 7 1990,AFC Ajax,7-0,NEC Nijmegen
Sun Oct 7 1990,ADO Den Haag,5-1,MVV
Sun Oct 7 1990,RKC Waalwijk,5-2,SC Heerenveen
Sun Oct 7 1990,Sparta Rotterdam,4-1,FC Utrecht
Sun Oct 7 1990,Vitesse,1-2,FC Groningen
Thu Oct 11 1990,FC Volendam,2-1,Vitesse
Sun Oct 14 1990,FC Volendam,0-2,ADO Den Haag
Sat Oct 20 1990,FC Twente,0-2,Vitesse
Sat Oct 20 1990,Fortuna Sittard,2-0,Willem II
