Date,Team 1,FT,Team 2
Mon Aug 20 1990,Talleres Cordoba,1-1,Independiente
Mon Aug 20 1990,Racing Club,2-2,Union De Santa Fe
Mon Aug 20 1990,Newells Old Boys,1-0,Platense
Mon Aug 20 1990,Ferro Carril Oeste,0-0,Gye La Plata
Mon Aug 20 1990,Estudiantes,1-1,San Lorenzo
Mon Aug 20 1990,Deportivo Espanol,0-1,River Plate
Mon Aug 20 1990,Deportivo Mandiyu,2-2,Huracan
Mon Aug 20 1990,Boca Juniors,3-2,Argentinos Juniors
Mon Aug 27 1990,Union De Santa Fe,1-0,Deportivo Mandiyu
Mon Aug 27 1990,Rosario Central,2-0,Deportivo Espanol
Mon Aug 27 1990,Platense,1-1,San Lorenzo
Mon Aug 27 1990,Independiente,1-1,Racing Club
Mon Aug 27 1990,Huracan,0-2,Boca Juniors
Mon Aug 27 1990,Gye La Plata,0-0,Velez Sarsfield
Mon Aug 27 1990,Ferro Carril Oeste,1-0,Estudiantes
Mon Aug 27 1990,Chaco For Ever,2-0,Talleres Cordoba
Mon Aug 27 1990,Argentinos Juniors,0-0,Newells Old Boys
Sun Sep 2 1990,Velez Sarsfield,1-0,Ferro Carril Oeste
Sun Sep 2 1990,Talleres Cordoba,1-2,River Plate
Sun Sep 2 1990,San Lorenzo,1-2,Argentinos Juniors
Sun Sep 2 1990,Racing Club,0-0,Chaco For Ever
Sun Sep 2 1990,Newells Old Boys,1-2,Huracan
Sun Sep 2 1990,CA Lanus,0-2,Rosario Central
Sun Sep 2 1990,Estudiantes,1-1,Platense
Sun Sep 2 1990,Deportivo Espanol,1-1,Gye La Plata
Sun Sep 2 1990,Deportivo Mandiyu,1-0,Independiente
Sun Sep 2 1990,Boca Juniors,2-0,Union De Santa Fe
Sun Sep 9 1990,Velez Sarsfield,2-2,Estudiantes
Sun Sep 9 1990,Union De Santa Fe,1-3,Newells Old Boys
Sun Sep 9 1990,Rosario Central,2-1,Talleres Cordoba
Sun Sep 9 1990,River Plate,1-1,Racing Club
Sun Sep 9 1990,Independiente,1-2,Boca Juniors
Sun Sep 9 1990,Huracan,0-0,San Lorenzo
Sun Sep 9 1990,Gye La Plata,2-3,CA Lanus
Sun Sep 9 1990,Ferro Carril Oeste,0-0,Deportivo Espanol
Sun Sep 9 1990,Chaco For Ever,2-0,Deportivo Mandiyu
Sun Sep 9 1990,Argentinos Juniors,1-2,Platense
Sun Sep 16 1990,Talleres Cordoba,2-1,Gye La Plata
Sun Sep 16 1990,San Lorenzo,2-1,Union De Santa Fe
Sun Sep 16 1990,Racing Club,1-1,Rosario Central
Sun Sep 16 1990,Platense,0-0,Huracan
Sun Sep 16 1990,Newells Old Boys,1-0,Independiente
Sun Sep 16 1990,CA Lanus,0-1,Ferro Carril Oeste
Sun Sep 16 1990,Estudiantes,0-1,Argentinos Juniors
Sun Sep 16 1990,Deportivo Espanol,1-1,Velez Sarsfield
Sun Sep 16 1990,Deportivo Mandiyu,2-1,River Plate
Sun Sep 16 1990,Boca Juniors,0-0,Chaco For Ever
Wed Sep 19 1990,Velez Sarsfield,0-1,Rosario Central
Wed Sep 19 1990,CA Lanus,1-3,Chaco For Ever
Sun Sep 23 1990,Velez Sarsfield,2-0,CA Lanus
Sun Sep 23 1990,Union De Santa Fe,1-0,Platense
Sun Sep 23 1990,Rosario Central,1-1,Deportivo Mandiyu
Sun Sep 23 1990,River Plate,2-0,Boca Juniors
Sun Sep 23 1990,Independiente,1-1,San Lorenzo
Sun Sep 23 1990,Huracan,3-1,Argentinos Juniors
Sun Sep 23 1990,Gye La Plata,1-1,Racing Club
Sun Sep 23 1990,Ferro Carril Oeste,4-1,Talleres Cordoba
Sun Sep 23 1990,Deportivo Espanol,1-2,Estudiantes
Sun Sep 23 1990,Chaco For Ever,1-5,Newells Old Boys
