Date,Team 1,FT,Team 2
Sun Aug 19 1990,Vitoria Setubal,0-1,Uniao Madeira
Sun Aug 19 1990,FC Tirsense,2-1,SC Salgueiros
Sun Aug 19 1990,FC Porto,2-0,FC Penafiel
Sun Aug 19 1990,CS Maritimo,2-2,SC Beira Mar
Sun Aug 19 1990,Sporting Farense,2-1,CD Nacional
Sun Aug 19 1990,FC Famalicao,1-1,Estrela Amadora
Sun Aug 19 1990,GD Chaves,0-1,Boavista Porto
Sun Aug 19 1990,Sporting Braga,2-0,Os Belenenses
Sun Aug 19 1990,Sl Benfica,3-0,Gil Vicente
Sun Aug 19 1990,Sporting CP,3-0,Vitoria Guimaraes
Sun Aug 26 1990,Vitoria Guimaraes,0-2,Sl Benfica
Sun Aug 26 1990,Uniao Madeira,2-1,FC Famalicao
Sun Aug 26 1990,SC Salgueiros,1-3,FC Porto
Sun Aug 26 1990,FC Penafiel,2-5,Sporting CP
Sun Aug 26 1990,CD Nacional,1-1,Vitoria Setubal
Sun Aug 26 1990,Gil Vicente,2-0,CS Maritimo
Sun Aug 26 1990,Estrela Amadora,2-0,Sporting Braga
Sun Aug 26 1990,Boavista Porto,1-1,FC Tirsense
Sun Aug 26 1990,Os Belenenses,2-0,GD Chaves
Sun Aug 26 1990,SC Beira Mar,0-0,Sporting Farense
Sun Sep 2 1990,FC Tirsense,1-0,Os Belenenses
Sun Sep 2 1990,Sporting CP,5-1,SC Salgueiros
Sun Sep 2 1990,FC Porto,3-1,Boavista Porto
Sun Sep 2 1990,CS Maritimo,1-2,Vitoria Guimaraes
Sun Sep 2 1990,Sporting Farense,2-0,Vitoria Setubal
Sun Sep 2 1990,FC Famalicao,0-0,CD Nacional
Sun Sep 2 1990,GD Chaves,1-3,Estrela Amadora
Sun Sep 2 1990,Sporting Braga,1-2,Uniao Madeira
Sun Sep 2 1990,Sl Benfica,2-0,FC Penafiel
Sun Sep 2 1990,SC Beira Mar,0-0,Gil Vicente
Sun Sep 16 1990,Vitoria Setubal,0-0,FC Famalicao
Sun Sep 16 1990,Vitoria Guimaraes,1-1,SC Beira Mar
Sun Sep 16 1990,Uniao Madeira,1-1,GD Chaves
Sun Sep 16 1990,SC Salgueiros,0-3,Sl Benfica
Sun Sep 16 1990,FC Penafiel,1-1,CS Maritimo
Sun Sep 16 1990,CD Nacional,1-0,Sporting Braga
Sun Sep 16 1990,Gil Vicente,2-1,Sporting Farense
Sun Sep 16 1990,Estrela Amadora,1-1,FC Tirsense
Sun Sep 16 1990,Boavista Porto,0-3,Sporting CP
Sun Sep 16 1990,Os Belenenses,0-1,FC Porto
Sun Sep 23 1990,FC Tirsense,0-1,Uniao Madeira
Sun Sep 23 1990,Sporting CP,1-0,Os Belenenses
Sun Sep 23 1990,FC Porto,2-0,Estrela Amadora
