Date,Team 1,FT,Team 2
Fri Aug 18 2017,Bayern Muenchen,3-1,Bayer Leverkusen
Sat Aug 19 2017,1899 Hoffenheim,1-0,Werder Bremen
Sat Aug 19 2017,Hertha BSC Berlin,2-0,Vfb Stuttgart
Sat Aug 19 2017,Hamburger SV,1-0,FC Augsburg
Sat Aug 19 2017,1 Fsv Mainz 05,0-1,Hannover 96
Sat Aug 19 2017,Vfl Wolfsburg,0-3,Borussia Dortmund
Sat Aug 19 2017,FC Schalke 04,2-0,RB Leipzig
Sun Aug 20 2017,SC Freiburg,0-0,Eintracht Frankfurt
Sun Aug 20 2017,Bor Moenchengladbach,1-0,1 FC Koeln
Fri Aug 25 2017,1 FC Koeln,1-3,Hamburger SV
Sat Aug 26 2017,Werder Bremen,0-2,Bayern Muenchen
Sat Aug 26 2017,Eintracht Frankfurt,0-1,Vfl Wolfsburg
Sat Aug 26 2017,Bayer Leverkusen,2-2,1899 Hoffenheim
Sat Aug 26 2017,FC Augsburg,2-2,Bor Moenchengladbach
Sat Aug 26 2017,Vfb Stuttgart,1-0,1 Fsv Mainz 05
Sat Aug 26 2017,Borussia Dortmund,2-0,Hertha BSC Berlin
Sun Aug 27 2017,RB Leipzig,4-1,SC Freiburg
Sun Aug 27 2017,Hannover 96,1-0,FC Schalke 04
Fri Sep 8 2017,Hamburger SV,0-2,RB Leipzig
Sat Sep 9 2017,SC Freiburg,0-0,Borussia Dortmund
Sat Sep 9 2017,Bor Moenchengladbach,0-1,Eintracht Frankfurt
Sat Sep 9 2017,FC Augsburg,3-0,1 FC Koeln
Sat Sep 9 2017,1 Fsv Mainz 05,3-1,Bayer Leverkusen
Sat Sep 9 2017,Vfl Wolfsburg,1-1,Hannover 96
Sat Sep 9 2017,1899 Hoffenheim,2-0,Bayern Muenchen
Sun Sep 10 2017,Hertha BSC Berlin,1-1,Werder Bremen
Sun Sep 10 2017,FC Schalke 04,3-1,Vfb Stuttgart
Fri Sep 15 2017,Hannover 96,2-0,Hamburger SV
Sat Sep 16 2017,Bayern Muenchen,4-0,1 Fsv Mainz 05
Sat Sep 16 2017,Werder Bremen,1-2,FC Schalke 04
Sat Sep 16 2017,Eintracht Frankfurt,1-2,FC Augsburg
Sat Sep 16 2017,Vfb Stuttgart,1-0,Vfl Wolfsburg
Sat Sep 16 2017,RB Leipzig,2-2,Bor Moenchengladbach
Sun Sep 17 2017,1899 Hoffenheim,1-1,Hertha BSC Berlin
Sun Sep 17 2017,Bayer Leverkusen,4-0,SC Freiburg
Sun Sep 17 2017,Borussia Dortmund,5-0,1 FC Koeln
Tue Sep 19 2017,Bor Moenchengladbach,2-0,Vfb Stuttgart
Tue Sep 19 2017,FC Schalke 04,0-3,Bayern Muenchen
Tue Sep 19 2017,FC Augsburg,1-0,RB Leipzig
Tue Sep 19 2017,Vfl Wolfsburg,1-1,Werder Bremen
Wed Sep 20 2017,1 FC Koeln,0-1,Eintracht Frankfurt
Wed Sep 20 2017,Hertha BSC Berlin,2-1,Bayer Leverkusen
Wed Sep 20 2017,SC Freiburg,1-1,Hannover 96
Wed Sep 20 2017,Hamburger SV,0-3,Borussia Dortmund
Wed Sep 20 2017,1 Fsv Mainz 05,2-3,1899 Hoffenheim
Fri Sep 22 2017,Bayern Muenchen,2-2,Vfl Wolfsburg
Sat Sep 23 2017,RB Leipzig,2-1,Eintracht Frankfurt
Sat Sep 23 2017,1899 Hoffenheim,2-0,FC Schalke 04
Sat Sep 23 2017,Werder Bremen,0-0,SC Freiburg
Sat Sep 23 2017,1 Fsv Mainz 05,1-0,Hertha BSC Berlin
Sat Sep 23 2017,Vfb Stuttgart,0-0,FC Augsburg
Sat Sep 23 2017,Borussia Dortmund,6-1,Bor Moenchengladbach
Sun Sep 24 2017,Hannover 96,0-0,1 FC Koeln
Sun Sep 24 2017,Bayer Leverkusen,3-0,Hamburger SV
Fri Sep 29 2017,FC Schalke 04,1-1,Bayer Leverkusen
Sat Sep 30 2017,Bor Moenchengladbach,2-1,Hannover 96
Sat Sep 30 2017,Eintracht Frankfurt,2-1,Vfb Stuttgart
Sat Sep 30 2017,FC Augsburg,1-2,Borussia Dortmund
Sat Sep 30 2017,Vfl Wolfsburg,1-1,1 Fsv Mainz 05
Sat Sep 30 2017,Hamburger SV,0-0,Werder Bremen
Sun Oct 1 2017,SC Freiburg,3-2,1899 Hoffenheim
Sun Oct 1 2017,Hertha BSC Berlin,2-2,Bayern Muenchen
Sun Oct 1 2017,1 FC Koeln,1-2,RB Leipzig
Fri Oct 13 2017,Vfb Stuttgart,2-1,1 FC Koeln
Sat Oct 14 2017,Bayern Muenchen,5-0,SC Freiburg
Sat Oct 14 2017,1899 Hoffenheim,2-2,FC Augsburg
Sat Oct 14 2017,Hertha BSC Berlin,0-2,FC Schalke 04
Sat Oct 14 2017,1 Fsv Mainz 05,3-2,Hamburger SV
Sat Oct 14 2017,Hannover 96,1-2,Eintracht Frankfurt
Sat Oct 14 2017,Borussia Dortmund,2-3,RB Leipzig
Sun Oct 15 2017,Bayer Leverkusen,2-2,Vfl Wolfsburg
Sun Oct 15 2017,Werder Bremen,0-2,Bor Moenchengladbach
Fri Oct 20 2017,FC Schalke 04,2-0,1 Fsv Mainz 05
Sat Oct 21 2017,RB Leipzig,1-0,Vfb Stuttgart
Sat Oct 21 2017,Bor Moenchengladbach,1-5,Bayer Leverkusen
Sat Oct 21 2017,Eintracht Frankfurt,2-2,Borussia Dortmund
Sat Oct 21 2017,FC Augsburg,1-2,Hannover 96
Sat Oct 21 2017,Hamburger SV,0-1,Bayern Muenchen
Sun Oct 22 2017,1 FC Koeln,0-0,Werder Bremen
Sun Oct 22 2017,SC Freiburg,1-1,Hertha BSC Berlin
Sun Oct 22 2017,Vfl Wolfsburg,1-1,1899 Hoffenheim
Fri Oct 27 2017,1 Fsv Mainz 05,1-1,Eintracht Frankfurt
Sat Oct 28 2017,1899 Hoffenheim,1-3,Bor Moenchengladbach
Sat Oct 28 2017,Hertha BSC Berlin,2-1,Hamburger SV
Sat Oct 28 2017,FC Schalke 04,1-1,Vfl Wolfsburg
Sat Oct 28 2017,Bayer Leverkusen,2-1,1 FC Koeln
Sat Oct 28 2017,Hannover 96,4-2,Borussia Dortmund
Sat Oct 28 2017,Bayern Muenchen,2-0,RB Leipzig
Sun Oct 29 2017,Werder Bremen,0-3,FC Augsburg
Sun Oct 29 2017,Vfb Stuttgart,3-0,SC Freiburg
