Date,Team 1,FT,Team 2
Fri Aug 4 2017,As Monaco,3-2,Toulouse FC
Sat Aug 5 2017,Paris Saint Germain,2-0,Amiens SC
Sat Aug 5 2017,Olympique Lyon,4-0,RC Strasbourg
Sat Aug 5 2017,FC Metz,1-3,EA Guingamp
Sat Aug 5 2017,Montpellier HSC,1-0,SM Caen
Sat Aug 5 2017,As Saint Etienne,1-0,OGC Nice
Sat Aug 5 2017,Estac Troyes,1-1,Stade Rennes
Sun Aug 6 2017,Lille OSC,3-0,FC Nantes
Sun Aug 6 2017,Angers Sco,2-2,Girondins Bordeaux
Sun Aug 6 2017,Olympique Marseille,3-0,Dijon FCO
Fri Aug 11 2017,OGC Nice,1-2,Estac Troyes
Fri Aug 11 2017,Stade Rennes,1-2,Olympique Lyon
Sat Aug 12 2017,FC Nantes,0-1,Olympique Marseille
Sat Aug 12 2017,Amiens SC,0-2,Angers Sco
Sat Aug 12 2017,Girondins Bordeaux,2-0,FC Metz
Sat Aug 12 2017,SM Caen,0-1,As Saint Etienne
Sat Aug 12 2017,Toulouse FC,1-0,Montpellier HSC
Sun Aug 13 2017,RC Strasbourg,3-0,Lille OSC
Sun Aug 13 2017,Dijon FCO,1-4,As Monaco
Sun Aug 13 2017,EA Guingamp,0-3,Paris Saint Germain
Fri Aug 18 2017,FC Metz,0-1,As Monaco
Sat Aug 19 2017,Olympique Lyon,3-3,Girondins Bordeaux
Sat Aug 19 2017,Montpellier HSC,1-1,RC Strasbourg
Sat Aug 19 2017,OGC Nice,2-0,EA Guingamp
Sat Aug 19 2017,Stade Rennes,2-2,Dijon FCO
Sat Aug 19 2017,As Saint Etienne,3-0,Amiens SC
Sat Aug 19 2017,Estac Troyes,0-1,FC Nantes
Sun Aug 20 2017,Lille OSC,0-2,SM Caen
Sun Aug 20 2017,Olympique Marseille,1-1,Angers Sco
Sun Aug 20 2017,Paris Saint Germain,6-2,Toulouse FC
Fri Aug 25 2017,Paris Saint Germain,3-0,As Saint Etienne
Sat Aug 26 2017,FC Nantes,0-0,Olympique Lyon
Sat Aug 26 2017,Amiens SC,3-0,OGC Nice
Sat Aug 26 2017,Girondins Bordeaux,2-1,Estac Troyes
