Date,Team 1,FT,Team 2
Sun Sep 18 1932,US Alessandria 1912,3-2,Juventus
Sun Sep 18 1932,As Bari,2-2,AC Milan
Sun Sep 18 1932,Genoa CFc,4-0,Unione Triestina
Sun Sep 18 1932,Inter,6-2,Pro Patria
Sun Sep 18 1932,Ssc Napoli,3-1,Lazio Roma
Sun Sep 18 1932,Calcio Padova,0-0,Bologna FC
Sun Sep 18 1932,Pro Vercelli,2-0,US Palermo
Sun Sep 18 1932,As Roma,2-0,Casale
Sun Sep 18 1932,Torino FC,3-2,Acf Fiorentina
Sun Sep 25 1932,Bologna FC,3-0,As Bari
Sun Sep 25 1932,Casale,2-2,Inter
Sun Sep 25 1932,Acf Fiorentina,3-1,US Alessandria 1912
Sun Sep 25 1932,Juventus,3-1,Calcio Padova
Sun Sep 25 1932,Lazio Roma,1-1,US Palermo
Sun Sep 25 1932,AC Milan,2-1,As Roma
Sun Sep 25 1932,Pro Patria,3-4,Genoa CFc
Sun Sep 25 1932,Pro Vercelli,2-3,Torino FC
Sun Sep 25 1932,Unione Triestina,2-2,Ssc Napoli
Sun Oct 2 1932,US Alessandria 1912,1-0,Pro Patria
Sun Oct 2 1932,As Bari,1-0,Acf Fiorentina
Sun Oct 2 1932,Genoa CFc,2-0,Casale
Sun Oct 2 1932,Inter,3-0,Pro Vercelli
Sun Oct 2 1932,Ssc Napoli,1-0,Juventus
Sun Oct 2 1932,Calcio Padova,2-1,AC Milan
Sun Oct 2 1932,US Palermo,0-0,Bologna FC
Sun Oct 2 1932,As Roma,4-0,Unione Triestina
Sun Oct 2 1932,Torino FC,4-2,Lazio Roma
Sun Oct 9 1932,US Alessandria 1912,0-0,Pro Vercelli
Sun Oct 9 1932,Bologna FC,1-1,Torino FC
Sun Oct 9 1932,Casale,3-2,Pro Patria
Sun Oct 9 1932,Acf Fiorentina,0-0,Inter
Sun Oct 9 1932,Juventus,1-0,As Roma
Sun Oct 9 1932,Lazio Roma,0-0,As Bari
Sun Oct 9 1932,AC Milan,0-3,Ssc Napoli
Sun Oct 9 1932,Calcio Padova,3-0,Genoa CFc
Sun Oct 9 1932,US Palermo,1-0,Unione Triestina
Sun Oct 16 1932,As Bari,1-2,US Alessandria 1912
Sun Oct 16 1932,Genoa CFc,1-0,Bologna FC
Sun Oct 16 1932,Inter,1-2,Lazio Roma
Sun Oct 16 1932,Ssc Napoli,4-0,Casale
Sun Oct 16 1932,Pro Patria,3-1,AC Milan
Sun Oct 16 1932,Pro Vercelli,0-2,Juventus
Sun Oct 16 1932,As Roma,1-1,Calcio Padova
Sun Oct 16 1932,Torino FC,0-1,US Palermo
Sun Oct 16 1932,Unione Triestina,3-0,Acf Fiorentina
Sun Oct 23 1932,US Alessandria 1912,2-3,Inter
Sun Oct 23 1932,Bologna FC,2-0,Pro Vercelli
Sun Oct 23 1932,Casale,5-1,As Bari
Sun Oct 23 1932,Acf Fiorentina,2-0,Genoa CFc
Sun Oct 23 1932,Juventus,2-0,Pro Patria
Sun Oct 23 1932,Lazio Roma,2-1,As Roma
Sun Oct 23 1932,AC Milan,2-1,US Palermo
Sun Oct 23 1932,Calcio Padova,2-2,Ssc Napoli
Sun Oct 23 1932,Unione Triestina,2-2,Torino FC
Sun Nov 6 1932,As Bari,0-4,Juventus
Sun Nov 6 1932,Genoa CFc,2-1,Lazio Roma
Sun Nov 6 1932,Inter,5-4,AC Milan
Sun Nov 6 1932,Ssc Napoli,2-1,Acf Fiorentina
Sun Nov 6 1932,US Palermo,1-1,US Alessandria 1912
Sun Nov 6 1932,Pro Patria,1-0,Calcio Padova
Sun Nov 6 1932,Pro Vercelli,3-2,Unione Triestina
Sun Nov 6 1932,As Roma,0-0,Bologna FC
Sun Nov 6 1932,Torino FC,9-0,Casale
Sun Nov 13 1932,As Bari,2-4,Ssc Napoli
Sun Nov 13 1932,Bologna FC,1-1,Acf Fiorentina
Sun Nov 13 1932,Casale,1-2,Juventus
Sun Nov 13 1932,Lazio Roma,2-1,Pro Patria
Sun Nov 13 1932,AC Milan,4-2,Genoa CFc
Sun Nov 13 1932,Calcio Padova,2-1,Pro Vercelli
Sun Nov 13 1932,US Palermo,0-2,As Roma
Sun Nov 13 1932,Torino FC,3-2,Inter
Sun Nov 13 1932,Unione Triestina,1-0,US Alessandria 1912
Sun Nov 20 1932,US Alessandria 1912,1-1,Casale
Sun Nov 20 1932,Acf Fiorentina,2-2,Calcio Padova
Sun Nov 20 1932,Genoa CFc,7-2,US Palermo
Sun Nov 20 1932,Inter,1-1,Bologna FC
Sun Nov 20 1932,Juventus,4-0,Lazio Roma
Sun Nov 20 1932,Ssc Napoli,1-1,Torino FC
Sun Nov 20 1932,Pro Patria,1-2,Unione Triestina
Sun Nov 20 1932,Pro Vercelli,2-1,AC Milan
Sun Nov 20 1932,As Roma,1-0,As Bari
Sun Dec 4 1932,As Bari,4-2,Genoa CFc
Sun Dec 4 1932,Bologna FC,3-1,Ssc Napoli
Sun Dec 4 1932,Casale,0-1,Pro Vercelli
Sun Dec 4 1932,Lazio Roma,6-0,US Alessandria 1912
Sun Dec 4 1932,AC Milan,2-2,Acf Fiorentina
Sun Dec 4 1932,Calcio Padova,3-0,US Palermo
Sun Dec 4 1932,Pro Patria,1-3,As Roma
Sun Dec 4 1932,Torino FC,0-1,Juventus
Sun Dec 4 1932,Unione Triestina,1-4,Inter
Sun Dec 11 1932,US Alessandria 1912,0-2,AC Milan
Sun Dec 11 1932,Casale,3-4,Bologna FC
Sun Dec 11 1932,Genoa CFc,2-0,Torino FC
Sun Dec 11 1932,Inter,3-2,Calcio Padova
Sun Dec 11 1932,Juventus,6-1,Unione Triestina
Sun Dec 11 1932,Ssc Napoli,2-1,Pro Patria
Sun Dec 11 1932,US Palermo,1-0,As Bari
Sun Dec 11 1932,Pro Vercelli,1-1,Lazio Roma
Sun Dec 11 1932,As Roma,4-2,Acf Fiorentina
Sun Dec 18 1932,As Bari,1-0,Calcio Padova
Sun Dec 18 1932,Bologna FC,4-0,US Alessandria 1912
Sun Dec 18 1932,Acf Fiorentina,3-0,Casale
Sun Dec 18 1932,Juventus,3-0,Inter
Sun Dec 18 1932,Lazio Roma,1-2,Unione Triestina
Sun Dec 18 1932,AC Milan,4-3,Torino FC
Sun Dec 18 1932,Ssc Napoli,1-2,As Roma
Sun Dec 18 1932,US Palermo,2-1,Pro Patria
Sun Dec 18 1932,Pro Vercelli,1-0,Genoa CFc
Sun Jan 8 1933,Bologna FC,2-2,AC Milan
Sun Jan 8 1933,Acf Fiorentina,1-0,Juventus
Sun Jan 8 1933,Genoa CFc,2-2,Ssc Napoli
Sun Jan 8 1933,Inter,5-1,US Palermo
Sun Jan 8 1933,Lazio Roma,1-0,Casale
Sun Jan 8 1933,Calcio Padova,2-1,US Alessandria 1912
Sun Jan 8 1933,Pro Patria,1-0,Pro Vercelli
Sun Jan 8 1933,Torino FC,1-1,As Roma
Sun Jan 8 1933,Unione Triestina,0-0,As Bari
Sun Jan 15 1933,US Alessandria 1912,3-2,Ssc Napoli
Sun Jan 15 1933,As Bari,2-3,Inter
Sun Jan 15 1933,Casale,2-1,US Palermo
Sun Jan 15 1933,Juventus,2-2,Bologna FC
Sun Jan 15 1933,AC Milan,0-0,Lazio Roma
Sun Jan 15 1933,Pro Patria,1-1,Torino FC
Sun Jan 15 1933,Pro Vercelli,1-0,Acf Fiorentina
Sun Jan 15 1933,As Roma,1-3,Genoa CFc
Sun Jan 15 1933,Unione Triestina,0-0,Calcio Padova
Sun Jan 22 1933,Bologna FC,6-1,Pro Patria
Sun Jan 22 1933,Casale,2-0,Unione Triestina
Sun Jan 22 1933,Acf Fiorentina,1-0,US Palermo
Sun Jan 22 1933,Genoa CFc,2-2,Inter
Sun Jan 22 1933,AC Milan,1-1,Juventus
Sun Jan 22 1933,Ssc Napoli,3-0,Pro Vercelli
Sun Jan 22 1933,Calcio Padova,1-1,Lazio Roma
Sun Jan 22 1933,As Roma,1-0,US Alessandria 1912
Sun Jan 22 1933,Torino FC,6-3,As Bari
Sun Jan 29 1933,US Alessandria 1912,1-1,Torino FC
Sun Jan 29 1933,Inter,3-2,As Roma
Sun Jan 29 1933,Juventus,4-1,Genoa CFc
Sun Jan 29 1933,Lazio Roma,0-2,Bologna FC
Sun Jan 29 1933,Calcio Padova,2-1,Casale
Sun Jan 29 1933,US Palermo,1-0,Ssc Napoli
Sun Jan 29 1933,Pro Patria,1-2,Acf Fiorentina
Sun Jan 29 1933,Pro Vercelli,4-2,As Bari
Sun Jan 29 1933,Unione Triestina,2-1,AC Milan
Sun Feb 5 1933,As Bari,2-0,Pro Patria
Sun Feb 5 1933,Bologna FC,5-0,Unione Triestina
Sun Feb 5 1933,Acf Fiorentina,3-1,Lazio Roma
Sun Feb 5 1933,Genoa CFc,2-3,US Alessandria 1912
Sun Feb 5 1933,AC Milan,3-0,Casale
Sun Feb 5 1933,Ssc Napoli,3-0,Inter
Sun Feb 5 1933,US Palermo,0-2,Juventus
Sun Feb 5 1933,As Roma,2-0,Pro Vercelli
Sun Feb 5 1933,Torino FC,4-2,Calcio Padova
Sun Feb 19 1933,Juventus,3-0,US Alessandria 1912
Sun Feb 19 1933,AC Milan,2-0,As Bari
Sun Feb 19 1933,Unione Triestina,2-1,Genoa CFc
Sun Feb 19 1933,Pro Patria,0-0,Inter
Sun Feb 19 1933,Lazio Roma,0-1,Ssc Napoli
Sun Feb 19 1933,Bologna FC,1-0,Calcio Padova
Sun Feb 19 1933,US Palermo,1-1,Pro Vercelli
Sun Feb 19 1933,Casale,1-1,As Roma
Sun Feb 19 1933,Acf Fiorentina,0-1,Torino FC
Sun Feb 26 1933,As Bari,1-1,Bologna FC
Sun Feb 26 1933,Inter,4-2,Casale
Sun Feb 26 1933,US Alessandria 1912,0-3,Acf Fiorentina
Sun Feb 26 1933,Calcio Padova,1-1,Juventus
Sun Feb 26 1933,US Palermo,2-1,Lazio Roma
Sun Feb 26 1933,As Roma,4-0,AC Milan
Sun Feb 26 1933,Genoa CFc,1-1,Pro Patria
Sun Feb 26 1933,Torino FC,4-0,Pro Vercelli
Sun Feb 26 1933,Ssc Napoli,2-0,Unione Triestina
Sun Mar 5 1933,Pro Patria,2-1,US Alessandria 1912
Sun Mar 5 1933,Acf Fiorentina,1-0,As Bari
Sun Mar 5 1933,Casale,2-3,Genoa CFc
Sun Mar 5 1933,Pro Vercelli,2-4,Inter
Sun Mar 5 1933,Juventus,3-0,Ssc Napoli
Sun Mar 5 1933,AC Milan,6-2,Calcio Padova
Sun Mar 5 1933,Bologna FC,3-0,US Palermo
Sun Mar 5 1933,Unione Triestina,1-1,As Roma
Sun Mar 5 1933,Lazio Roma,0-0,Torino FC
Sun Mar 12 1933,Pro Vercelli,3-2,US Alessandria 1912
Sun Mar 12 1933,Torino FC,3-2,Bologna FC
Sun Mar 12 1933,Pro Patria,5-1,Casale
Sun Mar 12 1933,Inter,3-1,Acf Fiorentina
Sun Mar 12 1933,As Roma,0-1,Juventus
Sun Mar 12 1933,As Bari,2-3,Lazio Roma
Sun Mar 12 1933,Ssc Napoli,0-1,AC Milan
Sun Mar 12 1933,Genoa CFc,1-1,Calcio Padova
Sun Mar 12 1933,Unione Triestina,2-0,US Palermo
Sun Mar 19 1933,US Alessandria 1912,1-0,As Bari
Sun Mar 19 1933,Bologna FC,0-0,Genoa CFc
Sun Mar 19 1933,Lazio Roma,0-0,Inter
Sun Mar 19 1933,Casale,1-0,Ssc Napoli
Sun Mar 19 1933,AC Milan,5-0,Pro Patria
Sun Mar 19 1933,Juventus,4-2,Pro Vercelli
Sun Mar 19 1933,Calcio Padova,1-1,As Roma
Sun Mar 19 1933,US Palermo,1-0,Torino FC
Sun Mar 19 1933,Acf Fiorentina,0-1,Unione Triestina
Sun Mar 26 1933,Inter,1-0,US Alessandria 1912
Sun Mar 26 1933,Pro Vercelli,1-3,Bologna FC
Sun Mar 26 1933,As Bari,3-3,Casale
Sun Mar 26 1933,Genoa CFc,2-4,Acf Fiorentina
Sun Mar 26 1933,Pro Patria,0-2,Juventus
Sun Mar 26 1933,As Roma,3-1,Lazio Roma
Sun Mar 26 1933,US Palermo,1-0,AC Milan
Sun Mar 26 1933,Ssc Napoli,1-1,Calcio Padova
Sun Mar 26 1933,Torino FC,1-0,Unione Triestina
Sun Apr 9 1933,Juventus,2-0,As Bari
Sun Apr 9 1933,Lazio Roma,0-0,Genoa CFc
Sun Apr 9 1933,AC Milan,1-3,Inter
Sun Apr 9 1933,Acf Fiorentina,1-0,Ssc Napoli
Sun Apr 9 1933,US Alessandria 1912,0-0,US Palermo
Sun Apr 9 1933,Calcio Padova,4-1,Pro Patria
Sun Apr 9 1933,Unione Triestina,2-1,Pro Vercelli
Sun Apr 9 1933,Bologna FC,2-2,As Roma
Sun Apr 9 1933,Casale,1-0,Torino FC
Sun Apr 16 1933,Ssc Napoli,2-0,As Bari
Sun Apr 16 1933,Acf Fiorentina,1-0,Bologna FC
Sun Apr 16 1933,Juventus,6-0,Casale
Sun Apr 16 1933,Pro Patria,2-3,Lazio Roma
Sun Apr 16 1933,Genoa CFc,2-2,AC Milan
Sun Apr 16 1933,Pro Vercelli,3-1,Calcio Padova
Sun Apr 16 1933,As Roma,3-0,US Palermo
Sun Apr 16 1933,Inter,5-1,Torino FC
Sun Apr 16 1933,US Alessandria 1912,4-1,Unione Triestina
Sun Apr 23 1933,Casale,0-0,US Alessandria 1912
Sun Apr 23 1933,Calcio Padova,1-1,Acf Fiorentina
Sun Apr 23 1933,US Palermo,1-1,Genoa CFc
Sun Apr 23 1933,Bologna FC,2-1,Inter
Sun Apr 23 1933,Lazio Roma,1-0,Juventus
