Date,Team 1,FT,Team 2
Sat May 10 2008,Sao Paulo FC,0-1,Gremio Porto Alegre
Sat May 10 2008,Clube Nautico,2-1,Goias EC
Sat May 10 2008,EC Vitoria Ba,0-2,Cruzeiro EC
Sun May 11 2008,Internacional,1-0,Vasco Da Gama
Sun May 11 2008,Coritiba FC,2-0,Se Palmeiras
Sun May 11 2008,Betim EC,0-1,Atletico Paranaense
Sun May 11 2008,Botafogo RJ,2-0,Sport Club Recife
Sun May 11 2008,Atletico Mineiro,0-0,Fluminense RJ
Sun May 11 2008,Flamengo RJ,3-1,Santos FC
Sun May 11 2008,Portuguesa,5-5,Figueirense
Sat May 17 2008,Cruzeiro EC,1-0,Botafogo RJ
Sat May 17 2008,Sport Club Recife,0-0,EC Vitoria Ba
Sat May 17 2008,Vasco Da Gama,3-1,Portuguesa
Sun May 18 2008,Gremio Porto Alegre,0-0,Flamengo RJ
Sun May 18 2008,Atletico Paranaense,1-1,Sao Paulo FC
Sun May 18 2008,Fluminense RJ,0-2,Clube Nautico
Sun May 18 2008,Goias EC,1-1,Atletico Mineiro
Sun May 18 2008,Santos FC,4-0,Betim EC
Sun May 18 2008,Se Palmeiras,2-1,Internacional
Sun May 18 2008,Figueirense,2-1,Coritiba FC
Sat May 24 2008,Gremio Porto Alegre,2-0,Clube Nautico
Sat May 24 2008,Flamengo RJ,2-1,Internacional
Sat May 24 2008,EC Vitoria Ba,4-0,Figueirense
Sun May 25 2008,Cruzeiro EC,4-0,Santos FC
Sun May 25 2008,Sao Paulo FC,1-1,Coritiba FC
Sun May 25 2008,Sport Club Recife,2-1,Fluminense RJ
Sun May 25 2008,Goias EC,1-1,Betim EC
Sun May 25 2008,Portuguesa,1-1,Se Palmeiras
Sun May 25 2008,Atletico Paranaense,1-1,Atletico Mineiro
Sun May 25 2008,Botafogo RJ,1-1,Vasco Da Gama
Sat May 31 2008,Vasco Da Gama,2-1,Gremio Porto Alegre
Sat May 31 2008,Internacional,1-1,Sport Club Recife
Sat May 31 2008,Figueirense,0-0,Goias EC
Sun Jun 1 2008,Clube Nautico,3-0,Botafogo RJ
Sun Jun 1 2008,Santos FC,0-0,Sao Paulo FC
Sun Jun 1 2008,Coritiba FC,1-1,Cruzeiro EC
Sun Jun 1 2008,Betim EC,2-0,EC Vitoria Ba
Sun Jun 1 2008,Se Palmeiras,1-0,Atletico Paranaense
Sun Jun 1 2008,Atletico Mineiro,2-0,Portuguesa
Sun Jun 1 2008,Fluminense RJ,0-1,Flamengo RJ
Sat Jun 7 2008,Sao Paulo FC,5-1,Atletico Mineiro
Sat Jun 7 2008,Flamengo RJ,5-0,Figueirense
Sat Jun 7 2008,Betim EC,0-0,Clube Nautico
Sun Jun 8 2008,Atletico Paranaense,5-0,Goias EC
Sun Jun 8 2008,Gremio Porto Alegre,2-1,Fluminense RJ
Sun Jun 8 2008,Sport Club Recife,2-0,Se Palmeiras
Sun Jun 8 2008,Portuguesa,3-1,Internacional
Sun Jun 8 2008,EC Vitoria Ba,1-0,Santos FC
Sun Jun 8 2008,Cruzeiro EC,1-0,Vasco Da Gama
Sun Jun 8 2008,Botafogo RJ,2-1,Coritiba FC
Fri Jun 13 2008,Fluminense RJ,1-1,Santos FC
Fri Jun 13 2008,Se Palmeiras,5-2,Cruzeiro EC
Fri Jun 13 2008,Atletico Mineiro,4-2,Betim EC
Sat Jun 14 2008,Flamengo RJ,2-4,Sao Paulo FC
Sat Jun 14 2008,Internacional,2-1,Botafogo RJ
Sat Jun 14 2008,Figueirense,3-1,Sport Club Recife
Sat Jun 14 2008,Portuguesa,1-0,Atletico Paranaense
Sat Jun 14 2008,Clube Nautico,1-1,Vasco Da Gama
Sat Jun 14 2008,Goias EC,0-3,Gremio Porto Alegre
Sat Jun 14 2008,Coritiba FC,0-0,EC Vitoria Ba
Sat Jun 21 2008,Botafogo RJ,0-1,Portuguesa
Sat Jun 21 2008,Sao Paulo FC,1-0,Sport Club Recife
Sat Jun 21 2008,Cruzeiro EC,3-0,Figueirense
Sat Jun 21 2008,Coritiba FC,2-1,Fluminense RJ
Sun Jun 22 2008,Betim EC,1-3,Flamengo RJ
Sun Jun 22 2008,EC Vitoria Ba,2-1,Internacional
Sun Jun 22 2008,Vasco Da Gama,0-2,Se Palmeiras
Sun Jun 22 2008,Gremio Porto Alegre,3-0,Atletico Paranaense
Sun Jun 22 2008,Santos FC,0-4,Goias EC
Sun Jun 22 2008,Clube Nautico,2-1,Atletico Mineiro
Sat Jun 28 2008,Vasco Da Gama,4-2,Betim EC
Sat Jun 28 2008,Portuguesa,0-0,Santos FC
Sat Jun 28 2008,EC Vitoria Ba,3-0,Goias EC
Sun Jun 29 2008,Figueirense,1-1,Atletico Mineiro
Sun Jun 29 2008,Sport Club Recife,1-2,Flamengo RJ
Sun Jun 29 2008,Cruzeiro EC,1-1,Sao Paulo FC
Sun Jun 29 2008,Atletico Paranaense,1-1,Coritiba FC
Sun Jun 29 2008,Gremio Porto Alegre,1-1,Internacional
Sun Jun 29 2008,Se Palmeiras,2-0,Clube Nautico
Sun Jun 29 2008,Fluminense RJ,0-0,Botafogo RJ
Sat Jul 5 2008,Atletico Paranaense,1-0,Santos FC
Sat Jul 5 2008,Flamengo RJ,3-0,Clube Nautico
Sat Jul 5 2008,Sport Club Recife,1-0,Cruzeiro EC
Sun Jul 6 2008,Figueirense,2-1,Vasco Da Gama
Sun Jul 6 2008,Atletico Mineiro,1-1,Se Palmeiras
Sun Jul 6 2008,Portuguesa,1-2,EC Vitoria Ba
Sun Jul 6 2008,Internacional,3-0,Coritiba FC
Sun Jul 6 2008,Sao Paulo FC,1-1,Betim EC
Sun Jul 6 2008,Goias EC,1-0,Fluminense RJ
Sun Jul 6 2008,Botafogo RJ,2-0,Gremio Porto Alegre
Thu Jul 10 2008,Internacional,1-0,Goias EC
Thu Jul 10 2008,Coritiba FC,4-0,Portuguesa
Thu Jul 10 2008,Fluminense RJ,3-0,Atletico Paranaense
Thu Jul 10 2008,EC Vitoria Ba,5-2,Botafogo RJ
Thu Jul 10 2008,Santos FC,1-1,Gremio Porto Alegre
Thu Jul 10 2008,Clube Nautico,2-1,Sao Paulo FC
Thu Jul 10 2008,Atletico Mineiro,1-1,Flamengo RJ
Fri Jul 11 2008,Vasco Da Gama,4-0,Sport Club Recife
Fri Jul 11 2008,Se Palmeiras,1-1,Figueirense
Fri Jul 11 2008,Betim EC,2-2,Cruzeiro EC
Sat Jul 12 2008,Fluminense RJ,2-1,EC Vitoria Ba
Sat Jul 12 2008,Goias EC,2-2,Coritiba FC
Sun Jul 13 2008,Sao Paulo FC,2-1,Se Palmeiras
Sun Jul 13 2008,Atletico Paranaense,1-1,Internacional
Sun Jul 13 2008,Santos FC,2-2,Botafogo RJ
Sun Jul 13 2008,Cruzeiro EC,2-1,Atletico Mineiro
Sun Jul 13 2008,Betim EC,0-1,Figueirense
Sun Jul 13 2008,Gremio Porto Alegre,2-1,Portuguesa
Sun Jul 13 2008,Flamengo RJ,3-1,Vasco Da Gama
Sun Jul 13 2008,Clube Nautico,0-2,Sport Club Recife
Thu Jul 17 2008,Sport Club Recife,2-2,Gremio Porto Alegre
Thu Jul 17 2008,Botafogo RJ,4-0,Betim EC
Thu Jul 17 2008,Portuguesa,3-2,Clube Nautico
Thu Jul 17 2008,Figueirense,3-0,Santos FC
Thu Jul 17 2008,Se Palmeiras,3-1,Fluminense RJ
Thu Jul 17 2008,Cruzeiro EC,1-0,Atletico Paranaense
Thu Jul 17 2008,EC Vitoria Ba,1-3,Sao Paulo FC
Fri Jul 18 2008,Internacional,1-0,Atletico Mineiro
Fri Jul 18 2008,Coritiba FC,1-0,Flamengo RJ
Fri Jul 18 2008,Vasco Da Gama,1-1,Goias EC
Sat Jul 19 2008,Betim EC,4-1,Portuguesa
Sat Jul 19 2008,Fluminense RJ,1-0,Figueirense
Sat Jul 19 2008,Gremio Porto Alegre,1-0,Cruzeiro EC
Sun Jul 20 2008,Goias EC,3-2,Se Palmeiras
Sun Jul 20 2008,Santos FC,1-0,Sport Club Recife
Sun Jul 20 2008,Atletico Paranaense,3-1,Vasco Da Gama
Sun Jul 20 2008,Clube Nautico,1-1,Internacional
Sun Jul 20 2008,Sao Paulo FC,2-1,Botafogo RJ
Sun Jul 20 2008,Flamengo RJ,0-1,EC Vitoria Ba
Sun Jul 20 2008,Atletico Mineiro,3-2,Coritiba FC
Thu Jul 24 2008,Coritiba FC,1-0,Betim EC
Thu Jul 24 2008,Cruzeiro EC,0-1,Goias EC
Thu Jul 24 2008,EC Vitoria Ba,2-0,Clube Nautico
Thu Jul 24 2008,Internacional,2-0,Sao Paulo FC
Thu Jul 24 2008,Botafogo RJ,4-0,Atletico Mineiro
Thu Jul 24 2008,Portuguesa,2-2,Flamengo RJ
Thu Jul 24 2008,Vasco Da Gama,3-3,Fluminense RJ
Fri Jul 25 2008,Se Palmeiras,4-2,Santos FC
Fri Jul 25 2008,Figueirense,1-7,Gremio Porto Alegre
Fri Jul 25 2008,Sport Club Recife,1-0,Atletico Paranaense
Sat Jul 26 2008,Fluminense RJ,1-3,Cruzeiro EC
Sat Jul 26 2008,Betim EC,1-0,Internacional
Sat Jul 26 2008,Clube Nautico,1-2,Coritiba FC
Sun Jul 27 2008,Gremio Porto Alegre,1-1,Se Palmeiras
Sun Jul 27 2008,Santos FC,5-2,Vasco Da Gama
Sun Jul 27 2008,Goias EC,1-2,Sport Club Recife
Sun Jul 27 2008,Atletico Paranaense,0-0,Figueirense
Sun Jul 27 2008,Sao Paulo FC,3-1,Portuguesa
Sun Jul 27 2008,Atletico Mineiro,2-1,EC Vitoria Ba
