Date,Team 1,FT,Team 2
Fri Aug 4 1995,Racing Club,2-0,Argentinos Juniors
Sat Aug 5 1995,Rosario Central,0-0,Belgrano Cordoba
Sun Aug 6 1995,River Plate,2-1,San Lorenzo
Sun Aug 6 1995,Huracan,2-2,Newells Old Boys
Sun Aug 6 1995,Ferro Carril Oeste,1-1,Independiente
Sun Aug 6 1995,Deportivo Espanol,1-1,Gye La Plata
Sun Aug 6 1995,CA Banfield,0-1,Velez Sarsfield
Mon Aug 7 1995,Platense,0-1,CA Lanus
Fri Aug 11 1995,Independiente,1-1,CA Banfield
Sat Aug 12 1995,Belgrano Cordoba,0-2,River Plate
Sun Aug 13 1995,Velez Sarsfield,1-0,Rosario Central
Sun Aug 13 1995,San Lorenzo,1-0,Racing Club
Sun Aug 13 1995,Newells Old Boys,1-1,Platense
Sun Aug 13 1995,Gye La Plata,1-1,Gye Jujuy
Sun Aug 13 1995,Boca Juniors,2-1,Huracan
Sun Aug 13 1995,Argentinos Juniors,0-0,Estudiantes
Mon Aug 14 1995,CA Lanus,1-1,Ferro Carril Oeste
Fri Aug 18 1995,Platense,0-1,Boca Juniors
Sat Aug 19 1995,Rosario Central,1-1,CA Banfield
Sun Aug 20 1995,River Plate,1-1,Velez Sarsfield
Sun Aug 20 1995,Racing Club,1-0,Belgrano Cordoba
Sun Aug 20 1995,CA Lanus,2-1,Independiente
Sun Aug 20 1995,Huracan,1-1,Gye La Plata
Sun Aug 20 1995,Gye Jujuy,1-0,CA Colon
Sun Aug 20 1995,Ferro Carril Oeste,1-2,Newells Old Boys
Mon Aug 21 1995,Deportivo Espanol,0-0,Argentinos Juniors
Wed Aug 23 1995,Estudiantes,0-0,CA Colon
Fri Aug 25 1995,Independiente,1-1,Rosario Central
Sat Aug 26 1995,CA Colon,3-0,Huracan
Sun Aug 27 1995,Velez Sarsfield,3-2,Racing Club
Sun Aug 27 1995,San Lorenzo,1-0,Deportivo Espanol
Sun Aug 27 1995,Newells Old Boys,0-1,CA Lanus
Sun Aug 27 1995,Gye La Plata,0-1,Platense
Sun Aug 27 1995,Boca Juniors,2-2,Ferro Carril Oeste
Sun Aug 27 1995,Belgrano Cordoba,1-1,Estudiantes
Sun Aug 27 1995,CA Banfield,1-2,River Plate
Mon Aug 28 1995,Argentinos Juniors,4-0,Gye Jujuy
Wed Aug 30 1995,CA Colon,0-0,Deportivo Espanol
Wed Aug 30 1995,Estudiantes,1-1,San Lorenzo
Fri Sep 1 1995,River Plate,0-0,Rosario Central
Sat Sep 2 1995,Estudiantes,0-1,Velez Sarsfield
Sun Sep 3 1995,Racing Club,1-0,CA Banfield
Sun Sep 3 1995,CA Lanus,1-1,Boca Juniors
Sun Sep 3 1995,Huracan,0-1,Argentinos Juniors
Sun Sep 3 1995,Gye Jujuy,4-3,San Lorenzo
Sun Sep 3 1995,Ferro Carril Oeste,0-1,Gye La Plata
Sun Sep 3 1995,Deportivo Espanol,0-0,Belgrano Cordoba
Mon Sep 4 1995,Platense,1-0,CA Colon
Fri Sep 8 1995,Velez Sarsfield,2-3,Deportivo Espanol
Sat Sep 9 1995,Rosario Central,1-3,Racing Club
Sun Sep 10 1995,San Lorenzo,5-0,Huracan
Sun Sep 10 1995,Independiente,0-0,River Plate
Sun Sep 10 1995,Gye La Plata,1-0,CA Lanus
Sun Sep 10 1995,Boca Juniors,1-1,Newells Old Boys
Sun Sep 10 1995,Belgrano Cordoba,0-3,Gye Jujuy
Sun Sep 10 1995,CA Banfield,1-0,Estudiantes
Sun Sep 10 1995,Argentinos Juniors,2-3,Platense
Mon Sep 11 1995,CA Colon,0-2,Ferro Carril Oeste
Fri Sep 22 1995,Platense,2-3,San Lorenzo
Sat Sep 23 1995,Gye Jujuy,1-0,Velez Sarsfield
Sun Sep 24 1995,Racing Club,1-1,River Plate
Sun Sep 24 1995,Newells Old Boys,1-1,Gye La Plata
Sun Sep 24 1995,CA Lanus,1-1,CA Colon
Sun Sep 24 1995,Huracan,2-1,Belgrano Cordoba
Sun Sep 24 1995,Ferro Carril Oeste,0-0,Argentinos Juniors
Sun Sep 24 1995,Estudiantes,1-2,Rosario Central
Sun Sep 24 1995,Boca Juniors,0-0,Independiente
Mon Sep 25 1995,Deportivo Espanol,2-2,CA Banfield
Fri Sep 29 1995,San Lorenzo,1-1,Ferro Carril Oeste
Sat Sep 30 1995,Velez Sarsfield,1-2,Huracan
Sun Oct 1 1995,Rosario Central,2-1,Deportivo Espanol
