Date,Team 1,FT,Team 2
Wed Aug 2 1995,Austria Wien,4-0,Vorwaerts Steyr
Wed Aug 2 1995,FC Admira Wacker,1-5,Sturm Graz
Wed Aug 2 1995,RB Salzburg,1-1,LASK Linz
Wed Aug 2 1995,SV Ried,2-1,Rapid Wien
Fri Aug 4 1995,LASK Linz,1-1,SV Ried
Sat Aug 5 1995,Rapid Wien,1-0,Austria Wien
Sat Aug 5 1995,Sturm Graz,0-2,RB Salzburg
Sat Aug 5 1995,FC Wacker Innsbruck,3-0,FC Admira Wacker
Sat Aug 5 1995,Vorwaerts Steyr,1-2,Grazer Ak
Fri Aug 11 1995,Austria Wien,0-1,LASK Linz
Sat Aug 12 1995,Grazer Ak,1-2,Rapid Wien
Sat Aug 12 1995,FC Admira Wacker,1-2,RB Salzburg
Sat Aug 12 1995,FC Wacker Innsbruck,5-1,Vorwaerts Steyr
Sat Aug 12 1995,SV Ried,2-4,Sturm Graz
Fri Aug 18 1995,Vorwaerts Steyr,0-1,FC Admira Wacker
Sat Aug 19 1995,Rapid Wien,3-1,FC Wacker Innsbruck
Sat Aug 19 1995,Sturm Graz,2-0,Austria Wien
Sat Aug 19 1995,RB Salzburg,1-1,SV Ried
Sat Aug 19 1995,LASK Linz,0-0,Grazer Ak
Fri Aug 25 1995,FC Admira Wacker,3-2,SV Ried
Sat Aug 26 1995,Grazer Ak,3-2,Sturm Graz
Sat Aug 26 1995,Austria Wien,3-0,RB Salzburg
Sat Aug 26 1995,FC Wacker Innsbruck,2-1,LASK Linz
Sat Aug 26 1995,Vorwaerts Steyr,0-2,Rapid Wien
Wed Aug 30 1995,Rapid Wien,1-1,FC Admira Wacker
Wed Aug 30 1995,Sturm Graz,2-0,FC Wacker Innsbruck
Wed Aug 30 1995,RB Salzburg,2-1,Grazer Ak
Wed Aug 30 1995,SV Ried,0-0,Austria Wien
Wed Aug 30 1995,LASK Linz,1-0,Vorwaerts Steyr
Sat Sep 2 1995,Grazer Ak,3-0,FC Wacker Innsbruck
Sat Sep 16 1995,Grazer Ak,4-2,SV Ried
Sat Sep 16 1995,FC Admira Wacker,1-1,Austria Wien
Sat Sep 16 1995,FC Wacker Innsbruck,1-1,RB Salzburg
Sat Sep 16 1995,Vorwaerts Steyr,1-3,Sturm Graz
Sun Sep 17 1995,Rapid Wien,1-1,LASK Linz
Wed Sep 20 1995,Austria Wien,3-2,Grazer Ak
Wed Sep 20 1995,Sturm Graz,0-1,Rapid Wien
Wed Sep 20 1995,RB Salzburg,4-0,Vorwaerts Steyr
Wed Sep 20 1995,SV Ried,2-1,FC Wacker Innsbruck
Wed Sep 20 1995,LASK Linz,2-0,FC Admira Wacker
Sat Sep 23 1995,Grazer Ak,1-1,FC Admira Wacker
Sat Sep 23 1995,Rapid Wien,3-1,RB Salzburg
Sat Sep 23 1995,FC Wacker Innsbruck,3-1,Austria Wien
Sat Sep 23 1995,LASK Linz,2-1,Sturm Graz
Sat Sep 23 1995,Vorwaerts Steyr,0-2,SV Ried
Tue Oct 3 1995,Austria Wien,1-0,FC Wacker Innsbruck
Tue Oct 3 1995,FC Admira Wacker,0-2,Grazer Ak
Tue Oct 3 1995,Sturm Graz,3-1,LASK Linz
Tue Oct 3 1995,RB Salzburg,0-3,Rapid Wien
Tue Oct 3 1995,SV Ried,3-1,Vorwaerts Steyr
Fri Oct 6 1995,Rapid Wien,4-1,SV Ried
Fri Oct 6 1995,Sturm Graz,0-0,FC Admira Wacker
Fri Oct 6 1995,FC Wacker Innsbruck,1-1,Grazer Ak
Fri Oct 6 1995,LASK Linz,0-0,RB Salzburg
Fri Oct 6 1995,Vorwaerts Steyr,0-0,Austria Wien
Sat Oct 14 1995,Grazer Ak,1-1,Vorwaerts Steyr
