Date,Team 1,FT,Team 2
Sun Aug 20 1995,FC Porto,2-1,Sporting CP
Sun Aug 20 1995,Sl Benfica,0-0,SC Salgueiros
Sun Aug 20 1995,Sporting Braga,2-1,Estrela Amadora
Sun Aug 20 1995,Boavista Porto,1-0,Os Belenenses
Sun Aug 20 1995,Uniao Leiria,0-4,CS Maritimo
Sun Aug 20 1995,FC Felgueiras,2-2,GD Chaves
Sun Aug 20 1995,Sporting Farense,2-1,FC Tirsense
Sun Aug 20 1995,Leca FC,0-2,Gil Vicente
Sun Aug 20 1995,Campomaiorense,0-1,Vitoria Guimaraes
Sun Aug 27 1995,Sporting CP,0-0,Boavista Porto
Sun Aug 27 1995,CS Maritimo,0-2,FC Felgueiras
Sun Aug 27 1995,Vitoria Guimaraes,1-0,Sporting Farense
Sun Aug 27 1995,Os Belenenses,1-1,Sporting Braga
Sun Aug 27 1995,Estrela Amadora,2-0,Campomaiorense
Sun Aug 27 1995,SC Salgueiros,4-0,Uniao Leiria
Sun Aug 27 1995,GD Chaves,2-2,Leca FC
Sun Aug 27 1995,Gil Vicente,0-1,FC Porto
Sun Aug 27 1995,FC Tirsense,0-1,Sl Benfica
Sun Sep 3 1995,FC Porto,2-0,GD Chaves
Sun Sep 3 1995,Sl Benfica,1-1,Vitoria Guimaraes
Sun Sep 3 1995,Sporting Braga,1-3,Sporting CP
Sun Sep 3 1995,CS Maritimo,3-1,SC Salgueiros
Sun Sep 3 1995,Boavista Porto,3-0,Gil Vicente
Sun Sep 3 1995,Uniao Leiria,5-1,FC Tirsense
Sun Sep 3 1995,FC Felgueiras,1-2,Leca FC
Sun Sep 3 1995,Sporting Farense,1-0,Estrela Amadora
Sun Sep 3 1995,Campomaiorense,2-3,Os Belenenses
Sun Sep 10 1995,Vitoria Guimaraes,3-0,Uniao Leiria
Sun Sep 10 1995,Os Belenenses,2-1,Sporting Farense
Sun Sep 10 1995,Estrela Amadora,0-1,Sl Benfica
Sun Sep 10 1995,SC Salgueiros,0-0,FC Felgueiras
Sun Sep 10 1995,GD Chaves,2-3,Boavista Porto
Sun Sep 10 1995,Gil Vicente,1-2,Sporting Braga
Sun Sep 10 1995,FC Tirsense,2-1,CS Maritimo
Mon Sep 18 1995,Sporting CP,7-1,Campomaiorense
Mon Sep 18 1995,Leca FC,0-2,FC Porto
Sat Sep 23 1995,Sl Benfica,1-0,Os Belenenses
Sat Sep 23 1995,Sporting Braga,1-0,GD Chaves
Sat Sep 23 1995,CS Maritimo,4-0,Vitoria Guimaraes
Sat Sep 23 1995,Boavista Porto,2-0,Leca FC
Sat Sep 23 1995,Uniao Leiria,2-1,Estrela Amadora
Sat Sep 23 1995,SC Salgueiros,1-1,FC Tirsense
Sat Sep 23 1995,FC Felgueiras,1-1,FC Porto
Sat Sep 23 1995,Sporting Farense,0-1,Sporting CP
Sat Sep 23 1995,Campomaiorense,2-0,Gil Vicente
Sun Oct 1 1995,Sporting CP,2-0,Sl Benfica
Sun Oct 1 1995,Vitoria Guimaraes,1-2,SC Salgueiros
Sun Oct 1 1995,Os Belenenses,3-1,Uniao Leiria
Sun Oct 1 1995,Estrela Amadora,1-1,CS Maritimo
Sun Oct 1 1995,GD Chaves,4-1,Campomaiorense
Sun Oct 1 1995,Leca FC,0-1,Sporting Braga
Sun Oct 1 1995,Gil Vicente,2-2,Sporting Farense
Sun Oct 1 1995,FC Tirsense,0-0,FC Felgueiras
Mon Oct 2 1995,FC Porto,1-0,Boavista Porto
Sun Oct 15 1995,Sl Benfica,3-0,Gil Vicente
Sun Oct 15 1995,Sporting Braga,0-3,FC Porto
Sun Oct 15 1995,CS Maritimo,1-2,Os Belenenses
Sun Oct 15 1995,Uniao Leiria,1-2,Sporting CP
Sun Oct 15 1995,SC Salgueiros,0-0,Estrela Amadora
Sun Oct 15 1995,FC Felgueiras,2-0,Boavista Porto
Sun Oct 15 1995,Sporting Farense,0-0,GD Chaves
Sun Oct 15 1995,Campomaiorense,1-1,Leca FC
Sun Oct 15 1995,FC Tirsense,2-2,Vitoria Guimaraes
Sun Oct 22 1995,FC Porto,5-0,Campomaiorense
Sun Oct 22 1995,Sporting CP,2-0,CS Maritimo
Sun Oct 22 1995,Boavista Porto,5-2,Sporting Braga
Sun Oct 22 1995,Vitoria Guimaraes,2-0,FC Felgueiras
Sun Oct 22 1995,Os Belenenses,0-1,SC Salgueiros
Sun Oct 22 1995,Estrela Amadora,0-0,FC Tirsense
Sun Oct 22 1995,GD Chaves,1-2,Sl Benfica
Sun Oct 22 1995,Leca FC,2-1,Sporting Farense
Sun Oct 22 1995,Gil Vicente,1-0,Uniao Leiria
Sun Oct 29 1995,Sl Benfica,3-1,Leca FC
Sun Oct 29 1995,CS Maritimo,1-0,Gil Vicente
Sun Oct 29 1995,Uniao Leiria,4-1,GD Chaves
Sun Oct 29 1995,Vitoria Guimaraes,3-0,Estrela Amadora
Sun Oct 29 1995,SC Salgueiros,2-2,Sporting CP
Sun Oct 29 1995,FC Felgueiras,1-1,Sporting Braga
Sun Oct 29 1995,Sporting Farense,0-2,FC Porto
Sun Oct 29 1995,Campomaiorense,0-2,Boavista Porto
Sun Oct 29 1995,FC Tirsense,0-0,Os Belenenses
Sun Nov 5 1995,FC Porto,3-0,Sl Benfica
Sun Nov 5 1995,Sporting Braga,1-0,Campomaiorense
Sun Nov 5 1995,Boavista Porto,3-0,Sporting Farense
Sun Nov 5 1995,Os Belenenses,1-0,Vitoria Guimaraes
Sun Nov 5 1995,Estrela Amadora,2-1,FC Felgueiras
Sun Nov 5 1995,GD Chaves,0-2,CS Maritimo
Sun Nov 5 1995,Leca FC,0-1,Uniao Leiria
Sun Nov 5 1995,Gil Vicente,1-1,SC Salgueiros
Wed Nov 8 1995,Sporting CP,1-0,FC Tirsense
Sat Nov 18 1995,Sl Benfica,1-1,Boavista Porto
Sat Nov 18 1995,CS Maritimo,2-0,Leca FC
Sat Nov 18 1995,Uniao Leiria,0-0,FC Porto
Sun Nov 19 1995,Vitoria Guimaraes,1-1,Sporting CP
Sun Nov 19 1995,Estrela Amadora,2-2,Os Belenenses
Sun Nov 19 1995,SC Salgueiros,2-2,GD Chaves
Sun Nov 19 1995,FC Felgueiras,3-0,Campomaiorense
Sun Nov 19 1995,Sporting Farense,1-0,Sporting Braga
Sun Nov 19 1995,FC Tirsense,1-1,Gil Vicente
Sat Nov 25 1995,Boavista Porto,5-0,Uniao Leiria
Sun Nov 26 1995,FC Porto,6-0,CS Maritimo
Sun Nov 26 1995,Sporting CP,6-2,Estrela Amadora
Sun Nov 26 1995,Sporting Braga,1-2,Sl Benfica
Sun Nov 26 1995,Os Belenenses,0-1,FC Felgueiras
Sun Nov 26 1995,GD Chaves,2-0,FC Tirsense
Sun Nov 26 1995,Leca FC,1-1,SC Salgueiros
Sun Nov 26 1995,Gil Vicente,2-0,Vitoria Guimaraes
Sun Nov 26 1995,Campomaiorense,1-0,Sporting Farense
Sun Dec 10 1995,Sl Benfica,2-0,Campomaiorense
Sun Dec 10 1995,CS Maritimo,2-0,Boavista Porto
Sun Dec 10 1995,Uniao Leiria,1-0,Sporting Braga
Sun Dec 10 1995,Vitoria Guimaraes,2-1,GD Chaves
Sun Dec 10 1995,Os Belenenses,0-1,Sporting CP
Sun Dec 10 1995,Estrela Amadora,3-1,Gil Vicente
Sun Dec 10 1995,SC Salgueiros,0-4,FC Porto
Sun Dec 10 1995,FC Felgueiras,3-1,Sporting Farense
Sun Dec 10 1995,FC Tirsense,1-3,Leca FC
Sun Dec 17 1995,FC Porto,5-0,FC Tirsense
Sun Dec 17 1995,Sporting CP,4-0,FC Felgueiras
Sun Dec 17 1995,Sporting Braga,1-1,CS Maritimo
Sun Dec 17 1995,Boavista Porto,1-1,SC Salgueiros
Sun Dec 17 1995,GD Chaves,0-0,Estrela Amadora
Sun Dec 17 1995,Sporting Farense,1-3,Sl Benfica
Sun Dec 17 1995,Leca FC,1-0,Vitoria Guimaraes
Sun Dec 17 1995,Gil Vicente,0-0,Os Belenenses
Sun Dec 17 1995,Campomaiorense,4-2,Uniao Leiria
Sat Dec 23 1995,Sporting CP,4-1,Gil Vicente
Sat Dec 23 1995,CS Maritimo,3-0,Campomaiorense
Sat Dec 23 1995,Uniao Leiria,1-0,Sporting Farense
Sat Dec 23 1995,Vitoria Guimaraes,0-2,FC Porto
Sat Dec 23 1995,Os Belenenses,4-1,GD Chaves
Sat Dec 23 1995,Estrela Amadora,1-0,Leca FC
Sat Dec 23 1995,SC Salgueiros,0-0,Sporting Braga
Sat Dec 23 1995,FC Felgueiras,1-2,Sl Benfica
Sat Dec 23 1995,FC Tirsense,1-3,Boavista Porto
Sat Dec 30 1995,FC Porto,6-0,Estrela Amadora
Sat Dec 30 1995,Sl Benfica,4-0,Uniao Leiria
Sat Dec 30 1995,Sporting Braga,4-0,FC Tirsense
Sat Dec 30 1995,Boavista Porto,2-1,Vitoria Guimaraes
Sat Dec 30 1995,FC Felgueiras,2-2,Gil Vicente
Sat Dec 30 1995,Sporting Farense,2-0,CS Maritimo
Sat Dec 30 1995,Leca FC,0-5,Os Belenenses
Sat Dec 30 1995,Campomaiorense,0-0,SC Salgueiros
Fri Jan 5 1996,Sporting CP,2-0,Leca FC
Sat Jan 6 1996,CS Maritimo,2-2,Sl Benfica
Sat Jan 6 1996,Estrela Amadora,0-0,Boavista Porto
Sun Jan 7 1996,Uniao Leiria,0-0,FC Felgueiras
Sun Jan 7 1996,Vitoria Guimaraes,1-1,Sporting Braga
Sun Jan 7 1996,Os Belenenses,1-1,FC Porto
Sun Jan 7 1996,SC Salgueiros,1-0,Sporting Farense
Sun Jan 7 1996,Gil Vicente,2-0,GD Chaves
Sun Jan 7 1996,FC Tirsense,2-0,Campomaiorense
Fri Jan 12 1996,SC Salgueiros,4-2,Sl Benfica
Sat Jan 13 1996,Sporting CP,0-2,FC Porto
Sat Jan 13 1996,CS Maritimo,1-0,Uniao Leiria
Sat Jan 13 1996,Vitoria Guimaraes,4-0,Campomaiorense
Sat Jan 13 1996,Os Belenenses,1-2,Boavista Porto
Sat Jan 13 1996,Estrela Amadora,4-2,Sporting Braga
Sat Jan 13 1996,GD Chaves,1-0,FC Felgueiras
Sat Jan 13 1996,Gil Vicente,0-0,Leca FC
Sat Jan 13 1996,FC Tirsense,2-1,Sporting Farense
Tue Jan 16 1996,GD Chaves,1-1,Sporting CP
Sat Jan 20 1996,FC Porto,2-0,Gil Vicente
Sat Jan 20 1996,Sl Benfica,2-1,FC Tirsense
Sat Jan 20 1996,Sporting Braga,1-1,Os Belenenses
Sat Jan 20 1996,Boavista Porto,2-1,Sporting CP
Sat Jan 20 1996,Uniao Leiria,3-2,SC Salgueiros
Sat Jan 20 1996,FC Felgueiras,0-3,CS Maritimo
Sat Jan 20 1996,Leca FC,4-1,GD Chaves
Sat Jan 20 1996,Campomaiorense,2-1,Estrela Amadora
Sun Jan 21 1996,Sporting Farense,0-1,Vitoria Guimaraes
Sat Jan 27 1996,Sporting CP,0-1,Sporting Braga
Sat Jan 27 1996,Vitoria Guimaraes,2-4,Sl Benfica
Sat Jan 27 1996,Estrela Amadora,1-1,Sporting Farense
Sat Jan 27 1996,SC Salgueiros,2-0,CS Maritimo
Sat Jan 27 1996,GD Chaves,2-3,FC Porto
Sat Jan 27 1996,Leca FC,1-0,FC Felgueiras
Sat Jan 27 1996,Gil Vicente,1-1,Boavista Porto
Sat Jan 27 1996,FC Tirsense,0-1,Uniao Leiria
Sun Feb 4 1996,FC Porto,2-0,Leca FC
Sun Feb 4 1996,Sl Benfica,1-0,Estrela Amadora
Sun Feb 4 1996,Sporting Braga,1-1,Gil Vicente
Sun Feb 4 1996,CS Maritimo,1-0,FC Tirsense
Sun Feb 4 1996,Boavista Porto,2-0,GD Chaves
Sun Feb 4 1996,Uniao Leiria,1-2,Vitoria Guimaraes
Sun Feb 4 1996,FC Felgueiras,2-0,SC Salgueiros
Sun Feb 4 1996,Sporting Farense,1-3,Os Belenenses
Mon Feb 5 1996,Campomaiorense,0-1,Sporting CP
Thu Feb 8 1996,Os Belenenses,3-1,Campomaiorense
Sun Feb 11 1996,FC Porto,6-2,FC Felgueiras
Sun Feb 11 1996,Sporting CP,5-0,Sporting Farense
Sun Feb 11 1996,Vitoria Guimaraes,6-0,CS Maritimo
Sun Feb 11 1996,Os Belenenses,1-0,Sl Benfica
Sun Feb 11 1996,Estrela Amadora,2-4,Uniao Leiria
Sun Feb 11 1996,GD Chaves,1-0,Sporting Braga
Sun Feb 11 1996,Leca FC,0-3,Boavista Porto
Sun Feb 11 1996,Gil Vicente,3-1,Campomaiorense
Sun Feb 11 1996,FC Tirsense,2-0,SC Salgueiros
Fri Feb 16 1996,Boavista Porto,1-1,FC Porto
Sat Feb 17 1996,Sl Benfica,0-0,Sporting CP
Sat Feb 17 1996,Sporting Braga,3-0,Leca FC
Sat Feb 17 1996,CS Maritimo,1-1,Estrela Amadora
Sat Feb 17 1996,Uniao Leiria,1-0,Os Belenenses
Sat Feb 17 1996,SC Salgueiros,1-2,Vitoria Guimaraes
Sat Feb 17 1996,FC Felgueiras,0-1,FC Tirsense
Sat Feb 17 1996,Campomaiorense,2-1,GD Chaves
Sun Feb 18 1996,Sporting Farense,5-0,Gil Vicente
Sat Mar 2 1996,Estrela Amadora,1-1,SC Salgueiros
Sat Mar 2 1996,Gil Vicente,1-2,Sl Benfica
Sun Mar 3 1996,FC Porto,6-3,Sporting Braga
Sun Mar 3 1996,Sporting CP,0-0,Uniao Leiria
Sun Mar 3 1996,Boavista Porto,4-0,FC Felgueiras
Sun Mar 3 1996,Vitoria Guimaraes,2-1,FC Tirsense
Sun Mar 3 1996,Os Belenenses,4-1,CS Maritimo
Sun Mar 3 1996,GD Chaves,2-1,Sporting Farense
Sun Mar 3 1996,Leca FC,4-1,Campomaiorense
Wed Mar 6 1996,FC Tirsense,0-0,Estrela Amadora
Fri Mar 8 1996,Campomaiorense,0-1,FC Porto
Sat Mar 9 1996,Sl Benfica,2-0,GD Chaves
Sun Mar 10 1996,Sporting Braga,2-0,Boavista Porto
Sun Mar 10 1996,CS Maritimo,0-5,Sporting CP
